Sample in Buffer,Sample in Window,TRIGGER,top_i/ddc_branch_1_x7673,top_i/baseband_j[31:0],top_i/baseband_i[31:0]
261,261,0,1,-116254,-50761
262,262,0,1,-106264,-59718
263,263,0,1,-87799,-66788
264,264,0,1,-64020,-71828
265,265,0,1,-39827,-75021
266,266,0,1,-20513,-76290
267,267,0,1,-10386,-75160
268,268,0,1,-11707,-71082
269,269,0,1,-24228,-63903
270,270,0,1,-45234,-54318
271,271,0,1,-70290,-44060
272,272,0,1,-94399,-35586
273,273,0,1,-113325,-31238
274,274,0,1,-124593,-32161
275,275,0,1,-127781,-37526
276,276,0,1,-124243,-44647
277,277,0,1,-116443,-49722
278,278,0,1,-107100,-49011
279,279,0,1,-98313,-40079
280,280,0,1,-90878,-22811
281,281,0,1,-84147,255
282,282,0,1,-76580,24465
283,283,0,1,-66472,44344
284,284,0,1,-52744,55174
285,285,0,1,-35488,54263
286,286,0,1,-16210,41678
287,287,0,1,2370,20243
288,288,0,1,17018,-5055
289,289,0,1,25040,-28344
290,290,0,1,25180,-44265
291,291,0,1,18090,-49309
292,292,0,1,6177,-42525
293,293,0,1,-7085,-25615
294,294,0,1,-18121,-2419
295,295,0,1,-24366,21813
296,296,0,1,-25114,41665
297,297,0,1,-21748,52754
298,298,0,1,-17110,52720
299,299,0,1,-14340,41667
300,300,0,1,-15753,22040
301,301,0,1,-21929,-1921
302,302,0,1,-31503,-25110
303,303,0,1,-41638,-42710
304,304,0,1,-49044,-51424
305,305,0,1,-51290,-50298
306,306,0,1,-47798,-40897
307,307,0,1,-40045,-26754
308,308,0,1,-30871,-12435
309,309,0,1,-23308,-2238
310,310,0,1,-19399,1012
311,311,0,1,-19450,-3245
312,312,0,1,-21994,-13118
313,313,0,1,-24433,-24965
314,314,0,1,-24334,-34724
315,315,0,1,-20720,-39203
316,316,0,1,-14655,-37018
317,317,0,1,-8836,-28842
318,318,0,1,-6372,-17089
319,319,0,1,-9460,-5098
320,320,0,1,-18195,4108
321,321,0,1,-30255,8694
322,322,0,1,-41418,8346
323,323,0,1,-47174,3809
324,324,0,1,-44534,-3760
325,325,0,1,-33347,-13366
326,326,0,1,-16477,-24452
327,327,0,1,1159,-36867
328,328,0,1,14318,-50459
329,329,0,1,19264,-64543
330,330,0,1,15066,-77596
331,331,0,1,3946,-87537
332,332,0,1,-9614,-92653
333,333,0,1,-20642,-92543
334,334,0,1,-25557,-88594
335,335,0,1,-23310,-83843
336,336,0,1,-15472,-82094
337,337,0,1,-5458,-86644
338,338,0,1,2837,-98838
339,339,0,1,6482,-117146
340,340,0,1,4468,-137236
341,341,0,1,-2139,-153284
342,342,0,1,-10919,-159792
343,343,0,1,-19230,-153398
344,344,0,1,-25201,-134107
345,345,0,1,-28198,-105447
346,346,0,1,-28785,-73524
347,347,0,1,-28371,-45324
348,348,0,1,-28520,-26721
349,349,0,1,-30505,-20906
350,350,0,1,-34989,-27743
351,351,0,1,-42021,-44178
352,352,0,1,-51282,-65349
353,353,0,1,-62283,-85915
354,354,0,1,-74261,-101454
355,355,0,1,-86102,-109265
356,356,0,1,-96295,-108801
357,357,0,1,-103211,-101419
358,358,0,1,-105434,-89641
359,359,0,1,-102273,-76297
360,360,0,1,-94118,-63932
361,361,0,1,-82644,-54365
362,362,0,1,-70598,-48332
363,363,0,1,-61045,-45432
364,364,0,1,-56341,-44481
365,365,0,1,-57373,-43991
366,366,0,1,-63270,-42616
367,367,0,1,-71693,-39503
368,368,0,1,-79579,-34416
369,369,0,1,-84111,-27801
370,370,0,1,-83807,-20665
371,371,0,1,-79091,-14260
372,372,0,1,-72187,-9714
373,373,0,1,-66180,-7881
374,374,0,1,-63878,-9333
375,375,0,1,-66756,-14318
376,376,0,1,-74358,-22648
377,377,0,1,-84336,-33444
378,378,0,1,-93154,-45050
379,379,0,1,-97418,-55175
380,380,0,1,-95313,-61283
381,381,0,1,-87425,-61192
382,382,0,1,-76625,-53954
383,383,0,1,-67079,-40702
384,384,0,1,-62824,-24996
385,385,0,1,-66111,-12110
386,386,0,1,-76287,-7616
387,387,0,1,-89599,-15449
388,388,0,1,-100215,-36273
389,389,0,1,-102124,-66666
390,390,0,1,-91200,-99502
391,391,0,1,-66751,-125751
392,392,0,1,-31991,-137211
393,393,0,1,6809,-129177
394,394,0,1,42035,-102205
395,395,0,1,66924,-62039
396,396,0,1,77461,-17949
397,397,0,1,73261,19991
398,398,0,1,57222,43846
399,399,0,1,34126,50000
400,400,0,1,8837,39869
401,401,0,1,-15010,18847
402,402,0,1,-35795,-5997
403,403,0,1,-53636,-28349
404,404,0,1,-69546,-44541
405,405,0,1,-84273,-54171
406,406,0,1,-97458,-59514
407,407,0,1,-107538,-64001
408,408,0,1,-112450,-70532
409,409,0,1,-110635,-80184
410,410,0,1,-101882,-91782
411,411,0,1,-87591,-102502
412,412,0,1,-70473,-109136
413,413,0,1,-53650,-109353
414,414,0,1,-39641,-102544
415,415,0,1,-29532,-90066
416,416,0,1,-22827,-74946
417,417,0,1,-18151,-61130
418,418,0,1,-14349,-52379
419,419,0,1,-11406,-51271
420,420,0,1,-10783,-58549
421,421,0,1,-15051,-72994
422,422,0,1,-26906,-91707
423,423,0,1,-47761,-110635
424,424,0,1,-76567,-125485
425,425,0,1,-109337,-132808
426,426,0,1,-139816,-131056
427,427,0,1,-161153,-120960
428,428,0,1,-167875,-105290
429,429,0,1,-157617,-88097
430,430,0,1,-132090,-73603
431,431,0,1,-96863,-64922
432,432,0,1,-60086,-63078
433,433,0,1,-30274,-66764
434,434,0,1,-13943,-72948
435,435,0,1,-13958,-78039
436,436,0,1,-28951,-79198
437,437,0,1,-53950,-75225
438,438,0,1,-81820,-66718
439,439,0,1,-105322,-55657
440,440,0,1,-119006,-44477
441,441,0,1,-120463,-35106
442,442,0,1,-110646,-28237
443,443,0,1,-93125,-23459
444,444,0,1,-72802,-19804
445,445,0,1,-54519,-16561
446,446,0,1,-41870,-13829
447,447,0,1,-36566,-12553
448,448,0,1,-38353,-14006
449,449,0,1,-45487,-19024
450,450,0,1,-55477,-27348
451,451,0,1,-65790,-37329
452,452,0,1,-74315,-46286
453,453,0,1,-79508,-51423
454,454,0,1,-80410,-50903
455,455,0,1,-76598,-44497
456,456,0,1,-68176,-33631
457,457,0,1,-55790,-20712
458,458,0,1,-40587,-8204
459,459,0,1,-24297,2188
460,460,0,1,-9132,9996
461,461,0,1,2612,15836
462,462,0,1,9118,20688
463,463,0,1,9594,24997
464,464,0,1,4648,28154
465,465,0,1,-3852,28668
466,466,0,1,-13020,24961
467,467,0,1,-19684,16280
468,468,0,1,-21237,3573
469,469,0,1,-16519,-10414
470,470,0,1,-6300,-21705
471,471,0,1,6826,-26322
472,472,0,1,19117,-21745
473,473,0,1,26648,-8078
474,474,0,1,26337,11760
475,475,0,1,16907,32866
476,476,0,1,-549,49779
477,477,0,1,-22776,58067
478,478,0,1,-45271,55544
479,479,0,1,-63616,42828
480,480,0,1,-74711,22955
481,481,0,1,-77616,313
482,482,0,1,-73729,-20757
483,483,0,1,-66177,-37091
484,484,0,1,-58645,-47166
485,485,0,1,-53846,-51010
486,486,0,1,-52431,-49708
487,487,0,1,-52733,-44835
488,488,0,1,-51533,-37821
489,489,0,1,-45457,-29778
490,490,0,1,-32641,-21542
491,491,0,1,-13905,-13973
492,492,0,1,6938,-8199
493,493,0,1,24039,-5579
494,494,0,1,31407,-7388
495,495,0,1,25098,-14528
496,496,0,1,4917,-27126
497,497,0,1,-25155,-44399
498,498,0,1,-57947,-64705
499,499,0,1,-85144,-85864
500,500,0,1,-99817,-105586
501,501,0,1,-98607,-121910
502,502,0,1,-82710,-133499
503,503,0,1,-57424,-139684
504,504,0,1,-30390,-140506
505,505,0,1,-9193,-136617
506,506,0,1,861,-129323
507,507,0,1,-1937,-120411
508,508,0,1,-15431,-112025
509,509,0,1,-34499,-106364
510,510,0,1,-52628,-105228
511,511,0,1,-63711,-109586
512,512,0,1,-63566,-119086
513,513,0,1,-50769,-131886
514,514,0,1,-26771,-144951
515,515,0,1,4500,-154858
516,516,0,1,37448,-158766
517,517,0,1,65859,-155266
518,518,0,1,84197,-144882
519,519,0,1,88710,-130013
520,520,0,1,78238,-114268
521,521,0,1,54547,-101395
522,522,0,1,21934,-94107
523,523,0,1,-13642,-93307
524,524,0,1,-45919,-97997
525,525,0,1,-69913,-105731
526,526,0,1,-83104,-113489
527,527,0,1,-85816,-118528
528,528,0,1,-80597,-119197
529,529,0,1,-71135,-115267
530,530,0,1,-60926,-107921
531,531,0,1,-52254,-99122
532,532,0,1,-45735,-91059
533,533,0,1,-40752,-85582
534,534,0,1,-36377,-83786
535,535,0,1,-32415,-85736
536,536,0,1,-29909,-90387
537,537,0,1,-30764,-95696
538,538,0,1,-36785,-99001
539,539,0,1,-48539,-97644
540,540,0,1,-64495,-89622
541,541,0,1,-80954,-74226
542,542,0,1,-92961,-52412
543,543,0,1,-95976,-26753
544,544,0,1,-87661,-855
545,545,0,1,-69029,21678
546,546,0,1,-44496,38273
547,547,0,1,-20685,48127
548,548,0,1,-4309,52263
549,549,0,1,-2,52882
550,550,0,1,-8684,52347
551,551,0,1,-27172,52059
552,552,0,1,-49131,51802
553,553,0,1,-67061,49903
554,554,0,1,-74608,44082
555,555,0,1,-68476,32714
556,556,0,1,-49225,16023
557,557,0,1,-20875,-3588
558,558,0,1,10468,-22065
559,559,0,1,38406,-35035
560,560,0,1,57959,-39374
561,561,0,1,66700,-34482
562,562,0,1,64959,-22645
563,563,0,1,55324,-8357
564,564,0,1,41597,3339
565,565,0,1,27791,8759
566,566,0,1,17311,6903
567,567,0,1,12373,-147
568,568,0,1,13670,-8045
569,569,0,1,20332,-11847
570,570,0,1,30136,-7871
571,571,0,1,39916,4750
572,572,0,1,46138,23452
573,573,0,1,45768,42957
574,574,0,1,37164,56914
575,575,0,1,20866,59905
576,576,0,1,-138,49163
577,577,0,1,-20881,25433
578,578,0,1,-35654,-7200
579,579,0,1,-39600,-42433
580,580,0,1,-30185,-73506
581,581,0,1,-8142,-95115
582,582,0,1,22411,-104723
583,583,0,1,54967,-103047
584,584,0,1,82276,-93598
585,585,0,1,98215,-81532
586,586,0,1,99222,-72107
587,587,0,1,84811,-69295
588,588,0,1,57386,-74737
589,589,0,1,21406,-87517
590,590,0,1,-17640,-104649
591,591,0,1,-54243,-122184
592,592,0,1,-83673,-136463
593,593,0,1,-102192,-145110
594,594,0,1,-107481,-147653
595,595,0,1,-98895,-145449
596,596,0,1,-77857,-141011
597,597,0,1,-47977,-136954
598,598,0,1,-14811,-135026
599,599,0,1,15047,-135425
600,600,0,1,35368,-136700
601,601,0,1,41910,-136347
602,602,0,1,33767,-131793
603,603,0,1,13778,-121394
604,604,0,1,-12106,-105249
605,605,0,1,-36477,-85377
606,606,0,1,-52657,-65146
607,607,0,1,-56611,-48267
608,608,0,1,-48096,-37590
609,609,0,1,-30540,-34140
610,610,0,1,-9840,-36818
611,611,0,1,7460,-42872
612,612,0,1,16023,-48874
613,613,0,1,13066,-52008
614,614,0,1,-1120,-51172
615,615,0,1,-23594,-47456
616,616,0,1,-49904,-43792
617,617,0,1,-75251,-43723
618,618,0,1,-95550,-50013
619,619,0,1,-108219,-63405
620,620,0,1,-112537,-82016
621,621,0,1,-109539,-101538
622,622,0,1,-101589,-116381
623,623,0,1,-91630,-121343
624,624,0,1,-82497,-113289
625,625,0,1,-76316,-92169
626,626,0,1,-73994,-61235
627,627,0,1,-75124,-26243
628,628,0,1,-78205,5949
629,629,0,1,-81388,29030
630,630,0,1,-83266,38790
631,631,0,1,-83460,33974
632,632,0,1,-82814,16422
633,633,0,1,-83056,-9573
634,634,0,1,-86086,-38390
635,635,0,1,-93097,-64272
636,636,0,1,-103882,-82417
637,637,0,1,-116606,-89776
638,638,0,1,-128273,-85444
639,639,0,1,-135575,-70649
640,640,0,1,-135980,-48388
641,641,0,1,-128517,-22799
642,642,0,1,-114119,1545
643,643,0,1,-95365,20384
644,644,0,1,-75832,30538
645,645,0,1,-59068,30432
646,646,0,1,-47716,20400
647,647,0,1,-42912,2678
648,648,0,1,-44129,-18962
649,649,0,1,-49374,-39829
650,650,0,1,-55771,-55131
651,651,0,1,-60243,-60831
652,652,0,1,-60193,-54575
653,653,0,1,-54011,-36208
654,654,0,1,-41362,-7986
655,655,0,1,-23188,25721
656,656,0,1,-1412,59206
657,657,0,1,21416,86547
658,658,0,1,42676,102981
659,659,0,1,59968,105965
660,660,0,1,71365,95891
661,661,0,1,75527,75963
662,662,0,1,71707,51354
663,663,0,1,59806,27842
664,664,0,1,40492,10331
665,665,0,1,15412,1634
666,666,0,1,-12676,1929
667,667,0,1,-40052,8990
668,668,0,1,-62601,19112
669,669,0,1,-76573,28400
670,670,0,1,-79510,33891
671,671,0,1,-71037,34129
672,672,0,1,-53076,29104
673,673,0,1,-29527,19743
674,674,0,1,-5290,7239
675,675,0,1,15039,-7538
676,676,0,1,28332,-24356
677,677,0,1,33432,-43256
678,678,0,1,31186,-64033
679,679,0,1,23831,-85602
680,680,0,1,14183,-105849
681,681,0,1,4742,-121919
682,682,0,1,-2794,-130897
683,683,0,1,-7636,-130669
684,684,0,1,-9672,-120734
685,685,0,1,-9169,-102572
686,686,0,1,-6633,-79513
687,687,0,1,-2787,-56072
688,688,0,1,1391,-36883
689,689,0,1,4788,-25655
690,690,0,1,6283,-24362
691,691,0,1,5149,-32910
692,692,0,1,1392,-49094
693,693,0,1,-4083,-69143
694,694,0,1,-9711,-88629
695,695,0,1,-13844,-103436
696,696,0,1,-15397,-110616
697,697,0,1,-14351,-109061
698,698,0,1,-11846,-99665
699,699,0,1,-9700,-85048
700,700,0,1,-9630,-68928
701,701,0,1,-12506,-55154
702,702,0,1,-17867,-46754
703,703,0,1,-24185,-45193
704,704,0,1,-29486,-50138
705,705,0,1,-32228,-59567
706,706,0,1,-32005,-70417
707,707,0,1,-29710,-79459
708,708,0,1,-26966,-84120
709,709,0,1,-25330,-83108
710,710,0,1,-25413,-76682
711,711,0,1,-26422,-66522
712,712,0,1,-26483,-55245
713,713,0,1,-23399,-45760
714,714,0,1,-15626,-40626
715,715,0,1,-3189,-41512
716,716,0,1,12004,-48689
717,717,0,1,26730,-60899
718,718,0,1,37378,-75454
719,719,0,1,41118,-88692
720,720,0,1,36659,-96724
721,721,0,1,24575,-96243
722,722,0,1,7022,-85407
723,723,0,1,-12926,-64568
724,724,0,1,-32184,-36544
725,725,0,1,-48356,-6073
726,726,0,1,-60057,21135
727,727,0,1,-66851,39794
728,728,0,1,-69062,46352
729,729,0,1,-67475,39969
730,730,0,1,-63089,22796
731,731,0,1,-57001,-475
732,732,0,1,-50173,-23834
733,733,0,1,-43419,-41520
734,734,0,1,-37360,-49368
735,735,0,1,-32454,-45675
736,736,0,1,-28984,-31374
737,737,0,1,-27053,-9611
738,738,0,1,-26731,15194
739,739,0,1,-28088,38462
740,740,0,1,-31113,56482
741,741,0,1,-35507,66970
742,742,0,1,-40573,69281
743,743,0,1,-45204,64192
744,744,0,1,-48081,53421
745,745,0,1,-48053,39224
746,746,0,1,-44582,23916
747,747,0,1,-38094,9515
748,748,0,1,-30089,-2371
749,749,0,1,-22758,-10577
750,750,0,1,-18343,-14365
751,751,0,1,-18385,-13390
752,752,0,1,-23070,-7789
753,753,0,1,-31081,1805
754,754,0,1,-39846,14181
755,755,0,1,-46272,27511
756,756,0,1,-47647,39377
757,757,0,1,-42447,47101
758,758,0,1,-30821,48138
759,759,0,1,-14645,40594
760,760,0,1,2920,23746
761,761,0,1,18127,-1614
762,762,0,1,27508,-33141
763,763,0,1,28573,-67223
764,764,0,1,20378,-99474
765,765,0,1,3813,-125460
766,766,0,1,-18466,-141441
767,767,0,1,-42488,-145064
768,768,0,1,-63772,-135746
769,769,0,1,-78221,-114745
770,770,0,1,-83009,-84998
771,771,0,1,-77300,-50793
772,772,0,1,-62612,-17205
773,773,0,1,-42434,10724
774,774,0,1,-21348,28754
775,775,0,1,-3793,34178
776,776,0,1,7193,26258
777,777,0,1,10597,6579
778,778,0,1,7598,-21044
779,779,0,1,1086,-51259
780,780,0,1,-5573,-78259
781,781,0,1,-9857,-96987
782,782,0,1,-11005,-104283
783,783,0,1,-10345,-99659
784,784,0,1,-10614,-85464
785,785,0,1,-14884,-66381
786,786,0,1,-25206,-48211
787,787,0,1,-41597,-36321
788,788,0,1,-61685,-34168
789,789,0,1,-81309,-42415
790,790,0,1,-95802,-58670
791,791,0,1,-101615,-78331
792,792,0,1,-97467,-95910
793,793,0,1,-84839,-106692
794,794,0,1,-67446,-108113
795,795,0,1,-49956,-100466
796,796,0,1,-36482,-86580
797,797,0,1,-29233,-70663
798,798,0,1,-28026,-56734
799,799,0,1,-30664,-47222
800,800,0,1,-34092,-42223
801,801,0,1,-35729,-39676
802,802,0,1,-34512,-36492
803,803,0,1,-31242,-30057
804,804,0,1,-28000,-19613
805,805,0,1,-27116,-6864
806,806,0,1,-29979,4401
807,807,0,1,-36244,9611
808,808,0,1,-43825,5179
809,809,0,1,-49680,-10102
810,810,0,1,-51020,-34258
811,811,0,1,-46535,-62619
812,812,0,1,-37054,-89156
813,813,0,1,-25398,-108327
814,814,0,1,-15580,-116644
815,815,0,1,-11512,-113570
816,816,0,1,-15793,-101300
817,817,0,1,-28849,-83627
818,818,0,1,-48787,-64510
819,819,0,1,-71950,-46774
820,820,0,1,-93864,-31505
821,821,0,1,-110313,-18208
822,822,0,1,-118275,-5682
823,823,0,1,-116324,6758
824,824,0,1,-104898,18473
825,825,0,1,-86014,27508
826,826,0,1,-62749,31293
827,827,0,1,-38602,27830
828,828,0,1,-16839,16779
829,829,0,1,-92,141
830,830,0,1,9961,-18014
831,831,0,1,12853,-32678
832,832,0,1,9240,-39623
833,833,0,1,605,-36949
834,834,0,1,-11042,-25778
835,835,0,1,-23522,-9973
836,836,0,1,-34641,5156
837,837,0,1,-42411,14682
838,838,0,1,-45203,15834
839,839,0,1,-41945,8901
840,840,0,1,-32400,-2966
841,841,0,1,-17457,-15165
842,842,0,1,591,-23454
843,843,0,1,18047,-25730
844,844,0,1,30328,-22811
845,845,0,1,32866,-18074
846,846,0,1,22313,-16039
847,847,0,1,-2199,-20447
848,848,0,1,-38387,-32587
849,849,0,1,-80801,-50520
850,850,0,1,-121838,-69528
851,851,0,1,-153469,-83699
852,852,0,1,-169292,-87954
853,853,0,1,-166327,-79810
854,854,0,1,-145973,-60330
855,855,0,1,-113715,-33850
856,856,0,1,-77742,-6770
857,857,0,1,-46613,14363
858,858,0,1,-26862,24648
859,859,0,1,-21218,22002
860,860,0,1,-27937,7425
861,861,0,1,-41489,-15584
862,862,0,1,-54471,-42195
863,863,0,1,-60050,-67655
864,864,0,1,-54160,-88454
865,865,0,1,-36695,-102924
866,866,0,1,-11428,-111283
867,867,0,1,15367,-115179
868,868,0,1,37072,-116788
869,869,0,1,48941,-117909
870,870,0,1,49446,-119287
871,871,0,1,40367,-120357
872,872,0,1,25654,-119493
873,873,0,1,9660,-114621
874,874,0,1,-4575,-104161
875,875,0,1,-16152,-87944
876,876,0,1,-26068,-67711
877,877,0,1,-36003,-46853
878,878,0,1,-46581,-29546
879,879,0,1,-56324,-19490
880,880,0,1,-61626,-18674
881,881,0,1,-58128,-26538
882,882,0,1,-42829,-39875
883,883,0,1,-16088,-53757
884,884,0,1,17534,-62982
885,885,0,1,49987,-63798
886,886,0,1,72053,-55041
887,887,0,1,76477,-38464
888,888,0,1,60794,-18154
889,889,0,1,28503,833
890,890,0,1,-11758,14014
891,891,0,1,-48966,18823
892,892,0,1,-73342,15141
