Sample in Buffer,Sample in Window,TRIGGER,top_i/c_shift_ram_0_Q[15:0],top_i/waveform_iq_waveform_i[17:0],top_i/lut_decoder_1_x8[17:0],top_i/ddc_branch_0_x7673,top_i/xlslice_1_Dout[35:0],top_i/xlslice_2_Dout[35:0],top_i/unwrap_diff_0_x55,top_i/unwrap_diff_0_x56[31:0],top_i/signal_input_adc_out_2[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,HEX,SIGNED,SIGNED
0,0,1,8,-92664,92698,0,-197723,-351355,0,42608928,-315
1,1,0,-1,50123,121108,0,-198380,-353326,0,42576161,-47
2,2,0,1,0,131071,0,-198380,-356928,0,42592544,1889
3,3,0,6,50170,121089,0,-200886,-364446,0,42600735,674
4,4,0,11,92698,92663,0,-205518,-371394,0,42604830,47
5,5,0,12,121108,-50124,0,-207570,-374472,0,42606877,426
6,6,0,1,131071,-1,0,-205270,-371022,0,42607900,428
7,7,0,-7,121089,-50171,0,-194626,-363926,0,42608411,-126
8,8,0,15,92663,-92699,0,-179050,-348350,0,42608666,663
9,9,0,6,-50124,-121109,0,-168902,-343276,0,42608793,-26
10,10,0,5,-1,-131072,0,-161348,-338240,0,42608856,-303
11,11,0,-1,-50171,-121090,0,-171464,-343298,0,42608887,59
12,12,0,-2,-92699,-92664,0,-199568,-343298,0,42608902,380
13,13,0,10,-121109,50123,0,-249572,-376634,0,42608909,254
14,14,0,4,-131072,0,0,-272370,-445028,0,42608913,-514
15,15,0,-5,-121090,50170,0,-272370,-550212,0,42608915,-18
16,16,0,-7,-92664,92698,0,-324962,-629100,1,42608916,360
17,17,0,3,50123,121108,0,-393356,-674696,0,2,-77
18,18,0,-6,0,131071,0,-410024,-708032,0,3,-335
19,19,0,10,50170,121089,0,-438128,-736136,0,4,4
20,20,0,-2,92698,92663,0,-443186,-741194,0,5,-178
21,21,0,-10,121108,-50124,0,-435632,-733640,0,6,11
22,22,0,0,131071,-1,0,-425484,-728566,0,7,-25
23,23,0,14,121089,-50171,0,-409908,-712990,0,8,-69
24,24,0,4,92663,-92699,0,-402812,-705894,0,9,-90
25,25,0,3,-50124,-121109,0,-399362,-702444,0,10,-41
26,26,0,5,-1,-131072,0,-401414,-703470,0,11,1
27,27,0,13,-50171,-121090,0,-408362,-705786,0,12,-69
28,28,0,11,-92699,-92664,0,-410868,-713304,0,13,53
29,29,0,13,-121109,50123,0,-416271,-716906,0,14,-77
30,30,0,2,-131072,0,0,-418242,-718877,0,15,-82
31,31,0,-2,-121090,50170,0,-416958,-718449,0,16,78
32,32,0,2,-92664,92698,0,-413664,-717351,0,17,-94
33,33,0,21,50123,121108,0,-411212,-713673,0,18,-79
34,34,0,11,0,131071,0,-408497,-711863,0,19,-88
35,35,0,7,50170,121089,0,-407781,-710789,0,20,-29
36,36,0,3,92698,92663,0,-408117,-711461,0,21,15
37,37,0,3,121108,-50124,0,-409620,-713465,0,22,-59
38,38,0,11,131071,-1,0,-411369,-714048,0,23,-93
39,39,0,4,121089,-50171,0,-412283,-714962,0,24,-66
40,40,0,8,92663,-92699,0,-412735,-715414,0,25,-101
41,41,0,13,-50124,-121109,0,-412723,-715406,0,26,-85
42,42,0,-7,-1,-131072,0,-412405,-714770,0,27,-24
43,43,0,1,-50171,-121090,0,-411751,-714116,0,28,49
44,44,0,9,-92699,-92664,0,-411355,-713918,0,29,87
45,45,0,13,-121109,50123,0,-410941,-713504,0,30,101
46,46,0,4,-131072,0,0,-410793,-713282,0,31,-12
47,47,0,10,-121090,50170,0,-410706,-713166,0,32,-17
48,48,0,-3,-92664,92698,0,87,87,0,33,-49
49,49,0,4,50123,121108,0,161,309,0,34,-27
50,50,0,16,0,131071,0,437,723,0,35,33
51,51,0,-2,50170,121089,0,833,1317,0,36,11
52,52,0,19,92698,92663,0,1269,2189,0,37,21
53,53,0,18,121108,-50124,0,1905,2666,0,38,-57
54,54,0,9,131071,-1,0,1917,2678,0,39,7
55,55,0,1,121089,-50171,0,1691,2226,0,40,-42
56,56,0,10,92663,-92699,0,777,855,0,41,-22
57,57,0,1,-50124,-121109,0,-972,-1477,0,42,13
58,58,0,5,-1,-131072,0,-2475,-2980,0,43,-70
59,59,0,8,-50171,-121090,0,-2811,-3484,0,44,-11
60,60,0,-5,-92699,-92664,0,-2095,-2768,0,45,-42
61,61,0,12,-121109,50123,0,620,-53,0,46,11
62,62,0,21,-131072,0,0,4298,1173,0,47,33
63,63,0,5,-121090,50170,0,6494,3369,0,48,-53
64,64,0,12,-92664,92698,0,6922,4653,0,49,-44
65,65,0,-2,50123,121108,0,6922,3339,0,50,-85
66,66,0,10,0,131071,0,5121,-2064,0,51,-16
67,67,0,2,50170,121089,0,109,-9582,0,52,-15
68,68,0,-8,92698,92663,0,-4523,-16530,0,53,3
69,69,0,16,121108,-50124,0,-6575,-19608,0,54,-78
70,70,0,-3,131071,-1,0,-3125,-17308,0,55,-102
71,71,0,0,121089,-50171,0,7519,-6664,0,56,-52
72,72,0,21,92663,-92699,0,17903,-1472,0,57,-49
73,73,0,6,-50124,-121109,0,33125,8676,0,58,-8
74,74,0,-5,-1,-131072,0,43197,13712,0,59,-94
75,75,0,3,-50171,-121090,0,35610,13712,0,60,-16
76,76,0,0,-92699,-92664,0,7506,-5024,0,61,-28
77,77,0,5,-121109,50123,0,-9162,-55028,0,62,-47
78,78,0,1,-131072,0,0,-9162,-146220,0,63,-29
79,79,0,-3,-121090,50170,0,-61754,-225108,0,64,-70
80,80,0,13,-92664,92698,0,-140642,-277700,0,65,-12
81,81,0,6,50123,121108,0,-163440,-323296,0,66,-30
82,82,0,6,0,131071,0,-213444,-373300,0,67,24
83,83,0,8,50170,121089,0,-232180,-392036,0,68,-57
84,84,0,7,92698,92663,0,-239767,-399623,0,69,23
85,85,0,5,121108,-50124,0,-234731,-397105,0,70,-23
86,86,0,9,131071,-1,0,-219509,-381883,0,71,-51
87,87,0,2,121089,-50171,0,-209125,-371499,0,72,-19
88,88,0,7,92663,-92699,0,-198481,-360855,0,73,-76
89,89,0,0,-50124,-121109,0,-196181,-359705,0,74,58
90,90,0,4,-1,-131072,0,-199259,-360731,0,75,-66
91,91,0,0,-50171,-121090,0,-201575,-367679,0,76,1
92,92,0,5,-92699,-92664,0,-209093,-372691,0,77,12
93,93,0,20,-121109,50123,0,-214496,-378094,0,78,-55
94,94,0,-7,-131072,0,0,-216467,-378751,0,79,4
95,95,0,-5,-121090,50170,0,-215183,-378323,0,80,-99
96,96,0,11,-92664,92698,0,-212987,-375029,0,81,-197
97,97,0,-2,50123,121108,0,-209309,-372577,0,82,-120
98,98,0,14,0,131071,0,-207499,-369862,0,83,-37
99,99,0,15,50170,121089,0,-206783,-368430,0,84,-141
100,100,0,10,92698,92663,0,-207287,-369102,0,85,-220
101,101,0,9,121108,-50124,0,-208790,-369603,0,86,45
102,102,0,1,131071,-1,0,-209956,-370769,0,87,-45
103,103,0,1,121089,-50171,0,-210870,-371683,0,88,-201
104,104,0,12,92663,-92699,0,-211548,-372135,0,89,57
105,105,0,0,-50124,-121109,0,-211540,-372119,0,90,-13
106,106,0,-2,-1,-131072,0,-211063,-371642,0,91,-126
107,107,0,16,-50171,-121090,0,-210627,-371424,0,92,-47
108,108,0,8,-92699,-92664,0,-210033,-370830,0,93,-20
109,109,0,-3,-121109,50123,0,-209757,-370416,0,94,103
110,110,0,-1,-131072,0,0,-209535,-370120,0,95,-59
111,111,0,3,-121090,50170,1,-209448,-370033,0,96,-23
112,112,0,-8,-92664,92698,0,-209361,-369946,0,97,15
113,113,0,10,50123,121108,0,-209287,-369724,0,98,-146
114,114,0,12,0,131071,0,-209011,-369310,0,-562808275,-6
115,115,0,0,50170,121089,0,-208615,-368716,0,-141150847,-129
116,116,0,0,92698,92663,0,-208179,-367844,0,107768067,9
117,117,0,-1,121108,-50124,0,-207543,-367367,0,-23753851,-11
118,118,0,-5,131071,-1,0,-207531,-367355,0,43008728,-27
119,119,0,5,121089,-50171,0,-207757,-367807,0,9497885,22
120,120,0,5,92663,-92699,0,-208671,-369178,0,-7273872,44
121,121,0,-8,-50124,-121109,0,-210420,-371510,0,1114053,-47
122,122,0,0,-1,-131072,0,-211923,-373013,0,5308271,0
123,123,0,5,-50171,-121090,0,-212259,-373517,0,3211130,-47
124,124,0,9,-92699,-92664,0,-211543,-372801,0,4259704,-92
125,125,0,1,-121109,50123,0,-208828,-370086,0,3735417,54
126,126,0,1,-131072,0,0,-205150,-368860,0,3997560,-93
127,127,0,6,-121090,50170,0,-202954,-366664,0,3866489,64
128,128,0,16,-92664,92698,0,-202526,-365380,0,3932024,29
129,129,0,18,50123,121108,0,-202526,-366694,0,3964791,-104
130,130,0,-2,0,131071,0,-204327,-372097,0,3981174,-73
131,131,0,-4,50170,121089,0,-209339,-379615,0,3989365,10
132,132,0,2,92698,92663,0,-213971,-386563,0,3993460,-20
133,133,0,1,121108,-50124,0,-216023,-389641,0,3995507,-73
134,134,0,3,131071,-1,0,-212573,-387341,0,3996530,-113
135,135,0,29,121089,-50171,0,-201929,-376697,0,3997041,33
136,136,0,5,92663,-92699,0,-191545,-371505,0,3997296,-69
137,137,0,-1,-50124,-121109,0,-176323,-361357,0,3997423,-44
138,138,0,6,-1,-131072,0,-166251,-356321,0,3997486,-66
139,139,0,12,-50171,-121090,0,-173838,-356321,0,3997517,-23
140,140,0,4,-92699,-92664,0,-201942,-375057,0,3997532,-9
141,141,0,18,-121109,50123,0,-218610,-425061,0,3997539,3
142,142,0,23,-131072,0,0,-218610,-516253,0,3997543,-17
143,143,0,-13,-121090,50170,0,-271202,-595141,0,3997545,-69
144,144,0,-11,-92664,92698,0,-350090,-647733,1,3997546,-4
145,145,0,0,50123,121108,0,-372888,-693329,0,2,1
146,146,0,6,0,131071,0,-422892,-743333,0,3,17
147,147,0,4,50170,121089,0,-441628,-762069,0,4,-54
148,148,0,26,92698,92663,0,-449215,-769656,0,5,-98
149,149,0,1,121108,-50124,0,-444179,-767138,0,6,6
150,150,0,-3,131071,-1,0,-428957,-751916,0,7,-23
151,151,0,5,121089,-50171,0,-418573,-741532,0,8,2
152,152,0,-12,92663,-92699,0,-407929,-730888,0,9,-75
153,153,0,10,-50124,-121109,0,-405629,-729738,0,10,-77
154,154,0,3,-1,-131072,0,-408707,-730764,0,11,33
155,155,0,7,-50171,-121090,0,-411023,-737712,0,12,-25
156,156,0,-2,-92699,-92664,0,-418541,-742724,0,13,3
157,157,0,7,-121109,50123,0,-423944,-748127,0,14,-25
158,158,0,10,-131072,0,0,-425915,-748784,0,15,-65
159,159,0,3,-121090,50170,0,-424631,-748356,0,16,-66
160,160,0,5,-92664,92698,0,-422435,-745062,0,17,-3
161,161,0,12,50123,121108,0,-418757,-742610,0,18,-17
162,162,0,-11,0,131071,0,-416947,-739895,0,19,-31
163,163,0,17,50170,121089,0,-416231,-738463,0,20,-51
164,164,0,-2,92698,92663,0,-416735,-739135,0,21,-31
165,165,0,2,121108,-50124,0,-418238,-739636,0,22,10
166,166,0,-3,131071,-1,0,-419404,-740802,0,23,-136
167,167,0,7,121089,-50171,0,-420318,-741716,0,24,-31
168,168,0,-1,92663,-92699,0,-420996,-742168,0,25,-62
169,169,0,13,-50124,-121109,0,-420988,-742152,0,26,-96
170,170,0,1,-1,-131072,0,-420511,-741675,0,27,-19
171,171,0,8,-50171,-121090,0,-420075,-741457,0,28,-112
172,172,0,15,-92699,-92664,0,-419481,-740863,0,29,-1
173,173,0,11,-121109,50123,0,-419205,-740449,0,30,-5
174,174,0,5,-131072,0,0,-418983,-740153,0,31,2
175,175,0,-3,-121090,50170,0,-418896,-740066,0,32,-61
176,176,0,8,-92664,92698,0,29,87,0,33,-24
177,177,0,5,50123,121108,0,177,309,0,34,-57
178,178,0,14,0,131071,0,453,723,0,35,-63
179,179,0,13,50170,121089,0,849,1515,0,36,-30
180,180,0,0,92698,92663,0,1721,2169,0,37,-66
181,181,0,-3,121108,-50124,0,2198,2646,0,38,40
182,182,0,4,131071,-1,0,2202,2654,0,39,-11
183,183,0,10,121089,-50171,0,1750,1976,0,40,-210
184,184,0,8,92663,-92699,0,379,148,0,41,143
185,185,0,-2,-50124,-121109,0,-1370,-1601,0,42,-261
186,186,0,15,-1,-131072,0,-2372,-3104,0,43,126
187,187,0,-1,-50171,-121090,0,-2708,-3440,0,44,-52
188,188,0,17,-92699,-92664,0,-1634,-2366,0,45,0
189,189,0,5,-121109,50123,0,1081,-1461,0,46,-32
190,190,0,5,-131072,0,0,3533,991,0,47,-42
191,191,0,0,-121090,50170,0,4631,4285,0,48,-32
192,192,0,2,-92664,92698,0,4631,5141,0,49,-16
193,193,0,12,50123,121108,0,3974,3170,0,50,-17
194,194,0,-1,0,131071,0,372,-2233,0,51,-100
195,195,0,10,50170,121089,0,-4640,-9751,0,52,-17
196,196,0,9,92698,92663,0,-9272,-16699,0,53,-38
197,197,0,7,121108,-50124,0,-12350,-18751,0,54,-15
198,198,0,18,131071,-1,0,-8900,-15301,0,55,-34
199,199,0,8,121089,-50171,0,-1804,-11753,0,56,-201
200,200,0,9,92663,-92699,0,13772,-1369,0,57,-22
201,201,0,7,-50124,-121109,0,34068,8779,0,58,-41
202,202,0,5,-1,-131072,0,41622,8779,0,59,-2
203,203,0,-3,-50171,-121090,0,34035,3721,0,60,-165
204,204,0,16,-92699,-92664,0,24667,-24383,0,61,36
205,205,0,7,-121109,50123,0,24667,-91055,0,62,-54
206,206,0,6,-131072,0,0,-20929,-159449,0,63,46
207,207,0,10,-121090,50170,0,-99817,-212041,0,64,22
208,208,0,9,-92664,92698,0,-126113,-264633,0,65,-33
209,209,0,9,50123,121108,0,-194507,-333027,0,66,49
210,210,0,6,0,131071,0,-227843,-366363,0,67,-115
211,211,0,12,50170,121089,0,-255947,-394467,0,68,16
212,212,0,-11,92698,92663,0,-261005,-396996,0,69,-60
213,213,0,2,121108,-50124,0,-253451,-389442,0,70,49
214,214,0,-1,131071,-1,0,-243303,-379294,0,71,16
215,215,0,1,121089,-50171,0,-227727,-363718,0,72,-68
216,216,0,19,92663,-92699,0,-220631,-360170,0,73,-21
217,217,0,-7,-50124,-121109,0,-217181,-359020,0,74,-57
218,218,0,13,-1,-131072,0,-218207,-362098,0,75,66
219,219,0,10,-50171,-121090,0,-225155,-366730,0,76,5
220,220,0,7,-92699,-92664,0,-232673,-374248,0,77,62
221,221,0,17,-121109,50123,0,-238076,-376049,0,78,-67
222,222,0,-2,-131072,0,0,-240047,-376706,0,79,-35
223,223,0,13,-121090,50170,0,-239191,-375422,0,80,7
224,224,0,3,-92664,92698,0,-235897,-373226,0,81,-31
225,225,0,-3,50123,121108,0,-233445,-369548,0,82,-8
226,226,0,8,0,131071,0,-231635,-365928,0,83,-107
227,227,0,7,50170,121089,0,-230561,-364496,0,84,-47
228,228,0,16,92698,92663,0,-231065,-364664,0,85,-11
229,229,0,6,121108,-50124,0,-232067,-365666,0,86,-39
230,230,0,13,131071,-1,0,-233233,-366832,0,87,-122
231,231,0,5,121089,-50171,0,-234604,-367746,0,88,-119
232,232,0,5,92663,-92699,0,-235056,-368650,0,89,-74
233,233,0,10,-50124,-121109,0,-235044,-368638,0,90,47
234,234,0,3,-1,-131072,0,-234726,-368479,0,91,9
235,235,0,3,-50171,-121090,0,-234072,-367825,0,92,-5
236,236,0,15,-92699,-92664,0,-233676,-367231,0,93,113
237,237,0,3,-121109,50123,0,-233262,-366679,0,94,77
238,238,0,17,-131072,0,0,-233040,-366457,0,95,11
239,239,0,8,-121090,50170,1,-232982,-366399,0,96,59
240,240,0,7,-92664,92698,0,-232953,-366312,0,97,-231
241,241,0,19,50123,121108,0,-232805,-366090,0,98,-89
242,242,0,1,0,131071,0,-232529,-365676,0,-566805821,-199
243,243,0,6,50170,121089,0,-232133,-364884,0,-145148393,-42
244,244,0,1,92698,92663,0,-231261,-364230,0,103770521,-151
245,245,0,13,121108,-50124,0,-230784,-363753,0,-27751397,-46
246,246,0,4,131071,-1,0,-230780,-363745,0,39011182,-44
247,247,0,9,121089,-50171,0,-231232,-364423,0,5500339,-61
248,248,0,17,92663,-92699,0,-232603,-366251,0,-11271418,-108
249,249,0,1,-50124,-121109,0,-234352,-368000,0,-19659343,-46
250,250,0,3,-1,-131072,0,-235354,-369503,0,-23853561,-25
251,251,0,13,-50171,-121090,0,-235690,-369839,0,-25950702,-36
252,252,0,7,-92699,-92664,0,-234616,-368765,0,-26999276,26
253,253,0,-1,-121109,50123,0,-231901,-367860,0,-27523563,-117
254,254,0,11,-131072,0,0,-229449,-365408,0,-27785706,-29
255,255,0,9,-121090,50170,0,-228351,-362114,0,-27654635,-48
256,256,0,-13,-92664,92698,0,-228351,-361258,0,-27589100,-44
257,257,0,6,50123,121108,0,-229008,-363229,0,-27556333,-19
258,258,0,-3,0,131071,0,-232610,-368632,0,-27572716,-62
259,259,0,9,50170,121089,0,-237622,-376150,0,-27580907,-21
260,260,0,-1,92698,92663,0,-242254,-383098,0,-27576812,6
261,261,0,4,121108,-50124,0,-245332,-385150,0,-27574765,17
262,262,0,12,131071,-1,0,-241882,-381700,0,-27573742,28
263,263,0,5,121089,-50171,0,-234786,-378152,0,-27573231,-89
264,264,0,1,92663,-92699,0,-219210,-367768,0,-27572976,22
265,265,0,18,-50124,-121109,0,-198914,-357620,0,-27572849,-52
266,266,0,-7,-1,-131072,0,-191360,-357620,0,-27572786,-3
267,267,0,-7,-50171,-121090,0,-198947,-362678,0,-27572755,-76
268,268,0,22,-92699,-92664,0,-208315,-390782,0,-27572740,-17
269,269,0,7,-121109,50123,0,-208315,-457454,0,-27572733,15
270,270,0,7,-131072,0,0,-253911,-525848,0,-27572729,-10
271,271,0,15,-121090,50170,0,-332799,-578440,0,-27572727,-49
272,272,0,-11,-92664,92698,0,-359095,-631032,1,-27572726,-146
273,273,0,-1,50123,121108,0,-427489,-699426,0,2,-65
274,274,0,3,0,131071,0,-460825,-732762,0,3,-23
275,275,0,5,50170,121089,0,-488929,-760866,0,4,80
276,276,0,2,92698,92663,0,-493987,-763395,0,5,-40
277,277,0,2,121108,-50124,0,-486433,-755841,0,6,-71
278,278,0,-3,131071,-1,0,-476285,-745693,0,7,-27
279,279,0,7,121089,-50171,0,-460709,-730117,0,8,-57
280,280,0,8,92663,-92699,0,-453613,-726569,0,9,37
281,281,0,7,-50124,-121109,0,-450163,-725419,0,10,-41
282,282,0,5,-1,-131072,0,-451189,-728497,0,11,53
283,283,0,3,-50171,-121090,0,-458137,-733129,0,12,3
284,284,0,3,-92699,-92664,0,-465655,-740647,0,13,-26
285,285,0,2,-121109,50123,0,-471058,-742448,0,14,-52
286,286,0,2,-131072,0,0,-473029,-743105,0,15,-51
287,287,0,23,-121090,50170,0,-472173,-741821,0,16,-83
288,288,0,-9,-92664,92698,0,-468879,-739625,0,17,2
289,289,0,1,50123,121108,0,-466427,-735947,0,18,-56
290,290,0,29,0,131071,0,-464617,-732327,0,19,-119
291,291,0,13,50170,121089,0,-463543,-730895,0,20,-16
292,292,0,10,92698,92663,0,-464047,-731063,0,21,-123
293,293,0,10,121108,-50124,0,-465049,-732065,0,22,-106
294,294,0,-1,131071,-1,0,-466215,-733231,0,23,-97
295,295,0,7,121089,-50171,0,-467586,-734145,0,24,-44
296,296,0,13,92663,-92699,0,-468038,-735049,0,25,-12
297,297,0,6,-50124,-121109,0,-468026,-735037,0,26,52
298,298,0,1,-1,-131072,0,-467708,-734878,0,27,49
299,299,0,8,-50171,-121090,0,-467054,-734224,0,28,-3
300,300,0,9,-92699,-92664,0,-466658,-733630,0,29,13
301,301,0,10,-121109,50123,0,-466244,-733078,0,30,-51
302,302,0,5,-131072,0,0,-466022,-732856,0,31,12
303,303,0,-17,-121090,50170,0,-465964,-732798,0,32,-205
304,304,0,1,-92664,92698,0,58,87,0,33,-102
305,305,0,13,50123,121108,0,206,309,0,34,-53
306,306,0,6,0,131071,0,482,861,0,35,-97
307,307,0,6,50170,121089,0,1274,1455,0,36,-34
308,308,0,8,92698,92663,0,1928,2109,0,37,-105
309,309,0,15,121108,-50124,0,2087,2427,0,38,-120
310,310,0,4,131071,-1,0,2095,2439,0,39,-9
311,311,0,6,121089,-50171,0,1417,1535,0,40,47
312,312,0,-14,92663,-92699,0,46,164,0,41,97
313,313,0,13,-50124,-121109,0,-1120,-1585,0,42,14
314,314,0,4,-1,-131072,0,-2122,-2587,0,43,-64
315,315,0,6,-50171,-121090,0,-2626,-3091,0,44,47
316,316,0,6,-92699,-92664,0,-1552,-2733,0,45,165
317,317,0,-3,-121109,50123,0,258,-923,0,46,151
318,318,0,8,-131072,0,0,1484,2755,0,47,-87
319,319,0,9,-121090,50170,0,1484,4951,0,48,-84
320,320,0,2,-92664,92698,0,1912,6235,0,49,-73
321,321,0,4,50123,121108,0,598,4264,0,50,58
322,322,0,3,0,131071,0,-3004,-1139,0,51,-187
323,323,0,-2,50170,121089,0,-8016,-8657,0,52,-219
324,324,0,11,92698,92663,0,-14964,-13289,0,53,-224
325,325,0,6,121108,-50124,0,-18042,-16367,0,54,-34
326,326,0,7,131071,-1,0,-15742,-15217,0,55,-41
327,327,0,-6,121089,-50171,0,-5098,-8121,0,56,-102
328,328,0,14,92663,-92699,0,15670,2263,0,57,-165
329,329,0,2,-50124,-121109,0,30892,2263,0,58,-15
330,330,0,5,-1,-131072,0,38446,7299,0,59,137
331,331,0,-1,-50171,-121090,0,35917,-288,0,60,56
332,332,0,2,-92699,-92664,0,35917,-37760,0,61,25
333,333,0,5,-121109,50123,0,2581,-87764,0,62,81
334,334,0,7,-131072,0,0,-65813,-133360,0,63,201
335,335,0,-4,-121090,50170,0,-92109,-185952,0,64,121
336,336,0,1,-92664,92698,0,-170997,-264840,0,65,-55
337,337,0,14,50123,121108,0,-216593,-310436,0,66,-34
338,338,0,0,0,131071,0,-266597,-360440,0,67,37
339,339,0,16,50170,121089,0,-285333,-369808,0,68,23
340,340,0,0,92698,92663,0,-292920,-377395,0,69,-65
341,341,0,10,121108,-50124,0,-287884,-372359,0,70,-212
342,342,0,14,131071,-1,0,-272662,-357137,0,71,-145
343,343,0,3,121089,-50171,0,-262278,-351945,0,72,-100
344,344,0,13,92663,-92699,0,-251634,-348397,0,73,-101
345,345,0,20,-50124,-121109,0,-250484,-344947,0,74,-122
346,346,0,7,-1,-131072,0,-253562,-346999,0,75,-203
347,347,0,17,-50171,-121090,0,-260510,-353947,0,76,-136
348,348,0,4,-92699,-92664,0,-268028,-356453,0,77,-14
349,349,0,5,-121109,50123,0,-273431,-358254,0,78,21
350,350,0,15,-131072,0,0,-274745,-360225,0,79,44
351,351,0,12,-121090,50170,0,-273461,-359369,0,80,24
352,352,0,13,-92664,92698,0,-271265,-356075,0,81,72
353,353,0,12,50123,121108,0,-268813,-351171,0,82,142
354,354,0,6,0,131071,0,-266098,-347551,0,83,93
355,355,0,6,50170,121089,0,-265024,-347193,0,84,-11
356,356,0,13,92698,92663,0,-265360,-347529,0,85,9
357,357,0,6,121108,-50124,0,-266362,-348531,0,86,-15
358,358,0,-1,131071,-1,0,-268111,-349697,0,87,-8
359,359,0,5,121089,-50171,0,-269025,-351525,0,88,-85
360,360,0,17,92663,-92699,0,-269703,-352203,0,89,-128
361,361,0,0,-50124,-121109,0,-269695,-352199,0,90,-107
362,362,0,-9,-1,-131072,0,-269218,-351722,0,91,-65
363,363,0,22,-50171,-121090,0,-268782,-351068,0,92,-42
364,364,0,-5,-92699,-92664,0,-268188,-350276,0,93,-98
365,365,0,8,-121109,50123,0,-267774,-349862,0,94,-77
366,366,0,13,-131072,0,0,-267626,-349714,0,95,-71
367,367,0,14,-121090,50170,1,-267597,-349627,0,96,40
368,368,0,4,-92664,92698,0,-267539,-349540,0,97,-36
369,369,0,2,50123,121108,0,-267391,-349318,0,98,55
370,370,0,17,0,131071,0,-267115,-348766,0,-539233095,31
371,371,0,1,50170,121089,0,-266323,-348172,0,-117575667,30
372,372,0,6,92698,92663,0,-265669,-347518,0,131343247,56
373,373,0,-4,121108,-50124,0,-265510,-347200,0,-178671,-68
374,374,0,20,131071,-1,0,-265502,-347188,0,-66941250,23
375,375,0,4,121089,-50171,0,-266180,-348092,0,-33430407,15
376,376,0,3,92663,-92699,0,-267551,-349463,0,-50202164,4
377,377,0,8,-50124,-121109,0,-268717,-351212,0,-41814239,-119
378,378,0,12,-1,-131072,0,-269719,-352214,0,-46008457,-159
379,379,0,21,-50171,-121090,0,-270223,-352718,0,-48105598,-61
380,380,0,6,-92699,-92664,0,-269149,-352360,0,-47057024,-64
381,381,0,2,-121109,50123,0,-267339,-350550,0,-46532737,-3
382,382,0,18,-131072,0,0,-266113,-346872,0,-46794880,-198
383,383,0,25,-121090,50170,0,-266113,-344676,0,-46663809,-47
384,384,0,7,-92664,92698,0,-265685,-343392,0,-46598274,-92
385,385,0,0,50123,121108,0,-266999,-345363,0,-46631041,18
386,386,0,7,0,131071,0,-270601,-350766,0,-46647424,8
387,387,0,20,50170,121089,0,-275613,-358284,0,-46639233,-26
388,388,0,-1,92698,92663,0,-282561,-362916,0,-46635138,-41
389,389,0,-3,121108,-50124,0,-285639,-365994,0,-46633091,-54
390,390,0,-1,131071,-1,0,-283339,-364844,0,-46632068,107
391,391,0,-19,121089,-50171,0,-272695,-357748,0,-46631557,55
392,392,0,12,92663,-92699,0,-251927,-347364,0,-46631302,4
393,393,0,4,-50124,-121109,0,-236705,-347364,0,-46631175,-49
394,394,0,0,-1,-131072,0,-229151,-342328,0,-46631112,10
395,395,0,3,-50171,-121090,0,-231680,-349915,0,-46631081,23
396,396,0,3,-92699,-92664,0,-231680,-387387,0,-46631066,-42
397,397,0,9,-121109,50123,0,-265016,-437391,0,-46631059,-34
398,398,0,-3,-131072,0,0,-333410,-482987,0,-46631055,-51
399,399,0,13,-121090,50170,0,-359706,-535579,0,-46631053,13
400,400,0,8,-92664,92698,0,-438594,-614467,1,-46631052,-135
401,401,0,16,50123,121108,0,-484190,-660063,0,2,-128
402,402,0,14,0,131071,0,-534194,-710067,0,3,-134
403,403,0,4,50170,121089,0,-552930,-719435,0,4,-66
404,404,0,0,92698,92663,0,-560517,-727022,0,5,-35
405,405,0,-12,121108,-50124,0,-555481,-721986,0,6,-69
406,406,0,17,131071,-1,0,-540259,-706764,0,7,31
407,407,0,6,121089,-50171,0,-529875,-701572,0,8,-21
408,408,0,4,92663,-92699,0,-519231,-698024,0,9,-24
409,409,0,11,-50124,-121109,0,-518081,-694574,0,10,-40
410,410,0,14,-1,-131072,0,-521159,-696626,0,11,-53
411,411,0,10,-50171,-121090,0,-528107,-703574,0,12,37
412,412,0,4,-92699,-92664,0,-535625,-706080,0,13,-29
413,413,0,23,-121109,50123,0,-541028,-707881,0,14,-15
414,414,0,5,-131072,0,0,-542342,-709852,0,15,-56
415,415,0,16,-121090,50170,0,-541058,-708996,0,16,-6
416,416,0,9,-92664,92698,0,-538862,-705702,0,17,-15
417,417,0,13,50123,121108,0,-536410,-700798,0,18,6
418,418,0,16,0,131071,0,-533695,-697178,0,19,-28
419,419,0,14,50170,121089,0,-532621,-696820,0,20,-59
420,420,0,8,92698,92663,0,-532957,-697156,0,21,-2
421,421,0,-5,121108,-50124,0,-533959,-698158,0,22,-72
422,422,0,7,131071,-1,0,-535708,-699324,0,23,7
423,423,0,-3,121089,-50171,0,-536622,-701152,0,24,-53
424,424,0,16,92663,-92699,0,-537300,-701830,0,25,-79
425,425,0,7,-50124,-121109,0,-537292,-701826,0,26,-63
426,426,0,10,-1,-131072,0,-536815,-701349,0,27,-30
427,427,0,-7,-50171,-121090,0,-536379,-700695,0,28,19
428,428,0,7,-92699,-92664,0,-535785,-699903,0,29,-126
