Sample in Buffer,Sample in Window,TRIGGER,top_i/c_shift_ram_0_Q[15:0],top_i/waveform_iq_waveform_i[17:0],top_i/lut_decoder_1_x8[17:0],top_i/ddc_branch_0_x7673,top_i/xlslice_1_Dout[35:0],top_i/xlslice_2_Dout[35:0],top_i/unwrap_diff_0_x55,top_i/unwrap_diff_0_x56[31:0],top_i/signal_input_adc_out_2[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,HEX,SIGNED,SIGNED
14637,14637,0,0,-121109,50123,0,-714435,-501934,0,30,-21
14638,14638,0,3,-131072,0,0,-714213,-501860,0,31,4
14639,14639,0,19,-121090,50170,0,-714184,-501802,0,32,17
14640,14640,0,0,-92664,92698,0,29,116,0,33,-59
14641,14641,0,13,50123,121108,0,251,264,0,34,14
14642,14642,0,4,0,131071,0,389,678,0,35,-36
14643,14643,0,4,50170,121089,0,587,1074,0,36,-11
14644,14644,0,-14,92698,92663,0,1241,1728,0,37,-36
14645,14645,0,4,121108,-50124,0,1559,1887,0,38,-29
14646,14646,0,5,131071,-1,0,1571,1899,0,39,53
14647,14647,0,-8,121089,-50171,0,1119,1221,0,40,-11
14648,14648,0,21,92663,-92699,0,-252,307,0,41,-45
14649,14649,0,5,-50124,-121109,0,-2001,-276,0,42,-88
14650,14650,0,11,-1,-131072,0,-3003,-1779,0,43,-22
14651,14651,0,10,-50171,-121090,0,-3507,-2283,0,44,10
14652,14652,0,0,-92699,-92664,0,-2791,-1567,0,45,-38
14653,14653,0,5,-121109,50123,0,-76,243,0,46,-67
14654,14654,0,2,-131072,0,0,4828,3921,0,47,-91
14655,14655,0,11,-121090,50170,0,7024,6117,0,48,7
14656,14656,0,5,-92664,92698,0,8308,6973,0,49,-12
14657,14657,0,9,50123,121108,0,7651,6316,0,50,-54
14658,14658,0,7,0,131071,0,4049,913,0,51,-42
14659,14659,0,7,50170,121089,0,-3469,-4099,0,52,-37
14660,14660,0,15,92698,92663,0,-8101,-11047,0,53,19
14661,14661,0,0,121108,-50124,0,-11179,-12073,0,54,21
14662,14662,0,8,131071,-1,0,-7729,-10923,0,55,-41
14663,14663,0,1,121089,-50171,0,2915,-279,0,56,-44
14664,14664,0,10,92663,-92699,0,18491,10105,0,57,-59
14665,14665,0,5,-50124,-121109,0,23565,25327,0,58,44
14666,14666,0,7,-1,-131072,0,28601,27845,0,59,5
14667,14667,0,1,-50171,-121090,0,23543,20258,0,60,18
14668,14668,0,15,-92699,-92664,0,-4561,1522,0,61,-22
14669,14669,0,12,-121109,50123,0,-37897,-15146,0,62,-36
14670,14670,0,7,-131072,0,0,-106291,-83540,0,63,53
14671,14671,0,3,-121090,50170,0,-211475,-109836,0,64,-81
14672,14672,0,6,-92664,92698,0,-264067,-136132,0,65,-17
14673,14673,0,-1,50123,121108,0,-286865,-204526,0,66,-84
14674,14674,0,5,0,131071,0,-336869,-254530,0,67,7
14675,14675,0,15,50170,121089,0,-364973,-273266,0,68,21
14676,14676,0,9,92698,92663,0,-367502,-280853,0,69,-25
14677,14677,0,9,121108,-50124,0,-367502,-275817,0,70,12
14678,14678,0,2,131071,-1,0,-362428,-270743,0,71,-60
14679,14679,0,9,121089,-50171,0,-346852,-255167,0,72,-1
14680,14680,0,3,92663,-92699,0,-343304,-248071,0,73,-76
14681,14681,0,4,-50124,-121109,0,-342154,-244621,0,74,-94
14682,14682,0,11,-1,-131072,0,-345232,-246673,0,75,-36
14683,14683,0,5,-50171,-121090,0,-347548,-253621,0,76,-32
14684,14684,0,0,-92699,-92664,0,-355066,-258633,0,77,3
14685,14685,0,10,-121109,50123,0,-358668,-264036,0,78,-59
14686,14686,0,2,-131072,0,0,-359325,-265350,0,79,11
14687,14687,0,0,-121090,50170,0,-358041,-264066,0,80,19
14688,14688,0,5,-92664,92698,0,-356943,-262968,0,81,1
14689,14689,0,8,50123,121108,0,-354491,-260516,0,82,-63
14690,14690,0,15,0,131071,0,-351776,-258706,0,83,-100
14691,14691,0,15,50170,121089,0,-350702,-257990,0,84,-3
14692,14692,0,-8,92698,92663,0,-351206,-258494,0,85,24
14693,14693,0,17,121108,-50124,0,-352208,-259997,0,86,19
14694,14694,0,2,131071,-1,0,-353957,-261163,0,87,-63
14695,14695,0,28,121089,-50171,0,-355328,-261620,0,88,-87
14696,14696,0,3,92663,-92699,0,-356006,-262072,0,89,-33
14697,14697,0,3,-50124,-121109,0,-355998,-262060,0,90,-7
14698,14698,0,-6,-1,-131072,0,-355521,-261901,0,91,-11
14699,14699,0,3,-50171,-121090,0,-355303,-261247,0,92,2
14700,14700,0,2,-92699,-92664,0,-354907,-260851,0,93,-56
14701,14701,0,16,-121109,50123,0,-354493,-260713,0,94,25
14702,14702,0,11,-131072,0,0,-354419,-260565,0,95,-55
14703,14703,0,-3,-121090,50170,1,-354361,-260507,0,96,20
14704,14704,0,8,-92664,92698,0,-354332,-260391,0,97,-81
14705,14705,0,-1,50123,121108,0,-354110,-260243,0,98,-75
14706,14706,0,5,0,131071,0,-353972,-259829,0,-328849867,-20
14707,14707,0,-1,50170,121089,0,-353774,-259433,0,92807561,-7
14708,14708,0,3,92698,92663,0,-353120,-258779,0,-156111353,-6
14709,14709,0,0,121108,-50124,0,-352802,-258620,0,-24589435,-73
14710,14710,0,9,131071,-1,0,-352790,-258608,0,42173144,-35
14711,14711,0,10,121089,-50171,0,-353242,-259286,0,8662301,27
14712,14712,0,13,92663,-92699,0,-354613,-260200,0,25434058,-2
14713,14713,0,9,-50124,-121109,0,-356362,-260783,0,17046133,-1
14714,14714,0,-10,-1,-131072,0,-357364,-262286,0,12851915,-93
14715,14715,0,11,-50171,-121090,0,-357868,-262790,0,10754774,23
14716,14716,0,4,-92699,-92664,0,-357152,-262074,0,11803348,-27
14717,14717,0,14,-121109,50123,0,-354437,-260264,0,11279061,10
14718,14718,0,8,-131072,0,0,-349533,-256586,0,11541204,-34
14719,14719,0,-2,-121090,50170,0,-347337,-254390,0,11410133,-60
14720,14720,0,5,-92664,92698,0,-346053,-253534,0,11475668,-28
14721,14721,0,6,50123,121108,0,-346710,-254191,0,11508435,-57
14722,14722,0,19,0,131071,0,-350312,-259594,0,11492052,-88
14723,14723,0,2,50170,121089,0,-357830,-264606,0,11483861,-33
14724,14724,0,13,92698,92663,0,-362462,-271554,0,11479766,-63
14725,14725,0,-1,121108,-50124,0,-365540,-272580,0,11477719,38
14726,14726,0,15,131071,-1,0,-362090,-271430,0,11476696,-89
14727,14727,0,28,121089,-50171,0,-351446,-260786,0,11476185,-2
14728,14728,0,-14,92663,-92699,0,-335870,-250402,0,11475930,-88
14729,14729,0,16,-50124,-121109,0,-330796,-235180,0,11475803,-5
14730,14730,0,3,-1,-131072,0,-325760,-232662,0,11475740,48
14731,14731,0,3,-50171,-121090,0,-330818,-240249,0,11475709,-39
14732,14732,0,15,-92699,-92664,0,-358922,-258985,0,11475694,58
14733,14733,0,-1,-121109,50123,0,-392258,-275653,0,11475687,141
14734,14734,0,-3,-131072,0,0,-460652,-344047,0,11475683,93
14735,14735,0,5,-121090,50170,0,-565836,-370343,0,11475681,52
14736,14736,0,-4,-92664,92698,0,-618428,-396639,1,11475680,-30
14737,14737,0,14,50123,121108,0,-641226,-465033,0,-2,-73
14738,14738,0,8,0,131071,0,-691230,-515037,0,-3,-23
14739,14739,0,11,50170,121089,0,-719334,-533773,0,-4,32
14740,14740,0,0,92698,92663,0,-721863,-541360,0,-5,-21
14741,14741,0,-7,121108,-50124,0,-721863,-536324,0,-6,-17
14742,14742,0,1,131071,-1,0,-716789,-531250,0,-7,-47
14743,14743,0,11,121089,-50171,0,-701213,-515674,0,-8,5
14744,14744,0,-5,92663,-92699,0,-697665,-508578,0,-9,-41
14745,14745,0,-3,-50124,-121109,0,-696515,-505128,0,-10,-145
14746,14746,0,15,-1,-131072,0,-699593,-507180,0,-11,-30
14747,14747,0,-8,-50171,-121090,0,-701909,-514128,0,-12,-115
14748,14748,0,14,-92699,-92664,0,-709427,-519140,0,-13,-18
14749,14749,0,5,-121109,50123,0,-713029,-524543,0,-14,4
14750,14750,0,13,-131072,0,0,-713686,-525857,0,-15,-196
14751,14751,0,9,-121090,50170,0,-712402,-524573,0,-16,30
14752,14752,0,11,-92664,92698,0,-711304,-523475,0,-17,-39
14753,14753,0,3,50123,121108,0,-708852,-521023,0,-18,-12
14754,14754,0,-1,0,131071,0,-706137,-519213,0,-19,-45
14755,14755,0,-13,50170,121089,0,-705063,-518497,0,-20,-228
14756,14756,0,6,92698,92663,0,-705567,-519001,0,-21,-130
14757,14757,0,-4,121108,-50124,0,-706569,-520504,0,-22,-264
14758,14758,0,12,131071,-1,0,-708318,-521670,0,-23,-194
14759,14759,0,17,121089,-50171,0,-709689,-522127,0,-24,-36
14760,14760,0,-6,92663,-92699,0,-710367,-522579,0,-25,-88
14761,14761,0,7,-50124,-121109,0,-710359,-522567,0,-26,-49
14762,14762,0,6,-1,-131072,0,-709882,-522408,0,-27,-193
14763,14763,0,3,-50171,-121090,0,-709664,-521754,0,-28,-124
14764,14764,0,10,-92699,-92664,0,-709268,-521358,0,-29,-240
14765,14765,0,-1,-121109,50123,0,-708854,-521220,0,-30,-148
14766,14766,0,15,-131072,0,0,-708780,-521072,0,-31,-169
14767,14767,0,-4,-121090,50170,0,-708722,-521014,0,-32,-142
14768,14768,0,6,-92664,92698,0,87,58,0,-33,-224
14769,14769,0,-11,50123,121108,0,161,280,0,-34,-99
14770,14770,0,11,0,131071,0,299,556,0,-35,2
14771,14771,0,-14,50170,121089,0,893,1150,0,-36,83
14772,14772,0,4,92698,92663,0,1329,1368,0,-37,13
14773,14773,0,5,121108,-50124,0,1806,1845,0,-38,-143
14774,14774,0,3,131071,-1,0,1814,1857,0,-39,-64
14775,14775,0,18,121089,-50171,0,1136,1405,0,-40,-99
14776,14776,0,4,92663,-92699,0,-235,948,0,-41,-10
14777,14777,0,7,-50124,-121109,0,-1401,-801,0,-42,-102
14778,14778,0,4,-1,-131072,0,-2904,-2304,0,-43,-3
14779,14779,0,14,-50171,-121090,0,-3240,-2640,0,-44,8
14780,14780,0,-4,-92699,-92664,0,-2166,-1924,0,-45,60
14781,14781,0,15,-121109,50123,0,1454,791,0,-46,-3
14782,14782,0,15,-131072,0,0,3906,3243,0,-47,-64
14783,14783,0,4,-121090,50170,0,7200,5439,0,-48,-47
14784,14784,0,-4,-92664,92698,0,7628,5867,0,-49,-1
14785,14785,0,1,50123,121108,0,6314,3896,0,-50,33
14786,14786,0,0,0,131071,0,911,294,0,-51,-85
14787,14787,0,21,50170,121089,0,-4101,-7224,0,-52,-134
14788,14788,0,4,92698,92663,0,-11049,-9540,0,-53,-119
14789,14789,0,5,121108,-50124,0,-14127,-10566,0,-54,-117
14790,14790,0,3,131071,-1,0,-10677,-7116,0,-55,-61
14791,14791,0,11,121089,-50171,0,-33,-20,0,-56,-42
14792,14792,0,21,92663,-92699,0,5159,15556,0,-57,-78
14793,14793,0,1,-50124,-121109,0,15307,20630,0,-58,-39
14794,14794,0,-5,-1,-131072,0,20343,28184,0,-59,-121
14795,14795,0,6,-50171,-121090,0,12756,23126,0,-60,-7
14796,14796,0,4,-92699,-92664,0,-5980,13758,0,-61,-119
14797,14797,0,17,-121109,50123,0,-55984,-36246,0,-62,-27
14798,14798,0,10,-131072,0,0,-147176,-59044,0,-63,-79
14799,14799,0,8,-121090,50170,0,-199768,-85340,0,-64,76
14800,14800,0,17,-92664,92698,0,-226064,-164228,0,-65,-43
14801,14801,0,10,50123,121108,0,-294458,-232622,0,-66,19
14802,14802,0,-1,0,131071,0,-344462,-265958,0,-67,-53
14803,14803,0,11,50170,121089,0,-353830,-294062,0,-68,-75
14804,14804,0,2,92698,92663,0,-353830,-299120,0,-69,-31
14805,14805,0,6,121108,-50124,0,-351312,-296602,0,-70,-94
14806,14806,0,14,131071,-1,0,-336090,-281380,0,-71,-1
14807,14807,0,-9,121089,-50171,0,-330898,-270996,0,-72,70
14808,14808,0,8,92663,-92699,0,-327350,-260352,0,-73,-28
14809,14809,0,2,-50124,-121109,0,-323900,-258052,0,-74,-81
14810,14810,0,-9,-1,-131072,0,-324926,-261130,0,-75,-130
14811,14811,0,0,-50171,-121090,0,-331874,-265762,0,-76,-180
14812,14812,0,4,-92699,-92664,0,-336886,-273280,0,-77,38
14813,14813,0,14,-121109,50123,0,-338687,-276882,0,-78,-42
14814,14814,0,9,-131072,0,0,-340658,-278853,0,-79,-24
14815,14815,0,-2,-121090,50170,0,-340230,-278425,0,-80,-62
14816,14816,0,13,-92664,92698,0,-338034,-276229,0,-81,-57
14817,14817,0,5,50123,121108,0,-334356,-273777,0,-82,-30
14818,14818,0,11,0,131071,0,-331641,-271967,0,-83,-32
14819,14819,0,21,50170,121089,0,-330567,-270893,0,-84,-180
14820,14820,0,16,92698,92663,0,-330903,-271397,0,-85,-44
14821,14821,0,8,121108,-50124,0,-332406,-272399,0,-86,-101
14822,14822,0,16,131071,-1,0,-334155,-272982,0,-87,-76
14823,14823,0,11,121089,-50171,0,-335526,-273896,0,-88,74
14824,14824,0,11,92663,-92699,0,-335978,-274574,0,-89,-40
14825,14825,0,1,-50124,-121109,0,-335966,-274570,0,-90,94
14826,14826,0,17,-1,-131072,0,-335807,-274093,0,-91,-13
14827,14827,0,5,-50171,-121090,0,-335371,-273657,0,-92,94
14828,14828,0,7,-92699,-92664,0,-334777,-273459,0,-93,-125
14829,14829,0,0,-121109,50123,0,-334639,-273183,0,-94,-14
14830,14830,0,9,-131072,0,0,-334491,-273035,0,-95,-79
14831,14831,0,-5,-121090,50170,1,-334404,-273006,0,-96,75
14832,14832,0,16,-92664,92698,0,-334317,-272948,0,-97,-7
14833,14833,0,11,50123,121108,0,-334243,-272726,0,-98,89
14834,14834,0,6,0,131071,0,-334105,-272450,0,-340325547,-124
14835,14835,0,7,50170,121089,0,-333511,-271856,0,81331881,148
14836,14836,0,16,92698,92663,0,-333075,-271638,0,-167587033,-48
14837,14837,0,-5,121108,-50124,0,-332598,-271161,0,-36065115,23
14838,14838,0,16,131071,-1,0,-332590,-271149,0,30697464,-22
14839,14839,0,-3,121089,-50171,0,-333268,-271601,0,-2813379,-97
14840,14840,0,6,92663,-92699,0,-334639,-272058,0,13958378,-18
14841,14841,0,4,-50124,-121109,0,-335805,-273807,0,22346303,-98
14842,14842,0,14,-1,-131072,0,-337308,-275310,0,26540521,-15
14843,14843,0,6,-50171,-121090,0,-337644,-275646,0,28637662,-108
14844,14844,0,7,-92699,-92664,0,-336570,-274930,0,27589088,-22
14845,14845,0,-4,-121109,50123,0,-332950,-272215,0,27064801,-78
14846,14846,0,6,-131072,0,0,-330498,-269763,0,27326944,-84
14847,14847,0,6,-121090,50170,0,-327204,-267567,0,27195873,-149
14848,14848,0,1,-92664,92698,0,-326776,-267139,0,27261408,9
14849,14849,0,-5,50123,121108,0,-328090,-269110,0,27228641,-5
14850,14850,0,3,0,131071,0,-333493,-272712,0,27245024,53
14851,14851,0,6,50170,121089,0,-338505,-280230,0,27253215,-136
14852,14852,0,5,92698,92663,0,-345453,-282546,0,27257310,-182
14853,14853,0,16,121108,-50124,0,-348531,-283572,0,27259357,-12
14854,14854,0,0,131071,-1,0,-345081,-280122,0,27260380,-38
14855,14855,0,17,121089,-50171,0,-334437,-273026,0,27260891,115
14856,14856,0,6,92663,-92699,0,-329245,-257450,0,27261146,-55
14857,14857,0,5,-50124,-121109,0,-319097,-252376,0,27261273,47
14858,14858,0,9,-1,-131072,0,-314061,-244822,0,27261336,-44
14859,14859,0,3,-50171,-121090,0,-321648,-249880,0,27261367,17
14860,14860,0,-5,-92699,-92664,0,-340384,-259248,0,27261382,-88
14861,14861,0,4,-121109,50123,0,-390388,-309252,0,27261389,-84
14862,14862,0,13,-131072,0,0,-481580,-332050,0,27261393,-145
14863,14863,0,9,-121090,50170,0,-534172,-358346,0,27261395,-119
14864,14864,0,13,-92664,92698,0,-560468,-437234,1,27261396,-9
14865,14865,0,0,50123,121108,0,-628862,-505628,0,2,-119
14866,14866,0,8,0,131071,0,-678866,-538964,0,3,-47
14867,14867,0,3,50170,121089,0,-688234,-567068,0,4,-105
14868,14868,0,5,92698,92663,0,-688234,-572126,0,5,27
14869,14869,0,16,121108,-50124,0,-685716,-569608,0,6,55
14870,14870,0,13,131071,-1,0,-670494,-554386,0,7,-41
14871,14871,0,-2,121089,-50171,0,-665302,-544002,0,8,68
14872,14872,0,11,92663,-92699,0,-661754,-533358,0,9,3
14873,14873,0,3,-50124,-121109,0,-658304,-531058,0,10,-38
14874,14874,0,4,-1,-131072,0,-659330,-534136,0,11,-20
14875,14875,0,15,-50171,-121090,0,-666278,-538768,0,12,55
14876,14876,0,5,-92699,-92664,0,-671290,-546286,0,13,27
14877,14877,0,9,-121109,50123,0,-673091,-549888,0,14,-26
14878,14878,0,3,-131072,0,0,-675062,-551859,0,15,-84
14879,14879,0,22,-121090,50170,0,-674634,-551431,0,16,-74
14880,14880,0,12,-92664,92698,0,-672438,-549235,0,17,71
14881,14881,0,5,50123,121108,0,-668760,-546783,0,18,-26
14882,14882,0,20,0,131071,0,-666045,-544973,0,19,-31
14883,14883,0,20,50170,121089,0,-664971,-543899,0,20,-48
14884,14884,0,22,92698,92663,0,-665307,-544403,0,21,-105
14885,14885,0,-1,121108,-50124,0,-666810,-545405,0,22,5
14886,14886,0,2,131071,-1,0,-668559,-545988,0,23,-151
14887,14887,0,-10,121089,-50171,0,-669930,-546902,0,24,12
14888,14888,0,11,92663,-92699,0,-670382,-547580,0,25,-109
14889,14889,0,12,-50124,-121109,0,-670370,-547576,0,26,45
14890,14890,0,5,-1,-131072,0,-670211,-547099,0,27,-34
14891,14891,0,1,-50171,-121090,0,-669775,-546663,0,28,30
14892,14892,0,6,-92699,-92664,0,-669181,-546465,0,29,-19
14893,14893,0,7,-121109,50123,0,-669043,-546189,0,30,-153
14894,14894,0,-4,-131072,0,0,-668895,-546041,0,31,51
14895,14895,0,-2,-121090,50170,0,-668808,-546012,0,32,17
14896,14896,0,14,-92664,92698,0,29,87,0,33,-61
14897,14897,0,0,50123,121108,0,103,235,0,34,-61
14898,14898,0,-5,0,131071,0,517,649,0,35,-124
14899,14899,0,15,50170,121089,0,913,847,0,36,40
14900,14900,0,21,92698,92663,0,1567,1501,0,37,-33
14901,14901,0,6,121108,-50124,0,1885,1978,0,38,58
14902,14902,0,0,131071,-1,0,1897,1986,0,39,-25
14903,14903,0,-3,121089,-50171,0,1219,1760,0,40,-94
14904,14904,0,8,92663,-92699,0,305,389,0,41,4
14905,14905,0,2,-50124,-121109,0,-1444,-1360,0,42,-42
14906,14906,0,12,-1,-131072,0,-2446,-2362,0,43,-9
14907,14907,0,5,-50171,-121090,0,-2950,-2698,0,44,0
14908,14908,0,31,-92699,-92664,0,-1518,-1624,0,45,27
14909,14909,0,-6,-121109,50123,0,292,186,0,46,8
14910,14910,0,12,-131072,0,0,3970,2638,0,47,-39
14911,14911,0,14,-121090,50170,0,5068,3736,0,48,-33
14912,14912,0,-1,-92664,92698,0,5924,5020,0,49,-74
14913,14913,0,3,50123,121108,0,3953,3706,0,50,42
14914,14914,0,13,0,131071,0,351,-1697,0,51,-70
14915,14915,0,5,50170,121089,0,-7167,-4203,0,52,-52
14916,14916,0,17,92698,92663,0,-14115,-6519,0,53,-43
14917,14917,0,-3,121108,-50124,0,-17193,-9597,0,54,-61
14918,14918,0,-1,131071,-1,0,-13743,-7297,0,55,-26
14919,14919,0,2,121089,-50171,0,-10195,3347,0,56,-59
14920,14920,0,15,92663,-92699,0,189,8539,0,57,-55
14921,14921,0,8,-50124,-121109,0,10337,23761,0,58,-44
14922,14922,0,0,-1,-131072,0,17891,28797,0,59,-40
14923,14923,0,22,-50171,-121090,0,12833,26268,0,60,17
14924,14924,0,-6,-92699,-92664,0,-15271,-1836,0,61,-60
14925,14925,0,2,-121109,50123,0,-81943,-18504,0,62,-57
14926,14926,0,5,-131072,0,0,-127539,-41302,0,63,91
14927,14927,0,6,-121090,50170,0,-153835,-120190,0,64,124
14928,14928,0,-2,-92664,92698,0,-232723,-199078,0,65,13
14929,14929,0,15,50123,121108,0,-301117,-244674,0,66,-57
14930,14930,0,18,0,131071,0,-317785,-294678,0,67,-128
14931,14931,0,16,50170,121089,0,-317785,-313414,0,68,-119
14932,14932,0,4,92698,92663,0,-320314,-315943,0,69,-146
14933,14933,0,13,121108,-50124,0,-312760,-308389,0,70,-40
14934,14934,0,0,131071,-1,0,-307686,-298241,0,71,-85
14935,14935,0,14,121089,-50171,0,-302494,-282665,0,72,14
14936,14936,0,1,92663,-92699,0,-291850,-275569,0,73,-93
14937,14937,0,4,-50124,-121109,0,-290700,-272119,0,74,-85
14938,14938,0,22,-1,-131072,0,-293778,-274171,0,75,-35
14939,14939,0,9,-50171,-121090,0,-298410,-281119,0,76,27
14940,14940,0,3,-92699,-92664,0,-300916,-286131,0,77,13
14941,14941,0,5,-121109,50123,0,-306319,-291534,0,78,-105
14942,14942,0,9,-131072,0,0,-306976,-292191,0,79,-95
14943,14943,0,-2,-121090,50170,0,-306120,-291335,0,80,-83
14944,14944,0,11,-92664,92698,0,-302826,-289139,0,81,132
14945,14945,0,-6,50123,121108,0,-299148,-286687,0,82,12
14946,14946,0,12,0,131071,0,-296433,-283972,0,83,-87
14947,14947,0,19,50170,121089,0,-295717,-282898,0,84,-37
14948,14948,0,11,92698,92663,0,-296221,-283234,0,85,41
14949,14949,0,6,121108,-50124,0,-297724,-283735,0,86,29
14950,14950,0,9,131071,-1,0,-299473,-284901,0,87,-75
14951,14951,0,3,121089,-50171,0,-300387,-286272,0,88,-52
14952,14952,0,17,92663,-92699,0,-301065,-286498,0,89,-28
14953,14953,0,14,-50124,-121109,0,-301061,-286486,0,90,24
14954,14954,0,16,-1,-131072,0,-300743,-286168,0,91,-58
14955,14955,0,11,-50171,-121090,0,-300089,-285950,0,92,-80
14956,14956,0,3,-92699,-92664,0,-299891,-285554,0,93,13
14957,14957,0,0,-121109,50123,0,-299615,-285278,0,94,49
14958,14958,0,-1,-131072,0,0,-299393,-285204,0,95,-19
14959,14959,0,-7,-121090,50170,1,-299364,-285117,0,96,-66
14960,14960,0,3,-92664,92698,0,-299335,-285030,0,97,-101
14961,14961,0,9,50123,121108,0,-299261,-284882,0,98,-35
14962,14962,0,3,0,131071,0,-298847,-284468,0,-367586943,-19
14963,14963,0,5,50170,121089,0,-298451,-284270,0,54070485,-18
14964,14964,0,24,92698,92663,0,-297797,-283616,0,-194848429,-31
14965,14965,0,11,121108,-50124,0,-297479,-283139,0,-63326511,-44
14966,14966,0,10,131071,-1,0,-297467,-283131,0,3436068,-62
14967,14967,0,5,121089,-50171,0,-298145,-283357,0,36946911,-12
14968,14968,0,25,92663,-92699,0,-299059,-284728,0,53718668,37
14969,14969,0,3,-50124,-121109,0,-300808,-286477,0,45330743,-98
14970,14970,0,20,-1,-131072,0,-301810,-287479,0,41136525,-35
14971,14971,0,8,-50171,-121090,0,-302314,-287815,0,39039384,-106
14972,14972,0,-1,-92699,-92664,0,-300882,-286741,0,40087958,-2
14973,14973,0,3,-121109,50123,0,-299072,-284931,0,40612245,8
14974,14974,0,8,-131072,0,0,-295394,-282479,0,40874388,49
14975,14975,0,21,-121090,50170,0,-294296,-281381,0,41005459,-5
14976,14976,0,15,-92664,92698,0,-293440,-280097,0,40939924,-15
14977,14977,0,1,50123,121108,0,-295411,-281411,0,40972691,1
14978,14978,0,10,0,131071,0,-299013,-286814,0,40989074,-20
14979,14979,0,2,50170,121089,0,-306531,-289320,0,40997265,-68
14980,14980,0,0,92698,92663,0,-313479,-291636,0,41001360,-57
14981,14981,0,21,121108,-50124,0,-316557,-294714,0,41003407,-42
14982,14982,0,11,131071,-1,0,-313107,-292414,0,41004430,-12
14983,14983,0,-1,121089,-50171,0,-309559,-281770,0,41004941,2
14984,14984,0,4,92663,-92699,0,-299175,-276578,0,41005196,-75
14985,14985,0,9,-50124,-121109,0,-289027,-261356,0,41005323,-52
14986,14986,0,11,-1,-131072,0,-281473,-256320,0,41005386,-61
14987,14987,0,4,-50171,-121090,0,-286531,-258849,0,41005417,6
14988,14988,0,7,-92699,-92664,0,-314635,-286953,0,41005432,12
14989,14989,0,-7,-121109,50123,0,-381307,-303621,0,41005439,32
14990,14990,0,24,-131072,0,0,-426903,-326419,0,41005443,15
14991,14991,0,8,-121090,50170,0,-453199,-405307,0,41005445,-44
14992,14992,0,8,-92664,92698,0,-532087,-484195,1,41005446,-57
14993,14993,0,4,50123,121108,0,-600481,-529791,0,2,-86
14994,14994,0,5,0,131071,0,-617149,-579795,0,3,-32
14995,14995,0,8,50170,121089,0,-617149,-598531,0,4,-60
14996,14996,0,9,92698,92663,0,-619678,-601060,0,5,-103
14997,14997,0,1,121108,-50124,0,-612124,-593506,0,6,-51
14998,14998,0,-1,131071,-1,0,-607050,-583358,0,7,-124
14999,14999,0,-5,121089,-50171,0,-601858,-567782,0,8,-111
15000,15000,0,15,92663,-92699,0,-591214,-560686,0,9,-81
15001,15001,0,1,-50124,-121109,0,-590064,-557236,0,10,71
15002,15002,0,7,-1,-131072,0,-593142,-559288,0,11,-13
15003,15003,0,15,-50171,-121090,0,-597774,-566236,0,12,-77
15004,15004,0,-2,-92699,-92664,0,-600280,-571248,0,13,-22
15005,15005,0,12,-121109,50123,0,-605683,-576651,0,14,-31
15006,15006,0,-4,-131072,0,0,-606340,-577308,0,15,41
15007,15007,0,2,-121090,50170,0,-605484,-576452,0,16,-83
15008,15008,0,9,-92664,92698,0,-602190,-574256,0,17,-25
15009,15009,0,11,50123,121108,0,-598512,-571804,0,18,69
15010,15010,0,5,0,131071,0,-595797,-569089,0,19,-11
15011,15011,0,23,50170,121089,0,-595081,-568015,0,20,-52
15012,15012,0,0,92698,92663,0,-595585,-568351,0,21,-184
15013,15013,0,12,121108,-50124,0,-597088,-568852,0,22,-126
15014,15014,0,-7,131071,-1,0,-598837,-570018,0,23,-84
15015,15015,0,-2,121089,-50171,0,-599751,-571389,0,24,-73
15016,15016,0,0,92663,-92699,0,-600429,-571615,0,25,-77
15017,15017,0,4,-50124,-121109,0,-600425,-571603,0,26,-226
15018,15018,0,3,-1,-131072,0,-600107,-571285,0,27,-245
15019,15019,0,-2,-50171,-121090,0,-599453,-571067,0,28,-197
15020,15020,0,16,-92699,-92664,0,-599255,-570671,0,29,45
15021,15021,0,11,-121109,50123,0,-598979,-570395,0,30,183
15022,15022,0,15,-131072,0,0,-598757,-570321,0,31,63
15023,15023,0,5,-121090,50170,0,-598728,-570234,0,32,-111
15024,15024,0,17,-92664,92698,0,29,58,0,33,-61
15025,15025,0,8,50123,121108,0,251,280,0,34,-130
15026,15026,0,6,0,131071,0,527,418,0,35,-237
15027,15027,0,10,50170,121089,0,1121,1012,0,36,-238
15028,15028,0,3,92698,92663,0,1557,1666,0,37,-121
15029,15029,0,3,121108,-50124,0,2034,1984,0,38,-109
15030,15030,0,14,131071,-1,0,2046,1988,0,39,91
15031,15031,0,7,121089,-50171,0,1594,1310,0,40,-6
15032,15032,0,0,92663,-92699,0,223,-61,0,41,-2
15033,15033,0,6,-50124,-121109,0,-943,-1227,0,42,-33
15034,15034,0,-9,-1,-131072,0,-2446,-2229,0,43,-197
15035,15035,0,-7,-50171,-121090,0,-3118,-2733,0,44,36
15036,15036,0,-5,-92699,-92664,0,-2402,-2017,0,45,-209
15037,15037,0,13,-121109,50123,0,313,-207,0,46,26
15038,15038,0,7,-131072,0,0,1539,1019,0,47,22
15039,15039,0,4,-121090,50170,0,3735,4313,0,48,9
15040,15040,0,0,-92664,92698,0,5019,5169,0,49,48
