Sample in Buffer,Sample in Window,TRIGGER,top_i/ddc_branch_1_x7673,top_i/baseband_i[31:0],top_i/baseband_j[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED
31811,31811,0,1,-4540,-80976
31812,31812,0,1,-4161,-59533
31813,31813,0,1,-1154,-43257
31814,31814,0,1,2120,-35697
31815,31815,0,1,3020,-37719
31816,31816,0,1,-261,-47431
31817,31817,0,1,-7848,-60848
31818,31818,0,1,-18082,-73137
31819,31819,0,1,-28056,-79950
31820,31820,0,1,-34545,-78512
31821,31821,0,1,-35146,-68274
31822,31822,0,1,-29071,-50932
31823,31823,0,1,-17422,-29964
31824,31824,0,1,-2975,-9753
31825,31825,0,1,10632,5433
31826,31826,0,1,19888,12439
31827,31827,0,1,22307,9960
31828,31828,0,1,17080,-1141
31829,31829,0,1,5279,-17969
31830,31830,0,1,-10484,-36210
31831,31831,0,1,-26705,-51157
31832,31832,0,1,-39895,-58912
31833,31833,0,1,-47596,-57397
31834,31834,0,1,-49049,-47035
31835,31835,0,1,-45517,-30724
31836,31836,0,1,-39997,-13207
31837,31837,0,1,-36436,189
31838,31838,0,1,-38522,5007
31839,31839,0,1,-48454,-1044
31840,31840,0,1,-65936,-17355
31841,31841,0,1,-88036,-40445
31842,31842,0,1,-109707,-64843
31843,31843,0,1,-125096,-84500
31844,31844,0,1,-129230,-94396
31845,31845,0,1,-119591,-91880
31846,31846,0,1,-96989,-77342
31847,31847,0,1,-65473,-54117
31848,31848,0,1,-31325,-27650
31849,31849,0,1,-1280,-4141
31850,31850,0,1,19274,10937
31851,31851,0,1,27640,14089
31852,31852,0,1,24300,4553
31853,31853,0,1,12438,-15623
31854,31854,0,1,-3406,-42194
31855,31855,0,1,-18747,-69717
31856,31856,0,1,-30415,-92874
31857,31857,0,1,-37190,-107678
31858,31858,0,1,-39559,-112391
31859,31859,0,1,-38999,-107749
31860,31860,0,1,-37086,-96673
31861,31861,0,1,-34773,-83302
31862,31862,0,1,-32172,-71792
31863,31863,0,1,-28828,-65099
31864,31864,0,1,-24280,-64135
31865,31865,0,1,-18645,-67625
31866,31866,0,1,-12812,-72667
31867,31867,0,1,-8208,-75797
31868,31868,0,1,-6244,-74367
31869,31869,0,1,-7600,-67448
31870,31870,0,1,-11762,-56299
31871,31871,0,1,-17084,-43923
31872,31872,0,1,-21320,-34087
31873,31873,0,1,-22480,-30005
31874,31874,0,1,-19818,-33225
31875,31875,0,1,-14324,-43178
31876,31876,0,1,-8623,-57414
31877,31877,0,1,-6223,-72500
31878,31878,0,1,-10335,-85205
31879,31879,0,1,-22544,-93447
31880,31880,0,1,-42017,-96747
31881,31881,0,1,-65435,-96047
31882,31882,0,1,-87659,-92932
31883,31883,0,1,-103226,-88788
31884,31884,0,1,-107927,-84194
31885,31885,0,1,-100100,-78781
31886,31886,0,1,-81232,-71665
31887,31887,0,1,-55557,-62189
31888,31888,0,1,-28849,-50638
31889,31889,0,1,-6915,-38494
31890,31890,0,1,6011,-28174
31891,31891,0,1,8231,-22265
31892,31892,0,1,699,-22537
31893,31893,0,1,-13571,-29141
31894,31894,0,1,-30586,-40369
31895,31895,0,1,-46618,-53114
31896,31896,0,1,-59019,-63784
31897,31897,0,1,-66585,-69460
31898,31898,0,1,-69356,-68771
31899,31899,0,1,-68005,-62247
31900,31900,0,1,-63332,-51978
31901,31901,0,1,-55915,-40824
31902,31902,0,1,-46129,-31308
31903,31903,0,1,-34516,-24829
31904,31904,0,1,-22177,-21363
31905,31905,0,1,-10907,-19686
31906,31906,0,1,-3074,-18054
31907,31907,0,1,-923,-15059
31908,31908,0,1,-5776,-10256
31909,31909,0,1,-17310,-4386
31910,31910,0,1,-33278,851
31911,31911,0,1,-49917,3415
31912,31912,0,1,-62986,1631
31913,31913,0,1,-69129,-5272
31914,31914,0,1,-67097,-16924
31915,31915,0,1,-58331,-31951
31916,31916,0,1,-46624,-48359
31917,31917,0,1,-36866,-64012
31918,31918,0,1,-33247,-76972
31919,31919,0,1,-37634,-85776
31920,31920,0,1,-48585,-89455
31921,31921,0,1,-61640,-87449
31922,31922,0,1,-70779,-79637
31923,31923,0,1,-70579,-66398
31924,31924,0,1,-58326,-48729
31925,31925,0,1,-35337,-28376
31926,31926,0,1,-6836,-7778
31927,31927,0,1,19540,10114
31928,31928,0,1,36166,22355
31929,31929,0,1,37993,26678
31930,31930,0,1,24199,22105
31931,31931,0,1,-1484,9332
31932,31932,0,1,-32060,-9206
31933,31933,0,1,-59600,-29866
31934,31934,0,1,-77759,-48563
31935,31935,0,1,-83615,-61824
31936,31936,0,1,-78323,-67687
31937,31937,0,1,-66241,-66204
31938,31938,0,1,-53134,-59367
31939,31939,0,1,-44048,-50475
31940,31940,0,1,-41632,-43060
31941,31941,0,1,-45390,-39646
31942,31942,0,1,-52209,-40932
31943,31943,0,1,-57572,-45478
31944,31944,0,1,-57313,-50165
31945,31945,0,1,-49121,-51316
31946,31946,0,1,-33387,-46107
31947,31947,0,1,-13219,-33795
31948,31948,0,1,6349,-16331
31949,31949,0,1,19749,2012
31950,31950,0,1,22429,15867
31951,31951,0,1,12253,20503
31952,31952,0,1,-9736,13534
31953,31953,0,1,-39302,-4093
31954,31954,0,1,-69940,-28167
31955,31955,0,1,-94448,-52441
31956,31956,0,1,-106870,-70627
31957,31957,0,1,-104180,-78447
31958,31958,0,1,-87228,-75042
31959,31959,0,1,-60510,-63194
31960,31960,0,1,-30851,-48277
31961,31961,0,1,-5299,-36242
31962,31962,0,1,11043,-31468
31963,31963,0,1,16565,-35138
31964,31964,0,1,13491,-44862
31965,31965,0,1,6820,-55623
31966,31966,0,1,2304,-61769
31967,31967,0,1,4284,-59150
31968,31968,0,1,13962,-46850
31969,31969,0,1,28938,-27653
31970,31970,0,1,44151,-7164
31971,31971,0,1,53694,8120
31972,31972,0,1,52997,13012
31973,31973,0,1,40420,5501
31974,31974,0,1,17815,-12603
31975,31975,0,1,-10182,-36290
31976,31976,0,1,-37756,-59024
31977,31977,0,1,-59758,-74852
31978,31978,0,1,-73139,-80224
31979,31979,0,1,-77618,-74872
31980,31980,0,1,-75308,-61475
31981,31981,0,1,-69690,-44513
31982,31982,0,1,-64334,-28490
31983,31983,0,1,-61740,-16479
31984,31984,0,1,-62816,-9403
31985,31985,0,1,-66873,-6267
31986,31986,0,1,-72115,-5067
31987,31987,0,1,-76354,-4124
31988,31988,0,1,-77718,-2973
31989,31989,0,1,-75096,-2676
31990,31990,0,1,-68382,-5187
31991,31991,0,1,-58371,-12210
31992,31992,0,1,-46538,-24052
31993,31993,0,1,-34597,-38954
31994,31994,0,1,-24113,-53364
31995,31995,0,1,-16156,-63080
31996,31996,0,1,-11101,-64880
31997,31997,0,1,-8660,-57980
31998,31998,0,1,-8086,-44692
31999,31999,0,1,-8585,-29878
32000,32000,0,1,-9681,-19385
32001,32001,0,1,-11409,-17867
32002,32002,0,1,-14270,-26896
32003,32003,0,1,-18902,-44065
32004,32004,0,1,-25549,-63547
32005,32005,0,1,-33718,-77973
32006,32006,0,1,-41952,-80910
32007,32007,0,1,-48145,-69334
32008,32008,0,1,-50108,-44887
32009,32009,0,1,-46353,-13575
32010,32010,0,1,-36709,16020
32011,32011,0,1,-22552,35484
32012,32012,0,1,-6563,39342
32013,32013,0,1,7927,26818
32014,32014,0,1,17843,2060
32015,32015,0,1,21130,-27264
32016,32016,0,1,17258,-52569
32017,32017,0,1,7223,-67121
32018,32018,0,1,-6797,-68154
32019,32019,0,1,-22058,-57554
32020,32020,0,1,-35808,-40957
32021,32021,0,1,-45857,-25584
32022,32022,0,1,-50908,-17639
32023,32023,0,1,-50675,-20155
32024,32024,0,1,-45910,-32032
32025,32025,0,1,-38266,-48533
32026,32026,0,1,-30006,-62994
32027,32027,0,1,-23483,-69256
32028,32028,0,1,-20585,-63788
32029,32029,0,1,-22107,-46901
32030,32030,0,1,-27375,-22644
32031,32031,0,1,-34260,2488
32032,32032,0,1,-39704,21698
32033,32033,0,1,-40657,29932
32034,32034,0,1,-35240,25379
32035,32035,0,1,-23589,9834
32036,32036,0,1,-8171,-12033
32037,32037,0,1,6708,-34218
32038,32038,0,1,16102,-51168
32039,32039,0,1,15985,-59329
32040,32040,0,1,4562,-57922
32041,32041,0,1,-17075,-48873
32042,32042,0,1,-45140,-35952
32043,32043,0,1,-74306,-23521
32044,32044,0,1,-99268,-15279
32045,32045,0,1,-116273,-13171
32046,32046,0,1,-124051,-17063
32047,32047,0,1,-123882,-24807
32048,32048,0,1,-118761,-32911
32049,32049,0,1,-112123,-37538
32050,32050,0,1,-106510,-35518
32051,32051,0,1,-102737,-25189
32052,32052,0,1,-99779,-6955
32053,32053,0,1,-95419,16694
32054,32054,0,1,-87347,41639
32055,32055,0,1,-74282,63020
32056,32056,0,1,-56652,76293
32057,32057,0,1,-36721,78326
32058,32058,0,1,-17937,68152
32059,32059,0,1,-3939,47243
32060,32060,0,1,2541,19178
32061,32061,0,1,522,-11196
32062,32062,0,1,-8973,-38915
32063,32063,0,1,-23171,-60036
32064,32064,0,1,-38335,-72457
32065,32065,0,1,-50746,-76191
32066,32066,0,1,-57546,-73077
32067,32067,0,1,-57499,-66009
32068,32068,0,1,-51101,-57963
32069,32069,0,1,-40385,-51172
32070,32070,0,1,-28347,-46629
32071,32071,0,1,-18209,-44059
32072,32072,0,1,-12625,-42361
32073,32073,0,1,-13084,-40278
32074,32074,0,1,-19649,-36962
32075,32075,0,1,-31019,-32351
32076,32076,0,1,-44938,-27189
32077,32077,0,1,-58862,-22691
32078,32078,0,1,-70624,-20043
32079,32079,0,1,-78906,-19988
32080,32080,0,1,-83405,-22617
32081,32081,0,1,-84638,-27381
32082,32082,0,1,-83434,-33351
32083,32083,0,1,-80409,-39504
32084,32084,0,1,-75709,-44980
32085,32085,0,1,-69014,-49179
32086,32086,0,1,-60043,-51697
32087,32087,0,1,-49239,-52293
32088,32088,0,1,-38234,-50876
32089,32089,0,1,-29923,-47581
32090,32090,0,1,-27818,-42912
32091,32091,0,1,-34905,-37751
32092,32092,0,1,-52223,-33259
32093,32093,0,1,-77971,-30553
32094,32094,0,1,-107313,-30247
32095,32095,0,1,-133316,-32044
32096,32096,0,1,-148754,-34688
32097,32097,0,1,-148283,-36241
32098,32098,0,1,-130213,-34732
32099,32099,0,1,-97291,-28972
32100,32100,0,1,-56103,-19186
32101,32101,0,1,-15266,-7195
32102,32102,0,1,16981,4051
32103,32103,0,1,35086,11375
32104,32104,0,1,37565,12447
32105,32105,0,1,27096,6712
32106,32106,0,1,9351,-4305
32107,32107,0,1,-8903,-17373
32108,32108,0,1,-22000,-28632
32109,32109,0,1,-26908,-34840
32110,32110,0,1,-23779,-34453
32111,32111,0,1,-15546,-28180
32112,32112,0,1,-6669,-18775
32113,32113,0,1,-1610,-10181
32114,32114,0,1,-3465,-6275
32115,32115,0,1,-13124,-9690
32116,32116,0,1,-29221,-20974
32117,32117,0,1,-48660,-38464
32118,32118,0,1,-67561,-58728
32119,32119,0,1,-82325,-77523
32120,32120,0,1,-90491,-90872
32121,32121,0,1,-91241,-96126
32122,32122,0,1,-85399,-92480
32123,32123,0,1,-75008,-81097
32124,32124,0,1,-62615,-64700
32125,32125,0,1,-50529,-46795
32126,32126,0,1,-40271,-30778
32127,32127,0,1,-32404,-19146
32128,32128,0,1,-26685,-13004
32129,32129,0,1,-22593,-12057
32130,32130,0,1,-19894,-14893
32131,32131,0,1,-18927,-19666
32132,32132,0,1,-20671,-24831
32133,32133,0,1,-26143,-29611
32134,32134,0,1,-35700,-34235
32135,32135,0,1,-48367,-39676
32136,32136,0,1,-61605,-47073
32137,32137,0,1,-71715,-56987
32138,32138,0,1,-74882,-68873
32139,32139,0,1,-68546,-80874
32140,32140,0,1,-52591,-90185
32141,32141,0,1,-29874,-93868
32142,32142,0,1,-5790,-89802
32143,32143,0,1,13152,-77549
32144,32144,0,1,21262,-58724
32145,32145,0,1,15501,-36758
32146,32146,0,1,-3437,-15981
32147,32147,0,1,-31170,-429
32148,32148,0,1,-60877,7363
32149,32149,0,1,-85317,7016
32150,32150,0,1,-99019,417
32151,32151,0,1,-99782,-8926
32152,32152,0,1,-89047,-16995
32153,32153,0,1,-71153,-20520
32154,32154,0,1,-51641,-17899
32155,32155,0,1,-35310,-9616
32156,32156,0,1,-24741,1969
32157,32157,0,1,-19708,13350
32158,32158,0,1,-17715,20854
32159,32159,0,1,-15278,21582
32160,32160,0,1,-9538,14134
32161,32161,0,1,507,-1064
32162,32162,0,1,13493,-21842
32163,32163,0,1,26168,-44627
32164,32164,0,1,34538,-65054
32165,32165,0,1,35267,-78825
32166,32166,0,1,26857,-82605
32167,32167,0,1,10179,-74870
32168,32168,0,1,-11797,-56581
32169,32169,0,1,-34867,-31370
32170,32170,0,1,-54816,-5014
32171,32171,0,1,-68497,15643
32172,32172,0,1,-74476,24412
32173,32173,0,1,-73183,17506
32174,32174,0,1,-66511,-5087
32175,32175,0,1,-57082,-39198
32176,32176,0,1,-47503,-77235
32177,32177,0,1,-39762,-110052
32178,32178,0,1,-34886,-129456
32179,32179,0,1,-32908,-130554
32180,32180,0,1,-33069,-113243
32181,32181,0,1,-34183,-82311
32182,32182,0,1,-35011,-46070
32183,32183,0,1,-34609,-13877
32184,32184,0,1,-32503,6601
32185,32185,0,1,-28853,11578
32186,32186,0,1,-24371,2010
32187,32187,0,1,-20117,-17016
32188,32188,0,1,-17274,-38146
32189,32189,0,1,-16798,-54236
32190,32190,0,1,-19142,-60489
32191,32191,0,1,-24071,-55692
32192,32192,0,1,-30701,-42071
32193,32193,0,1,-37615,-24040
32194,32194,0,1,-43223,-6392
32195,32195,0,1,-46182,7397
32196,32196,0,1,-45676,16104
32197,32197,0,1,-41660,20610
32198,32198,0,1,-34888,22909
32199,32199,0,1,-26707,24737
32200,32200,0,1,-18789,26419
32201,32201,0,1,-12704,26489
32202,32202,0,1,-9550,22303
32203,32203,0,1,-9716,11245
32204,32204,0,1,-12851,-7816
32205,32205,0,1,-17981,-33540
32206,32206,0,1,-23866,-62027
32207,32207,0,1,-29354,-87640
32208,32208,0,1,-33677,-104580
32209,32209,0,1,-36588,-108607
32210,32210,0,1,-38270,-98320
32211,32211,0,1,-38953,-75572
32212,32212,0,1,-38617,-44949
32213,32213,0,1,-36738,-12501
32214,32214,0,1,-32290,15794
32215,32215,0,1,-24180,35414
32216,32216,0,1,-11889,44185
32217,32217,0,1,3933,42487
32218,32218,0,1,21073,32790
32219,32219,0,1,35954,18922
32220,32220,0,1,44460,5128
32221,32221,0,1,43152,-4868
32222,32222,0,1,30560,-8608
32223,32223,0,1,8032,-5419
32224,32224,0,1,-20293,3396
32225,32225,0,1,-48399,14782
32226,32226,0,1,-70038,24598
32227,32227,0,1,-80676,28639
32228,32228,0,1,-78894,23809
32229,32229,0,1,-66843,9248
32230,32230,0,1,-49588,-13266
32231,32231,0,1,-33447,-39567
32232,32232,0,1,-23893,-64098
32233,32233,0,1,-23847,-81572
32234,32234,0,1,-32749,-88536
32235,32235,0,1,-46910,-84403
32236,32236,0,1,-60878,-71668
32237,32237,0,1,-69298,-55003
32238,32238,0,1,-68679,-39666
32239,32239,0,1,-58459,-29860
32240,32240,0,1,-41063,-27425
32241,32241,0,1,-21005,-31480
32242,32242,0,1,-3472,-39023
32243,32243,0,1,7199,-46277
32244,32244,0,1,8620,-50146
32245,32245,0,1,751,-49297
32246,32246,0,1,-14336,-44543
32247,32247,0,1,-33243,-38326
32248,32248,0,1,-52307,-33667
32249,32249,0,1,-68355,-32991
32250,32250,0,1,-79425,-37202
32251,32251,0,1,-84926,-45368
32252,32252,0,1,-85489,-55019
32253,32253,0,1,-82583,-62887
32254,32254,0,1,-78048,-65796
32255,32255,0,1,-73575,-61460
32256,32256,0,1,-70354,-48992
32257,32257,0,1,-68928,-29079
32258,32258,0,1,-69185,-3862
32259,32259,0,1,-70513,23396
32260,32260,0,1,-72166,48775
32261,32261,0,1,-73484,68281
32262,32262,0,1,-74058,78490
32263,32263,0,1,-73793,77210
32264,32264,0,1,-72745,64049
32265,32265,0,1,-71056,40648
32266,32266,0,1,-68805,10502
32267,32267,0,1,-65991,-21640
32268,32268,0,1,-62630,-50762
32269,32269,0,1,-58856,-72627
32270,32270,0,1,-54931,-84703
32271,32271,0,1,-51166,-86627
32272,32272,0,1,-47667,-80077
32273,32273,0,1,-44090,-68166
32274,32274,0,1,-39543,-54482
32275,32275,0,1,-32830,-42180
32276,32276,0,1,-22792,-33242
32277,32277,0,1,-8949,-28155
32278,32278,0,1,7935,-26054
32279,32279,0,1,25698,-25182
32280,32280,0,1,41041,-23543
32281,32281,0,1,50339,-19563
32282,32282,0,1,50731,-12572
32283,32283,0,1,41116,-3066
32284,32284,0,1,22727,7366
32285,32285,0,1,-970,16350
32286,32286,0,1,-25095,21335
32287,32287,0,1,-44624,20257
32288,32288,0,1,-55734,12172
32289,32289,0,1,-56880,-2275
32290,32290,0,1,-49027,-20875
32291,32291,0,1,-35236,-40201
32292,32292,0,1,-19638,-56425
32293,32293,0,1,-6117,-66271
32294,32294,0,1,2757,-67897
32295,32295,0,1,6312,-61423
32296,32296,0,1,5624,-48943
32297,32297,0,1,2872,-33877
32298,32298,0,1,292,-20081
32299,32299,0,1,-728,-10803
32300,32300,0,1,-207,-7842
32301,32301,0,1,485,-11205
32302,32302,0,1,-816,-19202
32303,32303,0,1,-6300,-29017
32304,32304,0,1,-17341,-37541
32305,32305,0,1,-33980,-42164
32306,32306,0,1,-54809,-41393
32307,32307,0,1,-77402,-35169
32308,32308,0,1,-98893,-24856
32309,32309,0,1,-116636,-12927
32310,32310,0,1,-128673,-2405
32311,32311,0,1,-133876,3726
32312,32312,0,1,-131809,3276
32313,32313,0,1,-122575,-4596
32314,32314,0,1,-106535,-19117
32315,32315,0,1,-84456,-37909
32316,32316,0,1,-57718,-57432
32317,32317,0,1,-28538,-73805
32318,32318,0,1,-107,-83782
32319,32319,0,1,23693,-85555
32320,32320,0,1,39019,-79325
32321,32321,0,1,43043,-67161
32322,32322,0,1,34921,-52433
32323,32323,0,1,16444,-38826
32324,32324,0,1,-8029,-29227
32325,32325,0,1,-32450,-24986
32326,32326,0,1,-50575,-25612
32327,32327,0,1,-57686,-29118
32328,32328,0,1,-52032,-32823
32329,32329,0,1,-35465,-34339
32330,32330,0,1,-13121,-32363
32331,32331,0,1,7945,-27105
32332,32332,0,1,20739,-20097
32333,32333,0,1,20324,-13571
32334,32334,0,1,5322,-9623
32335,32335,0,1,-21544,-9492
32336,32336,0,1,-54078,-13176
32337,32337,0,1,-84184,-19509
32338,32338,0,1,-103966,-26679
32339,32339,0,1,-107761,-32872
32340,32340,0,1,-93669,-36965
32341,32341,0,1,-63988,-38819
32342,32342,0,1,-24638,-39147
32343,32343,0,1,16267,-39109
32344,32344,0,1,50396,-39716
32345,32345,0,1,71109,-41249
32346,32346,0,1,74855,-43068
32347,32347,0,1,61778,-43830
32348,32348,0,1,35340,-42016
32349,32349,0,1,1306,-36631
32350,32350,0,1,-33758,-27837
32351,32351,0,1,-63991,-17066
32352,32352,0,1,-85317,-6800
32353,32353,0,1,-95970,120
32354,32354,0,1,-96429,1463
32355,32355,0,1,-88819,-3612
32356,32356,0,1,-76085,-14092
32357,32357,0,1,-61254,-27402
32358,32358,0,1,-46853,-40006
32359,32359,0,1,-34697,-48585
32360,32360,0,1,-25823,-51078
32361,32361,0,1,-20572,-47379
32362,32362,0,1,-18676,-39373
32363,32363,0,1,-19321,-30247
32364,32364,0,1,-21327,-23406
32365,32365,0,1,-23342,-21220
32366,32366,0,1,-24194,-24211
32367,32367,0,1,-23352,-30932
32368,32368,0,1,-21336,-38620
32369,32369,0,1,-19743,-44376
32370,32370,0,1,-20920,-46450
32371,32371,0,1,-27160,-45061
32372,32372,0,1,-39691,-42411
32373,32373,0,1,-57789,-41793
32374,32374,0,1,-78477,-46190
32375,32375,0,1,-97012,-56811
32376,32376,0,1,-108140,-72316
32377,32377,0,1,-107848,-88978
32378,32378,0,1,-94903,-101931
32379,32379,0,1,-71681,-106977
32380,32380,0,1,-43860,-102342
32381,32381,0,1,-19001,-89610
32382,32382,0,1,-4289,-73457
32383,32383,0,1,-4381,-60212
32384,32384,0,1,-19910,-55731
32385,32385,0,1,-47183,-63363
32386,32386,0,1,-79317,-82700
32387,32387,0,1,-108340,-109628
32388,32388,0,1,-127529,-137598
32389,32389,0,1,-133299,-159590
32390,32390,0,1,-125970,-170205
32391,32391,0,1,-109294,-167022
32392,32392,0,1,-88914,-150908
32393,32393,0,1,-70515,-125398
32394,32394,0,1,-58139,-95367
32395,32395,0,1,-53301,-65580
32396,32396,0,1,-54979,-39728
32397,32397,0,1,-60474,-19942
32398,32398,0,1,-66575,-6953
32399,32399,0,1,-70712,-578
32400,32400,0,1,-71538,-150
32401,32401,0,1,-69053,-4755
32402,32402,0,1,-64170,-13182
32403,32403,0,1,-58083,-23778
32404,32404,0,1,-51670,-34422
32405,32405,0,1,-45156,-42768
32406,32406,0,1,-38170,-46733
32407,32407,0,1,-30069,-45154
32408,32408,0,1,-20395,-38343
32409,32409,0,1,-9287,-28225
32410,32410,0,1,2254,-17986
32411,32411,0,1,12430,-11170
32412,32412,0,1,18946,-10649
32413,32413,0,1,19570,-17579
32414,32414,0,1,12806,-30842
32415,32415,0,1,-1491,-47201
32416,32416,0,1,-21780,-61988
32417,32417,0,1,-44801,-70370
32418,32418,0,1,-66093,-68698
32419,32419,0,1,-80874,-55559
32420,32420,0,1,-85149,-32197
32421,32421,0,1,-76762,-2234
32422,32422,0,1,-56129,29145
32423,32423,0,1,-26300,56546
32424,32424,0,1,7661,75527
32425,32425,0,1,39742,83470
32426,32426,0,1,64344,79884
32427,32427,0,1,77481,66168
32428,32428,0,1,77569,44986
32429,32429,0,1,65481,19498
32430,32430,0,1,44148,-7235
32431,32431,0,1,17666,-32580
32432,32432,0,1,-9724,-54523
32433,32433,0,1,-34439,-71569
32434,32434,0,1,-54074,-82756
32435,32435,0,1,-67551,-87717
32436,32436,0,1,-74974,-86682
32437,32437,0,1,-77256,-80647
32438,32438,0,1,-75828,-71251
32439,32439,0,1,-72300,-60505
32440,32440,0,1,-68199,-50390
32441,32441,0,1,-64798,-42453
32442,32442,0,1,-62974,-37481
32443,32443,0,1,-63053,-35469
32444,32444,0,1,-64750,-35752
32445,32445,0,1,-67187,-37305
32446,32446,0,1,-69050,-39025
32447,32447,0,1,-68901,-39945
32448,32448,0,1,-65555,-39286
32449,32449,0,1,-58526,-36489
32450,32450,0,1,-48320,-31325
32451,32451,0,1,-36508,-24075
32452,32452,0,1,-25482,-15706
32453,32453,0,1,-17915,-7968
32454,32454,0,1,-16009,-3146
32455,32455,0,1,-20818,-3469
32456,32456,0,1,-31730,-10339
32457,32457,0,1,-46351,-23478
32458,32458,0,1,-61063,-40632
32459,32459,0,1,-71911,-57878
32460,32460,0,1,-75760,-70612
32461,32461,0,1,-71334,-75020
32462,32462,0,1,-59801,-69459
32463,32463,0,1,-44637,-55163
32464,32464,0,1,-30726,-36042
32465,32465,0,1,-23016,-17487
32466,32466,0,1,-25008,-4594
32467,32467,0,1,-37610,-468
32468,32468,0,1,-58733,-5171
32469,32469,0,1,-83730,-15820
32470,32470,0,1,-106581,-27688
32471,32471,0,1,-121560,-35954
32472,32472,0,1,-124760,-37417
32473,32473,0,1,-115138,-31550
32474,32474,0,1,-94811,-20556
32475,32475,0,1,-68454,-8464
32476,32476,0,1,-41983,395
32477,32477,0,1,-21105,2860
32478,32478,0,1,-9861,-2095
32479,32479,0,1,-9748,-13204
32480,32480,0,1,-19523,-27557
32481,32481,0,1,-35671,-41617
32482,32482,0,1,-53460,-52355
32483,32483,0,1,-68158,-57999
32484,32484,0,1,-76128,-58263
32485,32485,0,1,-75558,-54086
32486,32486,0,1,-66639,-47108
32487,32487,0,1,-51274,-39138
32488,32488,0,1,-32470,-31699
32489,32489,0,1,-13512,-25924
32490,32490,0,1,2615,-22525
32491,32491,0,1,13644,-21873
32492,32492,0,1,18266,-23995
32493,32493,0,1,16113,-28558
32494,32494,0,1,7688,-34823
32495,32495,0,1,-5644,-41658
32496,32496,0,1,-21768,-47636
32497,32497,0,1,-38023,-51402
32498,32498,0,1,-51532,-51984
32499,32499,0,1,-59786,-49090
32500,32500,0,1,-61360,-43366
32501,32501,0,1,-56417,-36175
32502,32502,0,1,-46853,-29413
32503,32503,0,1,-36002,-25000
32504,32504,0,1,-27734,-24414
32505,32505,0,1,-25233,-28292
32506,32506,0,1,-30012,-36332
32507,32507,0,1,-41364,-47348
32508,32508,0,1,-56514,-59546
32509,32509,0,1,-71562,-70916
32510,32510,0,1,-82793,-79649
32511,32511,0,1,-87853,-84391
32512,32512,0,1,-86529,-84436
32513,32513,0,1,-80604,-79754
32514,32514,0,1,-73039,-70837
32515,32515,0,1,-66799,-58552
32516,32516,0,1,-63681,-44035
32517,32517,0,1,-63744,-28552
32518,32518,0,1,-65559,-13425
32519,32519,0,1,-66919,-47
32520,32520,0,1,-66003,10205
32521,32521,0,1,-62238,16079
32522,32522,0,1,-56592,16594
32523,32523,0,1,-51240,11216
32524,32524,0,1,-48605,19
32525,32525,0,1,-50240,-16233
32526,32526,0,1,-56098,-36116
32527,32527,0,1,-64326,-57776
32528,32528,0,1,-71857,-79093
32529,32529,0,1,-75454,-97969
32530,32530,0,1,-72980,-112545
32531,32531,0,1,-64179,-121311
32532,32532,0,1,-50899,-123213
32533,32533,0,1,-36556,-117725
32534,32534,0,1,-25016,-104984
32535,32535,0,1,-19321,-85911
32536,32536,0,1,-20717,-62383
32537,32537,0,1,-28304,-37155
32538,32538,0,1,-39385,-13597
32539,32539,0,1,-50487,4759
32540,32540,0,1,-58521,14952
32541,32541,0,1,-61760,15337
32542,32542,0,1,-60388,6057
32543,32543,0,1,-56190,-10885
32544,32544,0,1,-51829,-32018
32545,32545,0,1,-49792,-53182
32546,32546,0,1,-51470,-70526
32547,32547,0,1,-56731,-81406
32548,32548,0,1,-64001,-84893
32549,32549,0,1,-70872,-81821
32550,32550,0,1,-74923,-74368
32551,32551,0,1,-74443,-65321
32552,32552,0,1,-68799,-57343
32553,32553,0,1,-58468,-52302
32554,32554,0,1,-44656,-50937
32555,32555,0,1,-28792,-52808
32556,32556,0,1,-12191,-56501
32557,32557,0,1,4190,-60030
32558,32558,0,1,19629,-61303
32559,32559,0,1,33398,-58652
32560,32560,0,1,44630,-51325
32561,32561,0,1,52207,-39792
32562,32562,0,1,55001,-25786
32563,32563,0,1,52193,-11996
32564,32564,0,1,43599,-1321
32565,32565,0,1,29851,3939
32566,32566,0,1,12372,2962
32567,32567,0,1,-6893,-3177
32568,32568,0,1,-25870,-11706
32569,32569,0,1,-42767,-19014
32570,32570,0,1,-56266,-21882
32571,32571,0,1,-65575,-18766
32572,32572,0,1,-70300,-10499
32573,32573,0,1,-70228,-219
32574,32574,0,1,-65242,7677
32575,32575,0,1,-55344,9087
32576,32576,0,1,-40864,1795
32577,32577,0,1,-22813,-13530
32578,32578,0,1,-3066,-33340
32579,32579,0,1,15608,-52248
32580,32580,0,1,29889,-64706
32581,32581,0,1,36626,-66825
32582,32582,0,1,33659,-57613
32583,32583,0,1,20543,-39174
32584,32584,0,1,-902,-16022
32585,32585,0,1,-26790,6402
32586,32586,0,1,-51930,23345
32587,32587,0,1,-71007,31991
32588,32588,0,1,-79984,31952
32589,32589,0,1,-77245,24952
32590,32590,0,1,-64161,13959
32591,32591,0,1,-44778,2094
32592,32592,0,1,-24785,-8333
32593,32593,0,1,-9981,-16203
32594,32594,0,1,-4655,-21640
32595,32595,0,1,-10439,-25609
32596,32596,0,1,-25850,-29361
32597,32597,0,1,-46827,-33959
