Sample in Buffer,Sample in Window,TRIGGER,top_i/ddc_branch_1_x7673,top_i/baseband_i[31:0],top_i/baseband_j[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED
17509,17509,0,1,-39722,-27134
17510,17510,0,1,-47453,-42924
17511,17511,0,1,-54099,-63245
17512,17512,0,1,-57926,-82597
17513,17513,0,1,-58079,-95746
17514,17514,0,1,-54713,-99201
17515,17515,0,1,-48843,-92086
17516,17516,0,1,-42088,-76231
17517,17517,0,1,-36337,-55549
17518,17518,0,1,-33395,-34760
17519,17519,0,1,-34650,-18014
17520,17520,0,1,-40818,-7762
17521,17521,0,1,-51773,-4286
17522,17522,0,1,-66422,-5874
17523,17523,0,1,-82824,-9580
17524,17524,0,1,-98455,-12375
17525,17525,0,1,-110646,-12129
17526,17526,0,1,-117195,-8218
17527,17527,0,1,-116821,-1627
17528,17528,0,1,-109518,5570
17529,17529,0,1,-96595,10854
17530,17530,0,1,-80331,12130
17531,17531,0,1,-63446,8203
17532,17532,0,1,-48399,-1117
17533,17533,0,1,-36797,-15149
17534,17534,0,1,-29121,-32681
17535,17535,0,1,-24805,-52339
17536,17536,0,1,-22585,-72729
17537,17537,0,1,-21193,-92409
17538,17538,0,1,-19836,-109815
17539,17539,0,1,-18605,-123210
17540,17540,0,1,-18448,-130852
17541,17541,0,1,-20757,-131445
17542,17542,0,1,-26769,-124590
17543,17543,0,1,-37008,-111194
17544,17544,0,1,-50870,-93506
17545,17545,0,1,-66619,-74720
17546,17546,0,1,-81768,-58196
17547,17547,0,1,-93737,-46480
17548,17548,0,1,-100516,-40594
17549,17549,0,1,-101194,-39752
17550,17550,0,1,-96142,-41768
17551,17551,0,1,-86768,-43914
17552,17552,0,1,-75043,-43958
17553,17553,0,1,-62864,-41047
17554,17554,0,1,-51503,-35951
17555,17555,0,1,-41432,-30654
17556,17556,0,1,-32387,-27447
17557,17557,0,1,-23745,-27905
17558,17558,0,1,-15001,-32160
17559,17559,0,1,-6187,-38819
17560,17560,0,1,1991,-45539
17561,17561,0,1,8275,-49986
17562,17562,0,1,11337,-50857
17563,17563,0,1,10264,-48346
17564,17564,0,1,5085,-43979
17565,17565,0,1,-3097,-39828
17566,17566,0,1,-12212,-37430
17567,17567,0,1,-19824,-36973
17568,17568,0,1,-23813,-37070
17569,17569,0,1,-23123,-35367
17570,17570,0,1,-18206,-29729
17571,17571,0,1,-10971,-19420
17572,17572,0,1,-4308,-5897
17573,17573,0,1,-1255,7294
17574,17574,0,1,-4013,15539
17575,17575,0,1,-13209,14802
17576,17576,0,1,-27673,3256
17577,17577,0,1,-44645,-17806
17578,17578,0,1,-60589,-44032
17579,17579,0,1,-72179,-69246
17580,17580,0,1,-77164,-87245
17581,17581,0,1,-74892,-93800
17582,17582,0,1,-66349,-87943
17583,17583,0,1,-53771,-72153
17584,17584,0,1,-39924,-51516
17585,17585,0,1,-27424,-32046
17586,17586,0,1,-18331,-18842
17587,17587,0,1,-13891,-14616
17588,17588,0,1,-14553,-19119
17589,17589,0,1,-20095,-29523
17590,17590,0,1,-29662,-41535
17591,17591,0,1,-41778,-50807
17592,17592,0,1,-54319,-54237
17593,17593,0,1,-64736,-50667
17594,17594,0,1,-70440,-41021
17595,17595,0,1,-69510,-27733
17596,17596,0,1,-61430,-13885
17597,17597,0,1,-47528,-2304
17598,17598,0,1,-30910,5105
17599,17599,0,1,-15753,7728
17600,17600,0,1,-6079,6126
17601,17601,0,1,-4352,1655
17602,17602,0,1,-10580,-4106
17603,17603,0,1,-22124,-9814
17604,17604,0,1,-34504,-14710
17605,17605,0,1,-42980,-18689
17606,17606,0,1,-44208,-22165
17607,17607,0,1,-37507,-25679
17608,17608,0,1,-25121,-29567
17609,17609,0,1,-11388,-33721
17610,17610,0,1,-1180,-37550
17611,17611,0,1,1908,-40209
17612,17612,0,1,-3280,-40937
17613,17613,0,1,-15185,-39422
17614,17614,0,1,-30415,-36023
17615,17615,0,1,-45243,-31703
17616,17616,0,1,-57109,-27705
17617,17617,0,1,-65520,-25117
17618,17618,0,1,-71911,-24506
17619,17619,0,1,-78497,-25731
17620,17620,0,1,-86889,-28005
17621,17621,0,1,-96776,-30226
17622,17622,0,1,-105613,-31414
17623,17623,0,1,-109361,-31051
17624,17624,0,1,-104107,-29155
17625,17625,0,1,-87861,-26211
17626,17626,0,1,-61829,-22888
17627,17627,0,1,-30526,-19774
17628,17628,0,1,-682,-17235
17629,17629,0,1,20836,-15433
17630,17630,0,1,29149,-14480
17631,17631,0,1,22962,-14572
17632,17632,0,1,4865,-16044
17633,17633,0,1,-19657,-19198
17634,17634,0,1,-44105,-24108
17635,17635,0,1,-63094,-30412
17636,17636,0,1,-73888,-37259
17637,17637,0,1,-76778,-43531
17638,17638,0,1,-74385,-48180
17639,17639,0,1,-70094,-50639
17640,17640,0,1,-66385,-51004
17641,17641,0,1,-63824,-49938
17642,17642,0,1,-60973,-48309
17643,17643,0,1,-55272,-46674
17644,17644,0,1,-44515,-44946
17645,17645,0,1,-28230,-42302
17646,17646,0,1,-8325,-37585
17647,17647,0,1,11253,-29942
17648,17648,0,1,25756,-19432
17649,17649,0,1,31360,-7420
17650,17650,0,1,26643,3609
17651,17651,0,1,13165,10671
17652,17652,0,1,-4947,11266
17653,17653,0,1,-22402,4301
17654,17654,0,1,-34572,-9431
17655,17655,0,1,-39114,-27358
17656,17656,0,1,-36730,-45882
17657,17657,0,1,-30731,-61501
17658,17658,0,1,-25801,-71879
17659,17659,0,1,-26067,-76505
17660,17660,0,1,-33566,-76742
17661,17661,0,1,-47399,-75169
17662,17662,0,1,-64066,-74507
17663,17663,0,1,-78730,-76599
17664,17664,0,1,-86963,-81689
17665,17665,0,1,-86380,-88388
17666,17666,0,1,-77425,-94170
17667,17667,0,1,-63088,-96436
17668,17668,0,1,-47760,-93473
17669,17669,0,1,-35546,-85204
17670,17670,0,1,-28819,-73288
17671,17671,0,1,-27469,-60632
17672,17672,0,1,-29185,-50489
17673,17673,0,1,-30623,-45429
17674,17674,0,1,-28899,-46643
17675,17675,0,1,-22861,-53715
17676,17676,0,1,-13504,-64976
17677,17677,0,1,-3550,-78242
17678,17678,0,1,3802,-91568
17679,17679,0,1,6324,-103796
17680,17680,0,1,3841,-114595
17681,17681,0,1,-1580,-124068
17682,17682,0,1,-6359,-132149
17683,17683,0,1,-6817,-138012
17684,17684,0,1,-644,-139988
17685,17685,0,1,12045,-135922
17686,17686,0,1,28604,-123985
17687,17687,0,1,44675,-103643
17688,17688,0,1,55623,-76357
17689,17689,0,1,58028,-45658
17690,17690,0,1,50759,-16479
17691,17691,0,1,35169,6079
17692,17692,0,1,14573,18203
17693,17693,0,1,-6919,18517
17694,17694,0,1,-25598,8605
17695,17695,0,1,-39061,-7487
17696,17696,0,1,-46543,-24423
17697,17697,0,1,-48793,-37256
17698,17698,0,1,-47505,-42914
17699,17699,0,1,-44686,-41070
17700,17700,0,1,-42202,-34211
17701,17701,0,1,-41563,-26675
17702,17702,0,1,-43786,-23161
17703,17703,0,1,-49347,-27178
17704,17704,0,1,-58148,-39856
17705,17705,0,1,-69365,-59480
17706,17706,0,1,-81398,-81979
17707,17707,0,1,-91987,-102093
17708,17708,0,1,-98627,-114780
17709,17709,0,1,-99197,-116594
17710,17710,0,1,-92713,-106466
17711,17711,0,1,-79771,-85842
17712,17712,0,1,-62615,-58200
17713,17713,0,1,-44609,-28150
17714,17714,0,1,-29296,-409
17715,17715,0,1,-19271,21058
17716,17716,0,1,-15326,33562
17717,17717,0,1,-16200,35913
17718,17718,0,1,-18982,28475
17719,17719,0,1,-20158,12941
17720,17720,0,1,-16957,-7821
17721,17721,0,1,-8432,-30123
17722,17722,0,1,4089,-49912
17723,17723,0,1,17319,-63474
17724,17724,0,1,27081,-68189
17725,17725,0,1,29696,-63322
17726,17726,0,1,23315,-50400
17727,17727,0,1,8637,-33101
17728,17728,0,1,-11243,-16500
17729,17729,0,1,-31691,-5729
17730,17730,0,1,-47983,-4533
17731,17731,0,1,-56686,-14043
17732,17732,0,1,-56628,-32253
17733,17733,0,1,-49198,-54474
17734,17734,0,1,-37797,-74573
17735,17735,0,1,-26700,-86710
17736,17736,0,1,-19715,-87028
17737,17737,0,1,-19033,-74788
17738,17738,0,1,-24652,-52485
17739,17739,0,1,-34413,-25151
17740,17740,0,1,-44742,1104
17741,17741,0,1,-51799,20727
17742,17742,0,1,-52713,30052
17743,17743,0,1,-46569,28039
17744,17744,0,1,-34766,16151
17745,17745,0,1,-20747,-2322
17746,17746,0,1,-9185,-23291
17747,17747,0,1,-4598,-42907
17748,17748,0,1,-9986,-58264
17749,17749,0,1,-25892,-67749
17750,17750,0,1,-50032,-70974
17751,17751,0,1,-77718,-68488
17752,17752,0,1,-103045,-61484
17753,17753,0,1,-120401,-51538
17754,17754,0,1,-125985,-40462
17755,17755,0,1,-118787,-30248
17756,17756,0,1,-100874,-22928
17757,17757,0,1,-76714,-20357
17758,17758,0,1,-51958,-23851
17759,17759,0,1,-31965,-33725
17760,17760,0,1,-20389,-49012
17761,17761,0,1,-18412,-67348
17762,17762,0,1,-24647,-85291
17763,17763,0,1,-35683,-99012
17764,17764,0,1,-47094,-105212
17765,17765,0,1,-54623,-102115
17766,17766,0,1,-55248,-90085
17767,17767,0,1,-47872,-71728
17768,17768,0,1,-33564,-51391
17769,17769,0,1,-15370,-34046
17770,17770,0,1,2303,-23903
17771,17771,0,1,14670,-23229
17772,17772,0,1,17633,-31797
17773,17773,0,1,8805,-46898
17774,17774,0,1,-11726,-64261
17775,17775,0,1,-41214,-79451
17776,17776,0,1,-74650,-89171
17777,17777,0,1,-105825,-92231
17778,17778,0,1,-128806,-89684
17779,17779,0,1,-139414,-84172
17780,17780,0,1,-136285,-78758
17781,17781,0,1,-121169,-75688
17782,17782,0,1,-98426,-75490
17783,17783,0,1,-73684,-76839
17784,17784,0,1,-52240,-77224
17785,17785,0,1,-37687,-74108
17786,17786,0,1,-31085,-66150
17787,17787,0,1,-31092,-54025
17788,17788,0,1,-34785,-40477
17789,17789,0,1,-38943,-29511
17790,17790,0,1,-41250,-25044
17791,17791,0,1,-40990,-29495
17792,17792,0,1,-38995,-42717
17793,17793,0,1,-37003,-61796
17794,17794,0,1,-36689,-81743
17795,17795,0,1,-38749,-96861
17796,17796,0,1,-42510,-102444
17797,17797,0,1,-46171,-96118
17798,17798,0,1,-47548,-78554
17799,17799,0,1,-45019,-53269
17800,17800,0,1,-38284,-25610
17801,17801,0,1,-28637,-1290
17802,17802,0,1,-18621,15064
17803,17803,0,1,-11175,21007
17804,17804,0,1,-8640,16602
17805,17805,0,1,-11968,4124
17806,17806,0,1,-20308,-12722
17807,17807,0,1,-31321,-29884
17808,17808,0,1,-41868,-43844
17809,17809,0,1,-48907,-52186
17810,17810,0,1,-50350,-53809
17811,17811,0,1,-45627,-48798
17812,17812,0,1,-35673,-38170
17813,17813,0,1,-22576,-23657
17814,17814,0,1,-8972,-7521
17815,17815,0,1,2594,7554
17816,17816,0,1,10263,18684
17817,17817,0,1,13113,23149
17818,17818,0,1,11157,18967
17819,17819,0,1,5218,5542
17820,17820,0,1,-3381,-15802
17821,17821,0,1,-13110,-41716
17822,17822,0,1,-22485,-67258
17823,17823,0,1,-30286,-86879
17824,17824,0,1,-35763,-95842
17825,17825,0,1,-38631,-91546
17826,17826,0,1,-39117,-74439
17827,17827,0,1,-37882,-48181
17828,17828,0,1,-35852,-18811
17829,17829,0,1,-34001,6795
17830,17830,0,1,-33136,22791
17831,17831,0,1,-33726,26002
17832,17832,0,1,-35834,16789
17833,17833,0,1,-39144,-1115
17834,17834,0,1,-43123,-21807
17835,17835,0,1,-47213,-39106
17836,17836,0,1,-50959,-48428
17837,17837,0,1,-54074,-48268
17838,17838,0,1,-56362,-40534
17839,17839,0,1,-57569,-29786
17840,17840,0,1,-57320,-21707
17841,17841,0,1,-55062,-21059
17842,17842,0,1,-50174,-30047
17843,17843,0,1,-42313,-47513
17844,17844,0,1,-31722,-69298
17845,17845,0,1,-19433,-89654
17846,17846,0,1,-7260,-103162
17847,17847,0,1,2478,-106478
17848,17848,0,1,7503,-99457
17849,17849,0,1,6234,-85075
17850,17850,0,1,-1663,-68322
17851,17851,0,1,-14999,-54441
17852,17852,0,1,-31237,-47187
17853,17853,0,1,-47082,-47618
17854,17854,0,1,-59279,-53938
17855,17855,0,1,-65452,-62306
17856,17856,0,1,-64738,-68375
17857,17857,0,1,-57986,-68803
17858,17858,0,1,-47423,-62385
17859,17859,0,1,-36014,-50344
17860,17860,0,1,-26574,-35693
17861,17861,0,1,-20956,-22092
17862,17862,0,1,-19561,-12620
17863,17863,0,1,-21322,-8843
17864,17864,0,1,-24141,-10551
17865,17865,0,1,-25687,-16112
17866,17866,0,1,-24302,-23151
17867,17867,0,1,-19726,-29333
17868,17868,0,1,-13413,-32926
17869,17869,0,1,-8258,-32992
17870,17870,0,1,-7831,-29322
17871,17871,0,1,-15184,-22250
17872,17872,0,1,-31756,-12552
17873,17873,0,1,-56575,-1427
17874,17874,0,1,-86095,9483
17875,17875,0,1,-114879,18119
17876,17876,0,1,-136928,22329
17877,17877,0,1,-147309,20386
17878,17878,0,1,-143577,11630
17879,17879,0,1,-126591,-3052
17880,17880,0,1,-100478,-21179
17881,17881,0,1,-71485,-39142
17882,17882,0,1,-46345,-53153
17883,17883,0,1,-30492,-60376
17884,17884,0,1,-26644,-59813
17885,17885,0,1,-34257,-52574
17886,17886,0,1,-49889,-41541
17887,17887,0,1,-68424,-30344
17888,17888,0,1,-84545,-22016
17889,17889,0,1,-94158,-18025
17890,17890,0,1,-95266,-17802
17891,17891,0,1,-88086,-19025
17892,17892,0,1,-74546,-18632
17893,17893,0,1,-57417,-14083
17894,17894,0,1,-39369,-4422
17895,17895,0,1,-22416,9200
17896,17896,0,1,-7701,23833
17897,17897,0,1,4274,35687
17898,17898,0,1,13322,41438
17899,17899,0,1,19200,39376
17900,17900,0,1,21491,29965
17901,17901,0,1,19766,15708
17902,17902,0,1,13899,205
17903,17903,0,1,4351,-13079
17904,17904,0,1,-7666,-21978
17905,17905,0,1,-20389,-26320
17906,17906,0,1,-31913,-27837
17907,17907,0,1,-40735,-29362
17908,17908,0,1,-46328,-33564
17909,17909,0,1,-49418,-41796
17910,17910,0,1,-51813,-53381
17911,17911,0,1,-55878,-65601
17912,17912,0,1,-63765,-74491
17913,17913,0,1,-76544,-76211
17914,17914,0,1,-93606,-68386
17915,17915,0,1,-112496,-51100
17916,17916,0,1,-129348,-27119
17917,17917,0,1,-139869,-1278
17918,17918,0,1,-140516,20819
17919,17919,0,1,-129632,34338
17920,17920,0,1,-108175,36610
17921,17921,0,1,-79750,27847
17922,17922,0,1,-49847,11076
17923,17923,0,1,-24543,-8791
17924,17924,0,1,-8912,-26390
17925,17925,0,1,-5710,-37394
17926,17926,0,1,-14657,-39705
17927,17927,0,1,-32510,-33990
17928,17928,0,1,-54025,-23338
17929,17929,0,1,-73395,-12294
17930,17930,0,1,-85765,-5395
17931,17931,0,1,-88415,-5835
17932,17932,0,1,-81264,-14436
17933,17933,0,1,-66680,-29387
17934,17934,0,1,-48622,-46729
17935,17935,0,1,-31506,-61453
17936,17936,0,1,-19146,-68931
17937,17937,0,1,-13970,-66230
17938,17938,0,1,-16705,-52967
17939,17939,0,1,-26485,-31486
17940,17940,0,1,-41226,-6288
17941,17941,0,1,-58172,17090
17942,17942,0,1,-74407,33351
17943,17943,0,1,-87325,38726
17944,17944,0,1,-94999,31787
17945,17945,0,1,-96546,13722
17946,17946,0,1,-92249,-11986
17947,17947,0,1,-83614,-40286
17948,17948,0,1,-73068,-65629
17949,17949,0,1,-63485,-83047
17950,17950,0,1,-57474,-89121
17951,17951,0,1,-56601,-82705
17952,17952,0,1,-60939,-65214
17953,17953,0,1,-68903,-40329
17954,17954,0,1,-77649,-13331
17955,17955,0,1,-83925,9998
17956,17956,0,1,-85042,24737
17957,17957,0,1,-79735,27948
17958,17958,0,1,-68642,19437
17959,17959,0,1,-54129,1816
17960,17960,0,1,-39566,-20215
17961,17961,0,1,-28321,-41164
17962,17962,0,1,-22754,-56237
17963,17963,0,1,-23483,-62669
17964,17964,0,1,-29348,-60328
17965,17965,0,1,-37826,-51591
17966,17966,0,1,-45876,-40420
17967,17967,0,1,-50902,-31057
17968,17968,0,1,-51487,-26717
17969,17969,0,1,-47689,-28779
17970,17970,0,1,-40866,-36651
17971,17971,0,1,-33101,-48220
17972,17972,0,1,-26470,-60703
17973,17973,0,1,-22423,-71567
17974,17974,0,1,-21407,-79106
17975,17975,0,1,-22891,-82699
17976,17976,0,1,-25667,-82517
17977,17977,0,1,-28297,-79187
17978,17978,0,1,-29574,-73463
17979,17979,0,1,-28780,-65995
17980,17980,0,1,-25768,-57412
17981,17981,0,1,-20855,-48472
17982,17982,0,1,-14712,-40117
17983,17983,0,1,-8174,-33449
17984,17984,0,1,-2170,-29434
17985,17985,0,1,2328,-28481
17986,17986,0,1,4367,-30155
17987,17987,0,1,3207,-33057
17988,17988,0,1,-1500,-35046
17989,17989,0,1,-9459,-33812
17990,17990,0,1,-19636,-27570
17991,17991,0,1,-30419,-15737
17992,17992,0,1,-39902,592
17993,17993,0,1,-46433,18739
17994,17994,0,1,-49181,34867
17995,17995,0,1,-48361,44973
17996,17996,0,1,-45254,45925
17997,17997,0,1,-41772,36495
17998,17998,0,1,-39817,17927
17999,17999,0,1,-40682,-6186
18000,18000,0,1,-44637,-30677
18001,18001,0,1,-50884,-50200
18002,18002,0,1,-57974,-60767
18003,18003,0,1,-64317,-61039
18004,18004,0,1,-68695,-52776
18005,18005,0,1,-70525,-40328
18006,18006,0,1,-69866,-29196
18007,18007,0,1,-67119,-24128
18008,18008,0,1,-62789,-27365
18009,18009,0,1,-57289,-37730
18010,18010,0,1,-51063,-50972
18011,18011,0,1,-44773,-61286
18012,18012,0,1,-39519,-63557
18013,18013,0,1,-36763,-55486
18014,18014,0,1,-37974,-38770
18015,18015,0,1,-44041,-18848
18016,18016,0,1,-54640,-3207
18017,18017,0,1,-67939,1188
18018,18018,0,1,-80805,-9538
18019,18019,0,1,-89548,-34623
18020,18020,0,1,-91009,-68607
18021,18021,0,1,-83601,-102956
18022,18022,0,1,-67897,-128657
18023,18023,0,1,-46618,-138983
18024,18024,0,1,-23885,-131508
18025,18025,0,1,-4087,-108656
18026,18026,0,1,9299,-76733
18027,18027,0,1,14534,-43835
18028,18028,0,1,11902,-17477
18029,18029,0,1,3328,-2556
18030,18030,0,1,-8296,-428
18031,18031,0,1,-19924,-9101
18032,18032,0,1,-29115,-24334
18033,18033,0,1,-34396,-41139
18034,18034,0,1,-35393,-55165
18035,18035,0,1,-32774,-63584
18036,18036,0,1,-27981,-65363
18037,18037,0,1,-23006,-60930
18038,18038,0,1,-20041,-51732
18039,18039,0,1,-20995,-39635
18040,18040,0,1,-27077,-26628
18041,18041,0,1,-38340,-14537
18042,18042,0,1,-53378,-4940
18043,18043,0,1,-69480,926
18044,18044,0,1,-83135,2352
18045,18045,0,1,-90889,-714
18046,18046,0,1,-90383,-7544
18047,18047,0,1,-81159,-16733
18048,18048,0,1,-64987,-26453
18049,18049,0,1,-45573,-34887
18050,18050,0,1,-27677,-40664
18051,18051,0,1,-15869,-43205
18052,18052,0,1,-13323,-42823
18053,18053,0,1,-20999,-40553
18054,18054,0,1,-37372,-37789
18055,18055,0,1,-58871,-35804
18056,18056,0,1,-80815,-35272
18057,18057,0,1,-98511,-36164
18058,18058,0,1,-108281,-37733
18059,18059,0,1,-108296,-38831
18060,18060,0,1,-98779,-38321
18061,18061,0,1,-81868,-35512
18062,18062,0,1,-61099,-30394
18063,18063,0,1,-40619,-23668
18064,18064,0,1,-24330,-16596
18065,18065,0,1,-15098,-10598
18066,18066,0,1,-14065,-6893
18067,18067,0,1,-20474,-6204
18068,18068,0,1,-31767,-8652
18069,18069,0,1,-44212,-13798
18070,18070,0,1,-53851,-20887
18071,18071,0,1,-57592,-29092
18072,18072,0,1,-54122,-37706
18073,18073,0,1,-44385,-46220
18074,18074,0,1,-31348,-54245
18075,18075,0,1,-19179,-61362
18076,18076,0,1,-11954,-67014
18077,18077,0,1,-12315,-70478
18078,18078,0,1,-20551,-71055
18079,18079,0,1,-34295,-68290
18080,18080,0,1,-49172,-62304
18081,18081,0,1,-60073,-53987
18082,18082,0,1,-62673,-44968
18083,18083,0,1,-54826,-37283
18084,18084,0,1,-37247,-32872
18085,18085,0,1,-13367,-32972
18086,18086,0,1,11617,-37624
18087,18087,0,1,32212,-45522
18088,18088,0,1,44059,-54252
18089,18089,0,1,45021,-60926
18090,18090,0,1,35521,-63008
18091,18091,0,1,18163,-59129
18092,18092,0,1,-3166,-49571
18093,18093,0,1,-24383,-36323
18094,18094,0,1,-42182,-22597
18095,18095,0,1,-54593,-11960
18096,18096,0,1,-61010,-7334
18097,18097,0,1,-61942,-10186
18098,18098,0,1,-58447,-20107
18099,18099,0,1,-51718,-34894
18100,18100,0,1,-42853,-51173
18101,18101,0,1,-32776,-65247
18102,18102,0,1,-22434,-73991
18103,18103,0,1,-12903,-75538
18104,18104,0,1,-5397,-69576
18105,18105,0,1,-1077,-57264
18106,18106,0,1,-700,-40827
18107,18107,0,1,-4249,-22986
18108,18108,0,1,-10742,-6497
18109,18109,0,1,-18378,6280
18110,18110,0,1,-24919,13687
18111,18111,0,1,-28451,14896
18112,18112,0,1,-28000,9904
18113,18113,0,1,-23976,-366
18114,18114,0,1,-18118,-14172
18115,18115,0,1,-13016,-29137
18116,18116,0,1,-11195,-42593
18117,18117,0,1,-14133,-52081
18118,18118,0,1,-21623,-55937
18119,18119,0,1,-31640,-53804
18120,18120,0,1,-40850,-46911
18121,18121,0,1,-45730,-37903
18122,18122,0,1,-43761,-30419
18123,18123,0,1,-34421,-28171
18124,18124,0,1,-19625,-33944
18125,18125,0,1,-3235,-48715
18126,18126,0,1,10063,-71161
18127,18127,0,1,16185,-97710
18128,18128,0,1,12927,-123166
18129,18129,0,1,687,-141883
18130,18130,0,1,-17699,-149068
18131,18131,0,1,-37912,-142109
18132,18132,0,1,-55547,-121402
18133,18133,0,1,-67436,-90504
18134,18134,0,1,-72470,-55500
18135,18135,0,1,-71590,-23704
18136,18136,0,1,-67110,-1913
18137,18137,0,1,-61518,5228
18138,18138,0,1,-56331,-3502
18139,18139,0,1,-51506,-25497
18140,18140,0,1,-45597,-54884
18141,18141,0,1,-36598,-83939
18142,18142,0,1,-23137,-104969
18143,18143,0,1,-5548,-112290
18144,18144,0,1,13692,-103622
18145,18145,0,1,30390,-80591
18146,18146,0,1,39798,-48288
18147,18147,0,1,38214,-13852
18148,18148,0,1,24329,15360
18149,18149,0,1,-61,33580
18150,18150,0,1,-30323,37898
18151,18151,0,1,-60219,28837
18152,18152,0,1,-83590,9927
18153,18153,0,1,-96050,-13340
18154,18154,0,1,-96121,-34981
18155,18155,0,1,-85443,-49952
18156,18156,0,1,-68035,-55290
18157,18157,0,1,-48988,-50664
18158,18158,0,1,-32890,-38262
18159,18159,0,1,-22649,-22110
18160,18160,0,1,-19017,-7022
18161,18161,0,1,-20734,2677
18162,18162,0,1,-25349,4257
18163,18163,0,1,-30234,-2748
18164,18164,0,1,-33455,-16359
18165,18165,0,1,-34250,-32690
18166,18166,0,1,-32977,-46970
18167,18167,0,1,-30715,-54883
18168,18168,0,1,-28668,-53810
18169,18169,0,1,-27706,-43576
18170,18170,0,1,-28112,-26578
18171,18171,0,1,-29617,-7119
18172,18172,0,1,-31737,9832
18173,18173,0,1,-34073,19976
18174,18174,0,1,-36539,20906
18175,18175,0,1,-39310,12698
18176,18176,0,1,-42670,-2263
18177,18177,0,1,-46652,-20152
18178,18178,0,1,-50831,-36804
18179,18179,0,1,-54252,-48896
18180,18180,0,1,-55668,-54678
18181,18181,0,1,-53930,-54164
18182,18182,0,1,-48409,-48723
18183,18183,0,1,-39359,-40379
18184,18184,0,1,-27961,-31127
18185,18185,0,1,-16090,-22388
18186,18186,0,1,-5912,-14937
18187,18187,0,1,665,-9110
18188,18188,0,1,2341,-5159
18189,18189,0,1,-1350,-3516
18190,18190,0,1,-10042,-4866
18191,18191,0,1,-22738,-9851
18192,18192,0,1,-37948,-18656
18193,18193,0,1,-53938,-30600
18194,18194,0,1,-68764,-43992
18195,18195,0,1,-80445,-56314
18196,18196,0,1,-87220,-64913
18197,18197,0,1,-87844,-67760
18198,18198,0,1,-82015,-64195
18199,18199,0,1,-70711,-55349
18200,18200,0,1,-56207,-43998
18201,18201,0,1,-41789,-33881
18202,18202,0,1,-31003,-28725
18203,18203,0,1,-26702,-31104
18204,18204,0,1,-30238,-41639
18205,18205,0,1,-40990,-58751
18206,18206,0,1,-56488,-79009
18207,18207,0,1,-73140,-98035
18208,18208,0,1,-87265,-111686
18209,18209,0,1,-96174,-117151
18210,18210,0,1,-98811,-113588
18211,18211,0,1,-95833,-102284
18212,18212,0,1,-89120,-86099
18213,18213,0,1,-80942,-68559
18214,18214,0,1,-73090,-52814
18215,18215,0,1,-66368,-40768
18216,18216,0,1,-60568,-32722
18217,18217,0,1,-54831,-27581
18218,18218,0,1,-48214,-23435
18219,18219,0,1,-40302,-18473
18220,18220,0,1,-31466,-11751
18221,18221,0,1,-22797,-3649
18222,18222,0,1,-15812,4165
18223,18223,0,1,-11976,9268
18224,18224,0,1,-12256,9337
18225,18225,0,1,-16897,3007
18226,18226,0,1,-25309,-9509
18227,18227,0,1,-36131,-26233
18228,18228,0,1,-47449,-43845
18229,18229,0,1,-57051,-58484
18230,18230,0,1,-62865,-66728
18231,18231,0,1,-63420,-66553
18232,18232,0,1,-58323,-57916
18233,18233,0,1,-48572,-42801
18234,18234,0,1,-36584,-24706
18235,18235,0,1,-25741,-7786
18236,18236,0,1,-19509,4221
18237,18237,0,1,-20330,8968
18238,18238,0,1,-28621,6030
18239,18239,0,1,-42306,-2981
18240,18240,0,1,-57099,-14925
18241,18241,0,1,-67642,-26035
18242,18242,0,1,-69099,-32930
18243,18243,0,1,-58835,-33534
18244,18244,0,1,-37494,-27602
18245,18245,0,1,-9138,-16738
18246,18246,0,1,19712,-3861
18247,18247,0,1,41898,7664
18248,18248,0,1,51631,14971
18249,18249,0,1,46238,16396
18250,18250,0,1,26920,11777
18251,18251,0,1,-1561,2205
18252,18252,0,1,-32185,-10500
18253,18253,0,1,-57607,-24490
18254,18254,0,1,-72037,-38396
18255,18255,0,1,-72586,-51450
18256,18256,0,1,-59830,-63253
18257,18257,0,1,-37332,-73341
18258,18258,0,1,-10577,-80808
18259,18259,0,1,14527,-84243
18260,18260,0,1,33036,-82064
18261,18261,0,1,41950,-73258
18262,18262,0,1,40660,-58184
18263,18263,0,1,30664,-38969
18264,18264,0,1,14936,-19413
18265,18265,0,1,-3011,-4163
18266,18266,0,1,-19988,2604
18267,18267,0,1,-33773,-1409
18268,18268,0,1,-43366,-15669
18269,18269,0,1,-48865,-36695
18270,18270,0,1,-51099,-58873
18271,18271,0,1,-51119,-76087
18272,18272,0,1,-49804,-83508
18273,18273,0,1,-47667,-79134
18274,18274,0,1,-44851,-64474
18275,18275,0,1,-41286,-44035
18276,18276,0,1,-36911,-23963
18277,18277,0,1,-31796,-10115
18278,18278,0,1,-26210,-6313
18279,18279,0,1,-20485,-13244
18280,18280,0,1,-14936,-28453
18281,18281,0,1,-9769,-47263
18282,18282,0,1,-5148,-64450
18283,18283,0,1,-1251,-75910
18284,18284,0,1,1555,-79860
18285,18285,0,1,2691,-77166
18286,18286,0,1,1434,-70800
18287,18287,0,1,-2896,-64542
18288,18288,0,1,-10639,-61562
18289,18289,0,1,-21573,-63319
18290,18290,0,1,-34841,-69179
18291,18291,0,1,-48997,-76779
