0,0,1,-28809,-50171,-121090,0,3230566790,2370328268
1,1,0,14476,-121090,50170,1,3053840283,2315163939
2,2,0,25602,-121090,50170,1,2618526624,2808108893
3,3,0,31083,-121090,50170,1,2045869608,3261487486
4,4,0,29646,-121090,50170,1,1325817545,3628083104
5,5,0,21926,-121090,50170,1,464641374,3849262140
6,6,0,9973,-121090,50170,1,-507093999,3860233286
7,7,0,-3989,-121090,50170,1,-1528425144,3600340636
8,8,0,-16924,-121090,50170,1,-2506627037,3027737713
9,9,0,-26321,-121090,50170,1,-3323264839,2136078403
10,10,0,-30906,-121090,50170,1,-3849135950,969252506
11,11,0,-30309,-121090,50170,1,-3967407583,-370721808
12,12,0,-24848,-121090,50170,1,-3601557569,-1727220688
13,13,0,-15789,-121090,50170,1,-2742192266,-2906674417
14,14,0,-4933,-121090,50170,1,-1465345505,-3709851985
15,15,0,6374,-121090,50170,1,64804207,-3972256373
16,16,0,16411,-121090,50170,1,1613295440,-3605435595
17,17,0,24192,-121090,50170,1,2911841752,-2628832156
18,18,0,29202,-121090,50170,1,3710920530,-1182173043
19,19,0,31269,-121090,50170,1,3835979931,488296611
20,20,0,30621,-121090,50170,1,3234272989,2070577791
21,21,0,27786,-121090,50170,1,1999154347,3248449759
22,22,0,23456,-121090,50170,1,362743683,3771097923
23,23,0,17902,-121090,50170,1,-1344957948,3514357339
24,24,0,12016,-121090,50170,1,-2763793739,2517373646
25,25,0,6244,-121090,50170,1,-3583567947,983249581
26,26,0,621,-121090,50170,1,-3617535869,-759366563
27,27,0,-4335,-121090,50170,1,-2850481713,-2326841775
28,28,0,-8579,-121090,50170,1,-1447936878,-3367537269
29,29,0,-12117,-121090,50170,1,277592383,-3644326285
30,30,0,-14964,-121090,50170,1,1936587960,-3091979285
31,31,0,-17000,-121090,50170,1,3152329934,-1834504154
32,32,0,-18644,-121090,50170,1,3648710081,-157424518
33,33,0,-19555,-121090,50170,1,3314389582,1558569385
34,34,0,-20034,-121090,50170,1,2227560635,2926316230
35,35,0,-20107,-121090,50170,1,635612194,3641362080
36,36,0,-19589,-121090,50170,1,-1104551989,3549957995
37,37,0,-18532,-121090,50170,1,-2610099304,2680045094
38,38,0,-17034,-121090,50170,1,-3558872090,1229135363
39,39,0,-14847,-121090,50170,1,-3758281870,-486084984
40,40,0,-11892,-121090,50170,1,-3181231940,-2104457795
41,41,0,-8531,-121090,50170,1,-1962791716,-3300362842
42,42,0,-4170,-121090,50170,1,-361298404,-3850144213
43,43,0,1017,-121090,50170,1,1304199466,-3670909413
44,44,0,6322,-121090,50170,1,2723750785,-2825547835
45,45,0,12393,-121090,50170,1,3657154927,-1496439025
46,46,0,18197,-121090,50170,1,3973108280,62648272
47,47,0,23556,-121090,50170,1,3661062863,1583122655
48,48,0,27975,-121090,50170,1,2817100586,2833164614
49,49,0,30697,-121090,50170,1,1610864643,3654089532
50,50,0,31233,-121090,50170,1,243739339,3976348784
51,51,0,29038,-121090,50170,1,-1091374523,3815523448
52,52,0,24015,-121090,50170,1,-2240653839,3253063770
53,53,0,15983,-121090,50170,1,-3106058927,2408952083
54,54,0,5835,-121090,50170,1,-3647904868,1413686770
55,55,0,-5450,-121090,50170,1,-3876225422,385408484
56,56,0,-16399,-121090,50170,1,-3835603373,-584579475
57,57,0,-25342,-121090,50170,1,-3588367898,-1437350565
58,58,0,-30428,-121090,50170,1,-3200053808,-2144537501
59,59,0,-30837,-121090,50170,1,-2729370500,-2701893050
60,60,0,-25860,-121090,50170,1,-2223227164,-3121127167
61,61,0,-16247,-121090,50170,1,-1716025312,-3422318172
