Sample in Buffer,Sample in Window,TRIGGER,top_i/c_shift_ram_0_Q[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED
19128,19128,0,23
19129,19129,0,-64
19130,19130,0,4
19131,19131,0,44
19132,19132,0,-4
19133,19133,0,-5
19134,19134,0,17
19135,19135,0,-59
19136,19136,0,51
19137,19137,0,158
19138,19138,0,-6
19139,19139,0,-37
19140,19140,0,-33
19141,19141,0,4
19142,19142,0,39
19143,19143,0,44
19144,19144,0,5
19145,19145,0,10
19146,19146,0,-2
19147,19147,0,-44
19148,19148,0,-45
19149,19149,0,28
19150,19150,0,39
19151,19151,0,-40
19152,19152,0,21
19153,19153,0,49
19154,19154,0,-3
19155,19155,0,2
19156,19156,0,36
19157,19157,0,-47
19158,19158,0,27
19159,19159,0,43
19160,19160,0,36
19161,19161,0,-13
19162,19162,0,-35
19163,19163,0,18
19164,19164,0,86
19165,19165,0,51
19166,19166,0,-45
19167,19167,0,-62
19168,19168,0,8
19169,19169,0,18
19170,19170,0,18
19171,19171,0,35
19172,19172,0,36
19173,19173,0,29
19174,19174,0,5
19175,19175,0,38
19176,19176,0,-64
19177,19177,0,-46
19178,19178,0,76
19179,19179,0,-9
19180,19180,0,22
19181,19181,0,-13
19182,19182,0,83
19183,19183,0,64
19184,19184,0,196
19185,19185,0,70
19186,19186,0,-121
19187,19187,0,23
19188,19188,0,-109
19189,19189,0,-68
19190,19190,0,137
19191,19191,0,29
19192,19192,0,-104
19193,19193,0,-27
19194,19194,0,137
19195,19195,0,-32
19196,19196,0,-2
19197,19197,0,75
19198,19198,0,-81
19199,19199,0,-56
19200,19200,0,162
19201,19201,0,63
19202,19202,0,-137
19203,19203,0,-95
19204,19204,0,-1
19205,19205,0,84
19206,19206,0,112
19207,19207,0,-75
19208,19208,0,-97
19209,19209,0,48
19210,19210,0,101
19211,19211,0,-56
19212,19212,0,-8
19213,19213,0,83
19214,19214,0,-59
19215,19215,0,-22
19216,19216,0,136
19217,19217,0,12
19218,19218,0,-33
19219,19219,0,-77
19220,19220,0,-30
19221,19221,0,46
19222,19222,0,37
19223,19223,0,8
19224,19224,0,-11
19225,19225,0,-8
19226,19226,0,32
19227,19227,0,-7
19228,19228,0,-14
19229,19229,0,32
19230,19230,0,-57
19231,19231,0,-76
19232,19232,0,-14
19233,19233,0,-37
19234,19234,0,120
19235,19235,0,56
19236,19236,0,98
19237,19237,0,67
19238,19238,0,36
19239,19239,0,36
19240,19240,0,-66
19241,19241,0,-37
19242,19242,0,70
19243,19243,0,10
19244,19244,0,-15
19245,19245,0,-33
19246,19246,0,38
19247,19247,0,77
19248,19248,0,-4
19249,19249,0,-38
19250,19250,0,-72
19251,19251,0,1
19252,19252,0,42
19253,19253,0,23
19254,19254,0,-34
19255,19255,0,55
19256,19256,0,-33
19257,19257,0,52
19258,19258,0,206
19259,19259,0,-61
19260,19260,0,32
19261,19261,0,-2
19262,19262,0,-37
19263,19263,0,-13
19264,19264,0,-46
19265,19265,0,7
19266,19266,0,-5
19267,19267,0,26
19268,19268,0,56
19269,19269,0,35
19270,19270,0,-7
19271,19271,0,-30
19272,19272,0,13
19273,19273,0,40
19274,19274,0,93
19275,19275,0,-25
19276,19276,0,-71
19277,19277,0,-17
19278,19278,0,1
19279,19279,0,67
19280,19280,0,-1
19281,19281,0,-17
19282,19282,0,-90
19283,19283,0,-104
19284,19284,0,-110
19285,19285,0,82
19286,19286,0,38
19287,19287,0,257
19288,19288,0,145
19289,19289,0,35
19290,19290,0,-127
19291,19291,0,-162
19292,19292,0,92
19293,19293,0,103
19294,19294,0,176
19295,19295,0,66
19296,19296,0,-56
19297,19297,0,125
19298,19298,0,140
19299,19299,0,89
19300,19300,0,43
19301,19301,0,13
19302,19302,0,-30
19303,19303,0,44
19304,19304,0,18
19305,19305,0,7
19306,19306,0,25
19307,19307,0,-16
19308,19308,0,-22
19309,19309,0,2
19310,19310,0,47
19311,19311,0,63
19312,19312,0,27
19313,19313,0,50
19314,19314,0,61
19315,19315,0,94
19316,19316,0,72
19317,19317,0,64
19318,19318,0,16
19319,19319,0,3
19320,19320,0,60
19321,19321,0,24
19322,19322,0,-54
19323,19323,0,-21
19324,19324,0,31
19325,19325,0,18
19326,19326,0,97
19327,19327,0,-25
19328,19328,0,-40
19329,19329,0,112
19330,19330,0,129
19331,19331,0,-39
19332,19332,0,42
19333,19333,0,84
19334,19334,0,45
19335,19335,0,100
19336,19336,0,5
19337,19337,0,-91
19338,19338,0,-43
19339,19339,0,48
19340,19340,0,17
19341,19341,0,0
19342,19342,0,52
19343,19343,0,20
19344,19344,0,7
19345,19345,0,63
19346,19346,0,-59
19347,19347,0,-7
19348,19348,0,88
19349,19349,0,-17
19350,19350,0,63
19351,19351,0,85
19352,19352,0,73
19353,19353,0,48
19354,19354,0,-42
19355,19355,0,-28
19356,19356,0,-1
19357,19357,0,28
19358,19358,0,34
19359,19359,0,-13
19360,19360,0,-2
19361,19361,0,81
19362,19362,0,72
19363,19363,0,4
19364,19364,0,-69
19365,19365,0,-63
19366,19366,0,29
19367,19367,0,98
19368,19368,0,50
19369,19369,0,-31
19370,19370,0,-8
19371,19371,0,71
19372,19372,0,53
19373,19373,0,4
19374,19374,0,-46
19375,19375,0,-16
19376,19376,0,137
19377,19377,0,128
19378,19378,0,51
19379,19379,0,4
19380,19380,0,-21
19381,19381,0,9
19382,19382,0,-24
19383,19383,0,23
19384,19384,0,65
19385,19385,0,70
19386,19386,0,77
19387,19387,0,-15
19388,19388,0,41
19389,19389,0,-51
19390,19390,0,31
19391,19391,0,-62
19392,19392,0,44
19393,19393,0,18
19394,19394,0,56
19395,19395,0,106
19396,19396,0,-138
19397,19397,0,-16
19398,19398,0,-6
19399,19399,0,-1
19400,19400,0,3
19401,19401,0,-12
19402,19402,0,-82
19403,19403,0,-89
19404,19404,0,49
19405,19405,0,-32
19406,19406,0,4
19407,19407,0,48
19408,19408,0,87
19409,19409,0,145
19410,19410,0,100
19411,19411,0,-18
19412,19412,0,89
19413,19413,0,125
19414,19414,0,-6
19415,19415,0,8
19416,19416,0,4
19417,19417,0,-60
19418,19418,0,-21
19419,19419,0,-98
19420,19420,0,-113
19421,19421,0,-98
19422,19422,0,-11
19423,19423,0,17
19424,19424,0,-52
19425,19425,0,49
19426,19426,0,-28
19427,19427,0,-23
19428,19428,0,135
19429,19429,0,29
19430,19430,0,54
19431,19431,0,54
19432,19432,0,85
19433,19433,0,70
19434,19434,0,45
19435,19435,0,106
19436,19436,0,20
19437,19437,0,-93
19438,19438,0,-21
19439,19439,0,-8
19440,19440,0,8
19441,19441,0,52
19442,19442,0,-6
19443,19443,0,-61
19444,19444,0,4
19445,19445,0,76
19446,19446,0,54
19447,19447,0,6
19448,19448,0,28
19449,19449,0,121
19450,19450,0,20
19451,19451,0,-35
19452,19452,0,-73
19453,19453,0,-130
19454,19454,0,-60
19455,19455,0,-57
19456,19456,0,-11
19457,19457,0,-27
19458,19458,0,-17
19459,19459,0,44
19460,19460,0,60
19461,19461,0,43
19462,19462,0,94
19463,19463,0,23
19464,19464,0,56
19465,19465,0,5
19466,19466,0,-32
19467,19467,0,32
19468,19468,0,-158
19469,19469,0,241
19470,19470,0,197
19471,19471,0,77
19472,19472,0,34
19473,19473,0,-76
19474,19474,0,-68
19475,19475,0,79
19476,19476,0,31
19477,19477,0,67
19478,19478,0,46
19479,19479,0,-44
19480,19480,0,-8
19481,19481,0,13
19482,19482,0,25
19483,19483,0,-45
19484,19484,0,-17
19485,19485,0,100
19486,19486,0,122
19487,19487,0,64
19488,19488,0,-36
19489,19489,0,-29
19490,19490,0,-52
19491,19491,0,-43
19492,19492,0,48
19493,19493,0,-23
19494,19494,0,-29
19495,19495,0,-38
19496,19496,0,126
19497,19497,0,29
19498,19498,0,-58
19499,19499,0,-33
19500,19500,0,26
19501,19501,0,9
19502,19502,0,25
19503,19503,0,3
19504,19504,0,-60
19505,19505,0,39
19506,19506,0,10
19507,19507,0,-118
19508,19508,0,-30
19509,19509,0,27
19510,19510,0,-157
19511,19511,0,-26
19512,19512,0,42
19513,19513,0,-46
19514,19514,0,60
19515,19515,0,80
19516,19516,0,26
19517,19517,0,44
19518,19518,0,133
19519,19519,0,167
19520,19520,0,20
19521,19521,0,-61
19522,19522,0,17
19523,19523,0,-1
19524,19524,0,22
19525,19525,0,3
19526,19526,0,-46
19527,19527,0,-27
19528,19528,0,-24
19529,19529,0,99
19530,19530,0,-7
19531,19531,0,-92
19532,19532,0,21
19533,19533,0,104
19534,19534,0,41
19535,19535,0,-3
19536,19536,0,53
19537,19537,0,-3
19538,19538,0,32
19539,19539,0,15
19540,19540,0,-5
19541,19541,0,23
19542,19542,0,31
19543,19543,0,49
19544,19544,0,-16
19545,19545,0,-20
19546,19546,0,-20
19547,19547,0,5
19548,19548,0,-7
19549,19549,0,4
19550,19550,0,123
19551,19551,0,5
19552,19552,0,-35
19553,19553,0,-67
19554,19554,0,-13
19555,19555,0,9
19556,19556,0,0
19557,19557,0,14
19558,19558,0,-4
19559,19559,0,-3
19560,19560,0,68
19561,19561,0,55
19562,19562,0,-33
19563,19563,0,33
19564,19564,0,86
19565,19565,0,44
19566,19566,0,-16
19567,19567,0,-80
19568,19568,0,-190
19569,19569,0,35
19570,19570,0,-13
19571,19571,0,13
19572,19572,0,-16
19573,19573,0,5
19574,19574,0,37
19575,19575,0,44
19576,19576,0,-24
19577,19577,0,-46
19578,19578,0,100
19579,19579,0,-62
19580,19580,0,66
19581,19581,0,38
19582,19582,0,-13
19583,19583,0,41
19584,19584,0,-9
19585,19585,0,-31
19586,19586,0,28
19587,19587,0,19
19588,19588,0,-44
19589,19589,0,-8
19590,19590,0,29
19591,19591,0,-62
19592,19592,0,185
19593,19593,0,52
19594,19594,0,-13
19595,19595,0,35
19596,19596,0,39
19597,19597,0,68
19598,19598,0,12
19599,19599,0,-23
19600,19600,0,-51
19601,19601,0,47
19602,19602,0,57
19603,19603,0,-12
19604,19604,0,-13
19605,19605,0,38
19606,19606,0,54
19607,19607,0,13
19608,19608,0,0
19609,19609,0,-70
19610,19610,0,-55
19611,19611,0,131
19612,19612,0,26
19613,19613,0,-27
19614,19614,0,4
19615,19615,0,-12
19616,19616,0,0
19617,19617,0,45
19618,19618,0,87
19619,19619,0,5
19620,19620,0,4
19621,19621,0,-69
19622,19622,0,-22
19623,19623,0,5
19624,19624,0,-59
19625,19625,0,110
19626,19626,0,11
19627,19627,0,-2
19628,19628,0,-53
19629,19629,0,-5
19630,19630,0,37
19631,19631,0,-52
19632,19632,0,114
19633,19633,0,44
19634,19634,0,-9
19635,19635,0,13
19636,19636,0,-51
19637,19637,0,-2
19638,19638,0,66
19639,19639,0,60
19640,19640,0,-16
19641,19641,0,-29
19642,19642,0,4
19643,19643,0,24
19644,19644,0,16
19645,19645,0,4
19646,19646,0,-49
19647,19647,0,-42
19648,19648,0,-42
19649,19649,0,-25
19650,19650,0,106
19651,19651,0,1
19652,19652,0,89
19653,19653,0,99
19654,19654,0,4
19655,19655,0,-16
19656,19656,0,-48
19657,19657,0,-13
19658,19658,0,-33
19659,19659,0,-9
19660,19660,0,-1
19661,19661,0,54
19662,19662,0,22
19663,19663,0,10
19664,19664,0,8
19665,19665,0,-98
19666,19666,0,-55
19667,19667,0,47
19668,19668,0,-35
19669,19669,0,98
19670,19670,0,58
19671,19671,0,48
19672,19672,0,10
19673,19673,0,40
19674,19674,0,42
19675,19675,0,28
19676,19676,0,12
19677,19677,0,-66
19678,19678,0,80
19679,19679,0,60
19680,19680,0,89
19681,19681,0,88
19682,19682,0,-92
19683,19683,0,17
19684,19684,0,-22
19685,19685,0,14
19686,19686,0,-47
19687,19687,0,-79
19688,19688,0,71
19689,19689,0,56
19690,19690,0,61
19691,19691,0,-14
19692,19692,0,5
19693,19693,0,-8
19694,19694,0,1
19695,19695,0,110
19696,19696,0,-23
19697,19697,0,-47
19698,19698,0,9
19699,19699,0,21
19700,19700,0,-102
19701,19701,0,17
19702,19702,0,-36
19703,19703,0,33
19704,19704,0,33
19705,19705,0,13
19706,19706,0,58
19707,19707,0,65
19708,19708,0,-87
19709,19709,0,27
19710,19710,0,-24
19711,19711,0,185
19712,19712,0,144
19713,19713,0,58
19714,19714,0,23
19715,19715,0,-176
19716,19716,0,-11
19717,19717,0,-18
19718,19718,0,-8
19719,19719,0,44
19720,19720,0,46
19721,19721,0,-1
19722,19722,0,52
19723,19723,0,5
19724,19724,0,-82
19725,19725,0,39
19726,19726,0,47
19727,19727,0,68
19728,19728,0,30
19729,19729,0,-22
19730,19730,0,-12
19731,19731,0,-18
19732,19732,0,10
19733,19733,0,-53
19734,19734,0,-6
19735,19735,0,53
19736,19736,0,12
19737,19737,0,51
19738,19738,0,-23
19739,19739,0,-23
19740,19740,0,-1
19741,19741,0,-4
19742,19742,0,-30
19743,19743,0,-9
19744,19744,0,24
19745,19745,0,-10
19746,19746,0,4
19747,19747,0,-55
19748,19748,0,9
19749,19749,0,-21
19750,19750,0,28
19751,19751,0,100
19752,19752,0,71
19753,19753,0,47
19754,19754,0,-114
19755,19755,0,-71
19756,19756,0,-92
19757,19757,0,-30
19758,19758,0,110
19759,19759,0,67
19760,19760,0,18
19761,19761,0,80
19762,19762,0,15
19763,19763,0,61
19764,19764,0,-9
19765,19765,0,-68
19766,19766,0,44
19767,19767,0,121
19768,19768,0,38
19769,19769,0,23
19770,19770,0,-67
19771,19771,0,-9
19772,19772,0,116
19773,19773,0,45
19774,19774,0,-7
19775,19775,0,-36
19776,19776,0,-32
19777,19777,0,-19
19778,19778,0,3
19779,19779,0,11
19780,19780,0,12
19781,19781,0,3
19782,19782,0,14
19783,19783,0,22
19784,19784,0,35
19785,19785,0,27
19786,19786,0,7
19787,19787,0,-3
19788,19788,0,10
19789,19789,0,-10
19790,19790,0,18
19791,19791,0,58
19792,19792,0,58
19793,19793,0,24
19794,19794,0,59
19795,19795,0,69
19796,19796,0,-70
19797,19797,0,-67
19798,19798,0,-53
19799,19799,0,64
19800,19800,0,20
19801,19801,0,-48
19802,19802,0,-1
19803,19803,0,1
19804,19804,0,11
19805,19805,0,104
19806,19806,0,-4
19807,19807,0,-25
19808,19808,0,31
19809,19809,0,54
19810,19810,0,23
19811,19811,0,-20
19812,19812,0,6
19813,19813,0,23
19814,19814,0,19
19815,19815,0,34
19816,19816,0,-17
19817,19817,0,-90
19818,19818,0,-22
19819,19819,0,-66
19820,19820,0,56
19821,19821,0,-8
19822,19822,0,-3
19823,19823,0,72
19824,19824,0,28
19825,19825,0,20
19826,19826,0,31
19827,19827,0,30
19828,19828,0,-48
19829,19829,0,-25
19830,19830,0,9
19831,19831,0,25
19832,19832,0,53
19833,19833,0,-3
19834,19834,0,-42
19835,19835,0,-37
19836,19836,0,33
19837,19837,0,33
19838,19838,0,27
19839,19839,0,47
19840,19840,0,21
19841,19841,0,52
19842,19842,0,15
19843,19843,0,-44
19844,19844,0,-8
19845,19845,0,5
19846,19846,0,-45
19847,19847,0,-80
19848,19848,0,-66
19849,19849,0,-57
19850,19850,0,-29
19851,19851,0,92
19852,19852,0,39
19853,19853,0,-51
19854,19854,0,-1
19855,19855,0,80
19856,19856,0,-27
19857,19857,0,-45
19858,19858,0,43
19859,19859,0,42
19860,19860,0,0
19861,19861,0,-4
19862,19862,0,-50
19863,19863,0,-105
19864,19864,0,80
19865,19865,0,99
19866,19866,0,5
19867,19867,0,-53
19868,19868,0,3
19869,19869,0,90
19870,19870,0,53
19871,19871,0,-83
19872,19872,0,-122
19873,19873,0,29
19874,19874,0,65
19875,19875,0,-28
19876,19876,0,-46
19877,19877,0,99
19878,19878,0,81
19879,19879,0,-58
19880,19880,0,-69
19881,19881,0,68
19882,19882,0,47
19883,19883,0,23
19884,19884,0,-35
19885,19885,0,-18
19886,19886,0,-60
19887,19887,0,-29
19888,19888,0,43
19889,19889,0,-45
19890,19890,0,-21
19891,19891,0,55
19892,19892,0,28
19893,19893,0,27
19894,19894,0,-9
19895,19895,0,20
19896,19896,0,9
19897,19897,0,43
19898,19898,0,-54
19899,19899,0,20
19900,19900,0,71
19901,19901,0,3
19902,19902,0,28
19903,19903,0,-17
19904,19904,0,9
19905,19905,0,6
19906,19906,0,30
19907,19907,0,5
19908,19908,0,27
19909,19909,0,35
19910,19910,0,20
19911,19911,0,52
19912,19912,0,-38
19913,19913,0,-22
19914,19914,0,107
19915,19915,0,15
19916,19916,0,-40
19917,19917,0,-28
19918,19918,0,20
19919,19919,0,75
19920,19920,0,119
19921,19921,0,40
19922,19922,0,10
19923,19923,0,19
19924,19924,0,45
19925,19925,0,78
19926,19926,0,-113
19927,19927,0,12
19928,19928,0,-185
19929,19929,0,95
19930,19930,0,-29
19931,19931,0,-289
19932,19932,0,74
19933,19933,0,-24
19934,19934,0,-60
19935,19935,0,72
19936,19936,0,-44
19937,19937,0,101
19938,19938,0,56
19939,19939,0,48
19940,19940,0,63
19941,19941,0,40
19942,19942,0,39
19943,19943,0,70
19944,19944,0,31
19945,19945,0,16
19946,19946,0,65
19947,19947,0,-16
19948,19948,0,-130
19949,19949,0,-131
19950,19950,0,-86
19951,19951,0,-69
19952,19952,0,-156
19953,19953,0,-107
19954,19954,0,-80
19955,19955,0,-13
19956,19956,0,81
19957,19957,0,14
19958,19958,0,-35
19959,19959,0,-151
19960,19960,0,-56
19961,19961,0,34
19962,19962,0,62
19963,19963,0,109
19964,19964,0,10
19965,19965,0,52
19966,19966,0,0
19967,19967,0,-152
19968,19968,0,-172
19969,19969,0,-112
19970,19970,0,75
19971,19971,0,118
19972,19972,0,143
19973,19973,0,125
19974,19974,0,5
19975,19975,0,48
19976,19976,0,-8
19977,19977,0,-17
19978,19978,0,52
19979,19979,0,-68
19980,19980,0,23
19981,19981,0,-14
19982,19982,0,128
19983,19983,0,8
19984,19984,0,118
19985,19985,0,219
19986,19986,0,-69
19987,19987,0,51
19988,19988,0,30
19989,19989,0,-36
19990,19990,0,-111
19991,19991,0,-60
19992,19992,0,68
19993,19993,0,-45
19994,19994,0,82
19995,19995,0,50
19996,19996,0,-27
19997,19997,0,0
19998,19998,0,71
19999,19999,0,-4
20000,20000,0,-17
20001,20001,0,5
20002,20002,0,-52
20003,20003,0,62
20004,20004,0,-108
20005,20005,0,-42
20006,20006,0,3
20007,20007,0,64
20008,20008,0,64
20009,20009,0,-64
20010,20010,0,28
20011,20011,0,-42
20012,20012,0,24
20013,20013,0,-10
20014,20014,0,-25
20015,20015,0,12
20016,20016,0,-15
20017,20017,0,27
20018,20018,0,-44
20019,20019,0,-28
20020,20020,0,25
20021,20021,0,112
20022,20022,0,162
20023,20023,0,87
20024,20024,0,121
20025,20025,0,75
20026,20026,0,42
20027,20027,0,-55
20028,20028,0,-58
20029,20029,0,70
20030,20030,0,-72
20031,20031,0,-66
20032,20032,0,-79
20033,20033,0,-135
20034,20034,0,-25
20035,20035,0,-69
20036,20036,0,-129
20037,20037,0,-10
20038,20038,0,-10
20039,20039,0,12
20040,20040,0,39
20041,20041,0,-98
20042,20042,0,-2
20043,20043,0,-10
20044,20044,0,144
20045,20045,0,176
20046,20046,0,79
20047,20047,0,16
20048,20048,0,61
20049,20049,0,80
20050,20050,0,-34
20051,20051,0,-105
20052,20052,0,11
20053,20053,0,-75
20054,20054,0,107
20055,20055,0,23
20056,20056,0,-31
20057,20057,0,-25
20058,20058,0,32
20059,20059,0,-31
20060,20060,0,-57
20061,20061,0,48
20062,20062,0,-39
20063,20063,0,50
20064,20064,0,28
20065,20065,0,-37
20066,20066,0,13
20067,20067,0,69
20068,20068,0,-10
20069,20069,0,30
20070,20070,0,89
20071,20071,0,75
20072,20072,0,87
20073,20073,0,52
20074,20074,0,41
20075,20075,0,119
20076,20076,0,105
20077,20077,0,19
20078,20078,0,5
20079,20079,0,37
20080,20080,0,-41
20081,20081,0,3
20082,20082,0,9
20083,20083,0,-70
20084,20084,0,-85
20085,20085,0,9
20086,20086,0,-122
20087,20087,0,-77
20088,20088,0,-29
20089,20089,0,-127
20090,20090,0,147
20091,20091,0,29
20092,20092,0,1
20093,20093,0,-24
20094,20094,0,70
20095,20095,0,111
20096,20096,0,46
20097,20097,0,43
20098,20098,0,4
20099,20099,0,-84
20100,20100,0,-127
20101,20101,0,-4
20102,20102,0,119
20103,20103,0,5
20104,20104,0,108
20105,20105,0,56
20106,20106,0,2
20107,20107,0,27
20108,20108,0,-14
20109,20109,0,-64
20110,20110,0,-41
20111,20111,0,-60
20112,20112,0,0
20113,20113,0,24
20114,20114,0,-15
20115,20115,0,-51
20116,20116,0,-30
20117,20117,0,47
20118,20118,0,63
20119,20119,0,-45
20120,20120,0,-100
20121,20121,0,22
20122,20122,0,135
20123,20123,0,78
20124,20124,0,37
20125,20125,0,-64
20126,20126,0,-25
20127,20127,0,44
20128,20128,0,39
20129,20129,0,-10
20130,20130,0,28
20131,20131,0,77
20132,20132,0,14
20133,20133,0,-89
20134,20134,0,-19
20135,20135,0,-40
20136,20136,0,40
20137,20137,0,71
20138,20138,0,-97
20139,20139,0,-17
20140,20140,0,-17
20141,20141,0,-18
20142,20142,0,-40
20143,20143,0,-10
20144,20144,0,23
20145,20145,0,-5
20146,20146,0,15
20147,20147,0,-129
20148,20148,0,-101
20149,20149,0,-17
20150,20150,0,25
20151,20151,0,114
20152,20152,0,-102
20153,20153,0,76
20154,20154,0,115
20155,20155,0,132
20156,20156,0,-3
20157,20157,0,-81
20158,20158,0,15
20159,20159,0,-47
20160,20160,0,-22
20161,20161,0,-60
20162,20162,0,-28
20163,20163,0,71
20164,20164,0,77
20165,20165,0,57
20166,20166,0,-67
20167,20167,0,28
20168,20168,0,-20
20169,20169,0,-30
20170,20170,0,83
20171,20171,0,-62
20172,20172,0,-52
20173,20173,0,44
20174,20174,0,7
20175,20175,0,2
20176,20176,0,-8
20177,20177,0,-17
20178,20178,0,6
20179,20179,0,-19
20180,20180,0,-35
20181,20181,0,49
20182,20182,0,-7
20183,20183,0,77
20184,20184,0,26
20185,20185,0,-5
20186,20186,0,9
20187,20187,0,-4
20188,20188,0,-36
20189,20189,0,45
20190,20190,0,131
20191,20191,0,135
20192,20192,0,30
20193,20193,0,-33
20194,20194,0,3
20195,20195,0,13
20196,20196,0,10
20197,20197,0,-7
20198,20198,0,-3
20199,20199,0,-16
20200,20200,0,45
20201,20201,0,55
20202,20202,0,1
20203,20203,0,-18
20204,20204,0,21
20205,20205,0,-46
20206,20206,0,63
20207,20207,0,4
20208,20208,0,-72
20209,20209,0,34
20210,20210,0,77
20211,20211,0,29
20212,20212,0,15
20213,20213,0,24
20214,20214,0,-9
20215,20215,0,64
20216,20216,0,6
20217,20217,0,-12
20218,20218,0,39
20219,20219,0,24
20220,20220,0,-13
20221,20221,0,25
20222,20222,0,58
20223,20223,0,-19
20224,20224,0,9
20225,20225,0,42
20226,20226,0,-46
20227,20227,0,40
20228,20228,0,66
20229,20229,0,-91
20230,20230,0,-101
20231,20231,0,48
20232,20232,0,51
20233,20233,0,82
20234,20234,0,15
20235,20235,0,-44
20236,20236,0,16
20237,20237,0,137
20238,20238,0,-20
20239,20239,0,-140
20240,20240,0,-102
20241,20241,0,-78
20242,20242,0,-75
20243,20243,0,93
20244,20244,0,-75
20245,20245,0,-10
20246,20246,0,60
20247,20247,0,34
20248,20248,0,51
20249,20249,0,-5
20250,20250,0,-35
20251,20251,0,-9
20252,20252,0,37
20253,20253,0,5
20254,20254,0,6
20255,20255,0,43
20256,20256,0,16
20257,20257,0,-3
20258,20258,0,2
20259,20259,0,-2
20260,20260,0,41
20261,20261,0,42
20262,20262,0,-4
20263,20263,0,-10
20264,20264,0,-2
20265,20265,0,44
20266,20266,0,-48
20267,20267,0,-35
20268,20268,0,18
20269,20269,0,26
20270,20270,0,94
20271,20271,0,8
20272,20272,0,-43
20273,20273,0,17
20274,20274,0,34
20275,20275,0,10
20276,20276,0,-60
20277,20277,0,30
20278,20278,0,68
20279,20279,0,67
20280,20280,0,41
20281,20281,0,-11
20282,20282,0,-7
20283,20283,0,66
20284,20284,0,24
20285,20285,0,-71
20286,20286,0,-107
20287,20287,0,0
20288,20288,0,15
20289,20289,0,34
20290,20290,0,54
20291,20291,0,-65
20292,20292,0,-18
20293,20293,0,-15
20294,20294,0,3
20295,20295,0,-3
20296,20296,0,1
20297,20297,0,21
20298,20298,0,15
20299,20299,0,36
20300,20300,0,61
20301,20301,0,12
20302,20302,0,13
20303,20303,0,19
20304,20304,0,-5
20305,20305,0,22
20306,20306,0,7
20307,20307,0,-26
20308,20308,0,-19
20309,20309,0,18
20310,20310,0,20
20311,20311,0,40
20312,20312,0,9
20313,20313,0,-17
20314,20314,0,-45
20315,20315,0,33
20316,20316,0,52
20317,20317,0,22
20318,20318,0,3
20319,20319,0,29
20320,20320,0,101
20321,20321,0,-63
20322,20322,0,-108
20323,20323,0,-66
20324,20324,0,35
20325,20325,0,54
20326,20326,0,24
20327,20327,0,36
20328,20328,0,33
20329,20329,0,-70
20330,20330,0,-125
20331,20331,0,-33
20332,20332,0,27
20333,20333,0,42
20334,20334,0,146
20335,20335,0,27
20336,20336,0,22
20337,20337,0,-68
20338,20338,0,-58
20339,20339,0,30
20340,20340,0,-21
20341,20341,0,6
20342,20342,0,-43
20343,20343,0,12
20344,20344,0,10
20345,20345,0,-34
20346,20346,0,3
20347,20347,0,-11
20348,20348,0,4
20349,20349,0,-48
20350,20350,0,51
20351,20351,0,5
20352,20352,0,114
20353,20353,0,70
20354,20354,0,-249
20355,20355,0,26
20356,20356,0,4
20357,20357,0,-47
20358,20358,0,55
20359,20359,0,-52
20360,20360,0,-66
20361,20361,0,23
20362,20362,0,80
20363,20363,0,27
20364,20364,0,-47
20365,20365,0,0
20366,20366,0,65
20367,20367,0,48
20368,20368,0,11
20369,20369,0,-11
20370,20370,0,-40
20371,20371,0,5
20372,20372,0,49
20373,20373,0,11
20374,20374,0,-1
20375,20375,0,0
20376,20376,0,-17
20377,20377,0,-5
20378,20378,0,49
20379,20379,0,-16
20380,20380,0,-13
20381,20381,0,-23
20382,20382,0,21
20383,20383,0,-41
20384,20384,0,44
20385,20385,0,93
20386,20386,0,-6
20387,20387,0,-9
20388,20388,0,-36
20389,20389,0,-13
20390,20390,0,57
20391,20391,0,-19
20392,20392,0,-44
20393,20393,0,11
20394,20394,0,71
20395,20395,0,-20
20396,20396,0,-56
20397,20397,0,9
20398,20398,0,-10
20399,20399,0,24
20400,20400,0,11
20401,20401,0,37
20402,20402,0,-33
20403,20403,0,-93
20404,20404,0,18
20405,20405,0,-47
20406,20406,0,-30
20407,20407,0,-6
20408,20408,0,120
20409,20409,0,53
20410,20410,0,-65
20411,20411,0,-54
20412,20412,0,9
20413,20413,0,79
20414,20414,0,49
20415,20415,0,25
20416,20416,0,21
20417,20417,0,12
20418,20418,0,-38
20419,20419,0,25
20420,20420,0,47
20421,20421,0,47
20422,20422,0,-80
20423,20423,0,-28
20424,20424,0,48
20425,20425,0,52
20426,20426,0,61
20427,20427,0,21
20428,20428,0,20
20429,20429,0,-24
20430,20430,0,-5
20431,20431,0,72
20432,20432,0,91
20433,20433,0,66
20434,20434,0,116
20435,20435,0,83
20436,20436,0,51
20437,20437,0,-79
20438,20438,0,-43
20439,20439,0,-18
20440,20440,0,21
20441,20441,0,-27
20442,20442,0,-105
20443,20443,0,-45
20444,20444,0,-40
20445,20445,0,88
20446,20446,0,15
20447,20447,0,61
20448,20448,0,-38
20449,20449,0,66
20450,20450,0,-91
20451,20451,0,-31
20452,20452,0,-36
20453,20453,0,-115
20454,20454,0,69
20455,20455,0,39
20456,20456,0,-64
20457,20457,0,3
20458,20458,0,-9
20459,20459,0,14
20460,20460,0,-20
20461,20461,0,79
20462,20462,0,27
