Sample in Buffer,Sample in Window,TRIGGER,top_i/c_shift_ram_0_Q[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED
88189,88189,0,-19
88190,88190,0,-81
88191,88191,0,-112
88192,88192,0,-22
88193,88193,0,5
88194,88194,0,40
88195,88195,0,17
88196,88196,0,18
88197,88197,0,58
88198,88198,0,-30
88199,88199,0,-55
88200,88200,0,-127
88201,88201,0,-98
88202,88202,0,17
88203,88203,0,117
88204,88204,0,-37
88205,88205,0,-49
88206,88206,0,169
88207,88207,0,-93
88208,88208,0,-51
88209,88209,0,65
88210,88210,0,89
88211,88211,0,101
88212,88212,0,55
88213,88213,0,-1
88214,88214,0,-53
88215,88215,0,-55
88216,88216,0,52
88217,88217,0,-63
88218,88218,0,19
88219,88219,0,-88
88220,88220,0,-65
88221,88221,0,-10
88222,88222,0,-9
88223,88223,0,-66
88224,88224,0,31
88225,88225,0,69
88226,88226,0,-5
88227,88227,0,5
88228,88228,0,43
88229,88229,0,-64
88230,88230,0,-25
88231,88231,0,9
88232,88232,0,-19
88233,88233,0,43
88234,88234,0,92
88235,88235,0,31
88236,88236,0,-18
88237,88237,0,61
88238,88238,0,111
88239,88239,0,155
88240,88240,0,111
88241,88241,0,-10
88242,88242,0,23
88243,88243,0,1
88244,88244,0,6
88245,88245,0,-58
88246,88246,0,-103
88247,88247,0,-84
88248,88248,0,-106
88249,88249,0,-96
88250,88250,0,-122
88251,88251,0,-96
88252,88252,0,-64
88253,88253,0,35
88254,88254,0,-19
88255,88255,0,-11
88256,88256,0,83
88257,88257,0,71
88258,88258,0,101
88259,88259,0,142
88260,88260,0,159
88261,88261,0,115
88262,88262,0,109
88263,88263,0,37
88264,88264,0,-79
88265,88265,0,76
88266,88266,0,79
88267,88267,0,6
88268,88268,0,-1
88269,88269,0,-51
88270,88270,0,-93
88271,88271,0,-72
88272,88272,0,87
88273,88273,0,-4
88274,88274,0,-182
88275,88275,0,-53
88276,88276,0,20
88277,88277,0,35
88278,88278,0,-65
88279,88279,0,-70
88280,88280,0,20
88281,88281,0,-138
88282,88282,0,-223
88283,88283,0,129
88284,88284,0,377
88285,88285,0,306
88286,88286,0,178
88287,88287,0,13
88288,88288,0,-15
88289,88289,0,185
88290,88290,0,127
88291,88291,0,144
88292,88292,0,-32
88293,88293,0,53
88294,88294,0,103
88295,88295,0,-83
88296,88296,0,-1
88297,88297,0,-73
88298,88298,0,-47
88299,88299,0,-117
88300,88300,0,-123
88301,88301,0,-67
88302,88302,0,1
88303,88303,0,17
88304,88304,0,-60
88305,88305,0,-72
88306,88306,0,-50
88307,88307,0,10
88308,88308,0,52
88309,88309,0,107
88310,88310,0,52
88311,88311,0,38
88312,88312,0,60
88313,88313,0,82
88314,88314,0,20
88315,88315,0,62
88316,88316,0,80
88317,88317,0,108
88318,88318,0,-33
88319,88319,0,-100
88320,88320,0,24
88321,88321,0,6
88322,88322,0,6
88323,88323,0,21
88324,88324,0,-23
88325,88325,0,-45
88326,88326,0,-20
88327,88327,0,-2
88328,88328,0,-37
88329,88329,0,-31
88330,88330,0,-57
88331,88331,0,4
88332,88332,0,33
88333,88333,0,-94
88334,88334,0,14
88335,88335,0,73
88336,88336,0,35
88337,88337,0,53
88338,88338,0,-5
88339,88339,0,54
88340,88340,0,57
88341,88341,0,88
88342,88342,0,17
88343,88343,0,86
88344,88344,0,47
88345,88345,0,-2
88346,88346,0,99
88347,88347,0,7
88348,88348,0,27
88349,88349,0,27
88350,88350,0,13
88351,88351,0,72
88352,88352,0,-140
88353,88353,0,16
88354,88354,0,15
88355,88355,0,-274
88356,88356,0,-1
88357,88357,0,-102
88358,88358,0,-119
88359,88359,0,152
88360,88360,0,-36
88361,88361,0,-69
88362,88362,0,65
88363,88363,0,64
88364,88364,0,48
88365,88365,0,-6
88366,88366,0,-24
88367,88367,0,53
88368,88368,0,65
88369,88369,0,39
88370,88370,0,25
88371,88371,0,-9
88372,88372,0,137
88373,88373,0,-9
88374,88374,0,-11
88375,88375,0,129
88376,88376,0,41
88377,88377,0,60
88378,88378,0,0
88379,88379,0,16
88380,88380,0,15
88381,88381,0,27
88382,88382,0,29
88383,88383,0,-38
88384,88384,0,83
88385,88385,0,-26
88386,88386,0,14
88387,88387,0,27
88388,88388,0,-7
88389,88389,0,12
88390,88390,0,-44
88391,88391,0,131
88392,88392,0,-36
88393,88393,0,11
88394,88394,0,6
88395,88395,0,7
88396,88396,0,50
88397,88397,0,-50
88398,88398,0,-7
88399,88399,0,0
88400,88400,0,21
88401,88401,0,6
88402,88402,0,-15
88403,88403,0,35
88404,88404,0,86
88405,88405,0,92
88406,88406,0,13
88407,88407,0,-66
88408,88408,0,47
88409,88409,0,-6
88410,88410,0,43
88411,88411,0,26
88412,88412,0,32
88413,88413,0,-78
88414,88414,0,-100
88415,88415,0,23
88416,88416,0,103
88417,88417,0,40
88418,88418,0,54
88419,88419,0,87
88420,88420,0,66
88421,88421,0,-63
88422,88422,0,-59
88423,88423,0,-19
88424,88424,0,76
88425,88425,0,56
88426,88426,0,20
88427,88427,0,137
88428,88428,0,14
88429,88429,0,-56
88430,88430,0,-33
88431,88431,0,69
88432,88432,0,32
88433,88433,0,3
88434,88434,0,-12
88435,88435,0,-48
88436,88436,0,54
88437,88437,0,10
88438,88438,0,-5
88439,88439,0,-116
88440,88440,0,0
88441,88441,0,48
88442,88442,0,83
88443,88443,0,125
88444,88444,0,-18
88445,88445,0,32
88446,88446,0,66
88447,88447,0,-18
88448,88448,0,15
88449,88449,0,-17
88450,88450,0,56
88451,88451,0,3
88452,88452,0,27
88453,88453,0,7
88454,88454,0,-3
88455,88455,0,43
88456,88456,0,9
88457,88457,0,57
88458,88458,0,-11
88459,88459,0,18
88460,88460,0,20
88461,88461,0,-28
88462,88462,0,-24
88463,88463,0,-51
88464,88464,0,57
88465,88465,0,17
88466,88466,0,4
88467,88467,0,-35
88468,88468,0,13
88469,88469,0,119
88470,88470,0,-14
88471,88471,0,27
88472,88472,0,77
88473,88473,0,-5
88474,88474,0,43
88475,88475,0,-97
88476,88476,0,2
88477,88477,0,-21
88478,88478,0,57
88479,88479,0,23
88480,88480,0,-38
88481,88481,0,-28
88482,88482,0,-138
88483,88483,0,-13
88484,88484,0,-66
88485,88485,0,-72
88486,88486,0,-39
88487,88487,0,18
88488,88488,0,112
88489,88489,0,13
88490,88490,0,13
88491,88491,0,-32
88492,88492,0,67
88493,88493,0,77
88494,88494,0,51
88495,88495,0,29
88496,88496,0,-125
88497,88497,0,-36
88498,88498,0,67
88499,88499,0,40
88500,88500,0,49
88501,88501,0,68
88502,88502,0,106
88503,88503,0,-41
88504,88504,0,-35
88505,88505,0,16
88506,88506,0,-84
88507,88507,0,25
88508,88508,0,-57
88509,88509,0,95
88510,88510,0,23
88511,88511,0,40
88512,88512,0,36
88513,88513,0,-46
88514,88514,0,68
88515,88515,0,10
88516,88516,0,30
88517,88517,0,-21
88518,88518,0,-34
88519,88519,0,38
88520,88520,0,-7
88521,88521,0,44
88522,88522,0,7
88523,88523,0,41
88524,88524,0,58
88525,88525,0,32
88526,88526,0,2
88527,88527,0,-56
88528,88528,0,21
88529,88529,0,47
88530,88530,0,54
88531,88531,0,18
88532,88532,0,-33
88533,88533,0,0
88534,88534,0,5
88535,88535,0,48
88536,88536,0,36
88537,88537,0,44
88538,88538,0,15
88539,88539,0,-56
88540,88540,0,-29
88541,88541,0,-11
88542,88542,0,23
88543,88543,0,-16
88544,88544,0,-34
88545,88545,0,1
88546,88546,0,-25
88547,88547,0,82
88548,88548,0,10
88549,88549,0,-1
88550,88550,0,-59
88551,88551,0,38
88552,88552,0,-39
88553,88553,0,-4
88554,88554,0,34
88555,88555,0,-78
88556,88556,0,212
88557,88557,0,71
88558,88558,0,-2
88559,88559,0,-146
88560,88560,0,-34
88561,88561,0,62
88562,88562,0,-1
88563,88563,0,44
88564,88564,0,1
88565,88565,0,-2
88566,88566,0,104
88567,88567,0,17
88568,88568,0,21
88569,88569,0,-33
88570,88570,0,-1
88571,88571,0,75
88572,88572,0,27
88573,88573,0,52
88574,88574,0,-75
88575,88575,0,79
88576,88576,0,37
88577,88577,0,50
88578,88578,0,37
88579,88579,0,23
88580,88580,0,-4
88581,88581,0,-76
88582,88582,0,-5
88583,88583,0,-178
88584,88584,0,14
88585,88585,0,11
88586,88586,0,-6
88587,88587,0,98
88588,88588,0,96
88589,88589,0,96
88590,88590,0,27
88591,88591,0,-31
88592,88592,0,30
88593,88593,0,59
88594,88594,0,-6
88595,88595,0,-59
88596,88596,0,-46
88597,88597,0,63
88598,88598,0,52
88599,88599,0,65
88600,88600,0,-21
88601,88601,0,12
88602,88602,0,-26
88603,88603,0,82
88604,88604,0,59
88605,88605,0,19
88606,88606,0,-18
88607,88607,0,-26
88608,88608,0,-37
88609,88609,0,68
88610,88610,0,108
88611,88611,0,52
88612,88612,0,108
88613,88613,0,-80
88614,88614,0,-73
88615,88615,0,55
88616,88616,0,20
88617,88617,0,38
88618,88618,0,25
88619,88619,0,-9
88620,88620,0,82
88621,88621,0,37
88622,88622,0,51
88623,88623,0,36
88624,88624,0,-11
88625,88625,0,0
88626,88626,0,-43
88627,88627,0,29
88628,88628,0,-29
88629,88629,0,143
88630,88630,0,74
88631,88631,0,-3
88632,88632,0,-31
88633,88633,0,-13
88634,88634,0,66
88635,88635,0,93
88636,88636,0,74
88637,88637,0,-54
88638,88638,0,-24
88639,88639,0,33
88640,88640,0,38
88641,88641,0,43
88642,88642,0,16
88643,88643,0,42
88644,88644,0,30
88645,88645,0,42
88646,88646,0,49
88647,88647,0,-9
88648,88648,0,52
88649,88649,0,37
88650,88650,0,50
88651,88651,0,-11
88652,88652,0,6
88653,88653,0,44
88654,88654,0,-41
88655,88655,0,28
88656,88656,0,-42
88657,88657,0,16
88658,88658,0,0
88659,88659,0,-18
88660,88660,0,-9
88661,88661,0,-22
88662,88662,0,26
88663,88663,0,-12
88664,88664,0,34
88665,88665,0,-13
88666,88666,0,26
88667,88667,0,121
88668,88668,0,-9
88669,88669,0,11
88670,88670,0,-11
88671,88671,0,58
88672,88672,0,53
88673,88673,0,0
88674,88674,0,-17
88675,88675,0,-29
88676,88676,0,15
88677,88677,0,-22
88678,88678,0,-7
88679,88679,0,-109
88680,88680,0,10
88681,88681,0,5
88682,88682,0,-5
88683,88683,0,-4
88684,88684,0,-68
88685,88685,0,87
88686,88686,0,72
88687,88687,0,3
88688,88688,0,-14
88689,88689,0,-56
88690,88690,0,27
88691,88691,0,5
88692,88692,0,42
88693,88693,0,11
88694,88694,0,-18
88695,88695,0,14
88696,88696,0,-47
88697,88697,0,12
88698,88698,0,-4
88699,88699,0,33
88700,88700,0,10
88701,88701,0,11
88702,88702,0,73
88703,88703,0,-26
88704,88704,0,77
88705,88705,0,-1
88706,88706,0,-21
88707,88707,0,-15
88708,88708,0,21
88709,88709,0,-58
88710,88710,0,30
88711,88711,0,51
88712,88712,0,-36
88713,88713,0,157
88714,88714,0,13
88715,88715,0,33
88716,88716,0,-47
88717,88717,0,17
88718,88718,0,63
88719,88719,0,-5
88720,88720,0,12
88721,88721,0,21
88722,88722,0,54
88723,88723,0,85
88724,88724,0,5
88725,88725,0,-5
88726,88726,0,-83
88727,88727,0,122
88728,88728,0,61
88729,88729,0,55
88730,88730,0,-7
88731,88731,0,-49
88732,88732,0,16
88733,88733,0,46
88734,88734,0,-4
88735,88735,0,31
88736,88736,0,-29
88737,88737,0,-4
88738,88738,0,-17
88739,88739,0,-25
88740,88740,0,-3
88741,88741,0,-2
88742,88742,0,-4
88743,88743,0,-28
88744,88744,0,47
88745,88745,0,15
88746,88746,0,27
88747,88747,0,-56
88748,88748,0,-25
88749,88749,0,57
88750,88750,0,39
88751,88751,0,-29
88752,88752,0,-57
88753,88753,0,51
88754,88754,0,66
88755,88755,0,75
88756,88756,0,9
88757,88757,0,-119
88758,88758,0,-61
88759,88759,0,8
88760,88760,0,76
88761,88761,0,-117
88762,88762,0,-9
88763,88763,0,-22
88764,88764,0,-60
88765,88765,0,-19
88766,88766,0,-220
88767,88767,0,28
88768,88768,0,68
88769,88769,0,141
88770,88770,0,135
88771,88771,0,80
88772,88772,0,19
88773,88773,0,-92
88774,88774,0,-46
88775,88775,0,-36
88776,88776,0,9
88777,88777,0,206
88778,88778,0,-20
88779,88779,0,156
88780,88780,0,129
88781,88781,0,29
88782,88782,0,127
88783,88783,0,80
88784,88784,0,-47
88785,88785,0,-70
88786,88786,0,26
88787,88787,0,-14
88788,88788,0,-22
88789,88789,0,-97
88790,88790,0,55
88791,88791,0,80
88792,88792,0,41
88793,88793,0,35
88794,88794,0,-39
88795,88795,0,36
88796,88796,0,64
88797,88797,0,56
88798,88798,0,6
88799,88799,0,-35
88800,88800,0,15
88801,88801,0,49
88802,88802,0,-18
88803,88803,0,-45
88804,88804,0,29
88805,88805,0,46
88806,88806,0,70
88807,88807,0,23
88808,88808,0,-86
88809,88809,0,-16
88810,88810,0,26
88811,88811,0,43
88812,88812,0,-44
88813,88813,0,-103
88814,88814,0,-29
88815,88815,0,-144
88816,88816,0,-83
88817,88817,0,-51
88818,88818,0,3
88819,88819,0,132
88820,88820,0,125
88821,88821,0,-20
88822,88822,0,-52
88823,88823,0,54
88824,88824,0,68
88825,88825,0,70
88826,88826,0,17
88827,88827,0,160
88828,88828,0,37
88829,88829,0,-52
88830,88830,0,50
88831,88831,0,-121
88832,88832,0,-88
88833,88833,0,-53
88834,88834,0,-145
88835,88835,0,-186
88836,88836,0,-105
88837,88837,0,26
88838,88838,0,-111
88839,88839,0,27
88840,88840,0,44
88841,88841,0,50
88842,88842,0,164
88843,88843,0,82
88844,88844,0,83
88845,88845,0,-13
88846,88846,0,-5
88847,88847,0,4
88848,88848,0,39
88849,88849,0,-10
88850,88850,0,0
88851,88851,0,53
88852,88852,0,70
88853,88853,0,59
88854,88854,0,-20
88855,88855,0,-71
88856,88856,0,-60
88857,88857,0,-111
88858,88858,0,37
88859,88859,0,21
88860,88860,0,61
88861,88861,0,53
88862,88862,0,-65
88863,88863,0,-12
88864,88864,0,-40
88865,88865,0,-78
88866,88866,0,-117
88867,88867,0,-22
88868,88868,0,-7
88869,88869,0,14
88870,88870,0,20
88871,88871,0,-74
88872,88872,0,-25
88873,88873,0,12
88874,88874,0,118
88875,88875,0,80
88876,88876,0,-5
88877,88877,0,-55
88878,88878,0,3
88879,88879,0,203
88880,88880,0,154
88881,88881,0,98
88882,88882,0,-12
88883,88883,0,-3
88884,88884,0,-38
88885,88885,0,-13
88886,88886,0,28
88887,88887,0,-48
88888,88888,0,-68
88889,88889,0,-38
88890,88890,0,-15
88891,88891,0,-71
88892,88892,0,20
88893,88893,0,46
88894,88894,0,-23
88895,88895,0,23
88896,88896,0,37
88897,88897,0,3
88898,88898,0,53
88899,88899,0,-47
88900,88900,0,34
88901,88901,0,35
88902,88902,0,69
88903,88903,0,-13
88904,88904,0,-15
88905,88905,0,18
88906,88906,0,8
88907,88907,0,61
88908,88908,0,-8
88909,88909,0,-20
88910,88910,0,35
88911,88911,0,104
88912,88912,0,28
88913,88913,0,-103
88914,88914,0,-7
88915,88915,0,23
88916,88916,0,75
88917,88917,0,41
88918,88918,0,-52
88919,88919,0,-16
88920,88920,0,25
88921,88921,0,-5
88922,88922,0,-66
88923,88923,0,-111
88924,88924,0,-1
88925,88925,0,84
88926,88926,0,56
88927,88927,0,102
88928,88928,0,-39
88929,88929,0,-69
88930,88930,0,160
88931,88931,0,66
88932,88932,0,-72
88933,88933,0,43
88934,88934,0,-56
88935,88935,0,-56
88936,88936,0,19
88937,88937,0,155
88938,88938,0,-21
88939,88939,0,-70
88940,88940,0,-47
88941,88941,0,15
88942,88942,0,-61
88943,88943,0,33
88944,88944,0,82
88945,88945,0,33
88946,88946,0,82
88947,88947,0,3
88948,88948,0,-17
88949,88949,0,-12
88950,88950,0,42
88951,88951,0,-91
88952,88952,0,80
88953,88953,0,95
88954,88954,0,4
88955,88955,0,26
88956,88956,0,-41
88957,88957,0,-36
88958,88958,0,13
88959,88959,0,8
88960,88960,0,-105
88961,88961,0,109
88962,88962,0,86
88963,88963,0,85
88964,88964,0,-29
88965,88965,0,-32
88966,88966,0,-86
88967,88967,0,19
88968,88968,0,16
88969,88969,0,7
88970,88970,0,19
88971,88971,0,19
88972,88972,0,65
88973,88973,0,-23
88974,88974,0,88
88975,88975,0,-23
88976,88976,0,-29
88977,88977,0,47
88978,88978,0,-35
88979,88979,0,40
88980,88980,0,153
88981,88981,0,-49
88982,88982,0,-8
88983,88983,0,78
88984,88984,0,10
88985,88985,0,44
88986,88986,0,6
88987,88987,0,-71
88988,88988,0,63
88989,88989,0,27
88990,88990,0,-44
88991,88991,0,33
88992,88992,0,-86
88993,88993,0,-27
88994,88994,0,-62
88995,88995,0,4
88996,88996,0,-14
88997,88997,0,-57
88998,88998,0,55
88999,88999,0,46
89000,89000,0,45
89001,89001,0,-37
89002,89002,0,7
89003,89003,0,23
89004,89004,0,83
89005,89005,0,-13
89006,89006,0,-67
89007,89007,0,16
89008,89008,0,4
89009,89009,0,16
89010,89010,0,-15
89011,89011,0,20
89012,89012,0,29
89013,89013,0,68
89014,89014,0,66
89015,89015,0,-13
89016,89016,0,31
89017,89017,0,-15
89018,89018,0,-41
89019,89019,0,22
89020,89020,0,51
89021,89021,0,17
89022,89022,0,-16
89023,89023,0,-81
89024,89024,0,-49
89025,89025,0,86
89026,89026,0,66
89027,89027,0,50
89028,89028,0,-35
89029,89029,0,-59
89030,89030,0,31
89031,89031,0,70
89032,89032,0,56
89033,89033,0,-14
89034,89034,0,-49
89035,89035,0,-3
89036,89036,0,88
89037,89037,0,75
89038,89038,0,-47
89039,89039,0,9
89040,89040,0,-1
89041,89041,0,11
89042,89042,0,-61
89043,89043,0,-10
89044,89044,0,-20
89045,89045,0,6
89046,89046,0,38
89047,89047,0,-33
89048,89048,0,93
89049,89049,0,13
89050,89050,0,-33
89051,89051,0,-29
89052,89052,0,-27
89053,89053,0,13
89054,89054,0,-15
89055,89055,0,45
89056,89056,0,-28
89057,89057,0,8
89058,89058,0,14
89059,89059,0,-47
89060,89060,0,-2
89061,89061,0,-50
89062,89062,0,48
89063,89063,0,0
89064,89064,0,13
89065,89065,0,4
89066,89066,0,-29
89067,89067,0,55
89068,89068,0,17
89069,89069,0,-8
89070,89070,0,2
89071,89071,0,-5
89072,89072,0,86
89073,89073,0,19
89074,89074,0,11
89075,89075,0,-89
89076,89076,0,25
89077,89077,0,-30
89078,89078,0,19
89079,89079,0,39
89080,89080,0,40
89081,89081,0,-24
89082,89082,0,18
89083,89083,0,21
89084,89084,0,-39
89085,89085,0,-6
89086,89086,0,13
89087,89087,0,-2
89088,89088,0,16
89089,89089,0,25
89090,89090,0,6
89091,89091,0,-43
89092,89092,0,-16
89093,89093,0,9
89094,89094,0,27
89095,89095,0,40
89096,89096,0,-39
89097,89097,0,-49
89098,89098,0,-30
89099,89099,0,49
89100,89100,0,55
89101,89101,0,-3
89102,89102,0,-37
89103,89103,0,-51
89104,89104,0,31
89105,89105,0,3
89106,89106,0,12
89107,89107,0,0
89108,89108,0,26
89109,89109,0,82
89110,89110,0,-17
89111,89111,0,-35
89112,89112,0,-35
89113,89113,0,62
89114,89114,0,44
89115,89115,0,16
89116,89116,0,-22
89117,89117,0,-34
89118,89118,0,41
89119,89119,0,-14
89120,89120,0,26
89121,89121,0,4
89122,89122,0,11
89123,89123,0,-1
89124,89124,0,27
89125,89125,0,-68
89126,89126,0,-59
89127,89127,0,25
89128,89128,0,9
89129,89129,0,54
89130,89130,0,95
89131,89131,0,-107
89132,89132,0,-57
89133,89133,0,-51
89134,89134,0,-59
89135,89135,0,22
89136,89136,0,45
89137,89137,0,104
89138,89138,0,36
89139,89139,0,-6
89140,89140,0,-7
89141,89141,0,27
89142,89142,0,6
89143,89143,0,-39
89144,89144,0,-35
89145,89145,0,62
89146,89146,0,3
89147,89147,0,-6
89148,89148,0,-62
89149,89149,0,-55
89150,89150,0,84
89151,89151,0,46
89152,89152,0,39
89153,89153,0,-21
89154,89154,0,-13
89155,89155,0,0
89156,89156,0,68
89157,89157,0,145
89158,89158,0,19
89159,89159,0,31
89160,89160,0,-22
89161,89161,0,-1
89162,89162,0,-51
89163,89163,0,-33
89164,89164,0,48
89165,89165,0,49
89166,89166,0,2
89167,89167,0,-1
89168,89168,0,-21
89169,89169,0,-13
89170,89170,0,-14
89171,89171,0,-8
89172,89172,0,-38
89173,89173,0,-58
89174,89174,0,31
89175,89175,0,3
89176,89176,0,36
89177,89177,0,68
89178,89178,0,37
89179,89179,0,3
89180,89180,0,-33
89181,89181,0,17
89182,89182,0,65
89183,89183,0,-1
89184,89184,0,-30
89185,89185,0,-42
89186,89186,0,-19
89187,89187,0,71
89188,89188,0,23
89189,89189,0,-2
89190,89190,0,-22
89191,89191,0,25
89192,89192,0,18
89193,89193,0,10
89194,89194,0,-95
89195,89195,0,-18
89196,89196,0,49
89197,89197,0,64
89198,89198,0,17
89199,89199,0,-200
89200,89200,0,127
89201,89201,0,0
89202,89202,0,-187
89203,89203,0,251
89204,89204,0,7
89205,89205,0,-49
89206,89206,0,188
89207,89207,0,161
89208,89208,0,75
89209,89209,0,87
89210,89210,0,79
89211,89211,0,-98
89212,89212,0,-214
89213,89213,0,-38
89214,89214,0,-19
89215,89215,0,-27
89216,89216,0,-40
89217,89217,0,-47
89218,89218,0,-154
89219,89219,0,-13
89220,89220,0,-1
89221,89221,0,38
89222,89222,0,106
89223,89223,0,79
89224,89224,0,79
89225,89225,0,18
89226,89226,0,-62
89227,89227,0,-79
89228,89228,0,-77
89229,89229,0,19
89230,89230,0,66
89231,89231,0,10
89232,89232,0,-20
89233,89233,0,111
89234,89234,0,77
89235,89235,0,-42
89236,89236,0,-45
89237,89237,0,-47
89238,89238,0,46
89239,89239,0,10
89240,89240,0,-18
89241,89241,0,-19
89242,89242,0,37
89243,89243,0,84
89244,89244,0,27
89245,89245,0,-24
89246,89246,0,-27
89247,89247,0,-34
89248,89248,0,-12
89249,89249,0,96
89250,89250,0,24
89251,89251,0,28
89252,89252,0,12
89253,89253,0,-2
89254,89254,0,60
89255,89255,0,-62
89256,89256,0,75
89257,89257,0,-3
89258,89258,0,-1
89259,89259,0,22
89260,89260,0,-55
89261,89261,0,7
89262,89262,0,-48
89263,89263,0,-57
89264,89264,0,-53
89265,89265,0,42
89266,89266,0,47
89267,89267,0,-11
89268,89268,0,-61
89269,89269,0,-44
89270,89270,0,30
89271,89271,0,47
89272,89272,0,11
89273,89273,0,-25
89274,89274,0,5
89275,89275,0,75
89276,89276,0,50
89277,89277,0,66
89278,89278,0,-31
89279,89279,0,10
89280,89280,0,66
89281,89281,0,115
89282,89282,0,90
89283,89283,0,160
89284,89284,0,103
89285,89285,0,-6
89286,89286,0,-50
89287,89287,0,-67
89288,89288,0,-45
89289,89289,0,-24
89290,89290,0,-55
89291,89291,0,-114
89292,89292,0,-95
89293,89293,0,-37
89294,89294,0,-71
89295,89295,0,-38
89296,89296,0,10
89297,89297,0,37
89298,89298,0,16
89299,89299,0,38
89300,89300,0,-21
89301,89301,0,-88
89302,89302,0,112
89303,89303,0,81
89304,89304,0,42
89305,89305,0,50
89306,89306,0,98
89307,89307,0,117
89308,89308,0,-25
89309,89309,0,6
89310,89310,0,-55
89311,89311,0,-32
89312,89312,0,54
89313,89313,0,18
89314,89314,0,-9
89315,89315,0,-38
89316,89316,0,-14
89317,89317,0,-90
89318,89318,0,-20
89319,89319,0,-97
89320,89320,0,29
89321,89321,0,-68
89322,89322,0,13
89323,89323,0,-113
89324,89324,0,-120
89325,89325,0,59
89326,89326,0,48
89327,89327,0,50
89328,89328,0,23
89329,89329,0,108
89330,89330,0,116
89331,89331,0,178
89332,89332,0,49
89333,89333,0,52
89334,89334,0,110
89335,89335,0,43
89336,89336,0,38
89337,89337,0,25
89338,89338,0,81
89339,89339,0,47
89340,89340,0,-35
89341,89341,0,-61
89342,89342,0,-101
89343,89343,0,-2
89344,89344,0,-31
89345,89345,0,-34
89346,89346,0,-112
89347,89347,0,-91
89348,89348,0,-41
89349,89349,0,-2
89350,89350,0,47
89351,89351,0,-21
89352,89352,0,24
89353,89353,0,131
89354,89354,0,25
89355,89355,0,-22
89356,89356,0,-57
89357,89357,0,2
89358,89358,0,2
89359,89359,0,108
89360,89360,0,61
89361,89361,0,60
89362,89362,0,5
89363,89363,0,27
89364,89364,0,1
89365,89365,0,-52
89366,89366,0,25
89367,89367,0,27
89368,89368,0,-38
89369,89369,0,-25
89370,89370,0,-112
89371,89371,0,-55
89372,89372,0,-68
89373,89373,0,-109
89374,89374,0,-70
89375,89375,0,33
89376,89376,0,101
89377,89377,0,80
89378,89378,0,48
89379,89379,0,-198
89380,89380,0,14
89381,89381,0,33
89382,89382,0,93
89383,89383,0,134
89384,89384,0,98
89385,89385,0,123
89386,89386,0,81
89387,89387,0,41
89388,89388,0,-22
89389,89389,0,1
89390,89390,0,65
89391,89391,0,53
89392,89392,0,-2
89393,89393,0,12
89394,89394,0,20
89395,89395,0,17
89396,89396,0,-62
89397,89397,0,-95
89398,89398,0,19
89399,89399,0,-3
89400,89400,0,88
89401,89401,0,-41
89402,89402,0,29
89403,89403,0,73
89404,89404,0,56
89405,89405,0,195
89406,89406,0,83
89407,89407,0,123
89408,89408,0,139
89409,89409,0,-3
89410,89410,0,-30
89411,89411,0,-21
89412,89412,0,1
89413,89413,0,-73
89414,89414,0,-59
89415,89415,0,-40
89416,89416,0,26
89417,89417,0,36
89418,89418,0,-45
89419,89419,0,9
89420,89420,0,-43
89421,89421,0,-6
89422,89422,0,12
89423,89423,0,-14
89424,89424,0,-59
89425,89425,0,-19
89426,89426,0,73
89427,89427,0,140
89428,89428,0,112
89429,89429,0,-51
89430,89430,0,-142
89431,89431,0,60
89432,89432,0,136
89433,89433,0,-7
89434,89434,0,-59
89435,89435,0,152
89436,89436,0,-104
89437,89437,0,170
89438,89438,0,-36
89439,89439,0,-71
89440,89440,0,97
89441,89441,0,-55
89442,89442,0,72
89443,89443,0,16
89444,89444,0,-120
89445,89445,0,47
89446,89446,0,-39
89447,89447,0,-62
89448,89448,0,45
89449,89449,0,-56
89450,89450,0,-7
89451,89451,0,-46
89452,89452,0,-43
89453,89453,0,72
89454,89454,0,76
89455,89455,0,-8
89456,89456,0,-7
89457,89457,0,-23
89458,89458,0,3
89459,89459,0,62
89460,89460,0,51
89461,89461,0,8
89462,89462,0,1
89463,89463,0,10
89464,89464,0,41
89465,89465,0,-20
89466,89466,0,-122
89467,89467,0,-42
89468,89468,0,-88
89469,89469,0,53
89470,89470,0,-24
89471,89471,0,-98
89472,89472,0,29
89473,89473,0,37
89474,89474,0,62
89475,89475,0,21
89476,89476,0,38
89477,89477,0,8
89478,89478,0,64
89479,89479,0,-31
89480,89480,0,-37
89481,89481,0,-47
89482,89482,0,92
89483,89483,0,82
89484,89484,0,29
89485,89485,0,26
89486,89486,0,-48
89487,89487,0,3
89488,89488,0,14
89489,89489,0,-24
89490,89490,0,4
89491,89491,0,16
89492,89492,0,1
89493,89493,0,-60
89494,89494,0,-93
89495,89495,0,-73
89496,89496,0,20
89497,89497,0,-49
89498,89498,0,-3
89499,89499,0,-38
89500,89500,0,27
89501,89501,0,-20
89502,89502,0,77
89503,89503,0,-82
89504,89504,0,177
89505,89505,0,-47
89506,89506,0,194
89507,89507,0,-65
89508,89508,0,128
89509,89509,0,48
89510,89510,0,24
89511,89511,0,-6
89512,89512,0,-106
89513,89513,0,62
89514,89514,0,-8
89515,89515,0,64
89516,89516,0,65
89517,89517,0,-91
89518,89518,0,47
89519,89519,0,-45
89520,89520,0,65
89521,89521,0,42
89522,89522,0,37
