Sample in Buffer,Sample in Window,TRIGGER,top_i/ddc_branch_1_x7673,top_i/baseband_j[31:0],top_i/baseband_i[31:0]
120,120,0,1,-71710,-32730
121,121,0,1,-93158,-54477
122,122,0,1,-109258,-75109
123,123,0,1,-122067,-91092
124,124,0,1,-133671,-100324
125,125,0,1,-145151,-102020
126,126,0,1,-156084,-96465
127,127,0,1,-164579,-84715
128,128,0,1,-168095,-68352
129,129,0,1,-164459,-49370
130,130,0,1,-152867,-30074
131,131,0,1,-134496,-12909
132,132,0,1,-112526,-165
133,133,0,1,-91451,6457
134,134,0,1,-75970,6254
135,135,0,1,-69601,-223
136,136,0,1,-73482,-11317
137,137,0,1,-85855,-24738
138,138,0,1,-102380,-38253
139,139,0,1,-117166,-50392
140,140,0,1,-124389,-60821
141,141,0,1,-120030,-70230
142,142,0,1,-103026,-79662
143,143,0,1,-75416,-89625
144,144,0,1,-41668,-99443
145,145,0,1,-7108,-107066
146,146,0,1,23712,-109529
147,147,0,1,48190,-104082
148,148,0,1,66118,-89476
149,149,0,1,79008,-66930
150,150,0,1,88786,-40427
151,151,0,1,96320,-15942
152,152,0,1,100612,44
153,153,0,1,98851,2495
154,154,0,1,87542,-10496
155,155,0,1,64342,-36826
156,156,0,1,29810,-70650
157,157,0,1,-11750,-103801
158,158,0,1,-52616,-127937
159,159,0,1,-83603,-136770
160,160,0,1,-96635,-127750
161,161,0,1,-87435,-102727
162,162,0,1,-57188,-67363
163,163,0,1,-12571,-29588
164,164,0,1,36024,2473
165,165,0,1,77280,22408
166,166,0,1,102018,26923
167,167,0,1,105478,16463
168,168,0,1,88287,-5302
169,169,0,1,55729,-32631
170,170,0,1,15832,-59273
171,171,0,1,-22989,-80066
172,172,0,1,-53981,-92169
173,173,0,1,-73170,-95493
174,174,0,1,-79638,-92286
175,175,0,1,-74960,-86058
176,176,0,1,-62216,-80099
177,177,0,1,-45158,-76212
178,178,0,1,-27549,-74065
179,179,0,1,-12879,-71480
180,180,0,1,-3994,-65586
181,181,0,1,-2727,-54416
182,182,0,1,-9344,-38344
183,183,0,1,-22230,-20643
184,184,0,1,-37933,-6790
185,185,0,1,-51872,-2654
186,186,0,1,-59663,-11976
187,187,0,1,-58717,-34230
188,188,0,1,-49240,-63644
189,189,0,1,-34564,-90173
190,190,0,1,-20195,-102156
191,191,0,1,-11930,-90099
192,192,0,1,-13816,-50186
193,193,0,1,-26666,13684
194,194,0,1,-47788,90338
195,195,0,1,-72058,164071
196,196,0,1,-93853,219058
197,197,0,1,-109158,243863
198,198,0,1,-116912,234578
199,199,0,1,-119124,195603
200,200,0,1,-119719,137849
201,201,0,1,-122426,75132
202,202,0,1,-128948,20068
203,203,0,1,-137886,-19166
204,204,0,1,-144963,-40255
205,205,0,1,-144680,-46137
206,206,0,1,-132429,-42740
207,207,0,1,-106605,-36236
208,208,0,1,-69521,-30827
209,209,0,1,-27022,-27704
210,210,0,1,13161,-25445
211,211,0,1,43706,-21387
212,212,0,1,59787,-13263
213,213,0,1,60315,-548
214,214,0,1,47807,15209
215,215,0,1,27279,30904
216,216,0,1,4490,42929
217,217,0,1,-15760,48389
218,218,0,1,-30668,45916
219,219,0,1,-39578,35978
220,220,0,1,-43342,20536
221,221,0,1,-43299,2394
222,222,0,1,-40365,-15590
223,223,0,1,-34632,-31178
224,224,0,1,-25768,-43071
225,225,0,1,-13769,-50930
226,226,0,1,133,-55135
227,227,0,1,12925,-56272
228,228,0,1,20148,-54698
229,229,0,1,17018,-50267
230,230,0,1,79,-42445
231,231,0,1,-31220,-30772
232,232,0,1,-73696,-15394
233,233,0,1,-120530,2191
234,234,0,1,-162663,18890
235,235,0,1,-190959,30381
236,236,0,1,-198496,32055
237,237,0,1,-182354,20334
238,238,0,1,-144351,-5857
239,239,0,1,-90508,-44149
240,240,0,1,-29696,-88712
241,241,0,1,28470,-131217
242,242,0,1,75512,-162700
243,243,0,1,105533,-175810
244,244,0,1,115786,-166835
245,245,0,1,106551,-136860
246,246,0,1,80475,-91729
247,247,0,1,41793,-40658
248,248,0,1,-4432,5934
249,249,0,1,-52788,38855
250,250,0,1,-97796,52159
251,251,0,1,-134215,44420
252,252,0,1,-157495,18662
253,253,0,1,-164353,-18574
254,254,0,1,-153451,-58895
255,255,0,1,-125848,-93913
256,256,0,1,-85063,-116919
257,257,0,1,-36694,-124133
258,258,0,1,12484,-115267
259,259,0,1,55678,-93330
260,260,0,1,87158,-63965
261,261,0,1,103087,-34168
262,262,0,1,101949,-10857
263,263,0,1,84556,476
264,264,0,1,53638,-3179
265,265,0,1,13413,-21938
266,266,0,1,-30966,-53197
267,267,0,1,-73997,-92415
268,268,0,1,-110285,-134185
269,269,0,1,-135104,-173303
270,270,0,1,-145249,-205648
271,271,0,1,-139509,-228431
272,272,0,1,-119232,-240135
273,273,0,1,-88448,-240216
274,274,0,1,-53343,-228714
275,275,0,1,-21139,-206096
276,276,0,1,1438,-173487
277,277,0,1,9664,-132920
278,278,0,1,2031,-87654
279,279,0,1,-19425,-42026
280,280,0,1,-49610,-833
281,281,0,1,-81481,31501
282,282,0,1,-107742,51984
283,283,0,1,-122373,59711
284,284,0,1,-121813,56077
285,285,0,1,-105581,44168
286,286,0,1,-76260,27876
287,287,0,1,-38867,10885
288,288,0,1,138,-4071
289,289,0,1,34100,-15458
290,290,0,1,57346,-22923
291,291,0,1,66333,-26781
292,292,0,1,60212,-27683
293,293,0,1,40980,-26404
294,294,0,1,13000,-23772
295,295,0,1,-17992,-20727
296,296,0,1,-46199,-18280
297,297,0,1,-66936,-17242
298,298,0,1,-77524,-18097
299,299,0,1,-77502,-20712
300,300,0,1,-68355,-24328
301,301,0,1,-52748,-27748
302,302,0,1,-33598,-29724
303,303,0,1,-13392,-29280
304,304,0,1,6219,-25838
305,305,0,1,24193,-19184
306,306,0,1,39788,-9220
307,307,0,1,52126,4215
308,308,0,1,59947,21171
309,309,0,1,61690,41029
310,310,0,1,55897,61793
311,311,0,1,41680,79563
312,312,0,1,19136,88776
313,313,0,1,-10464,83285
314,314,0,1,-44731,58297
315,315,0,1,-80320,12499
316,316,0,1,-113275,-50360
317,317,0,1,-139482,-121361
318,318,0,1,-155104,-188122
319,319,0,1,-157256,-237721
320,320,0,1,-144713,-260342
321,321,0,1,-118526,-252097
322,322,0,1,-82266,-216279
323,323,0,1,-41706,-162382
324,324,0,1,-3806,-103160
325,325,0,1,24865,-50955
326,326,0,1,39740,-14379
327,327,0,1,39540,3650
328,328,0,1,26708,5782
329,329,0,1,6619,-1695
330,330,0,1,-13952,-11624
331,331,0,1,-28919,-18669
332,332,0,1,-34739,-20821
333,333,0,1,-31338,-19430
334,334,0,1,-21861,-17855
335,335,0,1,-11336,-19509
336,336,0,1,-4699,-26164
337,337,0,1,-5038,-37082
338,338,0,1,-12587,-49368
339,339,0,1,-24804,-59167
340,340,0,1,-37557,-63154
341,341,0,1,-46750,-59797
342,342,0,1,-49899,-49895
343,343,0,1,-46863,-36208
344,344,0,1,-39719,-22570
345,345,0,1,-31818,-12721
346,346,0,1,-26364,-9290
347,347,0,1,-25337,-13086
348,348,0,1,-28884,-22909
349,349,0,1,-35510,-35666
350,350,0,1,-42801,-47037
351,351,0,1,-48331,-52339
352,352,0,1,-50436,-47487
353,353,0,1,-48621,-30194
354,354,0,1,-43433,-781
355,355,0,1,-36162,37320
356,356,0,1,-28380,78029
357,357,0,1,-21659,113649
358,358,0,1,-17373,136548
359,359,0,1,-16663,141067
360,360,0,1,-20408,125075
361,361,0,1,-29024,90656
362,362,0,1,-42244,43784
363,363,0,1,-58901,-7146
364,364,0,1,-76982,-53308
365,365,0,1,-93962,-87534
366,366,0,1,-107524,-105968
367,367,0,1,-116235,-108571
368,368,0,1,-119981,-98670
369,369,0,1,-120045,-81627
370,370,0,1,-118569,-63197
371,371,0,1,-117484,-47964
372,372,0,1,-117698,-38310
373,373,0,1,-118578,-34262
374,374,0,1,-118084,-33986
375,375,0,1,-113657,-34781
376,376,0,1,-103334,-34207
377,377,0,1,-86889,-30985
378,378,0,1,-66280,-25435
379,379,0,1,-45246,-19297
380,380,0,1,-28119,-15031
381,381,0,1,-18308,-14901
382,382,0,1,-17040,-20066
383,383,0,1,-22731,-30102
384,384,0,1,-31513,-42940
385,385,0,1,-38532,-55522
386,386,0,1,-39688,-64699
387,387,0,1,-33012,-68278
388,388,0,1,-19338,-65723
389,389,0,1,-1939,-58322
390,390,0,1,14699,-48793
391,391,0,1,26419,-40497
392,392,0,1,30723,-36320
393,393,0,1,27393,-37791
394,394,0,1,18198,-44683
395,395,0,1,6051,-55065
396,396,0,1,-6107,-65862
397,397,0,1,-16222,-73795
398,398,0,1,-23397,-76353
399,399,0,1,-27732,-72546
400,400,0,1,-29727,-63189
401,401,0,1,-29870,-50686
402,402,0,1,-28427,-38218
403,403,0,1,-25561,-28736
404,404,0,1,-21594,-23904
405,405,0,1,-17249,-23387
406,406,0,1,-13664,-24938
407,407,0,1,-11977,-25165
408,408,0,1,-12818,-20774
409,409,0,1,-15938,-10040
410,410,0,1,-20129,6048
411,411,0,1,-23509,23632
412,412,0,1,-24287,36815
413,413,0,1,-21391,39445
414,414,0,1,-14976,27247
415,415,0,1,-6411,-309
416,416,0,1,2170,-39271
417,417,0,1,8527,-81740
418,418,0,1,10972,-117864
419,419,0,1,8714,-138638
420,420,0,1,1854,-138517
421,421,0,1,-8901,-117201
422,422,0,1,-22595,-79871
423,423,0,1,-38146,-35812
424,424,0,1,-54333,4159
425,425,0,1,-69662,30702
426,426,0,1,-82158,38516
427,427,0,1,-89498,27660
428,428,0,1,-89395,3287
429,429,0,1,-80228,-26019
430,430,0,1,-61722,-50831
431,431,0,1,-35379,-63748
432,432,0,1,-4514,-61407
433,433,0,1,26432,-45339
434,434,0,1,52771,-21338
435,435,0,1,70691,2406
436,436,0,1,78226,17869
437,437,0,1,75638,19692
438,438,0,1,65140,6712
439,439,0,1,50145,-17724
440,440,0,1,34110,-46712
441,441,0,1,19553,-71979
442,442,0,1,7433,-86289
443,443,0,1,-2933,-85600
444,444,0,1,-13208,-70149
445,445,0,1,-25072,-44282
446,446,0,1,-39192,-15035
447,447,0,1,-54513,9954
448,448,0,1,-68189,24653
449,449,0,1,-76308,26288
450,450,0,1,-75102,15894
451,451,0,1,-62430,-2216
452,452,0,1,-38852,-21950
453,453,0,1,-8034,-37306
454,454,0,1,23780,-44174
455,455,0,1,49238,-41501
456,456,0,1,61726,-31536
457,457,0,1,57272,-18952
458,458,0,1,35781,-9368
459,459,0,1,1267,-7590
460,460,0,1,-38959,-16064
461,461,0,1,-76012,-34007
462,462,0,1,-101723,-57586
463,463,0,1,-110732,-80974
464,464,0,1,-101871,-98055
465,465,0,1,-78532,-104169
466,466,0,1,-47789,-97415
467,467,0,1,-18493,-79051
468,468,0,1,1129,-52930
469,469,0,1,5717,-24230
470,470,0,1,-5722,2199
471,471,0,1,-29744,23007
472,472,0,1,-59595,36873
473,473,0,1,-87500,44333
474,474,0,1,-107216,46898
475,475,0,1,-115936,46015
476,476,0,1,-114886,42360
477,477,0,1,-108428,35618
478,478,0,1,-101944,24913
479,479,0,1,-99382,9504
480,480,0,1,-101467,-10365
481,481,0,1,-105304,-32899
482,482,0,1,-105470,-54675
483,483,0,1,-96398,-71201
484,484,0,1,-74824,-77883
485,485,0,1,-41486,-71172
486,486,0,1,-1342,-49687
487,487,0,1,37752,-14994
488,488,0,1,67473,28282
489,489,0,1,81512,73117
490,490,0,1,77327,111445
491,491,0,1,56547,135898
492,492,0,1,24066,141689
493,493,0,1,-13670,127923
494,494,0,1,-50361,98044
495,495,0,1,-81118,59108
496,496,0,1,-102798,19853
497,497,0,1,-113795,-11694
498,498,0,1,-113634,-30389
499,499,0,1,-102741,-35245
500,500,0,1,-82606,-29308
501,501,0,1,-56042,-18094
502,502,0,1,-27207,-7267
503,503,0,1,-1111,-448
504,504,0,1,17512,1938
505,505,0,1,25580,2473
506,506,0,1,22748,5072
507,507,0,1,11616,12762
508,508,0,1,-3178,25823
509,509,0,1,-16601,41183
510,510,0,1,-25050,53326
511,511,0,1,-27708,56419
512,512,0,1,-26534,46781
513,513,0,1,-25179,24615
514,514,0,1,-27061,-5601
515,515,0,1,-33509,-36540
516,516,0,1,-42865,-60537
517,517,0,1,-50802,-72193
518,518,0,1,-51955,-70274
519,519,0,1,-42187,-58048
520,520,0,1,-20650,-42057
521,521,0,1,9306,-29884
522,522,0,1,40731,-27551
523,523,0,1,65010,-37706
524,524,0,1,74591,-59032
525,525,0,1,65587,-86886
526,526,0,1,39394,-114941
527,527,0,1,2605,-137190
528,528,0,1,-34698,-149569
529,529,0,1,-61737,-150863
530,530,0,1,-70247,-142481
531,531,0,1,-56985,-127580
532,532,0,1,-24721,-109792
533,533,0,1,18507,-92004
534,534,0,1,61812,-75680
535,535,0,1,94593,-60776
536,536,0,1,109473,-46298
537,537,0,1,104245,-31194
538,538,0,1,82026,-15248
539,539,0,1,49740,538
540,540,0,1,15553,14069
541,541,0,1,-13833,22904
542,542,0,1,-35062,25263
543,543,0,1,-48614,20962
544,544,0,1,-57842,11737
545,545,0,1,-66922,780
546,546,0,1,-78873,-8362
547,547,0,1,-94210,-13161
548,548,0,1,-110905,-13256
549,549,0,1,-125450,-10708
550,550,0,1,-134445,-9112
551,551,0,1,-136123,-11990
552,552,0,1,-130964,-21005
553,553,0,1,-121277,-34799
554,554,0,1,-109964,-48991
555,555,0,1,-99225,-57699
556,556,0,1,-89713,-55999
557,557,0,1,-80619,-42352
558,558,0,1,-70448,-20023
559,559,0,1,-58178,3185
560,560,0,1,-44200,17087
561,561,0,1,-30404,12398
562,562,0,1,-19521,-15857
563,563,0,1,-14016,-66040
564,564,0,1,-15091,-129704
565,565,0,1,-22215,-193552
566,566,0,1,-33370,-242934
567,567,0,1,-45865,-265835
568,568,0,1,-57329,-256135
569,569,0,1,-66283,-215233
570,570,0,1,-72206,-151481
571,571,0,1,-75119,-77941
572,572,0,1,-75146,-9139
573,573,0,1,-72304,42369
574,574,0,1,-66648,68557
575,575,0,1,-58708,67269
576,576,0,1,-49874,42083
577,577,0,1,-42241,1001
578,578,0,1,-37842,-45635
579,579,0,1,-37562,-87451
580,580,0,1,-40246,-116041
581,581,0,1,-42502,-126442
582,582,0,1,-39654,-117634
583,583,0,1,-27522,-92269
584,584,0,1,-4463,-55666
585,585,0,1,27114,-14471
586,586,0,1,60738,24644
587,587,0,1,87504,56053
588,588,0,1,98668,75754
589,589,0,1,88670,81493
590,590,0,1,57240,72707
591,591,0,1,9852,50404
592,592,0,1,-43748,17138
593,593,0,1,-92426,-23035
594,594,0,1,-126805,-64714
595,595,0,1,-141777,-101713
596,596,0,1,-137501,-128135
597,597,0,1,-118698,-139671
598,598,0,1,-92640,-134907
599,599,0,1,-66692,-116003
600,600,0,1,-46209,-88314
601,601,0,1,-33482,-59105
602,602,0,1,-27715,-35456
603,603,0,1,-26038,-22281
604,604,0,1,-24982,-20965
605,605,0,1,-21757,-29308
606,606,0,1,-15146,-42690
607,607,0,1,-5664,-55997
608,608,0,1,4825,-65553
609,609,0,1,13810,-70230
610,610,0,1,19111,-71501
611,611,0,1,19608,-72342
612,612,0,1,15540,-75593
613,613,0,1,8543,-82515
614,614,0,1,1017,-92173
615,615,0,1,-4719,-101725
616,616,0,1,-7392,-107528
617,617,0,1,-7489,-106550
618,618,0,1,-7310,-97335
619,619,0,1,-10345,-80303
620,620,0,1,-20048,-57424
621,621,0,1,-38391,-31423
622,622,0,1,-64738,-5169
623,623,0,1,-95503,18743
624,624,0,1,-124853,37940
625,625,0,1,-146371,50082
626,626,0,1,-154944,52862
627,627,0,1,-148401,44498
628,628,0,1,-128197,24455
629,629,0,1,-98964,-5777
630,630,0,1,-67070,-42372
631,631,0,1,-38713,-79563
632,632,0,1,-18413,-110839
633,633,0,1,-8274,-130573
634,634,0,1,-8232,-135494
635,635,0,1,-16837,-125536
636,636,0,1,-32212,-103703
637,637,0,1,-52662,-75063
638,638,0,1,-76493,-45280
639,639,0,1,-101461,-19243
640,640,0,1,-124190,-101
641,641,0,1,-140221,10917
642,642,0,1,-144853,14250
643,643,0,1,-134581,11437
644,644,0,1,-108690,4569
645,645,0,1,-70261,-4044
646,646,0,1,-25879,-12147
647,647,0,1,15791,-17773
648,648,0,1,46337,-19592
649,649,0,1,59913,-17269
650,650,0,1,54741,-11737
651,651,0,1,33280,-5010
652,652,0,1,1136,407
653,653,0,1,-34852,2453
654,654,0,1,-68453,305
655,655,0,1,-95200,-5163
656,656,0,1,-112634,-11806
657,657,0,1,-119692,-17217
658,658,0,1,-116012,-20007
659,659,0,1,-101381,-20794
660,660,0,1,-75891,-22249
661,661,0,1,-40637,-28222
662,662,0,1,1539,-41951
663,663,0,1,45819,-64409
664,664,0,1,85931,-93211
665,665,0,1,115458,-122799
666,666,0,1,129516,-146079
667,667,0,1,126019,-156785
668,668,0,1,106282,-151752
669,669,0,1,74402,-132316
670,670,0,1,36002,-104045
671,671,0,1,-3291,-74980
672,672,0,1,-39028,-53031
673,673,0,1,-68388,-43386
674,674,0,1,-89984,-46778
675,675,0,1,-103227,-59508
676,676,0,1,-107794,-74866
677,677,0,1,-103573,-85541
678,678,0,1,-90937,-86153
679,679,0,1,-71233,-75020
680,680,0,1,-47064,-54650
681,681,0,1,-22068,-30748
682,682,0,1,-241,-10338
683,683,0,1,15053,539
684,684,0,1,21862,-1288
685,685,0,1,19909,-15239
686,686,0,1,10273,-37203
687,687,0,1,-5294,-60915
688,688,0,1,-25009,-79875
689,689,0,1,-47381,-89311
690,690,0,1,-70960,-87569
691,691,0,1,-93846,-76493
692,692,0,1,-113275,-60633
693,693,0,1,-125692,-45577
694,694,0,1,-127620,-35961
695,695,0,1,-116918,-33763
696,696,0,1,-94061,-37530
697,697,0,1,-62797,-42868
698,698,0,1,-29649,-44116
699,699,0,1,-2411,-36517
700,700,0,1,12121,-18333
701,701,0,1,10235,8125
702,702,0,1,-7542,36834
703,703,0,1,-36451,59718
704,704,0,1,-68980,69192
705,705,0,1,-97065,60697
706,706,0,1,-114357,34303
707,707,0,1,-117754,-5075
708,708,0,1,-107762,-49030
709,709,0,1,-87788,-88019
710,710,0,1,-62679,-113964
711,711,0,1,-37162,-122230
712,712,0,1,-14614,-112671
713,713,0,1,3353,-89184
714,714,0,1,16645,-58342
715,715,0,1,26010,-27622
716,716,0,1,32293,-3565
717,717,0,1,35920,9525
718,718,0,1,36773,10166
719,719,0,1,34388,-403
720,720,0,1,28374,-18731
721,721,0,1,18802,-40217
722,722,0,1,6402,-60222
723,723,0,1,-7545,-75079
724,724,0,1,-21436,-83018
725,725,0,1,-33796,-84400
726,726,0,1,-43818,-81370
727,727,0,1,-51533,-76818
728,728,0,1,-57778,-72970
729,729,0,1,-63747,-70078
730,730,0,1,-70258,-65892
731,731,0,1,-76945,-56319
732,732,0,1,-81874,-37217
733,733,0,1,-81652,-6677
734,734,0,1,-72413,32946
735,735,0,1,-51388,74462
736,736,0,1,-18418,107197
737,737,0,1,22978,120132
738,738,0,1,65734,105880
739,739,0,1,100684,64093
740,740,0,1,119153,2611
741,741,0,1,115660,-64029
742,742,0,1,89916,-118707
743,743,0,1,47252,-147079
744,744,0,1,-2833,-142207
745,745,0,1,-49534,-106904
746,746,0,1,-83991,-52733
747,747,0,1,-101909,3909
748,748,0,1,-104278,47125
749,749,0,1,-96330,66455
750,750,0,1,-85085,59574
751,751,0,1,-76427,32009
752,752,0,1,-73081,-5818
753,753,0,1,-74145,-42792
754,754,0,1,-76251,-70835
755,755,0,1,-75649,-86848
756,756,0,1,-70328,-92371
757,757,0,1,-61055,-91466
758,758,0,1,-50917,-88019
759,759,0,1,-43778,-83745
760,760,0,1,-42179,-77751
761,761,0,1,-45945,-67585
762,762,0,1,-51968,-51115
763,763,0,1,-55438,-28248
764,764,0,1,-51964,-1596
765,765,0,1,-39571,24178
766,766,0,1,-19830,44011
767,767,0,1,2435,54097
768,768,0,1,20843,53042
769,769,0,1,29803,41966
770,770,0,1,26530,23575
771,771,0,1,12158,912
772,772,0,1,-8588,-23500
773,773,0,1,-28947,-47925
774,774,0,1,-42306,-70894
775,775,0,1,-44233,-90415
776,776,0,1,-33856,-103515
777,777,0,1,-14017,-106610
778,778,0,1,9599,-96548
779,779,0,1,30040,-72019
780,780,0,1,41028,-34774
781,781,0,1,38643,10174
782,782,0,1,22395,55382
783,783,0,1,-4596,92647
784,784,0,1,-36347,115123
785,785,0,1,-65447,118881
786,786,0,1,-84999,103635
787,787,0,1,-90460,72492
788,788,0,1,-80915,30945
789,789,0,1,-59405,-14595
790,790,0,1,-31994,-57871
791,791,0,1,-6097,-93603
792,792,0,1,11760,-117919
793,793,0,1,17897,-128450
794,794,0,1,12417,-124469
795,795,0,1,-1076,-107059
796,796,0,1,-16894,-79100
797,797,0,1,-29358,-45088
798,798,0,1,-34686,-10505
799,799,0,1,-32132,19146
800,800,0,1,-23917,39440
801,801,0,1,-13962,47966
802,802,0,1,-6246,44698
803,803,0,1,-3164,31856
804,804,0,1,-4773,13053
805,805,0,1,-9041,-7580
806,806,0,1,-13076,-26282
807,807,0,1,-14648,-40258
808,808,0,1,-13450,-47945
809,809,0,1,-11536,-48975
810,810,0,1,-12758,-44069
811,811,0,1,-21367,-34972
812,812,0,1,-40480,-24250
813,813,0,1,-70633,-15024
814,814,0,1,-109232,-10368
815,815,0,1,-150982,-12588
816,816,0,1,-189015,-22388
817,817,0,1,-216536,-38437
818,818,0,1,-228404,-57456
819,819,0,1,-222315,-74965
820,820,0,1,-199148,-86611
821,821,0,1,-162669,-89533
822,822,0,1,-118518,-83382
823,823,0,1,-72929,-70534
824,824,0,1,-31456,-55377
825,825,0,1,1972,-42975
826,826,0,1,25401,-37533
827,827,0,1,38706,-41021
828,828,0,1,42941,-52770
829,829,0,1,39479,-69752
830,830,0,1,29405,-87588
831,831,0,1,13318,-101905
832,832,0,1,-8491,-109647
833,833,0,1,-35420,-109787
834,834,0,1,-65821,-103443
835,835,0,1,-96664,-93396
836,836,0,1,-123680,-83164
837,837,0,1,-142113,-75938
838,838,0,1,-147927,-73765
839,839,0,1,-139088,-77066
840,840,0,1,-116449,-84617
841,841,0,1,-83945,-93983
842,842,0,1,-47884,-102188
843,843,0,1,-15534,-106514
844,844,0,1,6542,-105110
845,845,0,1,14046,-97355
846,846,0,1,5977,-83814
847,847,0,1,-15229,-65937
848,848,0,1,-44387,-45635
849,849,0,1,-74839,-24724
850,850,0,1,-99975,-4819
851,851,0,1,-114738,12735
852,852,0,1,-116679,26673
853,853,0,1,-106331,35741
854,854,0,1,-87043,38742
855,855,0,1,-63961,34968
856,856,0,1,-42654,24752
857,857,0,1,-27695,9833
858,858,0,1,-21396,-6579
859,859,0,1,-23300,-20430
860,860,0,1,-30555,-27863
861,861,0,1,-38956,-26554
862,862,0,1,-44507,-16609
863,863,0,1,-44862,-865
864,864,0,1,-40089,15774
865,865,0,1,-32551,27706
866,866,0,1,-25957,30299
867,867,0,1,-23738,21262
868,868,0,1,-27731,1338
869,869,0,1,-37428,-26048
870,870,0,1,-50105,-55740
871,871,0,1,-61852,-82235
872,872,0,1,-68971,-100995
873,873,0,1,-69148,-109258
874,874,0,1,-62092,-106277
875,875,0,1,-49463,-93155
876,876,0,1,-34144,-72379
877,877,0,1,-19405,-47313
878,878,0,1,-8182,-21749
879,879,0,1,-2684,668
880,880,0,1,-4280,16941
881,881,0,1,-13447,25314
882,882,0,1,-29602,25759
883,883,0,1,-50829,20110
884,884,0,1,-73776,11699
885,885,0,1,-93853,4377
886,886,0,1,-106054,1203
887,887,0,1,-106313,3185
888,888,0,1,-92951,8559
889,889,0,1,-67714,12950
890,890,0,1,-35864,10590
891,891,0,1,-5044,-3810
892,892,0,1,16838,-32932
