Sample in Buffer,Sample in Window,TRIGGER,top_i/ddc_branch_1_x7673,top_i/baseband_j[31:0],top_i/baseband_i[31:0]
7152,7152,0,1,-57306,-33873
7153,7153,0,1,-40839,-34742
7154,7154,0,1,-27433,-37141
7155,7155,0,1,-25390,-40621
7156,7156,0,1,-38593,-42303
7157,7157,0,1,-64461,-38376
7158,7158,0,1,-94339,-26286
7159,7159,0,1,-116555,-6590
7160,7160,0,1,-120760,16433
7161,7161,0,1,-102165,35939
7162,7162,0,1,-63894,44969
7163,7163,0,1,-16414,39226
7164,7164,0,1,25766,19059
7165,7165,0,1,48994,-10379
7166,7166,0,1,45257,-40809
7167,7167,0,1,14970,-63827
7168,7168,0,1,-33125,-73822
7169,7169,0,1,-84858,-69843
7170,7170,0,1,-125379,-55527
7171,7171,0,1,-143817,-37224
7172,7172,0,1,-136505,-21218
7173,7173,0,1,-107572,-11207
7174,7174,0,1,-67076,-7037
7175,7175,0,1,-27361,-5297
7176,7176,0,1,925,-1232
7177,7177,0,1,11857,8759
7178,7178,0,1,5460,25296
7179,7179,0,1,-13081,45455
7180,7180,0,1,-35668,63753
7181,7181,0,1,-54163,74200
7182,7182,0,1,-62959,72443
7183,7183,0,1,-60372,57204
7184,7184,0,1,-48670,30588
7185,7185,0,1,-32882,-2874
7186,7186,0,1,-18929,-37763
7187,7187,0,1,-11628,-69333
7188,7188,0,1,-13217,-94461
7189,7189,0,1,-22970,-111814
7190,7190,0,1,-37704,-121333
7191,7191,0,1,-53111,-123562
7192,7192,0,1,-65423,-119118
7193,7193,0,1,-72680,-108557
7194,7194,0,1,-75322,-92613
7195,7195,0,1,-75751,-72567
7196,7196,0,1,-77022,-50482
7197,7197,0,1,-81295,-29001
7198,7198,0,1,-88580,-10987
7199,7199,0,1,-96434,1053
7200,7200,0,1,-100823,5388
7201,7201,0,1,-97836,1307
7202,7202,0,1,-85680,-10795
7203,7203,0,1,-66054,-29496
7204,7204,0,1,-44052,-52386
7205,7205,0,1,-26693,-76067
7206,7206,0,1,-20353,-96395
7207,7207,0,1,-28091,-109046
7208,7208,0,1,-48041,-110460
7209,7209,0,1,-73639,-99044
7210,7210,0,1,-95752,-76124
7211,7211,0,1,-106050,-46240
7212,7212,0,1,-100255,-16329
7213,7213,0,1,-79968,6029
7214,7214,0,1,-52324,14907
7215,7215,0,1,-27426,8086
7216,7216,0,1,-14497,-12002
7217,7217,0,1,-18272,-38834
7218,7218,0,1,-37075,-63887
7219,7219,0,1,-63294,-79450
7220,7220,0,1,-86215,-81181
7221,7221,0,1,-95947,-69443
7222,7222,0,1,-87151,-48981
7223,7223,0,1,-60948,-26924
7224,7224,0,1,-24487,-10091
7225,7225,0,1,11708,-2527
7226,7226,0,1,37435,-4271
7227,7227,0,1,46225,-11737
7228,7228,0,1,37189,-19452
7229,7229,0,1,14852,-22416
7230,7230,0,1,-12787,-18046
7231,7231,0,1,-37130,-7080
7232,7232,0,1,-51579,6820
7233,7233,0,1,-53103,18588
7234,7234,0,1,-42480,23525
7235,7235,0,1,-23340,18801
7236,7236,0,1,-695,4258
7237,7237,0,1,20429,-17828
7238,7238,0,1,35971,-43493
7239,7239,0,1,43213,-68013
7240,7240,0,1,40929,-86874
7241,7241,0,1,29389,-96400
7242,7242,0,1,10349,-94239
7243,7243,0,1,-13078,-79770
7244,7244,0,1,-36817,-54455
7245,7245,0,1,-56609,-21976
7246,7246,0,1,-69151,12089
7247,7247,0,1,-73191,41185
7248,7248,0,1,-69968,59171
7249,7249,0,1,-62877,62033
7250,7250,0,1,-56254,49056
7251,7251,0,1,-53631,23262
7252,7252,0,1,-56255,-9401
7253,7253,0,1,-62435,-41768
7254,7254,0,1,-68201,-67516
7255,7255,0,1,-68985,-82800
7256,7256,0,1,-61716,-86955
7257,7257,0,1,-46406,-81978
7258,7258,0,1,-26515,-71140
7259,7259,0,1,-7888,-57506
7260,7260,0,1,3361,-42952
7261,7261,0,1,3267,-28142
7262,7262,0,1,-8436,-13320
7263,7263,0,1,-28071,560
7264,7264,0,1,-49360,11140
7265,7265,0,1,-65689,14842
7266,7266,0,1,-72447,8113
7267,7267,0,1,-68554,-10805
7268,7268,0,1,-56645,-40416
7269,7269,0,1,-41822,-75544
7270,7270,0,1,-29663,-108254
7271,7271,0,1,-24271,-130101
7272,7272,0,1,-27060,-134810
7273,7273,0,1,-36664,-120410
7274,7274,0,1,-49819,-90053
7275,7275,0,1,-62825,-51079
7276,7276,0,1,-72862,-12776
7277,7277,0,1,-78703,16438
7278,7278,0,1,-80681,31346
7279,7279,0,1,-80128,30976
7280,7280,0,1,-78582,18291
7281,7281,0,1,-77108,-1453
7282,7282,0,1,-75997,-22765
7283,7283,0,1,-74894,-41613
7284,7284,0,1,-73029,-56274
7285,7285,0,1,-69586,-67091
7286,7286,0,1,-63881,-75551
7287,7287,0,1,-55562,-83116
7288,7288,0,1,-44761,-90327
7289,7289,0,1,-32234,-96573
7290,7290,0,1,-19457,-100412
7291,7291,0,1,-8641,-100318
7292,7292,0,1,-2372,-95372
7293,7293,0,1,-2878,-85720
7294,7294,0,1,-11212,-72629
7295,7295,0,1,-26508,-58174
7296,7296,0,1,-45850,-44750
7297,7297,0,1,-64787,-34550
7298,7298,0,1,-78498,-29059
7299,7299,0,1,-83366,-28727
7300,7300,0,1,-78090,-32812
7301,7301,0,1,-64061,-39474
7302,7302,0,1,-44783,-46158
7303,7303,0,1,-24452,-50231
7304,7304,0,1,-6430,-49791
7305,7305,0,1,7763,-44465
7306,7306,0,1,18582,-35688
7307,7307,0,1,27475,-26416
7308,7308,0,1,35476,-20115
7309,7309,0,1,42048,-19458
7310,7310,0,1,44840,-25004
7311,7311,0,1,40580,-34652
7312,7312,0,1,26819,-44156
7313,7313,0,1,3697,-48693
7314,7314,0,1,-25120,-44780
7315,7315,0,1,-53042,-32071
7316,7316,0,1,-72471,-13899
7317,7317,0,1,-77527,3528
7318,7318,0,1,-66357,13325
7319,7319,0,1,-42103,10635
7320,7320,0,1,-12049,-5165
7321,7321,0,1,14804,-29783
7322,7322,0,1,30815,-55166
7323,7323,0,1,32232,-72202
7324,7324,0,1,20129,-74037
7325,7325,0,1,-527,-58772
7326,7326,0,1,-23072,-30426
7327,7327,0,1,-41821,2215
7328,7328,0,1,-53929,28363
7329,7329,0,1,-59793,38802
7330,7330,0,1,-62004,28868
7331,7331,0,1,-63425,-148
7332,7332,0,1,-65470,-41503
7333,7333,0,1,-67397,-85235
7334,7334,0,1,-66854,-121166
7335,7335,0,1,-61437,-141637
7336,7336,0,1,-50385,-143203
7337,7337,0,1,-35499,-127004
7338,7338,0,1,-20846,-97710
7339,7339,0,1,-11275,-61921
7340,7340,0,1,-10535,-26374
7341,7341,0,1,-19752,3414
7342,7342,0,1,-37017,23909
7343,7343,0,1,-58239,33746
7344,7344,0,1,-78800,33463
7345,7345,0,1,-95278,25049
7346,7346,0,1,-106386,11306
7347,7347,0,1,-112781,-4785
7348,7348,0,1,-116072,-20627
7349,7349,0,1,-117384,-34419
7350,7350,0,1,-116534,-45314
7351,7351,0,1,-112054,-53163
7352,7352,0,1,-102135,-58039
7353,7353,0,1,-85947,-59683
7354,7354,0,1,-64622,-57270
7355,7355,0,1,-41333,-49633
7356,7356,0,1,-20406,-36099
7357,7357,0,1,-5837,-17426
7358,7358,0,1,91,3513
7359,7359,0,1,-2582,21899
7360,7360,0,1,-11885,32173
7361,7361,0,1,-24969,29888
7362,7362,0,1,-39354,13726
7363,7363,0,1,-53609,-13413
7364,7364,0,1,-67307,-44732
7365,7365,0,1,-80230,-71450
7366,7366,0,1,-91399,-85719
7367,7367,0,1,-98755,-83376
7368,7368,0,1,-99622,-65524
7369,7369,0,1,-91973,-38182
7370,7370,0,1,-75941,-10063
7371,7371,0,1,-54558,10737
7372,7372,0,1,-33421,19703
7373,7373,0,1,-19000,17343
7374,7374,0,1,-16244,8446
7375,7375,0,1,-26429,-394
7376,7376,0,1,-46288,-4093
7377,7377,0,1,-68909,-1626
7378,7378,0,1,-86094,3288
7379,7379,0,1,-91343,3821
7380,7380,0,1,-82320,-6808
7381,7381,0,1,-61661,-31861
7382,7382,0,1,-35944,-68994
7383,7383,0,1,-13030,-110360
7384,7384,0,1,800,-145159
7385,7385,0,1,3063,-163548
7386,7386,0,1,-4376,-160434
7387,7387,0,1,-16524,-137497
7388,7388,0,1,-27633,-102686
7389,7389,0,1,-33649,-67365
7390,7390,0,1,-33680,-42213
7391,7391,0,1,-29939,-33514
7392,7392,0,1,-26387,-41213
7393,7393,0,1,-26590,-59493
7394,7394,0,1,-31939,-79357
7395,7395,0,1,-40951,-92161
7396,7396,0,1,-49887,-92783
7397,7397,0,1,-54412,-81018
7398,7398,0,1,-51527,-61059
7399,7399,0,1,-40941,-39348
7400,7400,0,1,-25362,-21867
7401,7401,0,1,-9616,-11864
7402,7402,0,1,1012,-8984
7403,7403,0,1,2563,-9768
7404,7404,0,1,-6348,-9288
7405,7405,0,1,-24146,-3149
7406,7406,0,1,-46788,10883
7407,7407,0,1,-68904,32112
7408,7408,0,1,-85191,57057
7409,7409,0,1,-91580,80346
7410,7410,0,1,-86048,96069
7411,7411,0,1,-68927,99167
7412,7412,0,1,-42791,86714
7413,7413,0,1,-11951,58793
7414,7414,0,1,18385,18932
7415,7415,0,1,43076,-26250
7416,7416,0,1,58118,-68066
7417,7417,0,1,61478,-97577
7418,7418,0,1,53550,-107790
7419,7419,0,1,37028,-95671
7420,7420,0,1,16011,-63386
7421,7421,0,1,-5237,-18230
7422,7422,0,1,-23521,29098
7423,7423,0,1,-37644,67184
7424,7424,0,1,-48468,86977
7425,7425,0,1,-58107,84260
7426,7426,0,1,-68576,60529
7427,7427,0,1,-80490,22262
7428,7428,0,1,-92267,-21393
7429,7429,0,1,-100445,-61478
7430,7430,0,1,-100944,-91701
7431,7431,0,1,-90756,-109705
7432,7432,0,1,-69703,-116808
7433,7433,0,1,-41237,-116572
7434,7434,0,1,-11836,-112879
7435,7435,0,1,10628,-108342
7436,7436,0,1,19299,-103623
7437,7437,0,1,10586,-97773
7438,7438,0,1,-14585,-89281
7439,7439,0,1,-50844,-77270
7440,7440,0,1,-89823,-62171
7441,7441,0,1,-122483,-45838
7442,7442,0,1,-141617,-30961
7443,7443,0,1,-143557,-20170
7444,7444,0,1,-128864,-15271
7445,7445,0,1,-101829,-16842
7446,7446,0,1,-68892,-24212
7447,7447,0,1,-36702,-35815
7448,7448,0,1,-10376,-49615
7449,7449,0,1,7464,-63509
7450,7450,0,1,16832,-75590
7451,7451,0,1,19603,-84428
7452,7452,0,1,18220,-89185
7453,7453,0,1,14381,-89813
7454,7454,0,1,8133,-87146
7455,7455,0,1,-2045,-82655
7456,7456,0,1,-18415,-78109
7457,7457,0,1,-42640,-74939
7458,7458,0,1,-74279,-73824
7459,7459,0,1,-109996,-74412
7460,7460,0,1,-143819,-75503
7461,7461,0,1,-168557,-75708
7462,7462,0,1,-177960,-73989
7463,7463,0,1,-168894,-70130
7464,7464,0,1,-142683,-64708
7465,7465,0,1,-105046,-58640
7466,7466,0,1,-64492,-52474
7467,7467,0,1,-29718,-45925
7468,7468,0,1,-6865,-37911
7469,7469,0,1,2147,-27185
7470,7470,0,1,-209,-13280
7471,7471,0,1,-8611,2662
7472,7472,0,1,-17318,17647
7473,7473,0,1,-22646,27522
7474,7474,0,1,-24197,28287
7475,7475,0,1,-24609,17656
7476,7476,0,1,-27799,-3864
7477,7477,0,1,-36696,-32813
7478,7478,0,1,-51452,-63661
7479,7479,0,1,-68946,-90394
7480,7480,0,1,-83862,-108229
7481,7481,0,1,-90837,-114776
7482,7482,0,1,-86771,-110327
7483,7483,0,1,-72217,-97348
7484,7484,0,1,-51278,-79343
7485,7485,0,1,-30198,-59824
7486,7486,0,1,-15134,-41656
7487,7487,0,1,-10001,-26838
7488,7488,0,1,-15414,-16709
7489,7489,0,1,-28928,-12191
7490,7490,0,1,-46256,-13729
7491,7491,0,1,-63053,-21055
7492,7492,0,1,-76386,-32861
7493,7493,0,1,-85389,-46648
7494,7494,0,1,-91033,-59064
7495,7495,0,1,-95209,-66568
7496,7496,0,1,-99601,-66395
7497,7497,0,1,-104926,-57316
7498,7498,0,1,-110604,-39993
7499,7499,0,1,-114937,-16748
7500,7500,0,1,-115698,9059
7501,7501,0,1,-110918,33799
7502,7502,0,1,-99500,54182
7503,7503,0,1,-81790,67639
7504,7504,0,1,-59735,72397
7505,7505,0,1,-36763,67546
7506,7506,0,1,-17237,53181
7507,7507,0,1,-5460,30631
7508,7508,0,1,-4420,2705
7509,7509,0,1,-14636,-26469
7510,7510,0,1,-33519,-52003
7511,7511,0,1,-55557,-69365
7512,7512,0,1,-73577,-75626
7513,7513,0,1,-80792,-70457
7514,7514,0,1,-72974,-56345
7515,7515,0,1,-50099,-37850
7516,7516,0,1,-16708,-20113
7517,7517,0,1,19217,-7170
7518,7518,0,1,48553,-724
7519,7519,0,1,63695,125
7520,7520,0,1,60848,-1887
7521,7521,0,1,40933,-3635
7522,7522,0,1,9066,-3035
7523,7523,0,1,-27163,97
7524,7524,0,1,-59902,4160
7525,7525,0,1,-83025,6744
7526,7526,0,1,-93302,5913
7527,7527,0,1,-90570,1293
7528,7528,0,1,-77061,-5602
7529,7529,0,1,-56392,-11907
7530,7530,0,1,-32563,-14566
7531,7531,0,1,-9213,-11565
7532,7532,0,1,10745,-2727
7533,7533,0,1,25296,10153
7534,7534,0,1,33339,23995
7535,7535,0,1,34715,35509
7536,7536,0,1,30187,42190
7537,7537,0,1,21314,42842
7538,7538,0,1,10091,37634
7539,7539,0,1,-1411,27591
7540,7540,0,1,-11526,13949
7541,7541,0,1,-19287,-2226
7542,7542,0,1,-24459,-20121
7543,7543,0,1,-27391,-38809
7544,7544,0,1,-28657,-56838
7545,7545,0,1,-28761,-71884
7546,7546,0,1,-27944,-81020
7547,7547,0,1,-26181,-81342
7548,7548,0,1,-23286,-71049
7549,7549,0,1,-19169,-50454
7550,7550,0,1,-13983,-22466
7551,7551,0,1,-8286,7709
7552,7552,0,1,-2992,33647
7553,7553,0,1,775,49423
7554,7554,0,1,1911,51308
7555,7555,0,1,-332,38888
7556,7556,0,1,-6079,15249
7557,7557,0,1,-14671,-13929
7558,7558,0,1,-24690,-42015
7559,7559,0,1,-34270,-63411
7560,7560,0,1,-41512,-74984
7561,7561,0,1,-45149,-76775
7562,7562,0,1,-45025,-71578
7563,7563,0,1,-42284,-63640
7564,7564,0,1,-39123,-57006
7565,7565,0,1,-38101,-54026
7566,7566,0,1,-41206,-54590
7567,7567,0,1,-48992,-56297
7568,7568,0,1,-60245,-55388
7569,7569,0,1,-72223,-48140
7570,7570,0,1,-81587,-32228
7571,7571,0,1,-85630,-7575
7572,7572,0,1,-83214,23485
7573,7573,0,1,-75204,56678
7574,7574,0,1,-64143,86669
7575,7575,0,1,-53174,108198
7576,7576,0,1,-44886,117076
7577,7577,0,1,-40322,111035
7578,7578,0,1,-38663,90286
7579,7579,0,1,-37678,57615
7580,7580,0,1,-34731,18101
7581,7581,0,1,-27905,-21653
7582,7582,0,1,-16968,-54818
7583,7583,0,1,-3559,-75754
7584,7584,0,1,9284,-81374
7585,7585,0,1,18115,-72061
7586,7586,0,1,20234,-51751
7587,7587,0,1,14672,-27095
7588,7588,0,1,2591,-5826
7589,7589,0,1,-12979,5151
7590,7590,0,1,-27899,1606
7591,7591,0,1,-38074,-16945
7592,7592,0,1,-40532,-47188
7593,7593,0,1,-34182,-82928
7594,7594,0,1,-20074,-116790
7595,7595,0,1,-1183,-142020
7596,7596,0,1,18399,-154078
7597,7597,0,1,34424,-151459
7598,7598,0,1,43499,-135713
7599,7599,0,1,43788,-110696
7600,7600,0,1,35374,-81425
7601,7601,0,1,20132,-52801
7602,7602,0,1,1261,-28713
7603,7603,0,1,-17506,-11560
7604,7604,0,1,-32633,-2395
7605,7605,0,1,-41515,-1338
7606,7606,0,1,-43067,-8007
7607,7607,0,1,-37861,-21789
7608,7608,0,1,-28012,-41734
7609,7609,0,1,-16662,-66244
7610,7610,0,1,-7243,-92527
7611,7611,0,1,-2525,-116648
7612,7612,0,1,-3822,-133873
7613,7613,0,1,-10467,-139636
7614,7614,0,1,-19907,-130923
7615,7615,0,1,-28284,-107445
7616,7616,0,1,-31640,-72275
7617,7617,0,1,-27187,-31591
7618,7618,0,1,-14440,6682
7619,7619,0,1,4341,34861
7620,7620,0,1,24583,47520
7621,7621,0,1,40638,42908
7622,7622,0,1,47601,23327
7623,7623,0,1,42870,-5807
7624,7624,0,1,27201,-37714
7625,7625,0,1,4636,-66132
7626,7626,0,1,-18686,-86915
7627,7627,0,1,-36303,-98630
7628,7628,0,1,-43514,-102169
7629,7629,0,1,-38765,-99727
7630,7630,0,1,-24210,-93601
7631,7631,0,1,-4934,-85263
7632,7632,0,1,12604,-75140
7633,7633,0,1,22688,-62963
7634,7634,0,1,22103,-48447
7635,7635,0,1,11106,-31955
7636,7636,0,1,-6824,-14811
7637,7637,0,1,-26199,931
7638,7638,0,1,-41433,13036
7639,7639,0,1,-48738,19795
7640,7640,0,1,-47291,20579
7641,7641,0,1,-39436,15989
7642,7642,0,1,-29606,7765
7643,7643,0,1,-22592,-1679
7644,7644,0,1,-21654,-9785
7645,7645,0,1,-27248,-14402
7646,7646,0,1,-36774,-14173
7647,7647,0,1,-45738,-8791
7648,7648,0,1,-49548,857
7649,7649,0,1,-45522,12743
7650,7650,0,1,-34225,23972
7651,7651,0,1,-19530,31163
7652,7652,0,1,-7405,31139
7653,7653,0,1,-3776,21625
7654,7654,0,1,-12351,1884
7655,7655,0,1,-33130,-26797
7656,7656,0,1,-62290,-61115
7657,7657,0,1,-93276,-96224
7658,7658,0,1,-118822,-126585
7659,7659,0,1,-133050,-147148
7660,7660,0,1,-133020,-154384
7661,7661,0,1,-119130,-147146
7662,7662,0,1,-94568,-126917
7663,7663,0,1,-64044,-97453
7664,7664,0,1,-32511,-63974
7665,7665,0,1,-4218,-32074
7666,7666,0,1,17659,-6565
7667,7667,0,1,30936,9338
7668,7668,0,1,34263,14454
7669,7669,0,1,27160,9456
7670,7670,0,1,10429,-3619
7671,7671,0,1,-13540,-22007
7672,7672,0,1,-40471,-42936
7673,7673,0,1,-64655,-64028
7674,7674,0,1,-80033,-83449
7675,7675,0,1,-81830,-99770
7676,7676,0,1,-68196,-111894
7677,7677,0,1,-41177,-119011
7678,7678,0,1,-6728,-120628
7679,7679,0,1,26551,-116804
7680,7680,0,1,49560,-108255
7681,7681,0,1,55172,-96423
7682,7682,0,1,40309,-83240
7683,7683,0,1,6848,-70711
7684,7684,0,1,-38810,-60463
7685,7685,0,1,-87359,-53436
7686,7686,0,1,-129058,-49749
7687,7687,0,1,-156077,-48958
7688,7688,0,1,-164343,-50433
7689,7689,0,1,-154149,-53806
7690,7690,0,1,-129627,-59075
7691,7691,0,1,-97310,-66439
7692,7692,0,1,-64184,-75803
7693,7693,0,1,-35971,-86187
7694,7694,0,1,-15903,-95412
7695,7695,0,1,-4444,-100296
7696,7696,0,1,279,-97391
7697,7697,0,1,1385,-84184
7698,7698,0,1,1992,-60323
7699,7699,0,1,4164,-28389
7700,7700,0,1,8249,6190
7701,7701,0,1,12911,36107
7702,7702,0,1,15613,53993
7703,7703,0,1,13593,54539
7704,7704,0,1,4922,36184
7705,7705,0,1,-10568,1859
7706,7706,0,1,-30806,-41561
7707,7707,0,1,-51697,-84985
7708,7708,0,1,-68032,-119514
7709,7709,0,1,-74973,-138844
7710,7710,0,1,-69643,-140833
7711,7711,0,1,-52359,-127719
7712,7712,0,1,-26983,-105102
7713,7713,0,1,-203,-80017
7714,7714,0,1,20253,-58796
7715,7715,0,1,27983,-45396
7716,7716,0,1,20002,-40769
7717,7717,0,1,-2089,-43360
7718,7718,0,1,-32364,-50325
7719,7719,0,1,-62309,-58944
7720,7720,0,1,-83440,-67606
7721,7721,0,1,-89942,-75971
7722,7722,0,1,-80391,-84436
7723,7723,0,1,-57927,-93109
7724,7724,0,1,-29040,-101031
7725,7725,0,1,-1237,-106009
7726,7726,0,1,19339,-105207
7727,7727,0,1,29616,-96309
7728,7728,0,1,29952,-78794
7729,7729,0,1,23299,-54770
7730,7730,0,1,13561,-28895
7731,7731,0,1,3869,-7269
7732,7732,0,1,-4545,4357
7733,7733,0,1,-12399,2567
7734,7734,0,1,-21539,-12434
7735,7735,0,1,-33626,-36507
7736,7736,0,1,-49008,-62550
7737,7737,0,1,-66205,-82549
7738,7738,0,1,-82240,-89913
7739,7739,0,1,-93747,-81454
7740,7740,0,1,-98187,-58249
7741,7741,0,1,-94804,-25215
7742,7742,0,1,-84932,10441
7743,7743,0,1,-71469,41497
7744,7744,0,1,-57932,62724
7745,7745,0,1,-47327,72135
7746,7746,0,1,-41406,70998
7747,7747,0,1,-40426,62841
7748,7748,0,1,-43601,51775
7749,7749,0,1,-49845,40854
7750,7750,0,1,-58347,31120
7751,7751,0,1,-68879,21680
7752,7752,0,1,-81602,10533
7753,7753,0,1,-96365,-4055
7754,7754,0,1,-112045,-22434
7755,7755,0,1,-126226,-43141
7756,7756,0,1,-135559,-63233
7757,7757,0,1,-136857,-79406
7758,7758,0,1,-128425,-89151
7759,7759,0,1,-111192,-91487
7760,7760,0,1,-89042,-87105
7761,7761,0,1,-68018,-77776
7762,7762,0,1,-54524,-65468
7763,7763,0,1,-53145,-51651
7764,7764,0,1,-64892,-37060
7765,7765,0,1,-86529,-22058
7766,7766,0,1,-111421,-7363
7767,7767,0,1,-131638,5382
7768,7768,0,1,-140528,13680
7769,7769,0,1,-134900,14751
7770,7770,0,1,-115954,6658
7771,7771,0,1,-88602,-10578
7772,7772,0,1,-59692,-34431
7773,7773,0,1,-35570,-60166
7774,7774,0,1,-20150,-82017
7775,7775,0,1,-14048,-94755
7776,7776,0,1,-15042,-95200
7777,7777,0,1,-19534,-83155
7778,7778,0,1,-24288,-61376
7779,7779,0,1,-27784,-34709
7780,7780,0,1,-30468,-8754
7781,7781,0,1,-34233,11628
7782,7782,0,1,-41103,23224
7783,7783,0,1,-51936,24893
7784,7784,0,1,-65741,17418
7785,7785,0,1,-79823,2911
7786,7786,0,1,-90658,-15796
7787,7787,0,1,-95065,-35688
7788,7788,0,1,-91239,-53947
7789,7789,0,1,-79271,-68191
7790,7790,0,1,-61049,-76771
7791,7791,0,1,-39711,-78941
7792,7792,0,1,-18949,-74950
7793,7793,0,1,-2341,-65940
7794,7794,0,1,7112,-53640
7795,7795,0,1,7441,-39913
7796,7796,0,1,-1922,-26255
7797,7797,0,1,-19835,-13588
7798,7798,0,1,-43211,-2327
7799,7799,0,1,-67180,7209
7800,7800,0,1,-85811,14399
7801,7801,0,1,-93381,18097
7802,7802,0,1,-85996,16746
7803,7803,0,1,-62877,8930
7804,7804,0,1,-27149,-5869
7805,7805,0,1,14548,-26531
7806,7806,0,1,53580,-50075
7807,7807,0,1,81472,-72071
7808,7808,0,1,92249,-87609
7809,7809,0,1,84052,-92718
7810,7810,0,1,59503,-85628
7811,7811,0,1,24723,-67485
7812,7812,0,1,-12607,-42173
7813,7813,0,1,-45505,-15300
7814,7814,0,1,-69456,7355
7815,7815,0,1,-83021,21374
7816,7816,0,1,-87390,24814
7817,7817,0,1,-85117,18418
7818,7818,0,1,-78661,5022
7819,7819,0,1,-69486,-11492
7820,7820,0,1,-57874,-27439
7821,7821,0,1,-43585,-40144
7822,7822,0,1,-26884,-48298
7823,7823,0,1,-9331,-51823
7824,7824,0,1,6047,-51351
7825,7825,0,1,15289,-47801
7826,7826,0,1,14740,-42099
7827,7827,0,1,2374,-35152
7828,7828,0,1,-21117,-28024
7829,7829,0,1,-52184,-22036
7830,7830,0,1,-84994,-18703
7831,7831,0,1,-112842,-19423
7832,7832,0,1,-129830,-25019
7833,7833,0,1,-132254,-35201
7834,7834,0,1,-119537,-48400
7835,7835,0,1,-94223,-62038
7836,7836,0,1,-61283,-73133
7837,7837,0,1,-26965,-79147
7838,7838,0,1,2538,-78781
7839,7839,0,1,22296,-72357
7840,7840,0,1,29403,-61628
7841,7841,0,1,23296,-49277
7842,7842,0,1,5567,-38016
7843,7843,0,1,-20637,-29860
7844,7844,0,1,-51406,-25723
7845,7845,0,1,-82836,-25445
7846,7846,0,1,-111679,-28118
7847,7847,0,1,-135595,-32694
7848,7848,0,1,-153027,-38396
7849,7849,0,1,-162887,-44929
7850,7850,0,1,-164230,-52437
7851,7851,0,1,-156208,-61182
7852,7852,0,1,-138325,-71113
7853,7853,0,1,-111022,-81617
7854,7854,0,1,-76278,-91337
7855,7855,0,1,-37832,-98536
7856,7856,0,1,-826,-101479
7857,7857,0,1,29143,-99017
7858,7858,0,1,47400,-91094
7859,7859,0,1,51457,-78990
7860,7860,0,1,41768,-65168
7861,7861,0,1,21629,-52841
7862,7862,0,1,-3857,-45259
7863,7863,0,1,-29306,-44978
7864,7864,0,1,-50663,-53190
7865,7865,0,1,-66248,-69287
7866,7866,0,1,-76720,-90727
7867,7867,0,1,-84273,-113362
7868,7868,0,1,-91054,-132167
7869,7869,0,1,-97827,-142233
7870,7870,0,1,-103352,-139871
7871,7871,0,1,-104694,-123602
7872,7872,0,1,-98503,-94726
7873,7873,0,1,-82729,-57239
7874,7874,0,1,-57904,-17225
7875,7875,0,1,-27693,18317
7876,7876,0,1,1840,42911
7877,7877,0,1,23867,51979
7878,7878,0,1,32797,43833
7879,7879,0,1,26076,20026
7880,7880,0,1,4942,-14999
7881,7881,0,1,-25805,-54852
7882,7882,0,1,-59187,-92702
7883,7883,0,1,-87960,-122713
7884,7884,0,1,-106510,-141094
7885,7885,0,1,-112139,-146695
7886,7886,0,1,-105353,-140775
7887,7887,0,1,-89329,-126275
7888,7888,0,1,-68701,-106816
7889,7889,0,1,-48148,-85652
7890,7890,0,1,-31268,-65079
7891,7891,0,1,-19966,-46283
7892,7892,0,1,-14513,-29680
7893,7893,0,1,-14029,-15446
7894,7894,0,1,-17166,-4088
7895,7895,0,1,-22799,3382
7896,7896,0,1,-30274,5600
7897,7897,0,1,-39426,1361
7898,7898,0,1,-50130,-9647
7899,7899,0,1,-61871,-26377
7900,7900,0,1,-73317,-46342
7901,7901,0,1,-82249,-66048
7902,7902,0,1,-85975,-81811
7903,7903,0,1,-82121,-90706
7904,7904,0,1,-69527,-91401
7905,7905,0,1,-49079,-84343
7906,7906,0,1,-23896,-71582
7907,7907,0,1,1204,-56089
7908,7908,0,1,20764,-40971
7909,7909,0,1,30224,-28886
7910,7910,0,1,27232,-21712
7911,7911,0,1,12355,-20479
7912,7912,0,1,-11043,-25532
7913,7913,0,1,-37790,-36540
7914,7914,0,1,-62395,-52425
7915,7915,0,1,-80575,-71189
7916,7916,0,1,-90262,-89809
7917,7917,0,1,-91797,-104394
7918,7918,0,1,-87313,-110724
7919,7919,0,1,-79582,-105163
7920,7920,0,1,-70873,-85867
7921,7921,0,1,-62264,-53610
7922,7922,0,1,-53670,-12076
7923,7923,0,1,-44482,32547
7924,7924,0,1,-34448,72830
7925,7925,0,1,-24331,101797
7926,7926,0,1,-16037,114476
7927,7927,0,1,-12049,109033
7928,7928,0,1,-14427,87023
7929,7929,0,1,-23861,52823
7930,7930,0,1,-39146,12523
7931,7931,0,1,-57286,-27619
7932,7932,0,1,-74462,-62500
7933,7933,0,1,-87258,-88927
7934,7934,0,1,-93781,-105904
7935,7935,0,1,-94369,-114216
7936,7936,0,1,-91294,-115639
7937,7937,0,1,-87887,-112052
7938,7938,0,1,-87246,-104694
7939,7939,0,1,-91028,-93818
7940,7940,0,1,-98846,-78876
7941,7941,0,1,-108364,-59029
7942,7942,0,1,-116139,-33964
7943,7943,0,1,-118862,-4714
7944,7944,0,1,-114503,25940
7945,7945,0,1,-103178,53623
