Sample in Buffer,Sample in Window,TRIGGER,top_i/c_shift_ram_0_Q[15:0],top_i/waveform_iq_waveform_i[17:0],top_i/lut_decoder_1_x8[17:0],top_i/ddc_branch_0_x7673,top_i/xlslice_1_Dout[35:0],top_i/xlslice_2_Dout[35:0],top_i/unwrap_diff_0_x55,top_i/unwrap_diff_0_x56[31:0],top_i/signal_input_adc_out_2[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,HEX,SIGNED,SIGNED
0,0,1,661,14450,-130272,0,541865,-1694525,0,77489799,-7
1,1,0,70,-129149,22364,0,1742099,-4126710,1,74839770,-14
2,2,0,-20,-22365,-129149,0,1902406,-2375665,1,155717336,-14
3,3,0,35,129148,-22365,0,1231007,-1429026,1,684218348,-15
4,4,0,103,22364,129148,0,168686,1412991,1,512219080,-15
5,5,0,-36,-129149,22364,0,225921,4296830,1,91063666,-4
6,6,0,-15,-22365,-129149,0,-60897,4476632,1,10165062,-25
7,7,0,150,129148,-22365,0,-446327,3191991,1,-28538328,-12
8,8,0,-11,22364,129148,0,1019399,3002179,1,-60456988,-9
9,9,0,86,-129149,22364,0,1810607,2720431,1,-91748132,-22
10,10,0,-32,-22365,-129149,0,1948175,2207532,1,-118010664,-8
11,11,0,112,129148,-22365,0,2748023,1611450,1,-123544636,-25
12,12,0,84,22364,129148,0,2735525,2154516,1,-96214280,-20
13,13,0,13,-129149,22364,0,2119683,1165709,1,-51731540,-9
14,14,0,50,-22365,-129149,0,3184797,1154679,1,-15957816,-33
15,15,0,69,129148,-22365,0,4401650,558212,1,5234682,-24
16,16,0,102,22364,129148,0,4969665,1795568,1,20953610,-9
17,17,0,-195,-129149,22364,0,4225206,2979048,1,42338690,-8
18,18,0,77,-22365,-129149,0,3737941,3899620,1,84112862,-3
19,19,0,-182,129148,-22365,0,2375026,3480178,1,174960688,-15
20,20,0,12,22364,129148,0,745257,3820695,1,314653548,-13
21,21,0,118,-129149,22364,0,-376999,3331897,1,298188557,-14
22,22,0,-74,-22365,-129149,0,-2686626,4606065,1,154458456,-21
23,23,0,35,129148,-22365,0,-6150971,5561000,1,67813238,-8
24,24,0,24,22364,129148,0,-8711096,6486407,1,24925710,-17
25,25,0,91,-129149,22364,0,-9680130,5042431,1,87028,-20
26,26,0,22,-22365,-129149,0,-8854442,4611138,1,-15265442,-13
27,27,0,-33,129148,-22365,0,-7221945,4052549,1,-19483324,-25
28,28,0,-55,22364,129148,0,-4035397,3306586,1,1554430,-8
29,29,0,-19,-129149,22364,0,-1808074,2048604,1,78198384,-26
30,30,0,72,-22365,-129149,0,-1102235,381524,1,208781986,-19
31,31,0,-128,129148,-22365,0,-3325382,-791873,1,217158480,-12
32,32,0,47,22364,129148,0,-5313498,-1526367,1,112236956,-22
33,33,0,1,-129149,22364,0,-6198242,-2909665,1,50725010,-17
34,34,0,-41,-22365,-129149,0,-5602026,-3809952,1,28518872,-19
35,35,0,-3,129148,-22365,0,-5455853,-4978372,1,22959852,-15
36,36,0,75,22364,129148,0,-4602245,-4704861,1,24859118,-12
37,37,0,56,-129149,22364,0,-3426128,-3856213,1,30796438,-19
38,38,0,-44,-22365,-129149,0,-2099225,-2573054,1,39097498,-10
39,39,0,48,129148,-22365,0,-1046308,-1385420,1,39842182,-16
40,40,0,57,22364,129148,0,-557491,-553890,1,-38121864,-28
41,41,0,100,-129149,22364,0,-495117,-30211,1,-367851594,-20
42,42,0,40,-22365,-129149,0,-829885,229194,1,-150919122,-6
43,43,0,76,129148,-22365,0,-1429370,153191,1,31641052,-20
44,44,0,-112,22364,129148,0,-2046547,-101842,1,37788686,-29
45,45,0,81,-129149,22364,0,-2454859,-284174,1,20774570,-12
46,46,0,82,-22365,-129149,0,-2590686,-364155,1,3231704,-23
47,47,0,-211,129148,-22365,0,-2489460,-226269,1,-15737624,-14
48,48,0,148,22364,129148,0,-2079124,-9701,1,-39896964,-22
49,49,0,-78,-129149,22364,0,-1636375,177917,1,-80413290,-14
50,50,0,150,-22365,-129149,0,-1116421,276551,1,-152535838,-13
51,51,0,-72,129148,-22365,0,-492323,291924,1,-201479686,-6
52,52,0,-15,22364,129148,0,-129850,303100,1,115677208,-28
53,53,0,-9,-129149,22364,0,-235090,193094,1,360139510,-15
54,54,0,58,-22365,-129149,0,-784867,-148815,1,72884854,-17
55,55,0,81,129148,-22365,0,-1514177,-371972,1,-8003416,-23
56,56,0,33,22364,129148,0,-2256717,-462087,1,-27031030,-16
57,57,0,62,-129149,22364,0,-2904738,-317191,1,-35147194,-11
58,58,0,126,-22365,-129149,0,-3425127,-12046,1,-42006260,-20
59,59,0,57,129148,-22365,0,-3296838,236552,1,-52566134,-11
60,60,0,108,22364,129148,0,-2798821,536695,1,-70904698,-22
61,61,0,-11,-129149,22364,0,-2112815,819998,1,-105248116,-2
62,62,0,17,-22365,-129149,0,-1252562,980559,1,-162170092,-6
63,63,0,1,129148,-22365,0,-422356,1091661,1,-213365216,-23
64,64,0,149,22364,129148,0,23296,1042448,1,-175594632,1
65,65,0,70,-129149,22364,0,88679,909970,1,-60178059,-14
66,66,0,37,-22365,-129149,0,6087,811056,1,66468363,-16
67,67,0,-48,129148,-22365,0,-293056,624728,1,161161656,-10
68,68,0,-47,22364,129148,0,-642057,630033,1,158681450,-26
69,69,0,-68,-129149,22364,0,-752681,665683,1,85123542,-27
70,70,0,29,-22365,-129149,0,-777533,720982,1,11033634,-14
71,71,0,-3,129148,-22365,0,-706333,759964,1,-54177976,-18
72,72,0,-25,22364,129148,0,-612041,800676,1,-106674400,-15
73,73,0,57,-129149,22364,0,-447088,1076284,1,-121500480,-21
74,74,0,-75,-22365,-129149,0,-334289,1318609,1,-92108716,-8
75,75,0,106,129148,-22365,0,-227818,1513039,1,-49074170,-13
76,76,0,-79,22364,129148,0,-108679,1600225,1,-13808436,-24
77,77,0,-91,-129149,22364,0,-183841,1717895,1,12137286,-17
78,78,0,-47,-22365,-129149,0,-265843,1947402,1,33535302,-26
79,79,0,-7,129148,-22365,0,-353683,1977984,1,53801132,-32
80,80,0,55,22364,129148,0,-558263,1831481,1,71900222,-15
81,81,0,-57,-129149,22364,0,-889817,1587590,1,80594468,-6
82,82,0,-34,-22365,-129149,0,-1160453,1396455,1,71312024,-25
83,83,0,-92,129148,-22365,0,-1140696,1114295,1,45404516,-13
84,84,0,23,22364,129148,0,-1009871,882750,1,12990314,-24
85,85,0,100,-129149,22364,0,-861830,890058,1,-19288778,-22
86,86,0,59,-22365,-129149,0,-648479,912108,1,-55677102,-20
87,87,0,-34,129148,-22365,0,-454771,827088,1,-118141782,-16
88,88,0,115,22364,129148,0,-190478,637458,1,-263516417,2
89,89,0,145,-129149,22364,0,106979,596711,1,-396977716,-13
90,90,0,41,-22365,-129149,0,340157,650107,1,-200104478,-26
91,91,0,158,129148,-22365,0,676511,384030,1,22723072,-24
92,92,0,-97,22364,129148,0,646571,284278,1,257131216,-21
93,93,0,28,-129149,22364,0,279872,599782,1,366209625,-20
94,94,0,90,-22365,-129149,0,-430778,1078965,1,195317634,-15
95,95,0,115,129148,-22365,0,-1152411,1471770,1,89671048,-18
96,96,0,17,22364,129148,0,-1569903,2167520,1,51370080,-6
97,97,0,23,-129149,22364,0,-1870809,2488945,1,37437834,-11
98,98,0,15,-22365,-129149,0,-2136460,2438174,1,32963044,-29
99,99,0,-77,129148,-22365,0,-2254632,2271203,1,32395784,-21
100,100,0,157,22364,129148,0,-2001976,1740674,1,32380426,-14
101,101,0,-32,-129149,22364,0,-1625007,1110199,1,27612668,-10
102,102,0,175,-22365,-129149,0,-1224546,584212,1,8535898,-22
103,103,0,123,129148,-22365,0,-836068,303656,1,-30022106,-10
104,104,0,46,22364,129148,0,-591260,473006,1,-55782454,-22
105,105,0,-42,-129149,22364,0,-663889,753302,1,-32240110,-21
106,106,0,68,-22365,-129149,0,-893286,1027596,1,4791136,-7
107,107,0,3,129148,-22365,0,-1014940,1218833,1,25450144,-19
108,108,0,-18,22364,129148,0,-1204086,1219399,1,29922654,-25
109,109,0,113,-129149,22364,0,-1337166,1136173,1,21453642,-23
110,110,0,10,-22365,-129149,0,-1283728,972661,1,-1327064,-32
111,111,0,6,129148,-22365,0,-1103545,929013,1,-41145754,-24
112,112,0,-13,22364,129148,0,-922362,958413,1,-90078740,-14
113,113,0,-32,-129149,22364,0,-749386,964634,1,-113563570,-10
114,114,0,72,-22365,-129149,0,-447498,1129401,1,-85809084,-20
115,115,0,-140,129148,-22365,0,-200744,1388068,1,-35091778,-18
116,116,0,19,22364,129148,0,-218494,1683320,1,9722702,-25
117,117,0,-75,-129149,22364,0,-422684,1807000,1,44410408,-12
118,118,0,37,-22365,-129149,0,-742607,1705056,1,70790002,-22
119,119,0,-5,129148,-22365,0,-956943,1398512,1,86138166,-26
120,120,0,-50,22364,129148,0,-1004843,1080399,1,83920420,-19
121,121,0,32,-129149,22364,0,-1127267,830311,1,61786284,-19
122,122,0,7,-22365,-129149,0,-1186198,676935,1,27548146,-16
123,123,0,136,129148,-22365,0,-1093873,715042,1,-5160918,-19
124,124,0,-38,22364,129148,0,-982052,872364,1,-23951868,-16
125,125,0,54,-129149,22364,0,-1179155,1174593,1,-23975652,-19
126,126,0,4,-22365,-129149,0,-1288507,1245591,1,-10682168,-15
127,127,0,146,129148,-22365,0,-1300527,1184956,1,5382120,-8
128,128,0,13,22364,129148,0,-1237667,1046009,1,15719056,-8
129,129,0,53,-129149,22364,0,-1108653,889188,1,16153494,-9
130,130,0,-6,-22365,-129149,0,-1015388,785892,1,5635914,-14
131,131,0,-104,129148,-22365,0,-944543,877310,1,-15235962,-10
132,132,0,158,22364,129148,0,-938957,1015670,1,-44168340,-14
133,133,0,-40,-129149,22364,0,-943217,957660,1,-69419920,-22
134,134,0,51,-22365,-129149,0,-559420,660683,1,-59033530,-34
135,135,0,8,129148,-22365,0,-444370,430332,1,26276476,-14
136,136,0,-21,22364,129148,0,-593783,506775,1,164030700,-20
137,137,0,-8,-129149,22364,0,-891357,334648,1,200118106,-22
138,138,0,15,-22365,-129149,0,-1241656,160620,1,119328622,-16
139,139,0,58,129148,-22365,0,-1699951,-42036,1,54748876,-12
140,140,0,36,22364,129148,0,-2314325,-117477,1,21625360,-9
141,141,0,-48,-129149,22364,0,-2921176,-17561,1,3448788,-20
142,142,0,-59,-22365,-129149,0,-3178534,-37526,1,-8924990,-22
143,143,0,102,129148,-22365,0,-3019398,-161302,1,-19679890,-13
144,144,0,107,22364,129148,0,-2644214,-171159,1,-30682188,-8
145,145,0,-24,-129149,22364,0,-2061277,-68716,1,-41363734,-14
146,146,0,-36,-22365,-129149,0,-1477534,81422,1,-45864090,-18
147,147,0,8,129148,-22365,0,-1037480,289668,1,-30676528,-24
148,148,0,56,22364,129148,0,-806251,495621,1,6242124,-17
149,149,0,70,-129149,22364,0,-805815,644628,1,24729316,2
150,150,0,-20,-22365,-129149,0,-972111,427318,1,1949680,-12
151,151,0,-22,129148,-22365,0,-1259646,250710,1,-34444836,-12
152,152,0,54,22364,129148,0,-1414615,243091,1,-65216736,-12
153,153,0,39,-129149,22364,0,-1472656,367627,1,-85803408,-18
154,154,0,60,-22365,-129149,0,-1271714,617770,1,-91667954,-12
155,155,0,1,129148,-22365,0,-984486,853671,1,-76030624,-19
156,156,0,-86,22364,129148,0,-776494,1007775,1,-26491590,-13
157,157,0,36,-129149,22364,0,-545951,938133,1,111295690,-27
158,158,0,79,-22365,-129149,0,-385119,365922,1,414592754,-13
159,159,0,6,129148,-22365,0,-356828,-376704,1,283030958,-15
160,160,0,-28,22364,129148,0,-700974,-698239,1,45487266,-13
161,161,0,-23,-129149,22364,0,-1340671,-985326,1,-44569766,-12
162,162,0,-35,-22365,-129149,0,-1604110,-968932,1,-103192912,-37
163,163,0,-1,129148,-22365,0,-1648377,-532257,1,-160391600,0
164,164,0,-13,22364,129148,0,-1587916,133717,1,-198715546,-3
165,165,0,-100,-129149,22364,0,-1482727,858286,1,-186159160,-17
166,166,0,2,-22365,-129149,0,-1224489,1418484,1,-141447860,-15
167,167,0,24,129148,-22365,0,-855088,1768040,1,-104110264,-15
168,168,0,-26,22364,129148,0,-497373,1728533,1,-88450550,-14
169,169,0,-33,-129149,22364,0,-188742,1478085,1,-98128498,-16
170,170,0,19,-22365,-129149,0,-2630,1127205,1,-135560475,-14
171,171,0,-81,129148,-22365,0,105109,873987,1,-176880766,-15
172,172,0,28,22364,129148,0,165820,625146,1,-148425248,-22
173,173,0,73,-129149,22364,0,580821,596907,1,-45798526,-15
174,174,0,16,-22365,-129149,0,776523,709409,1,65235808,-9
175,175,0,-49,129148,-22365,0,707011,889998,1,148073952,-8
176,176,0,33,22364,129148,0,291144,1185457,1,164910500,-7
177,177,0,14,-129149,22364,0,-188631,1495375,1,121104893,-15
178,178,0,-30,-22365,-129149,0,-402614,1752751,1,66759524,-9
179,179,0,-74,129148,-22365,0,-690222,1908309,1,24972208,-28
180,180,0,81,22364,129148,0,-721437,1982868,1,-3449244,-17
181,181,0,-45,-129149,22364,0,-735622,2037034,1,-19376810,-21
182,182,0,77,-22365,-129149,0,-660490,2029452,1,-21088784,-20
183,183,0,0,129148,-22365,0,-559943,2095388,1,-5376840,-19
184,184,0,-11,22364,129148,0,-549548,2030141,1,31642946,-23
185,185,0,-172,-129149,22364,0,-589730,1747232,1,91633450,-8
186,186,0,41,-22365,-129149,0,-781167,1286464,1,156158246,-21
187,187,0,-19,129148,-22365,0,-1323536,850032,1,170605568,-28
188,188,0,-21,22364,129148,0,-1753047,446256,1,126054652,-29
189,189,0,3,-129149,22364,0,-1906914,169830,1,75106004,-5
190,190,0,-32,-22365,-129149,0,-1956727,94317,1,40561934,-4
191,191,0,22,129148,-22365,0,-1962019,158146,1,18135744,-19
192,192,0,-14,22364,129148,0,-1704850,86573,1,-1490938,-21
193,193,0,84,-129149,22364,0,-1220145,43526,1,-32566770,-19
194,194,0,-102,-22365,-129149,0,-811307,151384,1,-104808610,-11
195,195,0,-54,129148,-22365,0,-448119,308049,1,-208292416,-26
196,196,0,59,22364,129148,0,-265187,453093,1,-133813126,-20
197,197,0,30,-129149,22364,0,-356389,683281,1,8239962,-14
198,198,0,35,-22365,-129149,0,-792151,914062,1,48672948,-15
199,199,0,-53,129148,-22365,0,-1281815,1072362,1,41038182,-18
200,200,0,-23,22364,129148,0,-1683912,1293337,1,26281654,-11
201,201,0,46,-129149,22364,0,-1907003,1537097,1,14731966,-26
202,202,0,15,-22365,-129149,0,-2065275,1624406,1,7126852,-10
203,203,0,49,129148,-22365,0,-2141899,1560920,1,2940912,-19
204,204,0,-118,22364,129148,0,-2010678,1406177,1,2146296,-15
205,205,0,-10,-129149,22364,0,-1714835,1214844,1,6372212,-9
206,206,0,44,-22365,-129149,0,-1262373,918448,1,19708562,-21
207,207,0,-38,129148,-22365,0,-848859,470733,1,52602864,-23
208,208,0,-41,22364,129148,0,-614711,93260,1,121081094,-22
209,209,0,-44,-129149,22364,0,-566449,-8513,1,190623064,-26
210,210,0,-11,-22365,-129149,0,-537988,-18732,1,128617542,-12
211,211,0,11,129148,-22365,0,-726970,-86803,1,-5029714,-29
212,212,0,-38,22364,129148,0,-886136,-160281,1,-92043152,-4
213,213,0,29,-129149,22364,0,-903647,-91718,1,-124788044,-10
214,214,0,-41,-22365,-129149,0,-1027723,167349,1,-125115092,-18
215,215,0,-57,129148,-22365,0,-1115735,595233,1,-116126136,-11
216,216,0,112,22364,129148,0,-1068926,1015680,1,-111162490,-20
217,217,0,33,-129149,22364,0,-880145,1315688,1,-114178110,-19
218,218,0,-29,-22365,-129149,0,-700393,1371506,1,-124072780,-24
219,219,0,-33,129148,-22365,0,-495477,1406980,1,-134196260,-24
220,220,0,49,22364,129148,0,-73306,1401152,1,-132128071,-20
221,221,0,-67,-129149,22364,0,204729,1362665,1,-106855480,-14
222,222,0,24,-22365,-129149,0,428171,1378924,1,-54723946,-29
223,223,0,-1,129148,-22365,0,593635,1215431,1,32683360,-13
224,224,0,-39,22364,129148,0,251996,932526,1,180163782,-10
225,225,0,50,-129149,22364,0,-309548,604530,1,294143803,-15
226,226,0,20,-22365,-129149,0,-776139,494683,1,193796924,-13
227,227,0,103,129148,-22365,0,-1208576,650120,1,79756912,-27
228,228,0,0,22364,129148,0,-1576575,895162,1,22551070,-9
229,229,0,-42,-129149,22364,0,-1755406,1124331,1,-12001090,-6
230,230,0,8,-22365,-129149,0,-1580926,1075198,1,-47466650,-7
231,231,0,47,129148,-22365,0,-1042102,873290,1,-106600636,-28
232,232,0,50,22364,129148,0,-392980,750058,1,-220771534,-22
233,233,0,-55,-129149,22364,0,235450,644891,1,-326956289,-15
234,234,0,-32,-22365,-129149,0,521395,610791,1,-236512294,-22
235,235,0,-57,129148,-22365,0,502709,479666,1,-102481244,-22
236,236,0,6,22364,129148,0,641977,672027,1,-11459614,-17
237,237,0,14,-129149,22364,0,643070,804926,1,96304654,-6
238,238,0,-20,-22365,-129149,0,260087,714090,1,296571158,-18
239,239,0,-9,129148,-22365,0,-116395,594231,1,344002451,-16
240,240,0,64,22364,129148,0,-564496,623119,1,142585334,-24
241,241,0,48,-129149,22364,0,-1009944,818908,1,38178166,-30
242,242,0,-40,-22365,-129149,0,-1316723,1061758,1,2809854,-22
243,243,0,-38,129148,-22365,0,-1476143,1199802,1,-2752534,-24
244,244,0,-222,22364,129148,0,-1511718,1259306,1,10223466,-14
245,245,0,10,-129149,22364,0,-1519914,1265040,1,39130626,-14
246,246,0,53,-22365,-129149,0,-1472090,1056717,1,81337818,-24
247,247,0,25,129148,-22365,0,-1639721,707166,1,121056516,-16
248,248,0,-175,22364,129148,0,-1937154,381598,1,126317388,-24
249,249,0,61,-129149,22364,0,-2123359,-80705,1,91230186,-8
250,250,0,24,-22365,-129149,0,-2192855,-545397,1,45412576,-19
251,251,0,-21,129148,-22365,0,-2288606,-699744,1,8224600,-33
252,252,0,44,22364,129148,0,-2391713,-627406,1,-18668400,-14
253,253,0,-57,-129149,22364,0,-2276876,-292687,1,-38753434,-20
254,254,0,65,-22365,-129149,0,-1886231,-85955,1,-57156610,-8
255,255,0,38,129148,-22365,0,-1359433,87211,1,-84636800,-27
256,256,0,15,22364,129148,0,-849788,350811,1,-155043414,-16
257,257,0,-71,-129149,22364,0,-414205,580792,1,-342925512,-30
258,258,0,-49,-22365,-129149,0,-35892,718642,1,-361220687,-22
259,259,0,-13,129148,-22365,0,226931,826339,1,-87014292,-13
260,260,0,9,22364,129148,0,262112,1180042,1,56165750,-14
261,261,0,74,-129149,22364,0,222178,1509219,1,96835936,-17
262,262,0,-51,-22365,-129149,0,-21519,1716298,1,86258821,-20
263,263,0,-7,129148,-22365,0,-332675,2003683,1,63212444,-13
264,264,0,22,22364,129148,0,-772582,2637421,1,45187214,-23
265,265,0,66,-129149,22364,0,-1152773,3010740,1,34994942,-15
266,266,0,15,-22365,-129149,0,-1211862,2727550,1,31909214,-13
267,267,0,-19,129148,-22365,0,-1141671,2227400,1,36554224,-14
268,268,0,-103,22364,129148,0,-982902,1593306,1,54264822,-20
269,269,0,7,-129149,22364,0,-713651,856954,1,108854448,-15
270,270,0,241,-22365,-129149,0,-311592,41100,1,335144542,-28
271,271,0,-20,129148,-22365,0,-64143,-360684,1,702032682,-14
272,272,0,-91,22364,129148,0,62174,-393186,1,338269263,-22
273,273,0,-30,-129149,22364,0,117231,-175726,1,492267418,-20
274,274,0,22,-22365,-129149,0,177702,105088,1,721978050,-16
275,275,0,71,129148,-22365,0,222527,533531,1,190075914,-30
276,276,0,-51,22364,129148,0,139547,803757,1,72541916,-17
277,277,0,17,-129149,22364,0,-11101,901308,1,46617748,-13
278,278,0,-78,-22365,-129149,0,-6361,1012062,1,48660329,-33
279,279,0,113,129148,-22365,0,-71806,1084134,1,71016094,-14
280,280,0,113,22364,129148,0,-145543,910328,1,103872058,-26
281,281,0,19,-129149,22364,0,-284090,642985,1,108428326,-13
282,282,0,30,-22365,-129149,0,-616707,574254,1,64407520,-27
283,283,0,36,129148,-22365,0,-837647,766364,1,14604964,-7
284,284,0,73,22364,129148,0,-902335,1067379,1,-12861260,-29
285,285,0,18,-129149,22364,0,-946961,1304855,1,-22279672,-9
286,286,0,108,-22365,-129149,0,-821855,1460665,1,-23419406,-18
287,287,0,-11,129148,-22365,0,-780310,1603077,1,-21279512,-19
288,288,0,11,22364,129148,0,-970403,1654056,1,-16987708,-18
289,289,0,149,-129149,22364,0,-999365,1607554,1,-8568654,-15
290,290,0,45,-22365,-129149,0,-860535,1422684,1,7405398,-19
291,291,0,58,129148,-22365,0,-754686,1272677,1,30528888,-10
292,292,0,-75,22364,129148,0,-873942,1275281,1,51791994,-14
293,293,0,-117,-129149,22364,0,-1233922,1305333,1,61328274,-23
294,294,0,-18,-22365,-129149,0,-1644230,1353411,1,60426398,-9
295,295,0,54,129148,-22365,0,-1949722,1244145,1,56119300,-25
296,296,0,16,22364,129148,0,-2093815,1178468,1,52426732,-18
297,297,0,32,-129149,22364,0,-2175695,1031342,1,49803450,-18
298,298,0,-27,-22365,-129149,0,-2016181,795929,1,46831152,-17
299,299,0,-9,129148,-22365,0,-1592830,596529,1,39023956,-19
300,300,0,35,22364,129148,0,-1038489,413104,1,221166,-19
301,301,0,95,-129149,22364,0,-267023,233125,1,-985432615,-16
302,302,0,5,-22365,-129149,0,453220,231074,1,-368548526,-20
303,303,0,-47,129148,-22365,0,1158271,268681,1,35018254,-11
304,304,0,26,22364,129148,0,1476339,429328,1,75743846,-13
305,305,0,10,-129149,22364,0,1521577,1208757,1,109582520,-14
306,306,0,-8,-22365,-129149,0,1205212,1729643,1,161399836,-25
307,307,0,-41,129148,-22365,0,385056,1844405,1,235636126,-11
308,308,0,42,22364,129148,0,-486717,1617451,1,275688583,-19
309,309,0,84,-129149,22364,0,-1263234,1202737,1,219828558,-16
310,310,0,95,-22365,-129149,0,-1767418,862932,1,136605320,-26
311,311,0,54,129148,-22365,0,-1894128,499211,1,75717544,-15
312,312,0,-179,22364,129148,0,-1884053,253781,1,31176028,-24
313,313,0,24,-129149,22364,0,-1731542,259634,1,-10550096,-14
314,314,0,-62,-22365,-129149,0,-1303578,288106,1,-57958652,-12
315,315,0,-6,129148,-22365,0,-898159,511932,1,-103260348,-13
316,316,0,80,22364,129148,0,-515221,746568,1,-113570814,-28
317,317,0,-1,-129149,22364,0,-314791,833498,1,-78702428,-11
318,318,0,92,-22365,-129149,0,-316403,777745,1,-42340532,-6
319,319,0,-2,129148,-22365,0,-423795,735969,1,-35286338,-24
320,320,0,78,22364,129148,0,-577835,812289,1,-49279320,-31
321,321,0,-53,-129149,22364,0,-627962,1017536,1,-58720504,-25
322,322,0,-10,-22365,-129149,0,-555346,1324058,1,-47378418,-17
323,323,0,-11,129148,-22365,0,-354902,1535017,1,-19913592,-18
324,324,0,10,22364,129148,0,-230141,1695056,1,12131364,-25
325,325,0,122,-129149,22364,0,-364159,1790046,1,42979334,-13
326,326,0,-44,-22365,-129149,0,-642964,1906733,1,70557774,-16
327,327,0,56,129148,-22365,0,-921247,1870288,1,91266664,-25
328,328,0,53,22364,129148,0,-1290473,1543814,1,98222320,-30
329,329,0,49,-129149,22364,0,-1564096,1108709,1,85861042,-24
330,330,0,-13,-22365,-129149,0,-1722996,910483,1,54977486,-21
331,331,0,-36,129148,-22365,0,-1736304,943722,1,12033866,-10
332,332,0,30,22364,129148,0,-1556915,927152,1,-31373774,-13
333,333,0,67,-129149,22364,0,-1373383,969470,1,-55624684,-4
334,334,0,87,-22365,-129149,0,-1309144,1202129,1,-46444784,-27
335,335,0,38,129148,-22365,0,-1304365,1302372,1,-12918568,-21
336,336,0,-7,22364,129148,0,-1437732,1302660,1,27400690,-24
337,337,0,10,-129149,22364,0,-1708656,1305814,1,66661222,-14
338,338,0,74,-22365,-129149,0,-1986936,1085518,1,101939522,-24
339,339,0,150,129148,-22365,0,-2187602,617240,1,125684846,-16
340,340,0,96,22364,129148,0,-2272739,76927,1,125003114,-20
341,341,0,-26,-129149,22364,0,-2210482,-305003,1,96909628,-34
342,342,0,-43,-22365,-129149,0,-2103086,-599602,1,51934768,-6
343,343,0,34,129148,-22365,0,-2018425,-745904,1,-798712,-24
344,344,0,147,22364,129148,0,-1857255,-695339,1,-59621770,-24
345,345,0,199,-129149,22364,0,-1812566,-462986,1,-120646186,-29
346,346,0,83,-22365,-129149,0,-1649968,380087,1,-162735234,-10
347,347,0,-13,129148,-22365,0,-1425366,1016052,1,-162765362,-16
348,348,0,-10,22364,129148,0,-1214635,1363256,1,-135385660,-2
349,349,0,59,-129149,22364,0,-977880,1654504,1,-108082348,-11
350,350,0,2,-22365,-129149,0,-760233,1729331,1,-88098314,-19
351,351,0,67,129148,-22365,0,-535576,1821782,1,-69206066,-11
352,352,0,27,22364,129148,0,-403363,1850673,1,-45011318,-29
353,353,0,30,-129149,22364,0,-192584,1838987,1,-17300138,-17
354,354,0,60,-22365,-129149,0,1992,1942411,1,4800514,-15
355,355,0,32,129148,-22365,0,82450,2077625,1,14551722,-20
356,356,0,23,22364,129148,0,-306308,2146533,1,13818548,-7
357,357,0,108,-129149,22364,0,-586849,2251042,1,8186706,-13
358,358,0,71,-22365,-129149,0,-577646,2248798,1,2113552,-17
359,359,0,199,129148,-22365,0,-456563,2011692,1,-1032212,-16
360,360,0,-82,22364,129148,0,-229165,1528145,1,5128192,-14
361,361,0,83,-129149,22364,0,-161226,940137,1,49066170,-9
362,362,0,75,-22365,-129149,0,-235132,265650,1,350117168,-19
363,363,0,67,129148,-22365,0,-259160,-217840,1,614419080,-33
364,364,0,36,22364,129148,0,-317001,-407018,1,37865772,-4
365,365,0,46,-129149,22364,0,-723067,-334605,1,-117830626,-17
366,366,0,199,-22365,-129149,0,-966908,-119102,1,-188043332,-12
367,367,0,-50,129148,-22365,0,-1048730,242307,1,-211173630,-17
368,368,0,37,22364,129148,0,-1039448,829009,1,-190373562,-10
369,369,0,27,-129149,22364,0,-974303,1412728,1,-152110558,-6
370,370,0,26,-22365,-129149,0,-755899,1895410,1,-115571618,-24
371,371,0,-2,129148,-22365,0,-480130,2206565,1,-84838316,-11
372,372,0,14,22364,129148,0,-230253,2437407,1,-58750914,-21
373,373,0,136,-129149,22364,0,-1152,2547361,1,-36072467,-9
374,374,0,56,-22365,-129149,0,208834,2444390,1,-15379148,-14
375,375,0,56,129148,-22365,0,156361,2223588,1,6020958,-17
376,376,0,-41,22364,129148,0,-48738,1944824,1,34192443,-13
377,377,0,-3,-129149,22364,0,-311415,1437550,1,85761464,-15
378,378,0,36,-22365,-129149,0,-525923,953691,1,205048732,-9
379,379,0,76,129148,-22365,0,-647229,457418,1,369735614,-24
380,380,0,32,22364,129148,0,-759399,-22629,1,264098658,-18
381,381,0,-1,-129149,22364,0,-891621,-337316,1,83524690,-11
382,382,0,97,-22365,-129149,0,-893630,-410923,1,-18329796,-11
383,383,0,-41,129148,-22365,0,-1085100,-235797,1,-94642434,-25
384,384,0,87,22364,129148,0,-1274875,21432,1,-158078762,-28
385,385,0,0,-129149,22364,0,-926104,217827,1,-174071196,-1
386,386,0,18,-22365,-129149,0,-713739,406369,1,-129167038,-22
387,387,0,58,129148,-22365,0,-706261,812996,1,-63335384,-8
388,388,0,104,22364,129148,0,-705564,1039294,1,540648,-24
389,389,0,138,-129149,22364,0,-738279,945817,1,58436616,-11
390,390,0,17,-22365,-129149,0,-797892,725821,1,87188980,-21
391,391,0,21,129148,-22365,0,-897202,562846,1,59958252,-9
392,392,0,44,22364,129148,0,-1071025,398390,1,5668700,-6
393,393,0,124,-129149,22364,0,-1376317,394824,1,-32626034,-14
394,394,0,128,-22365,-129149,0,-1653577,788687,1,-45804818,-14
