Sample in Buffer,Sample in Window,TRIGGER,top_i/c_shift_ram_0_Q[15:0],top_i/waveform_iq_waveform_i[17:0],top_i/lut_decoder_1_x8[17:0],top_i/ddc_branch_0_x7673,top_i/xlslice_1_Dout[35:0],top_i/xlslice_2_Dout[35:0],top_i/unwrap_diff_0_x55,top_i/unwrap_diff_0_x56[31:0],top_i/signal_input_adc_out_2[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,HEX,SIGNED,SIGNED
8166,8166,0,15,-22365,-129149,0,-1843229,478888,1,-41833822,-25
8167,8167,0,-58,129148,-22365,0,-1736773,565780,1,-64225488,-28
8168,8168,0,26,22364,129148,0,-1663679,675204,1,-65588098,-29
8169,8169,0,16,-129149,22364,0,-1791784,852432,1,-42946722,-11
8170,8170,0,57,-22365,-129149,0,-1963736,1164498,1,-11416386,-18
8171,8171,0,-67,129148,-22365,0,-2214833,1308915,1,18661004,-23
8172,8172,0,53,22364,129148,0,-2176439,1163364,1,46769300,-28
8173,8173,0,67,-129149,22364,0,-1863303,830978,1,74865760,-17
8174,8174,0,77,-22365,-129149,0,-2010055,386775,1,101777640,-7
8175,8175,0,-77,129148,-22365,0,-2026417,-98691,1,119979486,-19
8176,8176,0,-81,22364,129148,0,-1984131,-582097,1,119927180,-14
8177,8177,0,-32,-129149,22364,0,-1941015,-932742,1,101179598,-6
8178,8178,0,-45,-22365,-129149,0,-1798003,-1253616,1,73368204,-13
8179,8179,0,82,129148,-22365,0,-1635572,-1498689,1,45355204,-11
8180,8180,0,-67,22364,129148,0,-1389281,-1577361,1,20175516,-17
8181,8181,0,-12,-129149,22364,0,-1311853,-1457119,1,-2170840,-23
8182,8182,0,22,-22365,-129149,0,-1481712,-1221854,1,-22215212,-21
8183,8183,0,132,129148,-22365,0,-1633377,-1098529,1,-39342438,-7
8184,8184,0,124,22364,129148,0,-1755539,-1022270,1,-51775636,-12
8185,8185,0,-190,-129149,22364,0,-1767643,-1003589,1,-56708958,-16
8186,8186,0,31,-22365,-129149,0,-1863930,-936294,1,-51851462,-12
8187,8187,0,-33,129148,-22365,0,-1997996,-787382,1,-37521100,-25
8188,8188,0,38,22364,129148,0,-2141001,-666348,1,-17488554,-13
8189,8189,0,18,-129149,22364,0,-2261382,-509998,1,2707434,-27
8190,8190,0,59,-22365,-129149,0,-2354210,-532519,1,17016370,-16
8191,8191,0,-54,129148,-22365,0,-2417943,-703367,1,20512804,-18
8192,8192,0,28,22364,129148,0,-2402272,-874720,1,10685264,-20
8193,8193,0,-28,-129149,22364,0,-2443838,-822024,1,-12593846,-21
8194,8194,0,30,-22365,-129149,0,-2451739,-620376,1,-48129570,-15
8195,8195,0,99,129148,-22365,0,-2429728,-343568,1,-91060742,-3
8196,8196,0,-35,22364,129148,0,-2462202,157290,1,-124582222,-15
8197,8197,0,126,-129149,22364,0,-2554578,691069,1,-125254912,-13
8198,8198,0,-21,-22365,-129149,0,-2594739,1426619,1,-94394726,-17
8199,8199,0,-88,129148,-22365,0,-2510923,1962804,1,-55025626,-15
8200,8200,0,4,22364,129148,0,-2369031,2053620,1,-20347636,-4
8201,8201,0,-28,-129149,22364,0,-2279144,2147578,1,9076564,-9
8202,8202,0,87,-22365,-129149,0,-2280318,1940515,1,36725138,-16
8203,8203,0,474,129148,-22365,0,-2194095,1371199,1,64800710,-16
8204,8204,0,-75,22364,129148,0,-2043688,778670,1,89846130,-12
8205,8205,0,1,-129149,22364,0,-1870273,390870,1,97187592,-14
8206,8206,0,18,-22365,-129149,0,-1568782,77539,1,69616286,-22
8207,8207,0,90,129148,-22365,0,-1350613,-126791,1,13114182,-28
8208,8208,0,-49,22364,129148,0,-1436007,-145565,1,-39343442,-8
8209,8209,0,79,-129149,22364,0,-1548321,128928,1,-57713628,-16
8210,8210,0,-58,-22365,-129149,0,-1726599,502401,1,-45207780,-28
8211,8211,0,47,129148,-22365,0,-2007968,767916,1,-25057776,-30
8212,8212,0,-54,22364,129148,0,-2324537,952107,1,-11129054,-17
8213,8213,0,66,-129149,22364,0,-2451578,1022032,1,-5533670,-11
8214,8214,0,89,-22365,-129149,0,-2651277,1048265,1,-5524326,-17
8215,8215,0,-8,129148,-22365,0,-2806602,980915,1,-6741844,-13
8216,8216,0,26,22364,129148,0,-2716519,888969,1,-4337652,-23
8217,8217,0,20,-129149,22364,0,-2632757,701089,1,5345238,-22
8218,8218,0,30,-22365,-129149,0,-2570627,726444,1,23509530,-12
8219,8219,0,-71,129148,-22365,0,-2582346,807988,1,47990302,-15
8220,8220,0,27,22364,129148,0,-2676342,605560,1,72271568,-11
8221,8221,0,33,-129149,22364,0,-2762518,287504,1,85873846,-5
8222,8222,0,51,-22365,-129149,0,-2815850,-315821,1,80928422,-23
8223,8223,0,135,129148,-22365,0,-2763231,-856674,1,60522720,-2
8224,8224,0,-259,22364,129148,0,-2672993,-1173401,1,35054920,-12
8225,8225,0,-70,-129149,22364,0,-2553060,-1329237,1,13527746,-20
8226,8226,0,30,-22365,-129149,0,-2415677,-1370803,1,1642506,-13
8227,8227,0,165,129148,-22365,0,-2274335,-1251255,1,3026908,-30
8228,8228,0,-73,22364,129148,0,-2116395,-1117032,1,17894256,-22
8229,8229,0,65,-129149,22364,0,-2034378,-1005245,1,39601354,-14
8230,8230,0,-72,-22365,-129149,0,-2046183,-994807,1,53126104,-12
8231,8231,0,61,129148,-22365,0,-2030678,-1124252,1,43808110,-21
8232,8232,0,10,22364,129148,0,-1935892,-1422591,1,11647810,-24
8233,8233,0,-80,-129149,22364,0,-1899260,-1690017,1,-31585818,-11
8234,8234,0,39,-22365,-129149,0,-1985715,-1831922,1,-72147716,-9
8235,8235,0,-30,129148,-22365,0,-2267801,-1533520,1,-95183082,-24
8236,8236,0,48,22364,129148,0,-2685590,-873504,1,-91441046,-41
8237,8237,0,88,-129149,22364,0,-3307950,-113002,1,-67314498,-18
8238,8238,0,23,-22365,-129149,0,-3617672,242160,1,-36248462,-27
8239,8239,0,55,129148,-22365,0,-3567211,268217,1,-6012882,-3
8240,8240,0,12,22364,129148,0,-3238932,44506,1,20967782,-14
8241,8241,0,51,-129149,22364,0,-3023865,-218798,1,41610536,-18
8242,8242,0,-23,-22365,-129149,0,-2930932,-563757,1,49008618,-15
8243,8243,0,-6,129148,-22365,0,-2852820,-895184,1,36667800,-32
8244,8244,0,-1,22364,129148,0,-2739859,-963784,1,9367392,-33
8245,8245,0,95,-129149,22364,0,-2850662,-801861,1,-17234620,-18
8246,8246,0,6,-22365,-129149,0,-3133716,-639745,1,-30283314,-25
8247,8247,0,5,129148,-22365,0,-3412734,-480271,1,-29215192,-6
8248,8248,0,-13,22364,129148,0,-3753513,-332008,1,-20792858,-24
8249,8249,0,56,-129149,22364,0,-3900517,-277485,1,-11251540,-29
8250,8250,0,89,-22365,-129149,0,-3749363,-263726,1,-3687404,-26
8251,8251,0,28,129148,-22365,0,-3409413,-286326,1,688124,-14
8252,8252,0,-19,22364,129148,0,-2839668,-177845,1,1048592,-18
8253,8253,0,-9,-129149,22364,0,-2052287,-94065,1,-4718570,-27
8254,8254,0,42,-22365,-129149,0,-1416523,-226908,1,-21805588,-17
8255,8255,0,126,129148,-22365,0,-1012180,-146036,1,-57981628,-12
8256,8256,0,-32,22364,129148,0,-571099,209969,1,-94348616,-17
8257,8257,0,-8,-129149,22364,0,-501041,371170,1,-47375926,-11
8258,8258,0,-49,-22365,-129149,0,-650053,365452,1,35375978,-12
8259,8259,0,135,129148,-22365,0,-841865,186517,1,54161464,-11
8260,8260,0,43,22364,129148,0,-1206072,45489,1,39178400,-20
8261,8261,0,-40,-129149,22364,0,-1714183,43701,1,22516520,-23
8262,8262,0,35,-22365,-129149,0,-2163009,131822,1,11131592,-18
8263,8263,0,-66,129148,-22365,0,-2412136,66643,1,5443538,-22
8264,8264,0,65,22364,129148,0,-2535601,29257,1,4910946,-14
8265,8265,0,-93,-129149,22364,0,-2694889,62092,1,8563554,-8
8266,8266,0,48,-22365,-129149,0,-2874319,21418,1,14467470,-8
8267,8267,0,-122,129148,-22365,0,-3083370,-133289,1,20101760,-6
8268,8268,0,4,22364,129148,0,-3280675,-342659,1,23798418,-24
8269,8269,0,31,-129149,22364,0,-3327002,-499404,1,25560580,-13
8270,8270,0,70,-22365,-129149,0,-3213208,-621605,1,26155498,-18
8271,8271,0,-87,129148,-22365,0,-2983907,-611849,1,26994374,-30
8272,8272,0,24,22364,129148,0,-2663182,-677448,1,29939044,-24
8273,8273,0,-45,-129149,22364,0,-2217458,-764336,1,37952216,-21
8274,8274,0,26,-22365,-129149,0,-1807850,-942084,1,55888950,-12
8275,8275,0,0,129148,-22365,0,-1075057,-855519,1,88047066,-24
8276,8276,0,42,22364,129148,0,-555814,-763465,1,121378654,-16
8277,8277,0,122,-129149,22364,0,-442204,-797331,1,112211096,-16
8278,8278,0,-49,-22365,-129149,0,-345536,-865328,1,59183152,-22
8279,8279,0,88,129148,-22365,0,-283048,-1002528,1,12671664,-20
8280,8280,0,-20,22364,129148,0,-385154,-1101205,1,-11344586,-30
8281,8281,0,93,-129149,22364,0,-562369,-1177157,1,-24852966,-16
8282,8282,0,65,-22365,-129149,0,-806828,-1207979,1,-41514498,-13
8283,8283,0,-132,129148,-22365,0,-968935,-1054867,1,-73604770,-16
8284,8284,0,98,22364,129148,0,-777722,-860027,1,-127988610,-37
8285,8285,0,93,-129149,22364,0,-719307,-507255,1,-176833364,-23
8286,8286,0,52,-22365,-129149,0,-851277,-118322,1,-156056274,-17
8287,8287,0,65,129148,-22365,0,-1167364,71039,1,-87282694,-13
8288,8288,0,47,22364,129148,0,-1565264,314131,1,-32708096,-16
8289,8289,0,68,-129149,22364,0,-1754636,384825,1,-3407724,-22
8290,8290,0,-79,-22365,-129149,0,-1891625,400233,1,8470358,-4
8291,8291,0,-19,129148,-22365,0,-1969534,292210,1,9722734,-6
8292,8292,0,-63,22364,129148,0,-2030854,119534,1,5742408,-22
8293,8293,0,70,-129149,22364,0,-1975942,18762,1,1425420,-12
8294,8294,0,28,-22365,-129149,0,-1940316,114381,1,1327102,-24
8295,8295,0,28,129148,-22365,0,-2036088,214869,1,7437130,-18
8296,8296,0,70,22364,129148,0,-2116732,175012,1,17580852,-18
8297,8297,0,6,-129149,22364,0,-2080056,253488,1,26879358,-21
8298,8298,0,71,-22365,-129149,0,-2187763,113990,1,31244440,-24
8299,8299,0,-15,129148,-22365,0,-2430921,-318109,1,28347904,-13
8300,8300,0,-5,22364,129148,0,-2524183,-417527,1,16898728,-23
8301,8301,0,-50,-129149,22364,0,-2412349,-258253,1,-4271992,-21
8302,8302,0,-47,-22365,-129149,0,-2179732,-111053,1,-36105660,-14
8303,8303,0,-34,129148,-22365,0,-1917223,42500,1,-75650376,-31
8304,8304,0,-22,22364,129148,0,-1672149,345225,1,-108584994,-29
8305,8305,0,9,-129149,22364,0,-1480658,830620,1,-112447908,-10
8306,8306,0,-18,-22365,-129149,0,-1413742,1148061,1,-84655602,-5
8307,8307,0,13,129148,-22365,0,-1499549,1303588,1,-43069812,-4
8308,8308,0,7,22364,129148,0,-1590746,1243850,1,1720340,-17
8309,8309,0,109,-129149,22364,0,-1688193,1138651,1,52318390,-22
8310,8310,0,-53,-22365,-129149,0,-1729100,880088,1,107345078,-29
8311,8311,0,-31,129148,-22365,0,-1820432,545484,1,140397440,-17
8312,8312,0,12,22364,129148,0,-2029608,193371,1,121718126,-15
8313,8313,0,52,-129149,22364,0,-2410360,-311421,1,74822294,-9
8314,8314,0,-48,-22365,-129149,0,-2831098,-912942,1,35587574,-10
8315,8315,0,-99,129148,-22365,0,-3208256,-1078836,1,12319452,-13
8316,8316,0,-4,22364,129148,0,-3587673,-1172875,1,1089516,-22
8317,8317,0,-38,-129149,22364,0,-3823576,-1155225,1,-2793328,-13
8318,8318,0,137,-22365,-129149,0,-3788380,-986685,1,-3088354,-21
8319,8319,0,8,129148,-22365,0,-3628647,-862853,1,-2826226,-13
8320,8320,0,7,22364,129148,0,-3194996,-714931,1,-5278576,-23
8321,8321,0,7,-129149,22364,0,-2714942,-525648,1,-13597376,-4
8322,8322,0,65,-22365,-129149,0,-2377663,-428382,1,-28580532,-18
8323,8323,0,-13,129148,-22365,0,-2186260,-350076,1,-45609130,-25
8324,8324,0,57,22364,129148,0,-2090397,-211618,1,-53776032,-21
8325,8325,0,43,-129149,22364,0,-1948476,-48371,1,-44001568,-20
8326,8326,0,-46,-22365,-129149,0,-1922124,113406,1,-16833196,-16
8327,8327,0,76,129148,-22365,0,-1986184,218647,1,22444694,-16
8328,8328,0,11,22364,129148,0,-1937988,171277,1,67376494,-20
8329,8329,0,84,-129149,22364,0,-1848916,-150507,1,100751692,-17
8330,8330,0,-53,-22365,-129149,0,-1769567,-540142,1,95335992,-24
8331,8331,0,-89,129148,-22365,0,-1678002,-905326,1,50204856,-23
8332,8332,0,-5,22364,129148,0,-1748850,-1026053,1,-8633180,-5
8333,8333,0,-99,-129149,22364,0,-1851369,-924569,1,-63863672,-27
8334,8334,0,70,-22365,-129149,0,-2053677,-613167,1,-106907194,-24
8335,8335,0,-219,129148,-22365,0,-2285089,-106899,1,-127603926,-5
8336,8336,0,76,22364,129148,0,-2497769,490591,1,-120910822,-25
8337,8337,0,29,-129149,22364,0,-2451679,931628,1,-94705390,-24
8338,8338,0,-16,-22365,-129149,0,-2119912,1331799,1,-59077592,-17
8339,8339,0,11,129148,-22365,0,-2031034,1397589,1,-15325888,-12
8340,8340,0,-23,22364,129148,0,-1859482,1297623,1,41601314,-8
8341,8341,0,91,-129149,22364,0,-1645965,898347,1,105455666,-25
8342,8342,0,44,-22365,-129149,0,-1732316,293969,1,131574870,-14
8343,8343,0,45,129148,-22365,0,-1962209,-144328,1,93612154,-17
8344,8344,0,-33,22364,129148,0,-2297684,-455639,1,40187060,-19
8345,8345,0,0,-129149,22364,0,-2597537,-618608,1,5442392,-12
8346,8346,0,54,-22365,-129149,0,-2800153,-582987,1,-10136244,-33
8347,8347,0,-31,129148,-22365,0,-2589695,-486310,1,-12438360,-26
8348,8348,0,136,22364,129148,0,-2249443,-242343,1,-5074788,-23
8349,8349,0,17,-129149,22364,0,-1960453,-83426,1,11549402,-14
8350,8350,0,-41,-22365,-129149,0,-1555811,-39106,1,38016512,-25
8351,8351,0,-58,129148,-22365,0,-977424,-119682,1,65593400,-18
8352,8352,0,22,22364,129148,0,-211331,-171428,1,18938558,-23
8353,8353,0,7,-129149,22364,0,-51850,-28107,1,-333821018,-12
8354,8354,0,-57,-22365,-129149,0,-287871,212452,1,-310732870,-11
8355,8355,0,-10,129148,-22365,0,-571898,527323,1,-54513712,-14
8356,8356,0,-59,22364,129148,0,-872556,1095426,1,-950250,-23
8357,8357,0,64,-129149,22364,0,-1231691,1656933,1,14424762,-11
8358,8358,0,-87,-22365,-129149,0,-1515697,1874024,1,27433654,-29
8359,8359,0,106,129148,-22365,0,-1855939,1780509,1,47287452,-18
8360,8360,0,-48,22364,129148,0,-2053486,1518171,1,78677694,-18
8361,8361,0,28,-129149,22364,0,-2071446,1057099,1,118895618,-14
8362,8362,0,13,-22365,-129149,0,-2102861,471915,1,144013052,-12
8363,8363,0,-19,129148,-22365,0,-2193595,-73154,1,123199982,-30
8364,8364,0,71,22364,129148,0,-2391821,-509413,1,69909348,-22
8365,8365,0,0,-129149,22364,0,-2665130,-684227,1,17988260,-17
8366,8366,0,81,-22365,-129149,0,-2981128,-708437,1,-18971318,-24
8367,8367,0,15,129148,-22365,0,-3139825,-674300,1,-38675974,-21
8368,8368,0,24,22364,129148,0,-3234117,-460474,1,-40494238,-20
8369,8369,0,-31,-129149,22364,0,-3182336,-199542,1,-25464448,-23
8370,8370,0,4,-22365,-129149,0,-2998997,-123727,1,2818046,-18
8371,8371,0,7,129148,-22365,0,-2773098,-273942,1,38140192,-11
8372,8372,0,97,22364,129148,0,-2735785,-470142,1,69835632,-9
8373,8373,0,12,-129149,22364,0,-2661471,-740960,1,82480012,-20
8374,8374,0,-61,-22365,-129149,0,-2519986,-1080848,1,67877732,-12
8375,8375,0,-32,129148,-22365,0,-2357528,-1357000,1,32984532,-25
8376,8376,0,-1,22364,129148,0,-2278700,-1586665,1,-12116926,-20
8377,8377,0,21,-129149,22364,0,-2312404,-1515194,1,-63798160,-11
8378,8378,0,-59,-22365,-129149,0,-2188835,-898252,1,-115441856,-29
8379,8379,0,-108,129148,-22365,0,-2128527,-130829,1,-141210842,-35
8380,8380,0,30,22364,129148,0,-2224682,635896,1,-116937692,-10
8381,8381,0,-3,-129149,22364,0,-2250711,999824,1,-60666118,-3
8382,8382,0,11,-22365,-129149,0,-2513674,1053779,1,-401408,-26
8383,8383,0,-51,129148,-22365,0,-2729183,809741,1,52852112,-17
8384,8384,0,81,22364,129148,0,-2843673,427761,1,89084298,-23
8385,8385,0,91,-129149,22364,0,-3022705,-74862,1,95298530,-19
8386,8386,0,102,-22365,-129149,0,-3208201,-581896,1,74313566,-23
8387,8387,0,-40,129148,-22365,0,-3300959,-999945,1,44049582,-8
8388,8388,0,3,22364,129148,0,-3434780,-1225262,1,17026116,-20
8389,8389,0,-61,-129149,22364,0,-3597405,-1227998,1,-3670420,-20
8390,8390,0,-27,-22365,-129149,0,-3746321,-1154799,1,-19303062,-6
8391,8391,0,229,129148,-22365,0,-3526300,-865239,1,-31708532,-11
8392,8392,0,-49,22364,129148,0,-3015553,-499918,1,-42095960,-13
8393,8393,0,-60,-129149,22364,0,-2509509,-177111,1,-50018442,-9
8394,8394,0,35,-22365,-129149,0,-2074506,161347,1,-52015702,-15
8395,8395,0,-305,129148,-22365,0,-1701979,236195,1,-42282256,-12
8396,8396,0,76,22364,129148,0,-1477873,280248,1,-18856640,-21
8397,8397,0,-50,-129149,22364,0,-1350119,147495,1,8290154,-21
8398,8398,0,-38,-22365,-129149,0,-1336172,83744,1,24393236,-19
8399,8399,0,-36,129148,-22365,0,-1649388,110559,1,24941170,-16
8400,8400,0,104,22364,129148,0,-1894814,93310,1,15145638,-15
8401,8401,0,8,-129149,22364,0,-1839525,110769,1,-49152,-12
8402,8402,0,55,-22365,-129149,0,-1739649,164164,1,-19167914,-28
8403,8403,0,5,129148,-22365,0,-1498807,143425,1,-42018974,-29
8404,8404,0,-10,22364,129148,0,-1325358,223511,1,-64057326,-26
8405,8405,0,9,-129149,22364,0,-1363682,537633,1,-72711248,-11
8406,8406,0,35,-22365,-129149,0,-1469012,807841,1,-57741316,-9
8407,8407,0,-15,129148,-22365,0,-1634199,934103,1,-26072602,-23
8408,8408,0,-5,22364,129148,0,-1833279,1012686,1,6643692,-26
8409,8409,0,77,-129149,22364,0,-2083030,1061042,1,31729002,-6
8410,8410,0,-38,-22365,-129149,0,-2374368,1054965,1,47534294,-26
8411,8411,0,28,129148,-22365,0,-2594384,897922,1,55427452,-10
8412,8412,0,58,22364,129148,0,-2739559,685440,1,57507888,-19
8413,8413,0,3,-129149,22364,0,-2956026,269261,1,55583716,-20
8414,8414,0,245,-22365,-129149,0,-3221021,-25823,1,51259090,-9
8415,8415,0,-9,129148,-22365,0,-3241784,-226523,1,45509910,-13
8416,8416,0,69,22364,129148,0,-3037810,-419481,1,38654118,-20
8417,8417,0,0,-129149,22364,0,-2772505,-505880,1,30430782,-28
8418,8418,0,48,-22365,-129149,0,-2399527,-630265,1,20753044,-18
8419,8419,0,-196,129148,-22365,0,-1997563,-950499,1,10178388,-29
8420,8420,0,26,22364,129148,0,-2164601,-795517,1,786412,-24
8421,8421,0,69,-129149,22364,0,-2293446,-483386,1,-5320678,-21
8422,8422,0,-24,-22365,-129149,0,-2203615,-444871,1,-8154942,-10
8423,8423,0,46,129148,-22365,0,-2065409,-459913,1,-10050278,-17
8424,8424,0,8,22364,129148,0,-1937739,-517642,1,-14056256,-33
8425,8425,0,-3,-129149,22364,0,-1931747,-385917,1,-22485720,-23
8426,8426,0,-30,-22365,-129149,0,-1965507,-305151,1,-36689202,-13
8427,8427,0,-64,129148,-22365,0,-1901280,-158154,1,-53634046,-25
8428,8428,0,-53,22364,129148,0,-1761328,14085,1,-59653766,-8
8429,8429,0,138,-129149,22364,0,-1473987,210395,1,-38949074,-18
8430,8430,0,91,-22365,-129149,0,-1568121,402561,1,-966636,-9
8431,8431,0,-41,129148,-22365,0,-1807319,358798,1,27678070,-20
8432,8432,0,-1,22364,129148,0,-2166759,176013,1,37752254,-38
8433,8433,0,7,-129149,22364,0,-2593730,46722,1,35834884,-25
8434,8434,0,109,-22365,-129149,0,-2924476,-81513,1,29738340,-32
8435,8435,0,-72,129148,-22365,0,-3064351,-308072,1,23785120,-18
8436,8436,0,-42,22364,129148,0,-3017774,-486095,1,19860130,-7
8437,8437,0,61,-129149,22364,0,-2687160,-524051,1,19270150,-9
8438,8438,0,70,-22365,-129149,0,-2118303,-508413,1,23448428,-26
8439,8439,0,-33,129148,-22365,0,-1572448,-547826,1,32093506,-20
8440,8440,0,25,22364,129148,0,-1235504,-536111,1,36611810,-9
8441,8441,0,22,-129149,22364,0,-1141476,-471179,1,21854746,-20
8442,8442,0,-16,-22365,-129149,0,-1281483,-417886,1,-12475082,-32
8443,8443,0,80,129148,-22365,0,-1459115,-276405,1,-51062290,-15
8444,8444,0,-116,22364,129148,0,-1684524,-151916,1,-86640020,-6
8445,8445,0,-31,-129149,22364,0,-1908529,13549,1,-118481494,-11
8446,8446,0,-15,-22365,-129149,0,-1926138,421398,1,-138495940,-28
8447,8447,0,57,129148,-22365,0,-1830598,958804,1,-133426854,-32
8448,8448,0,50,22364,129148,0,-1662288,1360822,1,-103046474,-25
8449,8449,0,-82,-129149,22364,0,-1507345,1770646,1,-60869516,-16
8450,8450,0,30,-22365,-129149,0,-1447926,2031153,1,-15069006,-20
8451,8451,0,-95,129148,-22365,0,-1408076,1882937,1,37307928,-12
8452,8452,0,82,22364,129148,0,-1380470,1488946,1,102104398,-16
8453,8453,0,88,-129149,22364,0,-1368029,906781,1,160483486,-24
8454,8454,0,63,-22365,-129149,0,-1501206,381295,1,149037684,-19
8455,8455,0,-15,129148,-22365,0,-1497153,-55835,1,59981480,-16
8456,8456,0,27,22364,129148,0,-1699585,-87126,1,-51666750,-28
8457,8457,0,22,-129149,22364,0,-1779404,355704,1,-147351294,-4
8458,8458,0,4,-22365,-129149,0,-1758207,1032366,1,-165929980,-16
8459,8459,0,15,129148,-22365,0,-1786858,1807157,1,-109202642,-18
8460,8460,0,-95,22364,129148,0,-1841902,2454540,1,-46944474,-18
8461,8461,0,-52,-129149,22364,0,-1826943,2886856,1,-1126378,-24
8462,8462,0,102,-22365,-129149,0,-1916076,2854918,1,35009854,-20
8463,8463,0,-24,129148,-22365,0,-2333879,2662779,1,68872224,-15
8464,8464,0,40,22364,129148,0,-2756720,2181216,1,102772790,-18
8465,8465,0,-110,-129149,22364,0,-2715191,1247160,1,130527014,-4
8466,8466,0,-66,-22365,-129149,0,-2443398,368111,1,137833406,-10
8467,8467,0,25,129148,-22365,0,-2368951,-301071,1,116228732,-26
8468,8468,0,75,22364,129148,0,-2093348,-672286,1,71153386,-16
8469,8469,0,38,-129149,22364,0,-1686417,-684261,1,5930844,-17
8470,8470,0,-12,-22365,-129149,0,-1394371,-214879,1,-86730132,-8
8471,8471,0,24,129148,-22365,0,-1225237,280040,1,-174968476,-19
8472,8472,0,-18,22364,129148,0,-1198739,618621,1,-152274544,-17
8473,8473,0,111,-129149,22364,0,-1298110,872346,1,-59016132,-9
8474,8474,0,40,-22365,-129149,0,-1583534,1049884,1,11025070,-9
8475,8475,0,-30,129148,-22365,0,-1839256,1048376,1,52983934,-37
8476,8476,0,-35,22364,129148,0,-2050152,846544,1,78497486,-17
8477,8477,0,85,-129149,22364,0,-2361899,476352,1,92460816,-14
8478,8478,0,114,-22365,-129149,0,-2450197,91251,1,94499800,-39
8479,8479,0,34,129148,-22365,0,-2415130,-232204,1,83152346,-24
8480,8480,0,-15,22364,129148,0,-2346093,-520315,1,59108382,-38
8481,8481,0,55,-129149,22364,0,-2240795,-751357,1,25484196,-7
8482,8482,0,124,-22365,-129149,0,-2218658,-766111,1,-12390624,-25
8483,8483,0,105,129148,-22365,0,-2226554,-632799,1,-46071834,-18
8484,8484,0,21,22364,129148,0,-2363670,-372409,1,-64515082,-25
8485,8485,0,-13,-129149,22364,0,-2422320,-96706,1,-62593536,-12
8486,8486,0,31,-22365,-129149,0,-2591979,238731,1,-46516356,-17
8487,8487,0,-25,129148,-22365,0,-2657292,487440,1,-26384920,-19
8488,8488,0,-4,22364,129148,0,-2501558,490318,1,-8117056,-27
8489,8489,0,79,-129149,22364,0,-2301071,436140,1,6388566,-20
8490,8490,0,-14,-22365,-129149,0,-2142668,322049,1,16112308,-24
8491,8491,0,55,129148,-22365,0,-1781564,176221,1,17947304,-13
8492,8492,0,-128,22364,129148,0,-1386247,75254,1,3030892,-25
8493,8493,0,47,-129149,22364,0,-1016321,133884,1,-42651680,-10
8494,8494,0,-7,-22365,-129149,0,-854328,309638,1,-104674892,-29
8495,8495,0,20,129148,-22365,0,-799995,418957,1,-103596260,-15
8496,8496,0,23,22364,129148,0,-997811,733648,1,-45443350,-21
8497,8497,0,-6,-129149,22364,0,-1332993,990108,1,-3678038,-18
8498,8498,0,32,-22365,-129149,0,-1762123,1302781,1,12376746,-13
8499,8499,0,-69,129148,-22365,0,-2183524,1600398,1,14896978,-10
8500,8500,0,7,22364,129148,0,-2477533,1736510,1,11594436,-22
8501,8501,0,13,-129149,22364,0,-2682517,1758271,1,6140868,-19
8502,8502,0,40,-22365,-129149,0,-2720084,1734961,1,819198,1
8503,8503,0,-49,129148,-22365,0,-2747619,1663365,1,-2126836,-25
8504,8504,0,-146,22364,129148,0,-2657821,1452958,1,4122,-25
8505,8505,0,137,-129149,22364,0,-2386820,1322162,1,10117954,-18
8506,8506,0,9,-22365,-129149,0,-2106500,1288613,1,29550066,-13
8507,8507,0,-17,129148,-22365,0,-2017940,1011441,1,55201822,-9
8508,8508,0,-59,22364,129148,0,-1931262,664818,1,76999708,-21
8509,8509,0,23,-129149,22364,0,-1928109,333364,1,82060862,-15
8510,8510,0,28,-22365,-129149,0,-1980752,7246,1,67230178,-25
8511,8511,0,-74,129148,-22365,0,-2056107,-199622,1,40561986,3
8512,8512,0,67,22364,129148,0,-2050045,-290012,1,10353324,-15
8513,8513,0,50,-129149,22364,0,-1951840,-243751,1,-19405314,-11
8514,8514,0,-13,-22365,-129149,0,-1856473,-117097,1,-44689716,-12
8515,8515,0,333,129148,-22365,0,-1772120,120693,1,-56786592,-17
8516,8516,0,42,22364,129148,0,-1596007,317429,1,-48484352,-29
8517,8517,0,63,-129149,22364,0,-1685568,379601,1,-26334934,-15
8518,8518,0,-51,-22365,-129149,0,-1739254,454654,1,-6061898,-18
8519,8519,0,17,129148,-22365,0,-1932486,570635,1,1425386,-20
8520,8520,0,-27,22364,129148,0,-2156013,707147,1,-4812768,-22
8521,8521,0,67,-129149,22364,0,-2262900,779392,1,-19593906,-12
8522,8522,0,-31,-22365,-129149,0,-2407950,843330,1,-35747552,-2
8523,8523,0,-4,129148,-22365,0,-2385667,945399,1,-45215948,-30
8524,8524,0,-42,22364,129148,0,-2260220,1010743,1,-41088182,-15
8525,8525,0,90,-129149,22364,0,-2203078,1107664,1,-21256868,-20
8526,8526,0,48,-22365,-129149,0,-2182264,1232223,1,11452226,-4
8527,8527,0,-49,129148,-22365,0,-2272426,1360336,1,51023868,-35
8528,8528,0,-32,22364,129148,0,-2395716,1191775,1,86837188,-14
8529,8529,0,72,-129149,22364,0,-2579062,601462,1,103329830,-27
8530,8530,0,94,-22365,-129149,0,-2867029,-63529,1,93194388,-18
