Sample in Buffer,Sample in Window,TRIGGER,top_i/ddc_branch_1_x7673,top_i/baseband_i[31:0],top_i/baseband_j[31:0]
21535,21535,0,1,-115127,28813
21536,21536,0,1,-151722,-2624
21537,21537,0,1,-153713,-39627
21538,21538,0,1,-122568,-67783
21539,21539,0,1,-70709,-78007
21540,21540,0,1,-16186,-69703
21541,21541,0,1,24095,-50216
21542,21542,0,1,39971,-31043
21543,21543,0,1,30543,-22693
21544,21544,0,1,3101,-30413
21545,21545,0,1,-30759,-52390
21546,21546,0,1,-59788,-80945
21547,21547,0,1,-76819,-105785
21548,21548,0,1,-80272,-118020
21549,21549,0,1,-73434,-113174
21550,21550,0,1,-62031,-92217
21551,21551,0,1,-51532,-60744
21552,21552,0,1,-45214,-26660
21553,21553,0,1,-43537,2413
21554,21554,0,1,-44760,21140
21555,21555,0,1,-46375,27265
21556,21556,0,1,-46390,21531
21557,21557,0,1,-44123,6696
21558,21558,0,1,-40317,-13372
21559,21559,0,1,-36572,-34616
21560,21560,0,1,-34693,-53277
21561,21561,0,1,-36043,-66364
21562,21562,0,1,-41261,-71900
21563,21563,0,1,-50014,-69275
21564,21564,0,1,-61164,-59465
21565,21565,0,1,-72859,-44932
21566,21566,0,1,-82810,-29039
21567,21567,0,1,-88612,-15245
21568,21568,0,1,-88383,-6196
21569,21569,0,1,-81286,-2966
21570,21570,0,1,-67967,-5033
21571,21571,0,1,-50638,-10693
21572,21572,0,1,-32715,-17893
21573,21573,0,1,-17963,-25035
21574,21574,0,1,-9521,-31492
21575,21575,0,1,-8971,-37461
21576,21576,0,1,-15956,-43509
21577,21577,0,1,-28353,-49715
21578,21578,0,1,-42913,-55371
21579,21579,0,1,-56207,-58950
21580,21580,0,1,-65472,-58745
21581,21581,0,1,-69164,-53685
21582,21582,0,1,-66996,-44148
21583,21583,0,1,-59819,-32184
21584,21584,0,1,-49117,-21093
21585,21585,0,1,-36690,-14432
21586,21586,0,1,-24315,-14858
21587,21587,0,1,-13579,-23187
21588,21588,0,1,-5633,-38030
21589,21589,0,1,-1103,-56179
21590,21590,0,1,40,-73402
21591,21591,0,1,-1599,-85689
21592,21592,0,1,-5030,-90266
21593,21593,0,1,-9286,-86241
21594,21594,0,1,-13667,-74721
21595,21595,0,1,-17964,-58516
21596,21596,0,1,-22222,-41248
21597,21597,0,1,-26337,-26398
21598,21598,0,1,-29465,-16223
21599,21599,0,1,-30003,-11042
21600,21600,0,1,-26026,-8930
21601,21601,0,1,-16155,-6273
21602,21602,0,1,-791,1030
21603,21603,0,1,17255,15780
21604,21604,0,1,32992,37922
21605,21605,0,1,40734,63724
21606,21606,0,1,36184,86357
21607,21607,0,1,18592,97918
21608,21608,0,1,-8394,92427
21609,21609,0,1,-37449,68577
21610,21610,0,1,-60033,31163
21611,21611,0,1,-69623,-9800
21612,21612,0,1,-64507,-42305
21613,21613,0,1,-48644,-56723
21614,21614,0,1,-30208,-49931
21615,21615,0,1,-18181,-27163
21616,21616,0,1,-18352,-689
21617,21617,0,1,-30616,14621
21618,21618,0,1,-48766,7166
21619,21619,0,1,-63175,-26413
21620,21620,0,1,-65213,-79239
21621,21621,0,1,-51550,-136190
21622,21622,0,1,-26296,-179289
21623,21623,0,1,78,-194437
21624,21624,0,1,14863,-176838
21625,21625,0,1,8675,-132860
21626,21626,0,1,-19983,-77529
21627,21627,0,1,-63226,-28702
21628,21628,0,1,-106196,-343
21629,21629,0,1,-132571,2460
21630,21630,0,1,-130936,-15400
21631,21631,0,1,-99462,-41881
21632,21632,0,1,-46920,-63357
21633,21633,0,1,10403,-70335
21634,21634,0,1,54665,-61005
21635,21635,0,1,72970,-41242
21636,21636,0,1,61801,-21411
21637,21637,0,1,27763,-11382
21638,21638,0,1,-15445,-16186
21639,21639,0,1,-52616,-34043
21640,21640,0,1,-72583,-57550
21641,21641,0,1,-71974,-77184
21642,21642,0,1,-55527,-85357
21643,21643,0,1,-33321,-79473
21644,21644,0,1,-16267,-62565
21645,21645,0,1,-11718,-41520
21646,21646,0,1,-20842,-23802
21647,21647,0,1,-38717,-14403
21648,21648,0,1,-56842,-14037
21649,21649,0,1,-66686,-19493
21650,21650,0,1,-63041,-25565
21651,21651,0,1,-45829,-27693
21652,21652,0,1,-20011,-23951
21653,21653,0,1,6490,-15696
21654,21654,0,1,25476,-6817
21655,21655,0,1,31120,-1832
21656,21656,0,1,21495,-3990
21657,21657,0,1,-1128,-14002
21658,21658,0,1,-31359,-29938
21659,21659,0,1,-62407,-47998
21660,21660,0,1,-87985,-63991
21661,21661,0,1,-103759,-74627
21662,21662,0,1,-108017,-78412
21663,21663,0,1,-101534,-75715
21664,21664,0,1,-86979,-68420
21665,21665,0,1,-67894,-59137
21666,21666,0,1,-47731,-50527
21667,21667,0,1,-29239,-44684
21668,21668,0,1,-14211,-42922
21669,21669,0,1,-3527,-45586
21670,21670,0,1,2530,-52168
21671,21671,0,1,3934,-61316
21672,21672,0,1,940,-71166
21673,21673,0,1,-5976,-79576
21674,21674,0,1,-15827,-84584
21675,21675,0,1,-26991,-84724
21676,21676,0,1,-37363,-79394
21677,21677,0,1,-44893,-68926
21678,21678,0,1,-48248,-54681
21679,21679,0,1,-47535,-38907
21680,21680,0,1,-44420,-24538
21681,21681,0,1,-41612,-14858
21682,21682,0,1,-41638,-12988
21683,21683,0,1,-45394,-21056
21684,21684,0,1,-51092,-39391
21685,21685,0,1,-54462,-65668
21686,21686,0,1,-50161,-94634
21687,21687,0,1,-34292,-118693
21688,21688,0,1,-7068,-129631
21689,21689,0,1,25642,-121000
21690,21690,0,1,53085,-90798
21691,21691,0,1,62698,-43244
21692,21692,0,1,44968,11277
21693,21693,0,1,-1769,58432
21694,21694,0,1,-68560,84114
21695,21695,0,1,-136724,79327
21696,21696,0,1,-182792,44032
21697,21697,0,1,-186318,-11720
21698,21698,0,1,-137860,-70117
21699,21699,0,1,-44146,-111132
21700,21700,0,1,72024,-119649
21701,21701,0,1,177564,-91493
21702,21702,0,1,239450,-36070
21703,21703,0,1,235951,25695
21704,21704,0,1,164894,68067
21705,21705,0,1,45739,69609
21706,21706,0,1,-85796,21689
21707,21707,0,1,-189002,-67051
21708,21708,0,1,-231710,-172121
21709,21709,0,1,-201211,-260607
21710,21710,0,1,-108708,-302204
21711,21711,0,1,14392,-280090
21712,21712,0,1,127106,-197591
21713,21713,0,1,192891,-78137
21714,21714,0,1,191882,41810
21715,21715,0,1,127154,124754
21716,21716,0,1,22898,144757
21717,21717,0,1,-84694,96287
21718,21718,0,1,-160386,-3936
21719,21719,0,1,-182011,-122725
21720,21720,0,1,-147453,-221756
21721,21721,0,1,-74213,-270478
21722,21722,0,1,7940,-256042
21723,21723,0,1,68271,-186785
21724,21724,0,1,85991,-88298
21725,21725,0,1,57103,6222
21726,21726,0,1,-5307,67608
21727,21727,0,1,-76896,80213
21728,21728,0,1,-131447,45982
21729,21729,0,1,-150360,-17926
21730,21730,0,1,-128603,-86620
21731,21731,0,1,-75555,-136852
21732,21732,0,1,-10645,-154687
21733,21733,0,1,44047,-139168
21734,21734,0,1,71422,-100734
21735,21735,0,1,64406,-55889
21736,21736,0,1,26996,-20254
21737,21737,0,1,-28404,-3115
21738,21738,0,1,-86195,-5118
21739,21739,0,1,-132799,-19684
21740,21740,0,1,-160194,-36845
21741,21741,0,1,-166815,-47986
21742,21742,0,1,-156053,-49050
21743,21743,0,1,-133497,-41603
21744,21744,0,1,-104450,-31231
21745,21745,0,1,-72502,-24554
21746,21746,0,1,-39736,-26149
21747,21747,0,1,-7958,-36800
21748,21748,0,1,20021,-53401
21749,21749,0,1,40013,-70607
21750,21750,0,1,47224,-83056
21751,21751,0,1,38194,-87420
21752,21752,0,1,12777,-83279
21753,21753,0,1,-24638,-72878
21754,21754,0,1,-65517,-59730
21755,21755,0,1,-99072,-47167
21756,21756,0,1,-115513,-37201
21757,21757,0,1,-109015,-30184
21758,21758,0,1,-79856,-25287
21759,21759,0,1,-34606,-21418
21760,21760,0,1,15492,-18056
21761,21761,0,1,57724,-15648
21762,21762,0,1,81428,-15519
21763,21763,0,1,80920,-19205
21764,21764,0,1,56810,-27602
21765,21765,0,1,15629,-40335
21766,21766,0,1,-32348,-55539
21767,21767,0,1,-75994,-70139
21768,21768,0,1,-106381,-80631
21769,21769,0,1,-118779,-84031
21770,21770,0,1,-113378,-78811
21771,21771,0,1,-94518,-65461
21772,21772,0,1,-68874,-46465
21773,21773,0,1,-43252,-25739
21774,21774,0,1,-22739,-7626
21775,21775,0,1,-9758,4315
21776,21776,0,1,-4169,8264
21777,21777,0,1,-4207,4548
21778,21778,0,1,-7764,-4569
21779,21779,0,1,-13396,-15822
21780,21780,0,1,-20719,-26111
21781,21781,0,1,-30011,-33460
21782,21782,0,1,-41263,-37458
21783,21783,0,1,-53375,-38960
21784,21784,0,1,-63894,-39238
21785,21785,0,1,-69564,-38917
21786,21786,0,1,-67485,-37427
21787,21787,0,1,-56649,-33286
21788,21788,0,1,-38782,-24989
21789,21789,0,1,-18310,-12289
21790,21790,0,1,-963,2934
21791,21791,0,1,8112,16718
21792,21792,0,1,6261,24400
21793,21793,0,1,-5638,22532
21794,21794,0,1,-23539,10788
21795,21795,0,1,-41849,-7377
21796,21796,0,1,-55667,-25547
21797,21797,0,1,-62518,-36727
21798,21798,0,1,-63088,-36366
21799,21799,0,1,-60379,-24647
21800,21800,0,1,-57914,-7008
21801,21801,0,1,-57756,7575
21802,21802,0,1,-59343,10017
21803,21803,0,1,-59826,-5065
21804,21804,0,1,-55646,-36784
21805,21805,0,1,-44786,-77693
21806,21806,0,1,-28482,-116249
21807,21807,0,1,-11456,-140991
21808,21808,0,1,-385,-144834
21809,21809,0,1,-1293,-127753
21810,21810,0,1,-16772,-96740
21811,21811,0,1,-44457,-63150
21812,21812,0,1,-77456,-38540
21813,21813,0,1,-106560,-30537
21814,21814,0,1,-123530,-40464
21815,21815,0,1,-123935,-63324
21816,21816,0,1,-108560,-90146
21817,21817,0,1,-82868,-111421
21818,21818,0,1,-54701,-120385
21819,21819,0,1,-31320,-114804
21820,21820,0,1,-17019,-97003
21821,21821,0,1,-12220,-72354
21822,21822,0,1,-14172,-46983
21823,21823,0,1,-18785,-25878
21824,21824,0,1,-22706,-11825
21825,21825,0,1,-24678,-5344
21826,21826,0,1,-25709,-5416
21827,21827,0,1,-28017,-10354
21828,21828,0,1,-33615,-18554
21829,21829,0,1,-43077,-28664
21830,21830,0,1,-55040,-39594
21831,21831,0,1,-66764,-50320
21832,21832,0,1,-75190,-59865
21833,21833,0,1,-78255,-67257
21834,21834,0,1,-75432,-71658
21835,21835,0,1,-67755,-72460
21836,21836,0,1,-57034,-69240
21837,21837,0,1,-45007,-61585
21838,21838,0,1,-32523,-49139
21839,21839,0,1,-19514,-31910
21840,21840,0,1,-5526,-10676
21841,21841,0,1,9547,12540
21842,21842,0,1,24736,34287
21843,21843,0,1,37696,50124
21844,21844,0,1,45116,55647
21845,21845,0,1,43705,47915
21846,21846,0,1,31345,26757
21847,21847,0,1,8067,-4632
21848,21848,0,1,-23490,-40032
21849,21849,0,1,-58372,-71630
21850,21850,0,1,-90256,-92040
21851,21851,0,1,-112833,-96424
21852,21852,0,1,-121387,-83921
21853,21853,0,1,-113974,-57941
21854,21854,0,1,-92002,-25215
21855,21855,0,1,-60000,6104
21856,21856,0,1,-24643,28665
21857,21857,0,1,6889,37912
21858,21858,0,1,28656,33128
21859,21859,0,1,37360,17441
21860,21860,0,1,33070,-3300
21861,21861,0,1,19001,-22288
21862,21862,0,1,421,-33670
21863,21863,0,1,-17067,-34022
21864,21864,0,1,-29115,-23118
21865,21865,0,1,-33844,-3779
21866,21866,0,1,-32197,19064
21867,21867,0,1,-27267,39770
21868,21868,0,1,-23059,53427
21869,21869,0,1,-22896,56873
21870,21870,0,1,-28282,49340
21871,21871,0,1,-38360,32371
21872,21872,0,1,-50360,9181
21873,21873,0,1,-60612,-16181
21874,21874,0,1,-65973,-39861
21875,21875,0,1,-64903,-58938
21876,21876,0,1,-57904,-71904
21877,21877,0,1,-47356,-78783
21878,21878,0,1,-36542,-80742
21879,21879,0,1,-28582,-79627
21880,21880,0,1,-25372,-77338
21881,21881,0,1,-27111,-75352
21882,21882,0,1,-32401,-74293
21883,21883,0,1,-38800,-73921
21884,21884,0,1,-43690,-73295
21885,21885,0,1,-45139,-71188
21886,21886,0,1,-42457,-66639
21887,21887,0,1,-36289,-59382
21888,21888,0,1,-28301,-50242
21889,21889,0,1,-20649,-41044
21890,21890,0,1,-15308,-34134
21891,21891,0,1,-13643,-31645
21892,21892,0,1,-16056,-34768
21893,21893,0,1,-22055,-43163
21894,21894,0,1,-30415,-54633
21895,21895,0,1,-39428,-65590
21896,21896,0,1,-47356,-71870
21897,21897,0,1,-52712,-69885
21898,21898,0,1,-54598,-57735
21899,21899,0,1,-52694,-35915
21900,21900,0,1,-47330,-7507
21901,21901,0,1,-39260,22475
21902,21902,0,1,-29503,48341
21903,21903,0,1,-19086,65180
21904,21904,0,1,-8931,70073
21905,21905,0,1,81,62797
21906,21906,0,1,7145,45790
21907,21907,0,1,11536,23324
21908,21908,0,1,12631,325
21909,21909,0,1,10088,-18902
21910,21910,0,1,4034,-31448
21911,21911,0,1,-4703,-36260
21912,21912,0,1,-14670,-33944
21913,21913,0,1,-23914,-26239
21914,21914,0,1,-30418,-15426
21915,21915,0,1,-32564,-3826
21916,21916,0,1,-29660,6382
21917,21917,0,1,-22221,13377
21918,21918,0,1,-12008,15655
21919,21919,0,1,-1760,12197
21920,21920,0,1,5392,2696
21921,21921,0,1,6556,-12212
21922,21922,0,1,-141,-30872
21923,21923,0,1,-15052,-50680
21924,21924,0,1,-36663,-68562
21925,21925,0,1,-61821,-81691
21926,21926,0,1,-86230,-88129
21927,21927,0,1,-105445,-87321
21928,21928,0,1,-115916,-80277
21929,21929,0,1,-115962,-69355
21930,21930,0,1,-106195,-57724
21931,21931,0,1,-89240,-48713
21932,21932,0,1,-68802,-45035
21933,21933,0,1,-48354,-48178
21934,21934,0,1,-29935,-57986
21935,21935,0,1,-13685,-72506
21936,21936,0,1,1733,-88228
21937,21937,0,1,17872,-100916
21938,21938,0,1,34934,-106663
21939,21939,0,1,50668,-103202
21940,21940,0,1,60539,-90858
21941,21941,0,1,59248,-72777
21942,21942,0,1,42978,-54264
21943,21943,0,1,11816,-41033
21944,21944,0,1,-29122,-37119
21945,21945,0,1,-70479,-43176
21946,21946,0,1,-101374,-55875
21947,21947,0,1,-113135,-68787
21948,21948,0,1,-102556,-74838
21949,21949,0,1,-73419,-69237
21950,21950,0,1,-35370,-51788
21951,21951,0,1,-542,-27607
21952,21952,0,1,20933,-5694
21953,21953,0,1,24596,4152
21954,21954,0,1,13100,-4862
21955,21955,0,1,-5136,-33643
21956,21956,0,1,-19670,-76345
21957,21957,0,1,-22442,-122049
21958,21958,0,1,-11165,-158215
21959,21959,0,1,9799,-174686
21960,21960,0,1,31379,-166864
21961,21961,0,1,43560,-136836
21962,21962,0,1,39544,-92148
21963,21963,0,1,18498,-42978
21964,21964,0,1,-14143,1141
21965,21965,0,1,-48856,33641
21966,21966,0,1,-75747,51806
21967,21967,0,1,-88061,56119
21968,21968,0,1,-84343,48672
21969,21969,0,1,-68448,31777
21970,21970,0,1,-47698,7283
21971,21971,0,1,-29932,-22975
21972,21972,0,1,-20818,-56386
21973,21973,0,1,-22417,-88774
21974,21974,0,1,-33105,-114544
21975,21975,0,1,-48947,-127751
21976,21976,0,1,-65350,-124007
21977,21977,0,1,-78714,-102309
21978,21978,0,1,-87131,-65939
21979,21979,0,1,-90288,-22171
21980,21980,0,1,-88795,19464
21981,21981,0,1,-83474,49627
21982,21982,0,1,-74831,61718
21983,21983,0,1,-63023,53491
21984,21984,0,1,-48331,27401
21985,21985,0,1,-31530,-10231
21986,21986,0,1,-14249,-51014
21987,21987,0,1,1151,-86596
21988,21988,0,1,11891,-110414
21989,21989,0,1,15517,-118762
21990,21990,0,1,10519,-111291
21991,21991,0,1,-3176,-90623
21992,21992,0,1,-23999,-61609
21993,21993,0,1,-48863,-30364
21994,21994,0,1,-73641,-3126
21995,21995,0,1,-93894,14856
21996,21996,0,1,-105690,20272
21997,21997,0,1,-106483,12369
21998,21998,0,1,-95815,-6882
21999,21999,0,1,-75578,-33194
22000,22000,0,1,-49853,-60940
22001,22001,0,1,-24216,-84464
22002,22002,0,1,-4558,-99374
22003,22003,0,1,4265,-103545
22004,22004,0,1,-426,-97462
22005,22005,0,1,-18421,-83932
22006,22006,0,1,-46618,-67115
22007,22007,0,1,-79770,-51409
22008,22008,0,1,-111754,-40384
22009,22009,0,1,-136938,-35995
22010,22010,0,1,-151325,-38376
22011,22011,0,1,-153186,-46068
22012,22012,0,1,-143085,-56526
22013,22013,0,1,-123326,-66684
22014,22014,0,1,-97146,-73648
22015,22015,0,1,-67985,-75200
22016,22016,0,1,-38942,-70268
22017,22017,0,1,-12570,-59218
22018,22018,0,1,9203,-43952
22019,22019,0,1,24915,-27633
22020,22020,0,1,33609,-13868
22021,22021,0,1,34890,-5768
22022,22022,0,1,29054,-4834
22023,22023,0,1,17132,-10269
22024,22024,0,1,813,-18959
22025,22025,0,1,-17702,-26415
22026,22026,0,1,-36054,-28344
22027,22027,0,1,-51980,-22328
22028,22028,0,1,-63564,-8958
22029,22029,0,1,-69429,8016
22030,22030,0,1,-68898,22771
22031,22031,0,1,-62185,29475
22032,22032,0,1,-50420,24406
22033,22033,0,1,-35697,7376
22034,22034,0,1,-20863,-18046
22035,22035,0,1,-9021,-45791
22036,22036,0,1,-2784,-69356
22037,22037,0,1,-3585,-84067
22038,22038,0,1,-11271,-88424
22039,22039,0,1,-24074,-84154
22040,22040,0,1,-39269,-75120
22041,22041,0,1,-54003,-65597
22042,22042,0,1,-66178,-58592
22043,22043,0,1,-74909,-54946
22044,22044,0,1,-80319,-53524
22045,22045,0,1,-82937,-52233
22046,22046,0,1,-82989,-49245
22047,22047,0,1,-79914,-44003
22048,22048,0,1,-72484,-37410
22049,22049,0,1,-59574,-31484
22050,22050,0,1,-41166,-28441
22051,22051,0,1,-19014,-29843
22052,22052,0,1,3317,-36111
22053,22053,0,1,21256,-46442
22054,22054,0,1,30627,-59059
22055,22055,0,1,29045,-71566
22056,22056,0,1,16715,-81312
22057,22057,0,1,-3616,-85709
22058,22058,0,1,-27618,-82660
22059,22059,0,1,-50695,-71000
22060,22060,0,1,-69271,-51138
22061,22061,0,1,-81435,-25431
22062,22062,0,1,-86752,1728
22063,22063,0,1,-85675,24619
22064,22064,0,1,-78786,37516
22065,22065,0,1,-66459,36424
22066,22066,0,1,-49063,20488
22067,22067,0,1,-27606,-7418
22068,22068,0,1,-4368,-41249
22069,22069,0,1,17019,-73512
22070,22070,0,1,32215,-97518
22071,22071,0,1,37346,-109400
22072,22072,0,1,30436,-109028
22073,22073,0,1,12343,-99711
22074,22074,0,1,-13197,-86586
22075,22075,0,1,-40491,-74498
22076,22076,0,1,-63475,-66208
22077,22077,0,1,-77371,-61561
22078,22078,0,1,-79846,-57944
22079,22079,0,1,-71357,-51875
22080,22080,0,1,-54725,-40845
22081,22081,0,1,-34020,-24827
22082,22082,0,1,-13439,-6721
22083,22083,0,1,3603,8513
22084,22084,0,1,14836,15576
22085,22085,0,1,19174,10948
22086,22086,0,1,16535,-5698
22087,22087,0,1,7569,-31040
22088,22088,0,1,-6453,-58971
22089,22089,0,1,-23669,-82437
22090,22090,0,1,-41683,-95590
22091,22091,0,1,-57867,-95506
22092,22092,0,1,-69718,-82823
22093,22093,0,1,-75440,-61212
22094,22094,0,1,-74382,-35954
22095,22095,0,1,-67290,-12098
22096,22096,0,1,-56193,7034
22097,22097,0,1,-43928,20394
22098,22098,0,1,-33429,28854
22099,22099,0,1,-27014,34125
22100,22100,0,1,-25798,37477
22101,22101,0,1,-29409,38924
22102,22102,0,1,-36166,37145
22103,22103,0,1,-43553,30229
22104,22104,0,1,-48992,16884
22105,22105,0,1,-50603,-2574
22106,22106,0,1,-47731,-25884
22107,22107,0,1,-41141,-49196
22108,22108,0,1,-32746,-68208
22109,22109,0,1,-24860,-79431
22110,22110,0,1,-19446,-81241
22111,22111,0,1,-17470,-74039
22112,22112,0,1,-18731,-59870
22113,22113,0,1,-22101,-41579
22114,22114,0,1,-26144,-22097
22115,22115,0,1,-29840,-3930
22116,22116,0,1,-32842,10832
22117,22117,0,1,-35500,20310
22118,22118,0,1,-38372,22870
22119,22119,0,1,-41695,17403
22120,22120,0,1,-45060,3953
22121,22121,0,1,-47557,-15664
22122,22122,0,1,-48183,-37707
22123,22123,0,1,-46524,-57245
22124,22124,0,1,-43064,-69381
22125,22125,0,1,-39047,-70914
22126,22126,0,1,-35841,-61460
22127,22127,0,1,-34069,-43750
22128,22128,0,1,-33307,-22497
22129,22129,0,1,-32235,-2710
22130,22130,0,1,-29579,12080
22131,22131,0,1,-25179,20797
22132,22132,0,1,-20687,24618
22133,22133,0,1,-19214,25792
22134,22134,0,1,-24043,25970
22135,22135,0,1,-36749,25197
22136,22136,0,1,-55724,21744
22137,22137,0,1,-75958,13266
22138,22138,0,1,-90428,-1605
22139,22139,0,1,-92814,-21977
22140,22140,0,1,-80419,-44509
22141,22141,0,1,-56044,-64530
22142,22142,0,1,-27680,-77957
22143,22143,0,1,-5912,-83158
22144,22144,0,1,73,-81723
22145,22145,0,1,-13745,-77652
22146,22146,0,1,-44119,-75326
22147,22147,0,1,-81286,-77250
22148,22148,0,1,-112223,-82552
22149,22149,0,1,-125365,-87197
22150,22150,0,1,-114730,-85838
22151,22151,0,1,-82066,-74499
22152,22152,0,1,-36161,-52784
22153,22153,0,1,10310,-24736
22154,22154,0,1,45010,2367
22155,22155,0,1,59778,20688
22156,22156,0,1,52546,24905
22157,22157,0,1,27168,14337
22158,22158,0,1,-8767,-6771
22159,22159,0,1,-46665,-30844
22160,22160,0,1,-79383,-49940
22161,22161,0,1,-102434,-58600
22162,22162,0,1,-114060,-55728
22163,22163,0,1,-114347,-44502
22164,22164,0,1,-104282,-30836
22165,22165,0,1,-85327,-20804
22166,22166,0,1,-59439,-18414
22167,22167,0,1,-29518,-24329
22168,22168,0,1,495,-36054
22169,22169,0,1,25819,-49310
22170,22170,0,1,41875,-59804
22171,22171,0,1,45606,-64785
22172,22172,0,1,36551,-63682
22173,22173,0,1,17318,-57957
22174,22174,0,1,-6932,-50014
22175,22175,0,1,-29745,-42232
22176,22176,0,1,-45150,-36075
22177,22177,0,1,-49195,-31778
22178,22178,0,1,-40926,-28667
22179,22179,0,1,-22428,-25729
22180,22180,0,1,1858,-22252
22181,22181,0,1,26548,-18227
22182,22182,0,1,46675,-14471
22183,22183,0,1,58828,-12333
22184,22184,0,1,61766,-13193
22185,22185,0,1,56340,-17970
22186,22186,0,1,44860,-26698
22187,22187,0,1,30188,-38332
22188,22188,0,1,14833,-50933
22189,22189,0,1,434,-62019
22190,22190,0,1,-12399,-69178
22191,22191,0,1,-23800,-70648
22192,22192,0,1,-34096,-65858
22193,22193,0,1,-43373,-55509
22194,22194,0,1,-51225,-41523
22195,22195,0,1,-56989,-26669
22196,22196,0,1,-60131,-13900
22197,22197,0,1,-60764,-5742
22198,22198,0,1,-59688,-3799
22199,22199,0,1,-58300,-8504
22200,22200,0,1,-57942,-19005
22201,22201,0,1,-59173,-33499
22202,22202,0,1,-61326,-49632
22203,22203,0,1,-62507,-64993
22204,22204,0,1,-60297,-77546
22205,22205,0,1,-52711,-85976
22206,22206,0,1,-39375,-89888
22207,22207,0,1,-22168,-89683
22208,22208,0,1,-4973,-86472
22209,22209,0,1,7306,-81692
22210,22210,0,1,10316,-76838
22211,22211,0,1,1819,-73067
22212,22212,0,1,-17209,-70902
22213,22213,0,1,-42563,-70193
22214,22214,0,1,-67886,-70077
22215,22215,0,1,-86434,-69235
22216,22216,0,1,-93024,-66222
22217,22217,0,1,-85499,-59954
22218,22218,0,1,-65355,-50100
22219,22219,0,1,-37203,-37364
22220,22220,0,1,-7426,-23530
22221,22221,0,1,17514,-11208
22222,22222,0,1,32679,-3451
22223,22223,0,1,35646,-3011
22224,22224,0,1,26820,-11642
22225,22225,0,1,8900,-29532
22226,22226,0,1,-13975,-54959
22227,22227,0,1,-37367,-84428
22228,22228,0,1,-57352,-113199
22229,22229,0,1,-71210,-136214
22230,22230,0,1,-77643,-149035
22231,22231,0,1,-76700,-148835
22232,22232,0,1,-69574,-134962
22233,22233,0,1,-58240,-109120
22234,22234,0,1,-45152,-75069
22235,22235,0,1,-32722,-37990
22236,22236,0,1,-22928,-3665
22237,22237,0,1,-16977,22515
22238,22238,0,1,-15029,36432
22239,22239,0,1,-16269,35952
22240,22240,0,1,-19155,21352
22241,22241,0,1,-22041,-4635
22242,22242,0,1,-23665,-37120
22243,22243,0,1,-23626,-69924
22244,22244,0,1,-22542,-96644
22245,22245,0,1,-21877,-111963
22246,22246,0,1,-23422,-112805
22247,22247,0,1,-28633,-99175
22248,22248,0,1,-38060,-74302
22249,22249,0,1,-50960,-43984
22250,22250,0,1,-65303,-15274
22251,22251,0,1,-78183,5286
22252,22252,0,1,-86545,13250
22253,22253,0,1,-88050,7501
22254,22254,0,1,-81589,-9529
22255,22255,0,1,-67714,-32568
22256,22256,0,1,-48489,-54953
22257,22257,0,1,-27049,-70386
22258,22258,0,1,-6841,-74483
22259,22259,0,1,9066,-65887
22260,22260,0,1,18501,-46419
22261,22261,0,1,20499,-20377
22262,22262,0,1,15240,6664
22263,22263,0,1,3901,29249
22264,22264,0,1,-11776,43340
22265,22265,0,1,-29752,47131
22266,22266,0,1,-47818,41155
22267,22267,0,1,-63892,27819
22268,22268,0,1,-76021,10611
22269,22269,0,1,-82627,-6843
22270,22270,0,1,-82784,-21632
22271,22271,0,1,-76584,-32095
22272,22272,0,1,-65401,-37857
22273,22273,0,1,-51811,-39647
22274,22274,0,1,-39255,-38808
22275,22275,0,1,-31297,-36848
22276,22276,0,1,-30666,-35024
22277,22277,0,1,-38291,-34128
22278,22278,0,1,-52937,-34597
22279,22279,0,1,-71351,-36552
22280,22280,0,1,-89112,-40028
22281,22281,0,1,-101837,-45060
22282,22282,0,1,-106550,-51731
22283,22283,0,1,-102580,-59942
22284,22284,0,1,-91651,-69206
22285,22285,0,1,-77328,-78531
22286,22286,0,1,-63875,-86338
22287,22287,0,1,-54863,-90731
22288,22288,0,1,-52105,-90007
22289,22289,0,1,-55189,-83302
22290,22290,0,1,-61755,-71121
22291,22291,0,1,-68195,-55633
22292,22292,0,1,-70794,-40419
22293,22293,0,1,-66711,-29680
22294,22294,0,1,-54807,-26966
22295,22295,0,1,-35897,-33953
22296,22296,0,1,-12747,-49647
22297,22297,0,1,10470,-70245
22298,22298,0,1,28940,-90049
22299,22299,0,1,38227,-103055
22300,22300,0,1,35331,-104856
22301,22301,0,1,19675,-94141
22302,22302,0,1,-6474,-73270
22303,22303,0,1,-38127,-47530
22304,22304,0,1,-68546,-23560
22305,22305,0,1,-90898,-7214
22306,22306,0,1,-100145,-1765
22307,22307,0,1,-94593,-7017
22308,22308,0,1,-76511,-19799
22309,22309,0,1,-51635,-35266
22310,22310,0,1,-27473,-48612
22311,22311,0,1,-11177,-56561
22312,22312,0,1,-7435,-57952
22313,22313,0,1,-17359,-53550
22314,22314,0,1,-38489,-45123
22315,22315,0,1,-65813,-34629
22316,22316,0,1,-93439,-23621
22317,22317,0,1,-116157,-13288
22318,22318,0,1,-130473,-4666
22319,22319,0,1,-134820,989
22320,22320,0,1,-129485,2289
22321,22321,0,1,-115982,-1800
22322,22322,0,1,-96728,-11291
22323,22323,0,1,-74719,-24597
22324,22324,0,1,-53363,-38676
22325,22325,0,1,-36096,-49713
22326,22326,0,1,-25801,-54409
