Sample in Buffer,Sample in Window,TRIGGER,top_i/ddc_branch_1_x7673,top_i/baseband_i[31:0],top_i/baseband_j[31:0]
164,164,0,1,-54318,-28599
165,165,0,1,-42824,-44430
166,166,0,1,-31240,-66427
167,167,0,1,-21241,-90922
168,168,0,1,-14607,-112127
169,169,0,1,-13445,-124005
170,170,0,1,-19965,-122362
171,171,0,1,-35393,-106682
172,172,0,1,-58740,-80627
173,173,0,1,-85933,-50987
174,174,0,1,-110280,-25372
175,175,0,1,-124226,-9452
176,176,0,1,-122112,-5027
177,177,0,1,-102782,-9544
178,178,0,1,-70757,-17479
179,179,0,1,-35267,-22877
180,180,0,1,-7185,-22167
181,181,0,1,5097,-15698
182,182,0,1,-783,-7554
183,183,0,1,-19831,-3594
184,184,0,1,-41246,-8708
185,185,0,1,-52570,-24443
186,186,0,1,-44623,-47913
187,187,0,1,-15485,-72816
188,188,0,1,28261,-91753
189,189,0,1,73556,-99051
190,190,0,1,105498,-92879
191,191,0,1,112804,-75809
192,192,0,1,91931,-53698
193,193,0,1,48459,-33415
194,194,0,1,-4973,-20532
195,195,0,1,-53076,-17737
196,196,0,1,-83137,-24558
197,197,0,1,-88971,-38174
198,198,0,1,-72497,-54896
199,199,0,1,-42338,-71382
200,200,0,1,-10326,-85367
201,201,0,1,12710,-95573
202,202,0,1,20334,-101290
203,203,0,1,12084,-101846
204,204,0,1,-7155,-96587
205,205,0,1,-29562,-85153
206,206,0,1,-47323,-67923
207,207,0,1,-55343,-46430
208,208,0,1,-52574,-23327
209,209,0,1,-41968,-1854
210,210,0,1,-28869,14954
211,211,0,1,-18878,24952
212,212,0,1,-15771,27273
213,213,0,1,-20192,22205
214,214,0,1,-29571,10823
215,215,0,1,-39251,-5600
216,216,0,1,-44248,-25852
217,217,0,1,-41126,-48891
218,218,0,1,-29363,-73465
219,219,0,1,-11615,-97791
220,220,0,1,6977,-119343
221,221,0,1,20493,-135158
222,222,0,1,23980,-142352
223,223,0,1,15089,-138854
224,224,0,1,-5234,-124166
225,225,0,1,-33050,-99597
226,226,0,1,-62551,-68195
227,227,0,1,-87605,-34110
228,228,0,1,-103224,-1807
229,229,0,1,-106594,24750
230,230,0,1,-97370,42772
231,231,0,1,-77473,50978
232,232,0,1,-50405,49563
233,233,0,1,-20512,39985
234,234,0,1,7863,24612
235,235,0,1,30950,6397
236,236,0,1,46079,-11427
237,237,0,1,51910,-25663
238,238,0,1,48617,-33526
239,239,0,1,37688,-33153
240,240,0,1,21618,-24040
241,241,0,1,3384,-7523
242,242,0,1,-14241,13329
243,243,0,1,-29221,34151
244,244,0,1,-40605,50234
245,245,0,1,-48507,57618
246,246,0,1,-53815,54170
247,247,0,1,-57617,40260
248,248,0,1,-60669,18645
249,249,0,1,-63140,-6257
250,250,0,1,-64679,-29573
251,251,0,1,-64772,-47173
252,252,0,1,-63186,-56679
253,253,0,1,-60410,-57814
254,254,0,1,-57737,-52035
255,255,0,1,-56979,-41818
256,256,0,1,-59798,-29753
257,257,0,1,-67140,-18004
258,258,0,1,-78634,-7941
259,259,0,1,-92397,-317
260,260,0,1,-105343,4415
261,261,0,1,-113825,5936
262,262,0,1,-114521,4144
263,263,0,1,-105284,-632
264,264,0,1,-85788,-7282
265,265,0,1,-57771,-13748
266,266,0,1,-24763,-17442
267,267,0,1,8482,-15928
268,268,0,1,36882,-7903
269,269,0,1,56001,6020
270,270,0,1,62963,23065
271,271,0,1,57019,38851
272,272,0,1,39758,48563
273,273,0,1,14820,48512
274,274,0,1,-12832,37486
275,275,0,1,-37985,17308
276,276,0,1,-56315,-7469
277,277,0,1,-65253,-30909
278,278,0,1,-64446,-47460
279,279,0,1,-55649,-53637
280,280,0,1,-42031,-48966
281,281,0,1,-27181,-36006
282,282,0,1,-14241,-19437
283,283,0,1,-5182,-4386
284,284,0,1,-577,5117
285,285,0,1,116,7276
286,286,0,1,-1925,2785
287,287,0,1,-5569,-5671
288,288,0,1,-10108,-14585
289,289,0,1,-15419,-20961
290,290,0,1,-21766,-23252
291,291,0,1,-29417,-21722
292,292,0,1,-38230,-18093
293,293,0,1,-47410,-14705
294,294,0,1,-55570,-13571
295,295,0,1,-60984,-15664
296,296,0,1,-62036,-20691
297,297,0,1,-57665,-27439
298,298,0,1,-47771,-34455
299,299,0,1,-33426,-40824
300,300,0,1,-16857,-46676
301,301,0,1,-1114,-53185
302,302,0,1,10470,-62062
303,303,0,1,15105,-74592
304,304,0,1,11206,-90689
305,305,0,1,-970,-108231
306,306,0,1,-19190,-123273
307,307,0,1,-39587,-130884
308,308,0,1,-57486,-126694
309,309,0,1,-68528,-108461
310,310,0,1,-69784,-77269
311,311,0,1,-60610,-37691
312,312,0,1,-42880,3189
313,313,0,1,-20602,37598
314,314,0,1,1026,59236
315,315,0,1,16833,65010
316,316,0,1,22916,55765
317,317,0,1,17589,35752
318,318,0,1,1771,11032
319,319,0,1,-21329,-12489
320,320,0,1,-46986,-30698
321,321,0,1,-70003,-42086
322,322,0,1,-85985,-47497
323,323,0,1,-92318,-49013
324,324,0,1,-88673,-48597
325,325,0,1,-76967,-47179
326,326,0,1,-60839,-44449
327,327,0,1,-44653,-39432
328,328,0,1,-32422,-31597
329,329,0,1,-26794,-21692
330,330,0,1,-28537,-12080
331,331,0,1,-36478,-6259
332,332,0,1,-48010,-7654
333,333,0,1,-59891,-18291
334,334,0,1,-69172,-37819
335,335,0,1,-73901,-63262
336,336,0,1,-73548,-89646
337,337,0,1,-68948,-111260
338,338,0,1,-61929,-123215
339,339,0,1,-54692,-122668
340,340,0,1,-49142,-109547
341,341,0,1,-46386,-86482
342,342,0,1,-46386,-58084
343,343,0,1,-47996,-29834
344,344,0,1,-49321,-6871
345,345,0,1,-48238,7080
346,346,0,1,-43119,10431
347,347,0,1,-33493,3907
348,348,0,1,-20381,-9696
349,349,0,1,-6261,-26253
350,350,0,1,5475,-41351
351,351,0,1,11477,-51400
352,352,0,1,9525,-54427
353,353,0,1,-596,-50457
354,354,0,1,-16702,-41183
355,355,0,1,-34696,-29147
356,356,0,1,-49721,-16705
357,357,0,1,-57631,-5261
358,358,0,1,-56404,5011
359,359,0,1,-46835,14679
360,360,0,1,-32278,24171
361,361,0,1,-17436,32872
362,362,0,1,-6734,38758
363,363,0,1,-2848,38892
364,364,0,1,-5965,30633
365,365,0,1,-14029,13149
366,366,0,1,-24012,-11557
367,367,0,1,-33235,-38499
368,368,0,1,-40490,-60995
369,369,0,1,-46227,-72699
370,370,0,1,-51774,-69848
371,371,0,1,-57994,-52743
372,372,0,1,-64147,-25913
373,373,0,1,-67644,3283
374,374,0,1,-64869,27005
375,375,0,1,-52990,39455
376,376,0,1,-31809,38474
377,377,0,1,-4911,25901
378,378,0,1,20864,6540
379,379,0,1,37350,-13805
380,380,0,1,37935,-30158
381,381,0,1,20199,-39639
382,382,0,1,-12713,-41625
383,383,0,1,-52741,-37295
384,384,0,1,-89498,-28655
385,385,0,1,-113633,-17873
386,386,0,1,-119862,-7069
387,387,0,1,-108538,1424
388,388,0,1,-85187,4895
389,389,0,1,-58211,420
390,390,0,1,-35773,-14419
391,391,0,1,-23163,-40477
392,392,0,1,-21604,-75988
393,393,0,1,-28670,-116338
394,394,0,1,-40009,-154800
395,395,0,1,-51437,-184243
396,396,0,1,-60540,-199108
397,397,0,1,-67044,-196969
398,398,0,1,-72150,-179125
399,399,0,1,-77219,-149911
400,400,0,1,-82621,-115128
401,401,0,1,-87241,-80194
402,402,0,1,-88775,-48811
403,403,0,1,-84809,-22573
404,404,0,1,-73916,-1418
405,405,0,1,-56481,15232
406,406,0,1,-34786,27443
407,407,0,1,-12430,34322
408,408,0,1,6664,34376
409,409,0,1,19334,26388
410,410,0,1,23820,10493
411,411,0,1,20099,-11166
412,412,0,1,9607,-34542
413,413,0,1,-5135,-54620
414,414,0,1,-21244,-66813
415,415,0,1,-35929,-68218
416,416,0,1,-46959,-58508
417,417,0,1,-52930,-39928
418,418,0,1,-53475,-16702
419,419,0,1,-49209,6164
420,420,0,1,-41434,24011
421,421,0,1,-31824,33476
422,422,0,1,-21973,32989
423,423,0,1,-13125,22803
424,424,0,1,-6053,4704
425,425,0,1,-1192,-18512
426,426,0,1,1140,-43479
427,427,0,1,556,-66668
428,428,0,1,-3368,-84760
429,429,0,1,-10890,-95001
430,430,0,1,-21732,-95507
431,431,0,1,-34929,-85722
432,432,0,1,-48767,-66623
433,433,0,1,-61131,-40966
434,434,0,1,-70162,-13049
435,435,0,1,-74804,11928
436,436,0,1,-75227,28838
437,437,0,1,-72698,33751
438,438,0,1,-69220,24961
439,439,0,1,-66694,3688
440,440,0,1,-66253,-25951
441,441,0,1,-67894,-57720
442,442,0,1,-70646,-84576
443,443,0,1,-73057,-100218
444,444,0,1,-73834,-100632
445,445,0,1,-72428,-85017
446,446,0,1,-69080,-55942
447,447,0,1,-64522,-18740
448,448,0,1,-59317,19739
449,449,0,1,-53475,52725
450,450,0,1,-46257,74908
451,451,0,1,-36504,83404
452,452,0,1,-23400,78030
453,453,0,1,-7237,60971
454,454,0,1,10131,36080
455,455,0,1,25525,7914
456,456,0,1,35202,-19170
457,457,0,1,36029,-41499
458,458,0,1,26680,-56508
459,459,0,1,8251,-62823
460,460,0,1,-15881,-60332
461,461,0,1,-41018,-50072
462,462,0,1,-62366,-34206
463,463,0,1,-76528,-15853
464,464,0,1,-82240,1296
465,465,0,1,-80518,13532
466,466,0,1,-73968,17919
467,467,0,1,-65681,12987
468,468,0,1,-58165,-667
469,469,0,1,-52547,-20285
470,470,0,1,-48497,-41464
471,471,0,1,-44720,-59164
472,472,0,1,-39756,-68939
473,473,0,1,-32693,-68154
474,474,0,1,-23625,-56829
475,475,0,1,-13703,-37603
476,476,0,1,-4582,-14979
477,477,0,1,2072,5920
478,478,0,1,5107,20785
479,479,0,1,4021,27287
480,480,0,1,-997,25573
481,481,0,1,-9318,17897
482,482,0,1,-20132,7732
483,483,0,1,-32464,-1505
484,484,0,1,-45192,-7460
485,485,0,1,-56917,-9477
486,486,0,1,-66036,-8482
487,487,0,1,-71012,-6371
488,488,0,1,-70851,-5197
489,489,0,1,-65566,-6397
490,490,0,1,-56463,-10421
491,491,0,1,-46024,-16766
492,492,0,1,-37314,-24401
493,493,0,1,-32957,-32271
494,494,0,1,-34322,-39602
495,495,0,1,-40970,-45971
496,496,0,1,-50886,-51093
497,497,0,1,-61157,-54607
498,498,0,1,-69113,-56059
499,499,0,1,-73246,-54966
500,500,0,1,-73481,-51206
501,501,0,1,-70880,-45257
502,502,0,1,-66801,-38280
503,503,0,1,-62099,-31684
504,504,0,1,-56775,-26721
505,505,0,1,-50384,-23938
506,506,0,1,-42825,-23100
507,507,0,1,-35224,-23522
508,508,0,1,-30100,-24684
509,509,0,1,-30640,-26784
510,510,0,1,-39092,-30848
511,511,0,1,-55155,-38089
512,512,0,1,-75072,-48794
513,513,0,1,-92196,-61405
514,514,0,1,-99162,-72160
515,515,0,1,-90897,-76128
516,516,0,1,-67041,-69294
517,517,0,1,-32846,-50986
518,518,0,1,2332,-25446
519,519,0,1,28559,-1482
520,520,0,1,39347,10116
521,521,0,1,34486,741
522,522,0,1,20189,-31645
523,523,0,1,6414,-80219
524,524,0,1,2155,-130321
525,525,0,1,10950,-163830
526,526,0,1,28576,-165741
527,527,0,1,44408,-130407
528,528,0,1,45833,-64881
529,529,0,1,24192,12478
530,530,0,1,-20361,77809
531,531,0,1,-77541,110126
532,532,0,1,-129969,99098
533,533,0,1,-159601,49090
534,534,0,1,-154953,-22164
535,535,0,1,-116256,-89989
536,536,0,1,-56114,-131807
537,537,0,1,4685,-135257
538,538,0,1,44786,-102243
539,539,0,1,50231,-47657
540,540,0,1,19622,6902
541,541,0,1,-35457,41467
542,542,0,1,-94953,44908
543,543,0,1,-137858,18313
544,544,0,1,-149908,-26613
545,545,0,1,-128256,-73100
546,546,0,1,-81778,-106241
547,547,0,1,-26990,-118340
548,548,0,1,18524,-110876
549,549,0,1,42385,-92426
550,550,0,1,41184,-74116
551,551,0,1,20513,-64466
552,552,0,1,-8202,-66091
553,553,0,1,-32763,-75364
554,554,0,1,-44726,-84887
555,555,0,1,-41919,-87337
556,556,0,1,-28186,-78942
557,557,0,1,-10954,-61078
558,558,0,1,2276,-39391
559,559,0,1,6776,-21246
560,560,0,1,2032,-12614
561,561,0,1,-8802,-15772
562,562,0,1,-20713,-28684
563,563,0,1,-29164,-46185
564,564,0,1,-31877,-62172
565,565,0,1,-29372,-71971
566,566,0,1,-24234,-73681
567,567,0,1,-19657,-68334
568,568,0,1,-17843,-58920
569,569,0,1,-18981,-49066
570,570,0,1,-21264,-41685
571,571,0,1,-21716,-38324
572,572,0,1,-17606,-39153
573,573,0,1,-7855,-43397
574,574,0,1,6180,-49957
575,575,0,1,20960,-57647
576,576,0,1,31765,-65297
577,577,0,1,34331,-71602
578,578,0,1,26423,-75124
579,579,0,1,8852,-74386
580,580,0,1,-14578,-68312
581,581,0,1,-37983,-56695
582,582,0,1,-55158,-40639
583,583,0,1,-61460,-22492
584,584,0,1,-55156,-5450
585,585,0,1,-38038,7229
586,586,0,1,-14875,12994
587,587,0,1,7859,10821
588,588,0,1,23882,1416
589,589,0,1,28682,-13078
590,590,0,1,20764,-29596
591,591,0,1,1974,-45017
592,592,0,1,-22908,-56892
593,593,0,1,-47417,-63906
594,594,0,1,-64950,-65870
595,595,0,1,-70506,-63479
596,596,0,1,-62074,-57825
597,597,0,1,-41482,-50045
598,598,0,1,-14243,-41143
599,599,0,1,11561,-32075
600,600,0,1,27390,-23922
601,601,0,1,26768,-18148
602,602,0,1,7568,-16309
603,603,0,1,-26827,-19590
604,604,0,1,-67901,-28077
605,605,0,1,-104379,-40151
606,606,0,1,-125703,-52448
607,607,0,1,-125721,-60674
608,608,0,1,-105000,-60997
609,609,0,1,-70994,-51898
610,610,0,1,-35493,-35439
611,611,0,1,-10401,-17289
612,612,0,1,-3035,-5244
613,613,0,1,-13211,-6561
614,614,0,1,-33016,-24715
615,615,0,1,-49850,-57199
616,616,0,1,-51485,-95194
617,617,0,1,-31492,-125619
618,618,0,1,7491,-135429
619,619,0,1,53709,-116588
620,620,0,1,90235,-69914
621,621,0,1,101076,-6338
622,622,0,1,77653,55394
623,623,0,1,22756,94148
624,624,0,1,-49221,93249
625,625,0,1,-116363,46611
626,626,0,1,-156045,-37927
627,627,0,1,-152413,-139646
628,628,0,1,-101798,-230084
629,629,0,1,-14469,-281030
630,630,0,1,87896,-272903
631,631,0,1,178170,-201128
632,632,0,1,231179,-78336
633,633,0,1,230484,68020
634,634,0,1,172837,202429
635,635,0,1,69106,290475
636,636,0,1,-58343,307933
637,637,0,1,-180838,247472
638,638,0,1,-270211,121071
639,639,0,1,-305452,-42712
640,640,0,1,-277822,-205604
641,641,0,1,-193137,-329265
642,642,0,1,-70749,-385228
643,643,0,1,60867,-362217
644,644,0,1,171135,-268966
645,645,0,1,235138,-131778
646,646,0,1,240204,12763
647,647,0,1,189231,127812
648,648,0,1,99656,186205
649,649,0,1,-1760,177385
650,650,0,1,-87066,109419
651,651,0,1,-135388,5504
652,652,0,1,-138863,-103615
653,653,0,1,-104016,-188988
654,654,0,1,-48610,-231538
655,655,0,1,5250,-226283
656,656,0,1,39012,-181885
657,657,0,1,43727,-116086
658,658,0,1,22160,-48988
659,659,0,1,-13399,3383
660,660,0,1,-46744,32958
661,661,0,1,-64272,40185
662,662,0,1,-60047,31603
663,663,0,1,-37427,15874
664,664,0,1,-7057,35
665,665,0,1,17905,-12458
666,666,0,1,27091,-21812
667,667,0,1,16794,-30031
668,668,0,1,-9100,-38820
669,669,0,1,-40985,-48093
670,670,0,1,-67644,-55910
671,671,0,1,-80430,-59647
672,672,0,1,-76222,-57739
673,673,0,1,-57918,-50904
674,674,0,1,-32860,-42266
675,675,0,1,-9766,-36171
676,676,0,1,4400,-36214
677,677,0,1,6640,-43389
678,678,0,1,-1708,-55362
679,679,0,1,-16049,-66914
680,680,0,1,-30643,-71828
681,681,0,1,-40649,-65309
682,682,0,1,-43619,-45863
683,683,0,1,-39738,-16127
684,684,0,1,-31384,17709
685,685,0,1,-21800,47850
686,686,0,1,-13991,67188
687,687,0,1,-9816,71321
688,688,0,1,-9812,59766
689,689,0,1,-13340,35883
690,690,0,1,-19179,5652
691,691,0,1,-25987,-24102
692,692,0,1,-32727,-47579
693,693,0,1,-38642,-61369
694,694,0,1,-43236,-64999
695,695,0,1,-46128,-60600
696,696,0,1,-47011,-52014
697,697,0,1,-45725,-43347
698,698,0,1,-42552,-37749
699,699,0,1,-38304,-36504
700,700,0,1,-34273,-38718
701,701,0,1,-32038,-41776
702,702,0,1,-32863,-42258
703,703,0,1,-37167,-37209
704,704,0,1,-44179,-25314
705,705,0,1,-51906,-7494
706,706,0,1,-57614,13173
707,707,0,1,-58746,32183
708,708,0,1,-53921,44833
709,709,0,1,-43661,47661
710,710,0,1,-30478,39414
711,711,0,1,-18303,21429
712,712,0,1,-11287,-2653
713,713,0,1,-12431,-27770
714,714,0,1,-22509,-48710
715,715,0,1,-39752,-61286
716,716,0,1,-60342,-63219
717,717,0,1,-79611,-54501
718,718,0,1,-93543,-37263
719,719,0,1,-99960,-15305
720,720,0,1,-99137,6581
721,721,0,1,-93460,23552
722,722,0,1,-86398,31566
723,723,0,1,-81193,28137
724,724,0,1,-79762,13025
725,725,0,1,-82164,-11467
726,726,0,1,-86741,-40781
727,727,0,1,-90945,-68913
728,728,0,1,-92372,-89707
729,729,0,1,-89596,-98445
730,730,0,1,-82622,-93157
731,731,0,1,-72769,-75509
732,732,0,1,-62045,-50470
733,733,0,1,-52338,-25080
734,734,0,1,-44715,-6468
735,735,0,1,-39113,376
736,736,0,1,-34579,-5815
737,737,0,1,-29802,-22097
738,738,0,1,-23930,-42314
739,739,0,1,-17173,-59159
740,740,0,1,-10866,-66770
741,741,0,1,-7040,-62810
742,742,0,1,-7630,-49218
743,743,0,1,-13498,-31514
744,744,0,1,-23912,-16768
745,745,0,1,-36538,-10852
746,746,0,1,-48136,-16358
747,747,0,1,-55760,-31706
748,748,0,1,-57924,-51933
749,749,0,1,-55226,-70773
750,750,0,1,-50048,-83191
751,751,0,1,-45534,-87114
752,752,0,1,-44057,-83873
753,753,0,1,-46135,-76983
754,754,0,1,-50180,-70013
755,755,0,1,-53393,-64623
756,756,0,1,-53316,-59829
757,757,0,1,-49576,-52789
758,758,0,1,-44487,-40949
759,759,0,1,-42355,-24445
760,760,0,1,-47366,-7351
761,761,0,1,-61050,3133
762,762,0,1,-80441,-367
763,763,0,1,-98321,-21641
764,764,0,1,-105554,-57766
765,765,0,1,-94972,-98570
766,766,0,1,-65281,-129346
767,767,0,1,-22998,-136182
768,768,0,1,18853,-111895
769,769,0,1,45076,-60187
770,770,0,1,44280,4203
771,771,0,1,14143,59803
772,772,0,1,-36481,85940
773,773,0,1,-89752,70683
774,774,0,1,-125128,16105
775,775,0,1,-127175,-61487
776,776,0,1,-92022,-136888
777,777,0,1,-29645,-184889
778,778,0,1,39181,-189488
779,779,0,1,90305,-149890
780,780,0,1,105300,-80841
781,781,0,1,78519,-7201
782,782,0,1,19372,45165
783,783,0,1,-51221,58725
784,784,0,1,-108567,30244
785,785,0,1,-133362,-28830
786,786,0,1,-118602,-97236
787,787,0,1,-71540,-152047
788,788,0,1,-10284,-176867
789,789,0,1,43475,-166900
790,790,0,1,72468,-129297
791,791,0,1,69672,-79206
792,792,0,1,39776,-33420
793,793,0,1,-3916,-4283
794,794,0,1,-45449,3774
795,795,0,1,-72350,-5732
796,796,0,1,-79679,-24398
797,797,0,1,-70532,-43140
798,798,0,1,-53381,-55838
799,799,0,1,-37807,-60925
800,800,0,1,-30497,-60680
801,801,0,1,-33190,-59083
802,802,0,1,-42948,-59377
803,803,0,1,-54438,-62622
804,804,0,1,-62585,-67603
805,805,0,1,-64442,-72014
806,806,0,1,-59800,-73927
807,807,0,1,-50369,-72805
808,808,0,1,-38222,-69545
809,809,0,1,-24607,-65727
810,810,0,1,-9659,-62392
811,811,0,1,6922,-59352
812,812,0,1,24717,-55190
813,813,0,1,41830,-48157
814,814,0,1,54917,-37292
815,815,0,1,60302,-23413
816,816,0,1,55465,-9018
817,817,0,1,40607,2509
818,818,0,1,19060,8262
819,819,0,1,-3461,7169
820,820,0,1,-20733,491
821,821,0,1,-28045,-8621
822,822,0,1,-23946,-16364
823,823,0,1,-10848,-19768
824,824,0,1,5805,-17808
825,825,0,1,19328,-11640
826,826,0,1,23936,-3961
827,827,0,1,16525,2164
828,828,0,1,-2483,4545
829,829,0,1,-29401,2607
830,830,0,1,-58521,-2715
831,831,0,1,-83838,-9642
832,832,0,1,-100659,-16573
833,833,0,1,-106565,-22895
834,834,0,1,-101669,-29251
835,835,0,1,-88248,-37204
836,836,0,1,-69745,-48357
837,837,0,1,-49794,-63443
838,838,0,1,-31405,-81757
839,839,0,1,-16615,-101161
840,840,0,1,-6420,-118542
841,841,0,1,-938,-130787
842,842,0,1,284,-135621
843,843,0,1,-1982,-132180
844,844,0,1,-6861,-121149
845,845,0,1,-13401,-104499
846,846,0,1,-20737,-84927
847,847,0,1,-28210,-65320
848,848,0,1,-35460,-48269
849,849,0,1,-42440,-35747
850,850,0,1,-49319,-28973
851,851,0,1,-56254,-28246
852,852,0,1,-63065,-32869
853,853,0,1,-69000,-41115
854,854,0,1,-72649,-50408
855,855,0,1,-72404,-57691
856,856,0,1,-67059,-60178
857,857,0,1,-56432,-56151
858,858,0,1,-41769,-45723
859,859,0,1,-25776,-31109
860,860,0,1,-11928,-16202
861,861,0,1,-3542,-5483
862,862,0,1,-2802,-2687
863,863,0,1,-10208,-9508
864,864,0,1,-24522,-24831
865,865,0,1,-43169,-45051
866,866,0,1,-62988,-65086
867,867,0,1,-80900,-79823
868,868,0,1,-94390,-85578
869,869,0,1,-101549,-81016
870,870,0,1,-100997,-67300
871,871,0,1,-91917,-47467
872,872,0,1,-74291,-25514
873,873,0,1,-49342,-5439
874,874,0,1,-19917,9412
875,875,0,1,9500,16676
876,876,0,1,33414,14972
877,877,0,1,46580,4045
878,878,0,1,45625,-15043
879,879,0,1,30196,-39643
880,880,0,1,3369,-65622
881,881,0,1,-29134,-87889
882,882,0,1,-60522,-101654
883,883,0,1,-84931,-104148
884,884,0,1,-98967,-95837
885,885,0,1,-102350,-80900
886,886,0,1,-97345,-66274
887,887,0,1,-87395,-59396
888,888,0,1,-75755,-65424
889,889,0,1,-64315,-84838
890,890,0,1,-53391,-112633
