Frequency,Attenuation_dB
1.905027000000000000e+06,-8.616147934117748264e+01
1.912527000000000000e+06,-8.616317640235665465e+01
1.920027000000000000e+06,-8.594507342576456210e+01
1.927527000000000000e+06,-8.607024801692303129e+01
1.935027000000000000e+06,-8.610323478614886028e+01
1.942527000000000000e+06,-8.596277917922675726e+01
1.950027000000000000e+06,-8.590651645620681620e+01
1.957527000000000000e+06,-8.607953835066004444e+01
1.965027000000000000e+06,-8.603830391734234695e+01
1.972527000000000000e+06,-8.597690777177663790e+01
1.980027000000000000e+06,-8.607640408528540377e+01
1.987527000000000000e+06,-8.593429375836110751e+01
1.995027000000000000e+06,-8.594632671687105585e+01
2.002527000000000000e+06,-8.607236005722234040e+01
2.010027000000000000e+06,-8.619633854555139862e+01
2.017527000000000000e+06,-8.601444275448417898e+01
2.025027000000000000e+06,-8.618520826247564059e+01
2.032527000000000000e+06,-8.577349019206116054e+01
2.040027000000000000e+06,-8.556313016040016350e+01
2.047527000000000000e+06,-8.604052265194576421e+01
2.055027000000000000e+06,-8.596536432508101200e+01
2.062527000000000000e+06,-8.597002350428098794e+01
2.070027000000000000e+06,-8.592909322537897765e+01
2.077527000000000000e+06,-8.593235574778881869e+01
2.085027000000000000e+06,-8.612997511337256640e+01
2.092527000000000000e+06,-8.595687100372147427e+01
2.100027000000000000e+06,-8.602899668654814036e+01
2.107527000000000000e+06,-8.617834615368778373e+01
2.115027000000000000e+06,-8.611801224724945314e+01
2.122527000000000000e+06,-8.597186360146096717e+01
2.130027000000000000e+06,-8.601269214045233014e+01
2.137527000000000000e+06,-8.613562950318760159e+01
2.145027000000000000e+06,-8.607784348666355356e+01
2.152527000000000000e+06,-8.601377595012519350e+01
2.160027000000000000e+06,-8.611630876409093105e+01
2.167527000000000000e+06,-8.600416516139306111e+01
2.175027000000000000e+06,-8.615117863100770990e+01
2.182527000000000000e+06,-8.607169637298198950e+01
2.190027000000000000e+06,-8.587168674488212616e+01
2.197527000000000000e+06,-8.593455179817175349e+01
2.205027000000000000e+06,-8.605749726588632598e+01
2.212527000000000000e+06,-8.584885448422451759e+01
2.220027000000000000e+06,-8.604320303519804725e+01
2.227527000000000000e+06,-8.603894055750100733e+01
2.235027000000000000e+06,-8.596483153711068326e+01
2.242527000000000000e+06,-8.607427748686995983e+01
2.250027000000000000e+06,-8.597838439380879549e+01
2.257527000000000000e+06,-8.609321336216791565e+01
2.265027000000000000e+06,-8.595381248117176654e+01
2.272527000000000000e+06,-8.610207654467897953e+01
2.280027000000000000e+06,-8.621905062416121268e+01
2.287527000000000000e+06,-8.606099802144566979e+01
2.295027000000000000e+06,-8.609478048029551189e+01
2.302527000000000000e+06,-8.615175616451156770e+01
2.310027000000000000e+06,-8.629791746569142674e+01
2.317527000000000000e+06,-8.603216513572020574e+01
2.325027000000000000e+06,-8.597938347895268407e+01
2.332527000000000000e+06,-8.603681092269181363e+01
2.340027000000000000e+06,-8.619221484605633066e+01
2.347527000000000000e+06,-8.614839372160142261e+01
2.355027000000000000e+06,-8.590549159349522768e+01
2.362527000000000000e+06,-8.615919586617151538e+01
2.370027000000000000e+06,-8.609075282506884719e+01
2.377527000000000000e+06,-8.600507815872703077e+01
2.385027000000000000e+06,-8.603883988340078304e+01
2.392527000000000000e+06,-8.603350739106231515e+01
2.400027000000000000e+06,-8.626679632831893230e+01
2.407527000000000000e+06,-8.623769132457917408e+01
2.415027000000000000e+06,-8.608291449809689766e+01
2.422527000000000000e+06,-8.629163334309086508e+01
2.430027000000000000e+06,-8.610701902981855937e+01
2.437527000000000000e+06,-8.596608683671192352e+01
2.445027000000000000e+06,-8.617945555241071531e+01
2.452527000000000000e+06,-8.611974805918144682e+01
2.460027000000000000e+06,-8.609611833260240132e+01
2.467527000000000000e+06,-8.602559612144766277e+01
2.475027000000000000e+06,-8.625456287170604242e+01
2.482527000000000000e+06,-8.594113699475946078e+01
2.490027000000000000e+06,-8.591631801775578481e+01
2.497527000000000000e+06,-8.614945278935030615e+01
2.505027000000000000e+06,-8.584220674577720445e+01
2.512527000000000000e+06,-8.620127907094328634e+01
2.520027000000000000e+06,-8.594440844036799376e+01
2.527527000000000000e+06,-8.596370120244267810e+01
2.535027000000000000e+06,-8.602844148778943634e+01
2.542527000000000000e+06,-8.616510101174839065e+01
2.550027000000000000e+06,-8.606106860449131091e+01
2.557527000000000000e+06,-8.600201835789306415e+01
2.565027000000000000e+06,-8.609738822176394990e+01
2.572527000000000000e+06,-8.596358569967168251e+01
2.580027000000000000e+06,-8.612743323002307250e+01
2.587527000000000000e+06,-8.609758002685053668e+01
2.595027000000000000e+06,-8.608002745626575347e+01
2.602527000000000000e+06,-8.618841131838492231e+01
2.610027000000000000e+06,-8.609871504667736986e+01
2.617527000000000000e+06,-8.591977852697922913e+01
2.625027000000000000e+06,-8.598114768355353021e+01
2.632527000000000000e+06,-8.596978605668198270e+01
2.640027000000000000e+06,-8.604296510920701735e+01
2.647527000000000000e+06,-8.603288620551222721e+01
2.655027000000000000e+06,-8.591638990876008108e+01
2.662527000000000000e+06,-8.600020193531564416e+01
2.670027000000000000e+06,-8.594367625380090203e+01
2.677527000000000000e+06,-8.603558612457194954e+01
2.685027000000000000e+06,-8.591645073347049788e+01
2.692527000000000000e+06,-8.602822804515494681e+01
2.700027000000000000e+06,-8.592808382421199553e+01
2.707527000000000000e+06,-8.605470028858337628e+01
2.715027000000000000e+06,-8.609244525728398401e+01
2.722527000000000000e+06,-8.596801325980476349e+01
2.730027000000000000e+06,-8.608236093461249538e+01
2.737527000000000000e+06,-8.601238623110359072e+01
2.745027000000000000e+06,-8.607220178156967449e+01
2.752527000000000000e+06,-8.598952570030290588e+01
2.760027000000000000e+06,-8.652084538988196982e+01
2.767527000000000000e+06,-8.605586847639818870e+01
2.775027000000000000e+06,-8.595484153707410258e+01
2.782527000000000000e+06,-8.601627700213505534e+01
2.790027000000000000e+06,-8.613000549867059874e+01
2.797527000000000000e+06,-8.601312174254522347e+01
2.805027000000000000e+06,-8.602135622821216998e+01
2.812527000000000000e+06,-8.593793601696064854e+01
2.820027000000000000e+06,-8.597231937936547297e+01
2.827527000000000000e+06,-8.593044439420785352e+01
2.835027000000000000e+06,-8.593398398950671435e+01
2.842527000000000000e+06,-8.598187305559633842e+01
2.850027000000000000e+06,-8.607122941487810408e+01
2.857527000000000000e+06,-8.590976804878371809e+01
2.865027000000000000e+06,-8.599838671169891313e+01
2.872527000000000000e+06,-8.611333160903899397e+01
2.880027000000000000e+06,-8.598302963466986171e+01
2.887527000000000000e+06,-8.605786994038091109e+01
2.895027000000000000e+06,-8.606822520366665685e+01
2.902527000000000000e+06,-8.606831200354464784e+01
2.910027000000000000e+06,-8.596482244702582420e+01
2.917527000000000000e+06,-8.593097312474651517e+01
2.925027000000000000e+06,-8.605075393466022149e+01
2.932527000000000000e+06,-8.589773773976766336e+01
2.940027000000000000e+06,-8.588641082451169950e+01
2.947527000000000000e+06,-8.612178549350059598e+01
2.955027000000000000e+06,-8.606786437897210362e+01
2.962527000000000000e+06,-8.597092039104710182e+01
2.970027000000000000e+06,-8.601876261027344128e+01
2.977527000000000000e+06,-8.599005411715350533e+01
2.985027000000000000e+06,-8.613650756268938835e+01
2.992527000000000000e+06,-8.616319251428831194e+01
3.000027000000000000e+06,-8.601217832038705069e+01
3.007527000000000000e+06,-8.598306790457071713e+01
